rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.64027785192806,76.30197491176031,603011,合锻智能,bottom_area,2024-03-26,7.92,2024-03-26,7.77,1.9305019305019353,5.662805662805679,30.251346499102343,False,-3.5323,8.4755,1,1,1,100.0,41.201716738197426,41.201716738197426,13.069498069498064,1.9305019305019353,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
2,83.13668577140047,74.84462886520934,603322,超讯通信,bottom_area,2024-03-26,32.9,2024-03-26,32.3,1.8575851393188898,9.256965944272451,28.03030303030304,False,-6.9044,11.7678,4,5,4,80.0,25.8060375422388,39.45833333333333,13.142414860681109,1.8575851393188898,历史4/5次成功; 当前距低点1.86%; 最新日涨幅-6.90%; 状态bottom_area; 底部未确认
3,82.52028030500524,75.89982142857144,002857,三晖电气,bottom_area,2024-03-26,12.33,2024-03-26,11.97,3.007518796992476,4.09356725146199,28.834720570749106,False,1.5651,3.602,1,1,1,100.0,19.55357142857144,19.55357142857144,11.992481203007523,3.007518796992476,历史1/1次成功; 当前距低点3.01%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
4,80.88440327675127,71.55598593257335,000917,电广传媒,bottom_area,2024-03-26,6.57,2024-03-26,6.51,0.9216589861751229,7.066052227342549,29.007633587786263,False,-4.3668,10.209,1,1,1,100.0,43.157894736842124,43.157894736842124,14.078341013824877,0.9216589861751229,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
5,80.33804040800744,69.85916557218039,603356,华菱精工,bottom_area,2024-03-26,13.55,2024-03-26,13.55,0.0,4.797047970479694,27.11135018827326,False,-10.0266,17.3598,3,4,3,75.0,39.16218049559353,53.658536585365866,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
6,66.28390446352647,61.10240264186261,300727,润禾材料,bottom_area,2024-03-26,27.04,2024-03-26,26.22,3.1273836765827623,5.034324942791764,27.126181211784324,False,-1.0249,7.3393,2,4,2,50.0,22.273319486404827,26.812499999999993,11.872616323417237,3.1273836765827623,历史2/4次成功; 当前距低点3.13%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
7,52.26658809682713,49.292963733264,000710,贝瑞基因,bottom_area,2024-03-26,9.83,2024-03-26,9.42,4.3524416135881125,8.81104033970276,28.419452887537993,False,-5.4808,16.4945,1,2,1,50.0,17.3469387755102,17.3469387755102,10.647558386411887,4.3524416135881125,历史1/2次成功; 当前距低点4.35%; 最新日涨幅-5.48%; 状态bottom_area; 底部未确认
