rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.42776180011363,83.29242143299884,601226,华电科工,bottom_area,2023-10-17,5.81,2023-10-16,5.73,1.396160558464209,1.9197207678882973,29.693251533742327,False,0.519,0.3128,1,1,1,100.0,39.54659949622166,39.54659949622166,18.60383944153579,1.396160558464209,历史1/1次成功; 当前距低点1.40%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
2,91.08259396567011,79.68807602996854,301313,凡拓数创,bottom_area,2023-10-17,28.17,2023-10-16,27.44,2.6603498542274067,3.0612244897959178,31.82608695652174,False,1.2581,5.8858,3,4,3,75.0,39.831579019392564,52.43243243243245,17.339650145772595,2.6603498542274067,历史3/4次成功; 当前距低点2.66%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
3,90.37908552069744,78.29539987460461,000524,岭南控股,bottom_area,2023-10-17,8.19,2023-10-17,8.02,2.119700748129675,3.366583541147127,28.392857142857142,False,0.8621,1.5382,1,1,1,100.0,21.550094517958406,21.550094517958406,17.880299251870326,2.119700748129675,历史1/1次成功; 当前距低点2.12%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
4,89.17850532834441,75.61340400974264,600004,白云机场,bottom_area,2023-10-17,10.68,2023-10-17,10.58,0.9451795841209797,1.1342155009451722,28.271186440677965,False,0.2817,0.2924,1,1,1,100.0,32.57211538461537,32.57211538461537,19.05482041587902,0.9451795841209797,历史1/1次成功; 当前距低点0.95%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
5,87.35452165485917,78.26752889349571,000058,深赛格,bottom_area,2023-10-17,7.08,2023-09-22,6.81,3.9647577092511086,7.782672540381795,27.16577540106952,True,0.0,1.4815,1,1,1,100.0,34.82352941176472,34.82352941176472,16.03524229074889,3.9647577092511086,历史1/1次成功; 当前距低点3.96%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
6,84.44292088272996,72.04093682219943,002534,西子洁能,bottom_area,2023-10-17,12.64,2023-09-22,12.48,1.2820512820512833,7.2115384615384635,27.861271676300582,True,-0.4724,0.2435,2,3,2,66.66666666666666,29.824446659191896,33.11594202898551,18.71794871794872,1.2820512820512833,历史2/3次成功; 当前距低点1.28%; 最新日涨幅-0.47%; 状态bottom_area; 底部已确认
7,71.91896077986853,61.33454545454546,002069,獐子岛,bottom_area,2023-10-17,4.01,2023-10-17,3.96,1.262626262626258,2.525252525252516,30.03533568904594,False,0.25,0.7704,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,18.737373737373744,1.262626262626258,历史1/3次成功; 当前距低点1.26%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
8,70.3409988109394,60.24988505747129,000428,华天酒店,bottom_area,2023-10-17,4.06,2023-10-16,4.0,1.4999999999999902,2.499999999999991,28.571428571428566,False,0.7444,1.2078,1,3,1,33.33333333333333,28.045977011494273,28.045977011494273,18.50000000000001,1.4999999999999902,历史1/3次成功; 当前距低点1.50%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
9,70.30702659558487,60.51877289290615,600322,津投城开,bottom_area,2023-10-17,2.3,2023-10-17,2.26,1.7699115044247804,3.0973451327433756,31.097560975609756,False,-0.4329,3.0029,1,2,1,50.0,35.828877005347586,35.828877005347586,18.23008849557522,1.7699115044247804,历史1/2次成功; 当前距低点1.77%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
10,69.71497785534623,59.25773117704431,000014,沙河股份,bottom_area,2023-10-17,11.22,2023-10-17,11.1,1.0810810810810902,2.3423423423423406,29.96845425867508,False,-0.5319,1.5204,1,2,1,50.0,20.605355064027936,20.605355064027936,18.918918918918912,1.0810810810810902,历史1/2次成功; 当前距低点1.08%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
11,69.70612052117772,59.22484451718495,603326,我乐家居,bottom_area,2023-10-17,10.51,2023-10-17,10.4,1.0576923076923022,1.634615384615384,27.272727272727277,False,-0.2846,2.9196,1,2,1,50.0,20.141843971631218,20.141843971631218,18.9423076923077,1.0576923076923022,历史1/2次成功; 当前距低点1.06%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
12,69.63748323481917,58.39475743922051,002333,罗普斯金,bottom_area,2023-10-17,5.89,2023-10-17,5.87,0.340715502555359,2.0442930153321996,28.50182704019489,False,-1.1745,2.3178,1,2,1,50.0,46.728971962616825,46.728971962616825,19.65928449744464,0.340715502555359,历史1/2次成功; 当前距低点0.34%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
13,69.33457099746,59.08925638271505,600408,安泰集团,bottom_area,2023-10-17,2.48,2023-10-16,2.45,1.2244897959183594,4.0816326530612095,28.3625730994152,False,-1.1952,2.3514,1,2,1,50.0,21.457489878542503,21.457489878542503,18.77551020408164,1.2244897959183594,历史1/2次成功; 当前距低点1.22%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
14,69.2686227677721,58.377964376590306,688103,国力电子,bottom_area,2023-10-17,47.45,2023-10-17,47.16,0.6149279050042542,3.6471586089906833,27.446153846153855,False,-2.4666,1.0965,1,2,1,50.0,57.609964966913196,57.609964966913196,19.38507209499575,0.6149279050042542,历史1/2次成功; 当前距低点0.61%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
