rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.8780370054815,81.0905997818975,300488,恒锋工具,bottom_area,2021-12-24,27.89,2021-12-24,27.51,1.3813158851326752,5.779716466739367,30.74018126888217,False,-2.4825,2.05,1,1,1,100.0,65.52470248827983,65.52470248827983,18.618684114867325,1.3813158851326752,历史1/1次成功; 当前距低点1.38%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
2,88.98151320581955,75.99844544269286,688280,精进电动,bottom_area,2021-12-24,15.84,2021-12-24,15.63,1.343570057581568,8.061420345489442,29.62629446195407,False,-5.4328,8.6936,1,1,1,100.0,32.37518910741301,32.37518910741301,18.656429942418434,1.343570057581568,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-5.43%; 状态bottom_area; 底部未确认
3,85.80513683189439,72.21822013921584,300508,维宏股份,bottom_area,2021-12-24,37.09,2021-12-24,36.89,0.542152344808899,5.638384386012465,28.36893203883495,False,-3.6623,3.0518,1,1,1,100.0,42.06627680311891,42.06627680311891,19.457847655191102,0.542152344808899,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
4,85.61237917072529,73.45440816423176,601798,蓝科高新,bottom_area,2021-12-24,9.57,2021-12-24,9.42,1.592356687898093,9.766454352441613,31.540697674418606,False,-4.491,10.7392,1,1,1,100.0,21.74721189591078,21.74721189591078,18.407643312101907,1.592356687898093,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-4.49%; 状态bottom_area; 底部未确认
5,82.57286694865606,69.7980925942201,002357,富临运业,bottom_area,2021-12-24,6.48,2021-12-24,6.43,0.7776049766718618,6.376360808709178,27.75280898876405,False,-5.2632,16.6233,1,1,1,100.0,31.941031941031934,31.941031941031934,19.22239502332814,0.7776049766718618,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-5.26%; 状态bottom_area; 底部未确认
