rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.33666319184677,85.65553171785413,002116,中国海诚,bottom_area,2022-12-27,10.5,2022-12-27,10.39,1.0587102983638057,2.983638113570729,27.696590118302012,False,0.1908,2.255,3,3,3,100.0,14.781673108191493,18.51179673321235,8.941289701636194,1.0587102983638057,历史3/3次成功; 当前距低点1.06%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
12,77.04959039584656,73.36400529568424,000650,仁和药业,bottom_area,2022-12-27,6.33,2022-12-27,6.18,2.4271844660194235,7.281553398058256,27.20848056537103,False,-4.5249,6.1385,2,2,2,100.0,14.827881065637138,17.19038817005545,7.572815533980577,2.4271844660194235,历史2/2次成功; 当前距低点2.43%; 最新日涨幅-4.52%; 状态bottom_area; 底部未确认
13,76.25902986201508,73.81976796407184,000059,华锦股份,bottom_area,2022-12-27,6.9,2022-12-23,6.68,3.293413173652705,4.19161676646707,27.233115468409586,False,0.1451,0.624,1,1,1,100.0,11.874999999999996,11.874999999999996,6.706586826347297,3.293413173652705,历史1/1次成功; 当前距低点3.29%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
14,76.1008696205135,72.19571715006052,002362,汉王科技,bottom_area,2022-12-27,16.01,2022-12-23,15.66,2.2349936143039684,4.278416347381853,32.933618843683085,False,-1.4769,5.794,1,1,1,100.0,12.642487046632112,12.642487046632112,7.765006385696033,2.2349936143039684,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
15,75.8918646024831,74.10352801597051,000159,国际实业,bottom_area,2022-12-27,6.92,2022-12-23,6.67,3.7481259370314843,7.346326836581713,32.48987854251013,True,-1.983,2.9652,2,2,2,100.0,15.587393292485462,19.8744769874477,6.251874062968516,3.7481259370314843,历史2/2次成功; 当前距低点3.75%; 最新日涨幅-1.98%; 状态bottom_area; 底部已确认
16,74.87428366916929,72.4718151536477,603289,泰瑞机器,bottom_area,2022-12-27,9.11,2022-12-23,8.82,3.287981859410421,5.555555555555558,29.888712241653415,False,-1.1931,1.5512,1,1,1,100.0,27.034482758620705,27.034482758620705,6.712018140589579,3.287981859410421,历史1/1次成功; 当前距低点3.29%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
17,74.39726428264541,68.02622783855148,000597,东北制药,bottom_area,2022-12-27,6.62,2022-12-27,6.6,0.30303030303031003,7.727272727272738,29.032258064516135,False,-9.6862,8.9987,1,1,1,100.0,16.59751037344398,16.59751037344398,9.69696969696969,0.30303030303031003,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-9.69%; 状态bottom_area; 底部未确认
18,74.31767515287267,71.26352411919295,002793,罗欣药业,bottom_area,2022-12-27,7.35,2022-12-26,7.15,2.7972027972027873,5.594405594405587,27.558257345491377,False,-2.3904,2.0941,1,1,1,100.0,14.52229299363058,14.52229299363058,7.202797202797213,2.7972027972027873,历史1/1次成功; 当前距低点2.80%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
19,74.0186996213623,72.74581748276066,688167,炬光科技,bottom_area,2022-12-27,96.47,2022-12-26,92.68,4.089339663357781,7.682347863616734,27.423649177760375,False,-0.0207,2.7967,2,2,2,100.0,21.66404255492686,23.41569581359622,5.91066033664222,4.089339663357781,历史2/2次成功; 当前距低点4.09%; 最新日涨幅-0.02%; 状态bottom_area; 底部未确认
20,73.64187733896196,72.39370992643718,002395,双象股份,bottom_area,2022-12-27,10.15,2022-12-20,9.75,4.102564102564106,5.641025641025648,28.62371888726208,False,-0.6849,0.8008,1,1,1,100.0,36.59976387249114,36.59976387249114,5.897435897435894,4.102564102564106,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
21,72.3429466500134,69.80459764474976,603318,水发燃气,bottom_area,2022-12-27,8.91,2022-12-23,8.64,3.1249999999999947,4.629629629629613,29.92700729927007,False,-0.7795,3.2008,1,1,1,100.0,10.696761530912658,10.696761530912658,6.875000000000006,3.1249999999999947,历史1/1次成功; 当前距低点3.12%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
22,71.79932374092843,70.5337060841991,001332,锡装股份,bottom_area,2022-12-27,58.35,2022-12-23,56.07,4.06634563937935,5.796326021045122,32.874416377349455,False,-1.1017,4.6935,1,1,1,100.0,26.155774956903304,26.155774956903304,5.93365436062065,4.06634563937935,历史1/1次成功; 当前距低点4.07%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
23,71.78165595656728,68.76341448124543,002420,毅昌科技,bottom_area,2022-12-27,7.86,2022-12-27,7.65,2.7450980392156854,6.928104575163389,28.43779232927969,False,-3.202,12.8881,1,1,1,100.0,10.657193605683846,10.657193605683846,7.2549019607843155,2.7450980392156854,历史1/1次成功; 当前距低点2.75%; 最新日涨幅-3.20%; 状态bottom_area; 底部未确认
24,66.72662363509905,63.768835112843746,605289,罗曼股份,bottom_area,2022-12-27,21.15,2022-12-23,20.61,2.6200873362445374,5.531295487627368,28.36287799791449,False,-0.8439,2.6496,2,3,2,66.66666666666666,10.946062219433427,11.881750994883456,7.379912663755463,2.6200873362445374,历史2/3次成功; 当前距低点2.62%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
25,64.44510873016218,62.672388000300614,605266,健之佳,bottom_area,2022-12-27,71.45,2022-12-27,69.01,3.535719460947685,5.796261411389653,27.035314019877344,False,-0.7639,2.706,2,3,2,66.66666666666666,16.27506292792826,20.511627906976745,6.464280539052315,3.535719460947685,历史2/3次成功; 当前距低点3.54%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
26,60.42402624051739,57.326363636363666,002693,双成药业,bottom_area,2022-12-27,7.31,2022-12-27,7.15,2.2377622377622273,8.25174825174825,27.77777777777778,False,-5.5556,5.4929,1,2,1,50.0,34.61538461538462,34.61538461538462,7.762237762237772,2.2377622377622273,历史1/2次成功; 当前距低点2.24%; 最新日涨幅-5.56%; 状态bottom_area; 底部未确认
27,59.96565749520058,55.62868072050904,688298,东方生物,bottom_area,2022-12-27,81.0,2022-12-27,80.15,1.0605115408608787,6.912039925140351,32.63573709867204,False,-5.4953,6.32,2,6,2,33.33333333333333,13.83501989429302,15.470039788586028,8.939488459139122,1.0605115408608787,历史2/6次成功; 当前距低点1.06%; 最新日涨幅-5.50%; 状态bottom_area; 底部未确认
28,58.94119012840891,55.865027420246946,002786,银宝山新,bottom_area,2022-12-27,7.01,2022-12-22,6.86,2.186588921282791,5.685131195335272,31.05527638190954,False,-1.8207,3.1502,1,2,1,50.0,15.916398713826371,15.916398713826371,7.81341107871721,2.186588921282791,历史1/2次成功; 当前距低点2.19%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
29,55.050316467197206,54.666095038835195,688115,思林杰,bottom_area,2022-12-27,39.98,2022-12-23,38.21,4.632295210677823,5.312745354619213,31.375718390804597,False,1.3178,1.7559,1,2,1,50.0,16.977032898820603,16.977032898820603,5.367704789322178,4.632295210677823,历史1/2次成功; 当前距低点4.63%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
