rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.33666319184677,85.65553171785413,002116,中国海诚,bottom_area,2022-12-27,10.5,2022-12-27,10.39,1.0587102983638057,2.983638113570729,27.696590118302012,False,0.1908,2.255,3,3,3,100.0,14.781673108191493,18.51179673321235,8.941289701636194,1.0587102983638057,历史3/3次成功; 当前距低点1.06%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
2,88.43778312620344,85.20583756345181,002269,美邦服饰,bottom_area,2022-12-27,2.03,2022-12-23,1.97,3.0456852791878086,7.61421319796955,27.30627306273063,True,-1.9324,3.439,3,3,3,100.0,67.6633252638804,173.50993377483442,6.954314720812192,3.0456852791878086,历史3/3次成功; 当前距低点3.05%; 最新日涨幅-1.93%; 状态bottom_area; 底部已确认
3,86.57628782856098,79.5050380972653,688075,安旭生物,bottom_area,2022-12-27,85.45,2022-12-27,85.0,0.5294117647058857,4.494117647058816,28.499327052489903,False,-4.0858,7.6159,4,4,4,100.0,31.086542584917854,40.134529147982065,9.470588235294116,0.5294117647058857,历史4/4次成功; 当前距低点0.53%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
4,81.9148078355188,76.49631860126271,002795,永和智控,bottom_area,2022-12-27,8.64,2022-12-27,8.52,1.408450704225364,5.633802816901413,30.731707317073177,False,-1.8182,3.1337,1,1,1,100.0,25.632183908045985,25.632183908045985,8.591549295774637,1.408450704225364,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
5,80.13377382606434,77.52853838538796,688185,康希诺,bottom_area,2022-12-27,148.02,2022-12-27,143.34,3.264964420259527,6.732245011859918,30.417475728155335,False,-5.0545,6.9841,5,5,5,100.0,14.154071309568138,19.236097367900253,6.735035579740472,3.264964420259527,历史5/5次成功; 当前距低点3.26%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
6,79.92940303193184,75.01679852664698,000919,金陵药业,bottom_area,2022-12-27,7.91,2022-12-27,7.78,1.6709511568123379,4.241645244215928,30.22421524663677,False,-2.3457,3.2156,1,1,1,100.0,20.8955223880597,20.8955223880597,8.329048843187662,1.6709511568123379,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
7,79.39111002688077,74.15258845535713,002729,好利科技,bottom_area,2022-12-27,27.9,2022-12-23,27.51,1.4176663031624754,6.506724827335511,27.605263157894733,False,-1.4483,0.5367,1,1,1,100.0,13.144449605202036,13.144449605202036,8.582333696837525,1.4176663031624754,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
8,79.26722486486416,76.10840793390273,002423,中粮资本,bottom_area,2022-12-27,7.18,2022-12-23,6.98,2.8653295128939726,4.441260744985668,28.41025641025641,False,1.1268,1.2656,1,1,1,100.0,18.932038834951456,18.932038834951456,7.134670487106027,2.8653295128939726,历史1/1次成功; 当前距低点2.87%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
9,79.10743586499996,75.96058630912559,000411,英特集团,bottom_area,2022-12-27,12.19,2022-12-27,11.85,2.8691983122362856,7.42616033755275,29.840142095914747,False,-4.5419,5.3524,2,2,2,100.0,34.206228285076975,47.98426745329401,7.130801687763714,2.8691983122362856,历史2/2次成功; 当前距低点2.87%; 最新日涨幅-4.54%; 状态bottom_area; 底部未确认
10,77.31684400623638,74.5070444486394,300542,新晨科技,bottom_area,2022-12-27,11.8,2022-12-23,11.45,3.056768558951978,4.716157205240183,27.89672544080605,False,-1.1725,1.6561,2,2,2,100.0,18.47568152177371,21.587301587301592,6.943231441048023,3.056768558951978,历史2/2次成功; 当前距低点3.06%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
11,77.19546188118917,71.07131457681993,002838,道恩股份,bottom_area,2022-12-27,18.22,2022-12-27,18.1,0.6629834254143504,4.309392265193356,27.830940988835717,False,-3.5469,2.966,2,2,2,100.0,20.71460638045511,24.95606326889279,9.33701657458565,0.6629834254143504,历史2/2次成功; 当前距低点0.66%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
