rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.97812867980274,87.11725053125834,600343,航天动力,bottom_area,2024-08-14,7.92,2024-08-13,7.71,2.723735408560311,5.05836575875486,31.16071428571428,False,1.0204,4.2845,4,4,4,100.0,26.383694961160476,55.72413793103447,7.2762645914396895,2.723735408560311,历史4/4次成功; 当前距低点2.72%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
13,77.55205662475521,73.05893228898277,600997,开滦股份,bottom_area,2024-08-14,6.0,2024-07-30,5.89,1.8675721561969494,5.942275042444831,30.70588235294118,False,-1.1532,0.3288,1,1,1,100.0,12.77955271565495,12.77955271565495,8.132427843803052,1.8675721561969494,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
14,77.2430350396906,75.4543355325165,002552,宝鼎科技,confirmed_rebound,2024-08-14,11.01,2024-07-25,10.61,3.770028275212068,10.084825636192276,30.197368421052634,True,-0.542,0.5114,1,1,1,100.0,52.23596574690771,52.23596574690771,6.229971724787933,3.770028275212068,历史1/1次成功; 当前距低点3.77%; 最新日涨幅-0.54%; 状态confirmed_rebound; 底部已确认
15,76.43459889531876,69.78515965567269,301507,民生健康,bottom_area,2024-08-14,13.36,2024-08-14,13.33,0.22505626406601173,2.700675168792194,29.805160610847807,False,-2.1962,14.2354,1,1,1,100.0,14.883268482490283,14.883268482490283,9.774943735933988,0.22505626406601173,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
16,76.20165980542795,72.94303619532741,603010,万盛股份,bottom_area,2024-08-14,8.73,2024-07-18,8.5,2.7058823529411815,7.5294117647058885,27.78249787595582,True,-1.6892,0.1461,1,1,1,100.0,13.238967527060783,13.238967527060783,7.294117647058819,2.7058823529411815,历史1/1次成功; 当前距低点2.71%; 最新日涨幅-1.69%; 状态bottom_area; 底部已确认
17,76.15077567746053,74.49532403229836,600210,紫江企业,bottom_area,2024-08-14,4.86,2024-07-25,4.68,3.8461538461538596,9.61538461538462,27.329192546583858,True,-0.8163,0.536,2,2,2,100.0,18.895455922199744,19.867549668874158,6.153846153846141,3.8461538461538596,历史2/2次成功; 当前距低点3.85%; 最新日涨幅-0.82%; 状态bottom_area; 底部已确认
18,76.14989690877728,72.21335653451321,000726,鲁泰A,bottom_area,2024-08-14,5.54,2024-07-30,5.42,2.214022140221404,4.797047970479701,28.211920529801326,False,-1.2478,0.5441,1,1,1,100.0,12.480252764612954,12.480252764612954,7.785977859778597,2.214022140221404,历史1/1次成功; 当前距低点2.21%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
19,75.60652624842723,72.55492283187786,301606,绿联科技,bottom_area,2024-08-14,29.72,2024-08-13,28.9,2.837370242214534,4.6712802768166135,30.34466136418415,False,-1.0652,12.2488,1,1,1,100.0,21.957671957671955,21.957671957671955,7.162629757785465,2.837370242214534,历史1/1次成功; 当前距低点2.84%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
20,75.47066277226314,72.22016437565041,002706,良信股份,bottom_area,2024-08-14,6.11,2024-07-30,5.95,2.6890756302521033,7.394957983193269,32.7683615819209,True,-1.2924,0.7508,3,4,3,75.0,13.31320867002797,14.727153188691638,7.310924369747897,2.6890756302521033,历史3/4次成功; 当前距低点2.69%; 最新日涨幅-1.29%; 状态bottom_area; 底部已确认
21,75.32369969791505,68.88629085791752,002601,龙佰集团,bottom_area,2024-08-14,16.03,2024-08-14,15.98,0.3128911138923699,2.565707133917398,31.120689655172413,False,-2.1368,0.4664,1,1,1,100.0,11.127325793506023,11.127325793506023,9.68710888610763,0.3128911138923699,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
22,74.90787517973797,74.44788350409478,300349,金卡智能,bottom_area,2024-08-14,10.52,2024-07-25,10.05,4.676616915422874,9.55223880597014,32.59557344064386,True,-1.4981,0.7942,1,1,1,100.0,45.48693586698337,45.48693586698337,5.323383084577127,4.676616915422874,历史1/1次成功; 当前距低点4.68%; 最新日涨幅-1.50%; 状态bottom_area; 底部已确认
23,74.89401085629304,69.0884772192391,000983,山西焦煤,bottom_area,2024-08-14,7.89,2024-08-14,7.83,0.7662835249042096,1.2771392081736863,27.834101382488473,False,-1.0038,0.2776,3,4,3,75.0,21.938729333444627,27.212389380530986,9.233716475095791,0.7662835249042096,历史3/4次成功; 当前距低点0.77%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
24,74.74469342547148,73.07269116988925,300435,中泰股份,bottom_area,2024-08-14,10.62,2024-07-25,10.23,3.81231671554251,9.38416422287389,27.549575070821525,True,-1.6667,0.4524,1,1,1,100.0,27.498781082398814,27.498781082398814,6.18768328445749,3.81231671554251,历史1/1次成功; 当前距低点3.81%; 最新日涨幅-1.67%; 状态bottom_area; 底部已确认
25,73.92765823427304,67.76169287097113,000708,中信特钢,bottom_area,2024-08-14,11.66,2024-08-14,11.61,0.4306632213609019,4.134366925064603,28.773006134969332,False,-3.1561,0.221,1,1,1,100.0,16.739811912225715,16.739811912225715,9.569336778639098,0.4306632213609019,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
26,73.36828900249358,72.95142372407035,603218,日月股份,confirmed_rebound,2024-08-14,9.8,2024-07-05,9.36,4.700854700854714,10.256410256410266,27.216174183514774,True,-2.1956,0.4347,1,1,1,100.0,47.95361527967258,47.95361527967258,5.299145299145286,4.700854700854714,历史1/1次成功; 当前距低点4.70%; 最新日涨幅-2.20%; 状态confirmed_rebound; 底部已确认
27,72.68428747538022,70.11771452848838,002651,利君股份,bottom_area,2024-08-14,5.3,2024-08-13,5.14,3.1128404669260727,5.642023346303502,29.201101928374655,False,0.3788,5.5585,2,3,2,66.66666666666666,28.646903905447076,41.96642685851319,6.887159533073928,3.1128404669260727,历史2/3次成功; 当前距低点3.11%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
28,72.66685155579384,71.89482657246535,002768,国恩股份,bottom_area,2024-08-14,17.88,2024-07-25,17.12,4.439252336448586,7.827102803738316,27.549724925941593,True,-1.6502,0.5335,2,2,2,100.0,12.184526341764123,13.681691264459511,5.560747663551415,4.439252336448586,历史2/2次成功; 当前距低点4.44%; 最新日涨幅-1.65%; 状态bottom_area; 底部已确认
29,72.35911300293348,71.97008551367041,001218,丽臣实业,bottom_area,2024-08-14,14.43,2024-07-25,13.78,4.716981132075475,6.603773584905662,30.404040404040412,False,-0.3453,0.5552,2,2,2,100.0,25.18711018711019,29.999999999999993,5.283018867924525,4.716981132075475,历史2/2次成功; 当前距低点4.72%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
30,71.84403375707726,70.56110458284374,000629,钒钛股份,confirmed_rebound,2024-08-14,2.31,2024-07-25,2.22,4.054054054054047,10.360360360360358,32.72727272727272,True,-1.7021,0.4725,1,1,1,100.0,27.173913043478265,27.173913043478265,5.945945945945954,4.054054054054047,历史1/1次成功; 当前距低点4.05%; 最新日涨幅-1.70%; 状态confirmed_rebound; 底部已确认
31,71.21510836955098,69.8261949549164,000090,天健集团,bottom_area,2024-08-14,3.67,2024-07-25,3.53,3.966005665722383,9.915014164305951,28.973843058350102,True,-0.8108,0.4747,1,1,1,100.0,11.928429423459237,11.928429423459237,6.033994334277618,3.966005665722383,历史1/1次成功; 当前距低点3.97%; 最新日涨幅-0.81%; 状态bottom_area; 底部已确认
32,70.11016158730743,67.62132128983436,002196,方正电机,bottom_area,2024-08-14,4.32,2024-08-13,4.19,3.1026252983293525,4.534606205250585,28.49829351535836,False,0.9346,3.7183,2,3,2,66.66666666666666,15.100216684723728,18.661971830985923,6.897374701670649,3.1026252983293525,历史2/3次成功; 当前距低点3.10%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
33,66.31675922065675,61.51119695829033,002607,中公教育,bottom_area,2024-08-14,1.92,2024-08-13,1.9,1.0526315789473695,5.78947368421052,28.838951310861425,False,-2.0408,10.2719,3,7,3,42.857142857142854,14.514883800332075,18.337408312958438,8.947368421052632,1.0526315789473695,历史3/7次成功; 当前距低点1.05%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
34,66.18469863195584,66.1197479954181,002320,海峡股份,confirmed_rebound,2024-08-14,5.09,2024-07-09,4.85,4.948453608247427,10.309278350515465,27.28635682158921,True,-1.5474,0.2566,1,1,1,100.0,14.259259259259249,14.259259259259249,5.051546391752574,4.948453608247427,历史1/1次成功; 当前距低点4.95%; 最新日涨幅-1.55%; 状态confirmed_rebound; 底部已确认
35,64.48805354027613,62.07138103161396,600058,五矿发展,bottom_area,2024-08-14,6.19,2024-07-25,6.01,2.9950083194675643,8.153078202995012,31.85941043083901,True,-1.2759,0.3617,1,2,1,50.0,99.54954954954954,99.54954954954954,7.004991680532437,2.9950083194675643,历史1/2次成功; 当前距低点3.00%; 最新日涨幅-1.28%; 状态bottom_area; 底部已确认
