rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.97812867980274,87.11725053125834,600343,航天动力,bottom_area,2024-08-14,7.92,2024-08-13,7.71,2.723735408560311,5.05836575875486,31.16071428571428,False,1.0204,4.2845,4,4,4,100.0,26.383694961160476,55.72413793103447,7.2762645914396895,2.723735408560311,历史4/4次成功; 当前距低点2.72%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
2,86.83795424612991,82.8927894028907,603368,柳药集团,bottom_area,2024-08-14,16.83,2024-07-31,16.41,2.5594149908592208,8.470444850700796,31.908713692946062,True,-1.5789,0.9699,3,3,3,100.0,31.603524634675978,42.85714285714285,7.440585009140779,2.5594149908592208,历史3/3次成功; 当前距低点2.56%; 最新日涨幅-1.58%; 状态bottom_area; 底部已确认
3,85.98883238118941,80.55789297140284,300424,航新科技,bottom_area,2024-08-14,12.89,2024-08-12,12.69,1.576044129235627,5.752561071710011,27.2362385321101,False,-1.6031,5.253,2,2,2,100.0,32.85630960247343,52.29885057471265,8.423955870764374,1.576044129235627,历史2/2次成功; 当前距低点1.58%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
4,85.02482539027201,79.16894091745219,002563,森马服饰,bottom_area,2024-08-14,4.84,2024-07-30,4.78,1.2552301255230043,7.531380753138063,29.080118694362017,True,-1.4257,0.4094,1,1,1,100.0,28.929384965831446,28.929384965831446,8.744769874476995,1.2552301255230043,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-1.43%; 状态bottom_area; 底部已确认
5,81.82557836005782,74.56350046151114,001203,大中矿业,bottom_area,2024-08-14,8.06,2024-08-14,8.05,0.12422360248446938,3.2298136645962705,30.782459157351678,False,-2.7744,0.4724,2,2,2,100.0,22.670592877288865,29.46341463414634,9.875776397515532,0.12422360248446938,历史2/2次成功; 当前距低点0.12%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
6,81.53480478221826,79.71770992366413,002687,乔治白,bottom_area,2024-08-14,4.08,2024-07-25,3.93,3.8167938931297685,5.852417302798981,32.82051282051282,False,0.7407,0.5806,1,1,1,100.0,64.00000000000001,64.00000000000001,6.183206106870232,3.8167938931297685,历史1/1次成功; 当前距低点3.82%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
7,79.67040306541608,76.10971466025782,603317,天味食品,bottom_area,2024-08-14,10.26,2024-07-30,10.0,2.599999999999998,8.800000000000008,31.74061433447099,True,-2.6565,0.4522,2,2,2,100.0,12.299541184181786,14.347826086956525,7.400000000000002,2.599999999999998,历史2/2次成功; 当前距低点2.60%; 最新日涨幅-2.66%; 状态bottom_area; 底部已确认
8,78.48981747659307,77.72259869122902,601886,江河集团,bottom_area,2024-08-14,4.66,2024-07-25,4.46,4.48430493273543,8.744394618834074,29.54186413902054,True,-1.0616,0.6539,3,3,3,100.0,27.40222547239673,33.5540838852097,5.515695067264571,4.48430493273543,历史3/3次成功; 当前距低点4.48%; 最新日涨幅-1.06%; 状态bottom_area; 底部已确认
9,78.30499791891033,76.35549589603286,600280,中央商场,bottom_area,2024-08-14,2.82,2024-08-14,2.72,3.676470588235281,8.455882352941176,28.981723237597905,False,0.7143,14.4949,2,2,2,100.0,13.536821705426364,15.406976744186055,6.32352941176472,3.676470588235281,历史2/2次成功; 当前距低点3.68%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
10,78.24788368808831,75.57534911276018,601163,三角轮胎,bottom_area,2024-08-14,14.62,2024-07-25,14.17,3.1757233592095933,7.339449541284409,27.18396711202467,True,-1.7473,0.3293,2,2,2,100.0,16.48386221375298,20.655412115193645,6.8242766407904085,3.1757233592095933,历史2/2次成功; 当前距低点3.18%; 最新日涨幅-1.75%; 状态bottom_area; 底部已确认
11,78.12293628710252,75.81338932745811,002355,兴民智通,bottom_area,2024-08-14,4.53,2024-08-12,4.38,3.4246575342465837,6.164383561643846,28.8961038961039,False,1.3423,3.834,4,5,4,80.0,17.535529599679155,21.138211382113823,6.575342465753417,3.4246575342465837,历史4/5次成功; 当前距低点3.42%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
12,77.5968950940734,73.63430663397692,001239,永达股份,bottom_area,2024-08-14,14.55,2024-08-13,14.23,2.248770203794802,3.162333099086432,30.888780961631856,False,0.8316,13.4401,2,3,2,66.66666666666666,36.96148404280864,62.04678362573098,7.751229796205199,2.248770203794802,历史2/3次成功; 当前距低点2.25%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
