rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.0180236876748,78.57056591321563,000917,电广传媒,bottom_area,2024-03-28,6.62,2024-03-28,6.38,3.7617554858934206,4.702194357366769,30.425299890948747,False,2.0031,8.4116,1,1,1,100.0,43.157894736842124,43.157894736842124,16.238244514106583,3.7617554858934206,历史1/1次成功; 当前距低点3.76%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
2,84.79079761066082,76.20468226534416,603356,华菱精工,bottom_area,2024-03-28,13.1,2024-03-28,12.58,4.133545310015895,4.928457869634334,32.32920925228618,False,1.8663,8.1591,3,4,3,75.0,39.16218049559353,53.658536585365866,15.866454689984105,4.133545310015895,历史3/4次成功; 当前距低点4.13%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
3,83.79154228602523,74.61895966029724,300536,农尚环境,bottom_area,2024-03-28,16.27,2024-03-27,15.7,3.630573248407645,10.063694267515935,28.636363636363637,True,2.327,3.8704,2,3,2,66.66666666666666,53.97590503889715,60.27027027027027,16.369426751592357,3.630573248407645,历史2/3次成功; 当前距低点3.63%; 最新日涨幅2.33%; 状态bottom_area; 底部已确认
4,79.21118048461784,67.62177561870134,688220,翱捷科技,bottom_area,2024-03-28,39.98,2024-03-28,39.46,1.3177901672579726,3.8773441459706057,27.19557195571956,False,-0.4482,1.3669,2,4,2,50.0,35.14159784972857,45.103092783505154,18.68220983274203,1.3177901672579726,历史2/4次成功; 当前距低点1.32%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
5,63.78797865759106,56.36815297223377,300454,深信服,bottom_area,2024-03-28,63.07,2024-03-27,61.11,3.20733104238259,7.871052200949112,28.35033415406262,False,3.0219,3.7034,1,4,1,25.0,29.49391262831224,29.49391262831224,16.792668957617412,3.20733104238259,历史1/4次成功; 当前距低点3.21%; 最新日涨幅3.02%; 状态bottom_area; 底部未确认
6,63.46514642385719,57.9364348876473,603095,越剑智能,bottom_area,2024-03-28,16.62,2024-03-26,15.83,4.990524320909671,8.717624763108027,28.981606101390756,True,2.2769,3.0777,1,3,1,33.33333333333333,49.20159680638723,49.20159680638723,15.00947567909033,4.990524320909671,历史1/3次成功; 当前距低点4.99%; 最新日涨幅2.28%; 状态bottom_area; 底部已确认
7,60.867183904211736,54.24703422209709,688048,长光华芯,bottom_area,2024-03-28,42.61,2024-03-28,41.1,3.6739659367396547,6.204379562043789,27.95793163891323,False,2.1823,4.6314,1,4,1,25.0,23.810089020771517,23.810089020771517,16.326034063260348,3.6739659367396547,历史1/4次成功; 当前距低点3.67%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
8,59.283993576499775,53.42337013618676,300727,润禾材料,bottom_area,2024-03-28,26.8,2024-03-27,25.7,4.2801556420233515,6.108949416342414,28.57142857142857,False,3.7152,7.134,1,4,1,25.0,26.812499999999993,26.812499999999993,15.719844357976651,4.2801556420233515,历史1/4次成功; 当前距低点4.28%; 最新日涨幅3.72%; 状态bottom_area; 底部未确认
