rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.46581193081975,88.9817442322218,688136,科兴制药,bottom_area,2025-06-24,40.23,2025-06-23,39.44,2.0030425963488825,4.893509127789046,32.23367697594502,False,0.0746,2.1138,4,4,4,100.0,27.57355565536154,60.65012831479899,5.996957403651118,2.0030425963488825,历史4/4次成功; 当前距低点2.00%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
2,89.22288583038736,86.86716607248933,605136,丽人丽妆,bottom_area,2025-06-24,10.62,2025-06-23,10.35,2.608695652173909,3.2850241545893706,28.768066070199588,False,0.759,4.6889,4,4,4,100.0,23.62899010454739,52.667814113597245,5.391304347826091,2.608695652173909,历史4/4次成功; 当前距低点2.61%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
3,88.14383229539936,83.92254049188557,603139,康惠股份,bottom_area,2025-06-24,21.01,2025-06-20,20.71,1.4485755673587672,5.5528730082085875,31.42384105960264,False,-0.2848,4.4113,4,4,4,100.0,16.049961212169606,29.315476190476186,6.551424432641233,1.4485755673587672,历史4/4次成功; 当前距低点1.45%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
4,87.47613076890659,85.35137786026723,688114,华大智造,bottom_area,2025-06-24,63.79,2025-06-23,62.1,2.7214170692431523,4.508856682769733,28.20809248554913,False,0.5834,1.5918,4,4,4,100.0,16.861337516890426,27.745919717688572,5.278582930756848,2.7214170692431523,历史4/4次成功; 当前距低点2.72%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
5,87.1573571549613,87.36495705290879,603327,福蓉科技,bottom_area,2025-06-24,9.09,2025-06-23,8.73,4.123711340206179,4.352806414662074,28.148148148148145,False,1.1123,0.7269,6,6,6,100.0,44.87644574504772,129.39632545931758,3.876288659793821,4.123711340206179,历史6/6次成功; 当前距低点4.12%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
6,83.9469260696399,82.58784303156447,002678,珠江钢琴,bottom_area,2025-06-24,4.91,2025-06-23,4.76,3.151260504201688,3.991596638655471,29.79351032448378,False,0.409,1.8623,3,3,3,100.0,23.939338608302766,35.5191256830601,4.848739495798312,3.151260504201688,历史3/3次成功; 当前距低点3.15%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
7,83.83331143255644,81.7512569484754,600250,南京商旅,bottom_area,2025-06-24,10.68,2025-06-23,10.4,2.6923076923076863,5.673076923076922,28.52233676975945,False,-0.0935,7.1663,6,6,6,100.0,19.622142402886666,53.93258426966293,5.307692307692314,2.6923076923076863,历史6/6次成功; 当前距低点2.69%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
8,82.5852769880823,80.10338521661664,002041,登海种业,bottom_area,2025-06-24,9.76,2025-06-23,9.53,2.413431269674716,2.518363064008397,29.719764011799416,False,0.8264,0.5816,2,2,2,100.0,18.2043468358871,21.395106715252467,5.586568730325284,2.413431269674716,历史2/2次成功; 当前距低点2.41%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
9,82.32077610679208,80.57870689464357,605198,安德利,bottom_area,2025-06-24,40.26,2025-06-20,39.13,2.8878098645540384,5.264502938921531,29.748653500897664,False,1.5385,1.3277,1,1,1,100.0,43.241469816272954,43.241469816272954,5.112190135445962,2.8878098645540384,历史1/1次成功; 当前距低点2.89%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
10,82.1116272610662,79.89043118199116,300703,创源股份,bottom_area,2025-06-24,21.12,2025-06-23,20.59,2.574065080135994,3.9825157843613423,30.321489001692047,False,0.0948,11.8641,2,2,2,100.0,19.02849228333993,20.914127423822727,5.425934919864006,2.574065080135994,历史2/2次成功; 当前距低点2.57%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
11,81.5314903814275,82.81470241307922,000605,渤海股份,bottom_area,2025-06-24,6.97,2025-06-20,6.65,4.812030075187961,4.962406015037595,29.25531914893617,False,2.1994,1.6412,4,4,4,100.0,28.850166583374982,56.66666666666668,3.1879699248120397,4.812030075187961,历史4/4次成功; 当前距低点4.81%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
12,81.2773958903881,81.256453505464,300346,南大光电,bottom_area,2025-06-24,31.04,2025-06-13,29.85,3.986599664991617,4.288107202680059,27.513355998057303,False,0.9431,2.3134,3,3,3,100.0,27.020971729273548,46.69811320754715,4.013400335008384,3.986599664991617,历史3/3次成功; 当前距低点3.99%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
13,79.69563148448354,80.05322966777105,002127,南极电商,bottom_area,2025-06-24,3.94,2025-06-20,3.78,4.232804232804237,4.497354497354507,29.34579439252336,False,1.8088,1.6418,3,3,3,100.0,23.570017841745774,33.53658536585366,3.7671957671957634,4.232804232804237,历史3/3次成功; 当前距低点4.23%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
14,79.52647392211585,77.59552536465442,605377,华旺科技,bottom_area,2025-06-24,8.68,2025-06-23,8.45,2.721893491124266,2.721893491124266,30.04966887417219,False,1.5205,0.896,1,1,1,100.0,25.16904583020285,25.16904583020285,5.278106508875735,2.721893491124266,历史1/1次成功; 当前距低点2.72%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
15,79.04837407009255,76.48820546945784,300483,首华燃气,confirmed_rebound,2025-06-24,12.07,2025-06-24,11.8,2.288135593220335,9.999999999999996,28.915662650602414,False,-18.0027,23.9122,3,3,3,100.0,23.468573236560218,44.56035767511176,5.711864406779665,2.288135593220335,历史3/3次成功; 当前距低点2.29%; 最新日涨幅-18.00%; 状态confirmed_rebound; 底部未确认
16,79.00829569540137,76.93194203834851,000999,华润三九,bottom_area,2025-06-24,31.39,2025-06-23,30.59,2.6152337365152034,2.811376266753839,29.645814167433297,False,1.4872,0.5214,1,1,1,100.0,20.293951384963254,20.293951384963254,5.3847662634847975,2.6152337365152034,历史1/1次成功; 当前距低点2.62%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
17,77.33746302078974,75.1255656877967,301287,康力源,bottom_area,2025-06-24,40.73,2025-06-23,39.74,2.4911927528937965,3.6990437845998967,31.85871056241426,False,0.742,15.5232,1,1,1,100.0,9.0617481956696,9.0617481956696,5.508807247106204,2.4911927528937965,历史1/1次成功; 当前距低点2.49%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
18,77.00054340758064,76.71789851830269,300949,奥雅股份,bottom_area,2025-06-24,39.52,2025-06-23,38.07,3.8087733123194187,6.0152350932492755,27.89772727272727,False,0.6879,5.6011,2,2,2,100.0,17.10699822790835,21.703617269544917,4.191226687680581,3.8087733123194187,历史2/2次成功; 当前距低点3.81%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
19,76.9260291839231,71.85505700248962,002155,湖南黄金,bottom_area,2025-06-24,17.65,2025-06-24,17.57,0.4553215708594098,2.675014228799083,28.548190321268805,False,-2.3783,3.0466,1,1,1,100.0,28.834355828220854,28.834355828220854,7.54467842914059,0.4553215708594098,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
20,76.79400867056273,76.46036344824311,002172,澳洋健康,bottom_area,2025-06-24,3.85,2025-06-23,3.71,3.7735849056603805,4.582210242587599,27.11198428290766,False,1.0499,6.2633,5,6,5,83.33333333333334,18.06883709578199,29.824561403508774,4.22641509433962,3.7735849056603805,历史5/6次成功; 当前距低点3.77%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
21,76.72154736366541,77.40145891325963,300436,广生堂,bottom_area,2025-06-24,33.97,2025-06-20,32.52,4.458794587945866,6.580565805658035,29.671280276816603,False,-0.6435,6.4498,5,5,5,100.0,17.889841794495617,35.88379705400981,3.541205412054134,4.458794587945866,历史5/5次成功; 当前距低点4.46%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
22,76.6549138400145,77.69783783783784,301260,格力博,bottom_area,2025-06-24,19.37,2025-06-23,18.5,4.702702702702708,5.999999999999997,29.3353705118411,False,3.5275,4.7495,1,1,1,100.0,58.71313672922254,58.71313672922254,3.297297297297292,4.702702702702708,历史1/1次成功; 当前距低点4.70%; 最新日涨幅3.53%; 状态bottom_area; 底部未确认
23,76.58175615733099,77.51467615351486,601068,中铝国际,bottom_area,2025-06-24,4.52,2025-06-19,4.32,4.629629629629613,5.787037037037036,27.150084317032032,False,2.4943,0.9865,3,3,3,100.0,14.786191984249353,18.6700767263427,3.3703703703703876,4.629629629629613,历史3/3次成功; 当前距低点4.63%; 最新日涨幅2.49%; 状态bottom_area; 底部未确认
24,76.07392647910865,75.7162573017594,600770,综艺股份,bottom_area,2025-06-24,5.25,2025-06-23,5.06,3.7549407114624587,4.150197628458498,32.980132450331126,False,1.7442,1.8898,1,1,1,100.0,27.72861356932153,27.72861356932153,4.245059288537542,3.7549407114624587,历史1/1次成功; 当前距低点3.75%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
25,75.26581423320445,76.63044936418085,000596,古井贡酒,bottom_area,2025-06-24,138.23,2025-06-16,131.73,4.934335382980339,7.99362332042815,27.152574240999844,True,0.8389,0.8311,2,2,2,100.0,21.240505577290524,29.07889301941346,3.065664617019661,4.934335382980339,历史2/2次成功; 当前距低点4.93%; 最新日涨幅0.84%; 状态bottom_area; 底部已确认
26,74.28840536269779,72.56259235532781,600980,北矿科技,bottom_area,2025-06-24,22.2,2025-06-20,21.6,2.7777777777777675,4.675925925925917,28.66578599735799,False,-0.2247,13.5948,1,1,1,100.0,21.268417680973737,21.268417680973737,5.222222222222232,2.7777777777777675,历史1/1次成功; 当前距低点2.78%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
27,73.75297531104924,73.20561708932566,300871,回盛生物,bottom_area,2025-06-24,20.65,2025-06-23,19.93,3.6126442548921167,4.66633216256899,29.301170627882232,False,0.5355,4.2841,1,1,1,100.0,12.486268766019775,12.486268766019775,4.387355745107883,3.6126442548921167,历史1/1次成功; 当前距低点3.61%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
28,73.19940487656574,73.72435315030614,600706,曲江文旅,bottom_area,2025-06-24,9.55,2025-06-23,9.15,4.371584699453555,4.699453551912565,27.66798418972332,False,1.8124,4.6563,1,1,1,100.0,24.578313253012034,24.578313253012034,3.6284153005464455,4.371584699453555,历史1/1次成功; 当前距低点4.37%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
29,73.18699499865266,74.27400027278712,002811,郑中设计,bottom_area,2025-06-24,10.55,2025-06-23,10.07,4.766633565044692,5.163853028798407,31.728813559322035,False,2.6265,2.5865,2,2,2,100.0,15.709273124134537,16.78832116788322,3.2333664349553084,4.766633565044692,历史2/2次成功; 当前距低点4.77%; 最新日涨幅2.63%; 状态bottom_area; 底部未确认
30,72.83274433497535,73.67474137931033,603577,汇金通,bottom_area,2025-06-24,9.1,2025-06-23,8.7,4.597701149425292,4.827586206896551,32.34836702954899,False,1.4493,2.6649,1,1,1,100.0,27.083333333333325,27.083333333333325,3.402298850574708,4.597701149425292,历史1/1次成功; 当前距低点4.60%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
31,72.04817943418094,71.24590002145463,002427,尤夫股份,bottom_area,2025-06-24,8.17,2025-06-23,7.9,3.4177215189873364,6.835443037974673,27.389705882352942,False,-0.729,5.8059,1,1,1,100.0,22.033898305084747,22.033898305084747,4.582278481012664,3.4177215189873364,历史1/1次成功; 当前距低点3.42%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
32,71.8696847733707,72.77074923223552,603681,永冠新材,bottom_area,2025-06-24,14.86,2025-06-20,14.2,4.647887323943664,4.647887323943664,29.000000000000004,False,2.2712,3.8264,1,1,1,100.0,22.83834586466165,22.83834586466165,3.3521126760563362,4.647887323943664,历史1/1次成功; 当前距低点4.65%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
33,71.61194040704326,72.52715094577026,003025,思进智能,bottom_area,2025-06-24,13.25,2025-06-23,12.66,4.660347551342811,4.818325434439174,27.98634812286689,False,2.7929,2.2013,1,1,1,100.0,21.681415929203535,21.681415929203535,3.3396524486571892,4.660347551342811,历史1/1次成功; 当前距低点4.66%; 最新日涨幅2.79%; 状态bottom_area; 底部未确认
34,66.24589172643982,66.8547032221223,002615,哈尔斯,bottom_area,2025-06-24,8.17,2025-06-23,7.82,4.47570332480818,4.859335038363159,30.673758865248217,False,1.3648,10.719,2,3,2,66.66666666666666,27.80989320439935,28.84012539184954,3.5242966751918203,4.47570332480818,历史2/3次成功; 当前距低点4.48%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
35,62.691284447534656,63.58938541813149,300492,华图山鼎,bottom_area,2025-06-24,64.97,2025-06-23,62.03,4.7396421086570975,6.029340641625012,31.29153743907842,False,2.1862,0.4227,2,3,2,66.66666666666666,13.489799780661322,14.94511680270195,3.260357891342903,4.7396421086570975,历史2/3次成功; 当前距低点4.74%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
