rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.45400000000001,80.05,000957,中通客车,confirmed_rebound,2024-02-05,6.02,2024-02-05,6.02,0.0,11.129568106312307,29.009433962264158,False,-10.0149,2.7516,4,4,4,100.0,101.48868676450815,354.54545454545456,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态confirmed_rebound; 底部未确认
149,76.41000000000001,70.75,002388,新亚制程,confirmed_rebound,2024-02-05,3.52,2024-02-05,3.52,0.0,10.51136363636364,30.297029702970296,False,-9.9744,2.151,1,1,1,100.0,50.505050505050505,50.505050505050505,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态confirmed_rebound; 底部未确认
150,76.41000000000001,70.75,002686,亿利达,confirmed_rebound,2024-02-05,4.34,2024-02-05,4.34,0.0,10.829493087557598,29.200652528548126,False,-9.9585,2.8135,1,1,1,100.0,75.68181818181817,75.68181818181817,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态confirmed_rebound; 底部未确认
151,76.41000000000001,70.75,002836,新宏泽,confirmed_rebound,2024-02-05,5.49,2024-02-05,5.49,0.0,10.01821493624772,32.967032967032964,False,-10.0,0.8989,1,1,1,100.0,59.30851063829788,59.30851063829788,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
152,76.41000000000001,70.75,600172,黄河旋风,confirmed_rebound,2024-02-05,2.34,2024-02-05,2.34,0.0,10.256410256410266,29.305135951661637,False,-10.0,2.8605,1,1,1,100.0,51.074589127686465,51.074589127686465,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
153,76.40425071551232,70.74467658843733,605258,协和电子,confirmed_rebound,2024-02-05,16.75,2024-02-05,16.75,0.0,8.89552238805969,31.098313451254622,False,-9.9946,1.4172,1,1,1,100.0,49.971379507727534,49.971379507727534,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态confirmed_rebound; 底部未确认
154,76.39437408642677,70.73553156150626,002313,日海智能,confirmed_rebound,2024-02-05,6.35,2024-02-05,6.35,0.0,10.866141732283472,30.752453653217017,False,-9.9291,2.358,3,3,3,100.0,16.588879362936876,20.08238928939237,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.93%; 状态confirmed_rebound; 底部未确认
155,76.39174278261196,70.73309516908515,600405,动力源,confirmed_rebound,2024-02-05,3.54,2024-02-05,3.54,0.0,10.169491525423725,28.048780487804876,False,-9.9237,2.8116,3,3,3,100.0,16.575780478952385,21.8568665377176,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.92%; 状态confirmed_rebound; 底部未确认
156,76.31325957446809,70.6604255319149,605299,舒华体育,confirmed_rebound,2024-02-05,6.53,2024-02-05,6.53,0.0,11.33231240428789,31.335436382754988,False,-10.0551,1.6452,2,2,2,100.0,32.85175017158546,56.12903225806454,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态confirmed_rebound; 底部未确认
157,76.31210526315792,70.65935672514621,002790,瑞尔特,confirmed_rebound,2024-02-05,7.88,2024-02-05,7.88,0.0,11.040609137055839,29.893238434163706,False,-9.9429,2.335,1,1,1,100.0,49.512670565302145,49.512670565302145,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态confirmed_rebound; 底部未确认
158,76.30840319760554,70.65592888667179,002774,快意电梯,confirmed_rebound,2024-02-05,5.45,2024-02-05,5.45,0.0,10.458715596330263,30.30690537084399,False,-9.9174,2.5639,3,3,3,100.0,16.1609079928591,20.862068965517242,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.92%; 状态confirmed_rebound; 底部未确认
159,76.29678982842398,70.64517576705924,000576,甘化科工,confirmed_rebound,2024-02-05,5.65,2024-02-05,5.65,0.0,11.327433628318579,31.097560975609746,False,-10.0318,1.3584,3,3,3,100.0,16.103095521823864,24.015009380863045,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态confirmed_rebound; 底部未确认
160,76.28379659791212,71.53223947447,000628,高新发展,confirmed_rebound,2024-02-05,33.71,2024-02-05,33.49,0.6569125111973689,9.495371752762019,30.403158769742305,False,-7.4155,13.5339,1,1,1,100.0,99.77973568281939,99.77973568281939,7.343087488802631,0.6569125111973689,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-7.42%; 状态confirmed_rebound; 底部未确认
161,76.25104434362855,70.9106369451452,603050,科林电气,confirmed_rebound,2024-02-05,13.31,2024-02-05,13.28,0.2259036144578399,8.734939759036147,27.153044432254532,False,-9.7627,3.5452,2,2,2,100.0,24.708049387683246,41.09311740890686,7.77409638554216,0.2259036144578399,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-9.76%; 状态confirmed_rebound; 底部未确认
162,76.22721965315486,70.58075893810634,605188,国光连锁,confirmed_rebound,2024-02-05,6.03,2024-02-05,6.03,0.0,9.784411276948587,28.214285714285715,False,-10.0,1.2084,3,3,3,100.0,15.756768484442727,19.218749999999993,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
163,76.21591106075114,70.57028801921402,000572,海马汽车,confirmed_rebound,2024-02-05,3.08,2024-02-05,3.08,0.0,12.012987012987015,32.89760348583878,False,-9.9415,3.7805,3,3,3,100.0,15.700473221580793,22.92191435768261,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态confirmed_rebound; 底部未确认
164,76.11573740441095,70.47753463371384,002213,大为股份,confirmed_rebound,2024-02-05,8.27,2024-02-05,8.27,0.0,9.915356711003632,30.852842809364557,False,-10.0109,2.4067,3,3,3,100.0,15.2017991059884,20.248254460822338,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态confirmed_rebound; 底部未确认
165,76.09331606334842,70.45677413273002,600250,南京商旅,confirmed_rebound,2024-02-05,7.54,2024-02-05,7.54,0.0,11.140583554376668,27.290260366441654,False,-10.0239,2.47,3,3,3,100.0,15.09018350930115,19.004524886877824,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态confirmed_rebound; 底部未确认
166,76.06173203299164,72.72061366221386,688108,赛诺医疗,confirmed_rebound,2024-02-05,7.94,2024-02-05,7.81,1.6645326504481535,13.572343149807933,30.454140694568128,False,-10.5856,3.8251,2,2,2,100.0,12.235204866858322,15.175537938844846,6.335467349551846,1.6645326504481535,历史2/2次成功; 当前距低点1.66%; 最新日涨幅-10.59%; 状态confirmed_rebound; 底部未确认
167,76.05452197185691,70.42085367764528,600386,北巴传媒,confirmed_rebound,2024-02-05,3.1,2024-02-05,3.1,0.0,10.000000000000002,27.400468384074934,False,-9.8837,2.0443,3,3,3,100.0,14.897062783039114,16.708229426433917,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.88%; 状态confirmed_rebound; 底部未确认
168,76.05017360805527,70.41682741486599,002115,三维通信,confirmed_rebound,2024-02-05,4.62,2024-02-05,4.62,0.0,10.173160173160166,31.656804733727807,False,-9.9415,3.8235,3,3,3,100.0,14.875416208956915,20.720720720720706,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态confirmed_rebound; 底部未确认
169,76.03554052597576,70.40327826479236,000530,冰山冷热,confirmed_rebound,2024-02-05,3.4,2024-02-05,3.4,0.0,10.588235294117645,30.327868852459016,False,-10.0529,4.109,3,3,3,100.0,14.80257131608795,25.382262996941883,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.05%; 状态confirmed_rebound; 底部未确认
170,76.03225024579602,70.40023170907038,601068,中铝国际,confirmed_rebound,2024-02-05,3.93,2024-02-05,3.93,0.0,10.687022900763345,30.687830687830687,False,-10.0686,1.6905,3,3,3,100.0,14.786191984249353,18.6700767263427,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.07%; 状态confirmed_rebound; 底部未确认
171,76.02452637144745,70.39307997356245,000757,浩物股份,confirmed_rebound,2024-02-05,3.13,2024-02-05,3.13,0.0,8.945686900958474,31.208791208791208,False,-10.0575,2.5983,2,2,2,100.0,31.41440846001322,52.941176470588246,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态confirmed_rebound; 底部未确认
172,76.0009218640641,70.37122394820749,002722,物产金轮,confirmed_rebound,2024-02-05,10.22,2024-02-05,10.22,0.0,10.567514677103718,28.17990161630358,False,-10.0352,2.3918,2,2,2,100.0,31.296902947352045,44.886363636363626,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态confirmed_rebound; 底部未确认
173,75.98718922295745,74.39040519774147,301371,敷尔佳,confirmed_rebound,2024-02-05,25.94,2024-02-05,25.21,2.8956763189210646,11.463704879016264,28.278805120910377,False,-7.6868,6.7315,3,3,3,100.0,19.637350563879004,25.879396984924636,5.104323681078935,2.8956763189210646,历史3/3次成功; 当前距低点2.90%; 最新日涨幅-7.69%; 状态confirmed_rebound; 底部未确认
174,75.93019490341592,70.30573602168141,000837,秦川机床,confirmed_rebound,2024-02-05,6.24,2024-02-05,6.24,0.0,11.0576923076923,27.01754385964913,False,-9.9567,3.446,3,3,3,100.0,14.27815065420108,21.915584415584412,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态confirmed_rebound; 底部未确认
175,75.9248735719948,72.51111297275928,600189,泉阳泉,confirmed_rebound,2024-02-05,6.95,2024-02-05,6.84,1.6081871345029288,9.649122807017546,29.55715756951597,False,-8.3113,3.903,2,2,2,100.0,10.418170104440557,10.92745638200183,6.391812865497071,1.6081871345029288,历史2/2次成功; 当前距低点1.61%; 最新日涨幅-8.31%; 状态confirmed_rebound; 底部未确认
176,75.90992134085069,70.28696420449137,601007,金陵饭店,confirmed_rebound,2024-02-05,5.86,2024-02-05,5.86,0.0,11.604095563139927,27.29528535980149,False,-9.9846,2.944,3,3,3,100.0,14.177226905867544,17.018072289156624,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
177,75.90911106067439,70.28621394506888,603326,我乐家居,confirmed_rebound,2024-02-05,6.49,2024-02-05,6.49,0.0,8.936825885978429,28.207964601769902,False,-9.9861,2.0573,3,3,3,100.0,14.17319325305847,20.141843971631218,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态confirmed_rebound; 底部未确认
178,75.89950972193198,70.27732381660368,603015,弘讯科技,confirmed_rebound,2024-02-05,5.85,2024-02-05,5.85,0.0,10.085470085470098,29.51807228915664,False,-10.0,2.3966,3,3,3,100.0,14.125396863460695,23.318385650224208,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
179,75.89741342525402,70.27538280116111,002858,力盛体育,confirmed_rebound,2024-02-05,11.17,2024-02-05,11.17,0.0,10.653536257833478,30.878712871287128,False,-9.9919,4.485,3,3,3,100.0,14.114961296565074,20.566037735849065,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态confirmed_rebound; 底部未确认
180,75.88513980659148,70.26401833943655,605288,凯迪股份,confirmed_rebound,2024-02-05,30.06,2024-02-05,30.06,0.0,11.11111111111111,30.33603707995365,False,-10.0,1.8938,3,3,3,100.0,14.053862039981437,16.670746634026916,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
181,75.8812812557861,70.26044560720935,002671,龙泉股份,confirmed_rebound,2024-02-05,3.5,2024-02-05,3.5,0.0,10.571428571428575,27.536231884057973,False,-10.0257,3.8494,3,3,3,100.0,14.034653802200747,19.347826086956534,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态confirmed_rebound; 底部未确认
182,75.87434270011646,71.75796797265006,605128,上海沿浦,confirmed_rebound,2024-02-05,34.0,2024-02-05,33.63,1.1002081474873546,10.793933987511137,31.029532403609505,False,-9.0179,2.1255,1,1,1,100.0,16.80883090817863,16.80883090817863,6.899791852512646,1.1002081474873546,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-9.02%; 状态confirmed_rebound; 底部未确认
183,75.86120444453823,70.40844250872722,000503,国新健康,confirmed_rebound,2024-02-05,8.14,2024-02-05,8.13,0.12300123001229749,11.070110701106993,30.094582975064487,False,-9.856,3.4627,2,2,2,100.0,20.746695232017505,31.85714285714286,7.876998769987703,0.12300123001229749,历史2/2次成功; 当前距低点0.12%; 最新日涨幅-9.86%; 状态confirmed_rebound; 底部未确认
184,75.85942126636687,71.21290544978514,002405,四维图新,confirmed_rebound,2024-02-05,5.64,2024-02-05,5.6,0.714285714285715,11.607142857142865,27.648578811369518,False,-9.3248,2.4042,3,3,3,100.0,15.653101496540762,23.478260869565215,7.285714285714286,0.714285714285715,历史3/3次成功; 当前距低点0.71%; 最新日涨幅-9.32%; 状态confirmed_rebound; 底部未确认
185,75.8343781718451,70.2170168257825,605086,龙高股份,confirmed_rebound,2024-02-05,17.32,2024-02-05,17.32,0.0,9.122401847575047,27.226890756302524,False,-9.9792,3.9201,3,3,3,100.0,13.801165730013443,17.79249448123621,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
186,75.83367918388136,70.21636961470496,002403,爱仕达,confirmed_rebound,2024-02-05,5.98,2024-02-05,5.98,0.0,10.367892976588616,29.230769230769223,False,-9.9398,3.1922,3,3,3,100.0,13.797686100564366,21.63892445582587,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态confirmed_rebound; 底部未确认
187,75.78059294847421,70.16721569303166,000518,四环生物,confirmed_rebound,2024-02-05,2.21,2024-02-05,2.21,0.0,11.312217194570136,29.166666666666668,False,-9.7959,2.7162,3,3,3,100.0,13.53341770447127,17.834394904458602,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.80%; 状态confirmed_rebound; 底部未确认
188,75.77792633763913,70.16474660892511,603192,汇得科技,confirmed_rebound,2024-02-05,12.82,2024-02-05,12.82,0.0,10.530421216848671,29.983615510649912,False,-9.9719,1.1155,3,3,3,100.0,13.520143058737174,16.917728852838945,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态confirmed_rebound; 底部未确认
189,75.74378866396762,70.13313765182187,002426,胜利精密,confirmed_rebound,2024-02-05,1.45,2024-02-05,1.45,0.0,11.0344827586207,31.603773584905664,False,-9.9379,2.2375,2,2,2,100.0,30.016869095816457,51.31578947368419,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态confirmed_rebound; 底部未确认
190,75.74040000000002,70.13000000000001,002480,新筑股份,confirmed_rebound,2024-02-05,3.38,2024-02-05,3.38,0.0,11.242603550295856,27.467811158798288,False,-10.1064,1.8587,1,1,1,100.0,46.666666666666664,46.666666666666664,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.11%; 状态confirmed_rebound; 底部未确认
191,75.72961057343954,74.79105614340466,688317,之江生物,confirmed_rebound,2024-02-05,13.26,2024-02-05,12.83,3.351519875292282,14.341387373343725,31.646244006393175,False,-9.6115,1.5354,3,3,3,100.0,27.37914762941432,38.96296296296296,4.648480124707718,3.351519875292282,历史3/3次成功; 当前距低点3.35%; 最新日涨幅-9.61%; 状态confirmed_rebound; 底部未确认
192,75.57327659085358,69.9752561026422,601086,国芳集团,confirmed_rebound,2024-02-05,3.75,2024-02-05,3.75,0.0,10.399999999999991,28.842504743833015,False,-10.0719,2.9397,2,2,2,100.0,29.168043562592505,33.48946135831383,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.07%; 状态confirmed_rebound; 底部未确认
193,75.57137783648132,69.97349799674195,603076,乐惠国际,confirmed_rebound,2024-02-05,17.91,2024-02-05,17.91,0.0,10.55276381909548,27.34279918864097,False,-10.0,2.0873,3,3,3,100.0,12.491924713666421,13.440860215053762,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
194,75.54397780859917,69.94812760055478,002577,雷柏科技,confirmed_rebound,2024-02-05,10.77,2024-02-05,10.77,0.0,10.956360259981428,30.872913992297825,False,-10.0251,2.4085,2,2,2,100.0,29.022191400832178,50.0,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态confirmed_rebound; 底部未确认
195,75.53130958713103,69.93639776586207,002467,二六三,confirmed_rebound,2024-02-05,2.86,2024-02-05,2.86,0.0,13.2867132867133,31.742243436754187,False,-10.0629,3.1715,3,3,3,100.0,12.292461106785295,13.91509433962264,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态confirmed_rebound; 底部未确认
196,75.47098072668565,76.58423149952496,688235,百济神州,bottom_area,2024-02-05,103.19,2024-02-05,98.5,4.761421319796952,7.380710659898473,28.37926270631862,False,1.1567,2.7992,2,2,2,100.0,28.065979078827972,42.997811816192545,3.2385786802030485,4.761421319796952,历史2/2次成功; 当前距低点4.76%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
197,75.43981256518758,69.85167830109961,600148,长春一东,confirmed_rebound,2024-02-05,11.45,2024-02-05,11.45,0.0,9.08296943231442,28.837787445618403,False,-9.9843,2.1956,2,2,2,100.0,28.503646780105495,40.489130434782616,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
198,75.41380334400085,75.88997574080591,300402,宝色股份,confirmed_rebound,2024-02-05,13.26,2024-02-05,12.71,4.327301337529495,15.814319433516912,30.546448087431692,False,-10.3448,2.0754,4,4,4,100.0,28.581842958995395,61.64021164021163,3.6726986624705047,4.327301337529495,历史4/4次成功; 当前距低点4.33%; 最新日涨幅-10.34%; 状态confirmed_rebound; 底部未确认
199,75.31163488232339,69.73299526141054,001234,泰慕士,confirmed_rebound,2024-02-05,15.53,2024-02-05,15.53,0.0,10.753380553766902,29.151459854014604,False,-9.971,7.7964,2,2,2,100.0,27.86556592156205,31.93277310924369,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态confirmed_rebound; 底部未确认
200,75.21724463067774,69.64559688025716,002374,中锐股份,confirmed_rebound,2024-02-05,2.59,2024-02-05,2.59,0.0,10.810810810810821,28.05555555555556,False,-10.0694,1.5866,3,3,3,100.0,10.729015485253505,12.068965517241388,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.07%; 状态confirmed_rebound; 底部未确认
201,75.18837238084505,73.35202135933189,688339,亿华通,confirmed_rebound,2024-02-05,28.76,2024-02-05,28.0,2.7142857142857197,14.214285714285715,30.50384710846364,False,-11.1248,2.4473,3,3,3,100.0,11.831144020985597,14.0971239981141,5.28571428571428,2.7142857142857197,历史3/3次成功; 当前距低点2.71%; 最新日涨幅-11.12%; 状态confirmed_rebound; 底部未确认
202,75.17511032440278,69.60658363370628,002799,环球印务,confirmed_rebound,2024-02-05,6.4,2024-02-05,6.4,0.0,10.781249999999993,32.13149522799576,False,-9.9859,3.0838,3,3,3,100.0,10.519266847883205,11.202830188679236,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态confirmed_rebound; 底部未确认
203,75.16961205778777,69.60149264609979,002251,步步高,bottom_area,2024-02-05,2.82,2024-02-05,2.82,0.0,0.0,32.21153846153847,False,-5.0505,0.0578,2,2,2,100.0,16.943508849998846,19.0311418685121,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
204,75.13181176218674,69.56649237239513,000560,我爱我家,confirmed_rebound,2024-02-05,1.58,2024-02-05,1.58,0.0,10.126582278481006,28.181818181818187,False,-10.2273,2.633,3,3,3,100.0,10.303722432231858,13.793103448275875,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.23%; 状态confirmed_rebound; 底部未确认
205,75.10173425077215,69.53864282478902,605178,时空科技,confirmed_rebound,2024-02-05,13.4,2024-02-05,13.4,0.0,10.597014925373134,31.105398457583544,False,-10.0067,2.6608,3,3,3,100.0,10.153993681661406,11.97247706422018,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态confirmed_rebound; 底部未确认
206,74.97048233256957,74.24936211974206,002459,晶澳科技,bottom_area,2024-02-05,15.98,2024-02-05,15.44,3.4974093264248767,7.8367875647668335,28.385899814471244,False,-4.483,1.9653,3,3,3,100.0,16.040082709627782,19.211267605633804,4.502590673575123,3.4974093264248767,历史3/3次成功; 当前距低点3.50%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
207,74.94985903083702,69.39801762114539,002358,森源电气,confirmed_rebound,2024-02-05,2.93,2024-02-05,2.93,0.0,10.921501706484635,29.904306220095684,False,-10.1227,2.645,1,1,1,100.0,42.73127753303966,42.73127753303966,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.12%; 状态confirmed_rebound; 底部未确认
208,74.93711292800285,69.38621567407671,002436,兴森科技,confirmed_rebound,2024-02-05,8.72,2024-02-05,8.72,0.0,11.009174311926593,29.22077922077922,False,-10.0103,4.4192,2,2,2,100.0,26.001159538046814,30.59360730593607,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态confirmed_rebound; 底部未确认
209,74.93199940486805,70.72007178782418,603169,兰石重装,confirmed_rebound,2024-02-05,4.07,2024-02-05,4.03,0.9925558312655095,10.421836228287837,27.51798561151078,False,-9.1518,1.5751,3,3,3,100.0,16.41451119951368,22.055137844611526,7.007444168734491,0.9925558312655095,历史3/3次成功; 当前距低点0.99%; 最新日涨幅-9.15%; 状态confirmed_rebound; 底部未确认
210,74.87235712624069,71.45228162379821,300703,创源股份,confirmed_rebound,2024-02-05,7.12,2024-02-05,7.01,1.569186875891588,18.116975748930095,32.79002876318312,False,-14.8325,5.3904,1,1,1,100.0,20.914127423822727,20.914127423822727,6.430813124108411,1.569186875891588,历史1/1次成功; 当前距低点1.57%; 最新日涨幅-14.83%; 状态confirmed_rebound; 底部未确认
211,74.83113940453255,69.28809204123384,601020,华钰矿业,confirmed_rebound,2024-02-05,6.64,2024-02-05,6.64,0.0,10.692771084337348,30.688935281837164,False,-10.0271,3.7224,2,2,2,100.0,25.473613124913108,26.324110671936758,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态confirmed_rebound; 底部未确认
212,74.81990907437728,72.83894698421068,000811,冰轮环境,confirmed_rebound,2024-02-05,9.06,2024-02-05,8.83,2.6047565118912845,11.438278595696486,29.190056134723342,False,-7.4566,2.5258,2,2,2,100.0,24.396730275929013,27.994791666666675,5.395243488108716,2.6047565118912845,历史2/2次成功; 当前距低点2.60%; 最新日涨幅-7.46%; 状态confirmed_rebound; 底部未确认
213,74.7735866943867,69.2348024948025,001218,丽臣实业,confirmed_rebound,2024-02-05,14.44,2024-02-05,14.44,0.0,10.595567867036019,28.26626924987581,False,-9.9751,3.3951,2,2,2,100.0,25.18711018711019,29.999999999999993,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
214,74.72725087108014,69.19189895470383,000042,中洲控股,confirmed_rebound,2024-02-05,4.01,2024-02-05,4.01,0.0,13.216957605985044,32.83082077051927,False,-10.0897,1.7271,2,2,2,100.0,24.956445993031362,28.57142857142858,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.09%; 状态confirmed_rebound; 底部未确认
215,74.64380529706514,71.27641558441559,300471,厚普股份,confirmed_rebound,2024-02-05,7.62,2024-02-05,7.5,1.6000000000000014,15.99999999999999,32.675044883303414,False,-13.3106,3.1031,1,1,1,100.0,20.346320346320343,20.346320346320343,6.399999999999999,1.6000000000000014,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-13.31%; 状态confirmed_rebound; 底部未确认
216,74.64260085836911,69.11351931330472,603011,合锻智能,confirmed_rebound,2024-02-05,4.77,2024-02-05,4.77,0.0,9.853249475891,29.33333333333334,False,-10.0,3.1054,1,1,1,100.0,41.201716738197426,41.201716738197426,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
217,74.61975328158081,69.09236414961185,002495,佳隆股份,confirmed_rebound,2024-02-05,2.09,2024-02-05,2.09,0.0,11.004784688995215,27.430555555555557,False,-9.9138,2.7301,2,2,2,100.0,24.421312632321797,38.07339449541283,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.91%; 状态confirmed_rebound; 底部未确认
218,74.61107462686569,69.08432835820896,600212,绿能慧充,confirmed_rebound,2024-02-05,4.7,2024-02-05,4.7,0.0,10.425531914893622,28.244274809160302,False,-9.9617,3.0782,1,1,1,100.0,41.044776119403,41.044776119403,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态confirmed_rebound; 底部未确认
219,74.57271257703283,74.53613042712996,600196,复星医药,bottom_area,2024-02-05,21.19,2024-02-05,20.38,3.9744847890088435,6.280667320902852,29.820936639118457,False,-1.4877,0.8602,3,3,3,100.0,13.214815839086706,15.356166586267886,4.0255152109911565,3.9744847890088435,历史3/3次成功; 当前距低点3.97%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
220,74.49214087851207,73.27428571428571,301381,赛维时代,confirmed_rebound,2024-02-05,21.66,2024-02-05,21.0,3.1428571428571437,12.142857142857148,29.26911417985854,False,-7.1979,8.2611,1,1,1,100.0,66.46875000000001,66.46875000000001,4.857142857142857,3.1428571428571437,历史1/1次成功; 当前距低点3.14%; 最新日涨幅-7.20%; 状态confirmed_rebound; 底部未确认
221,74.49176379554784,68.97385536624799,002679,福建金森,confirmed_rebound,2024-02-05,8.66,2024-02-05,8.66,0.0,12.240184757505778,29.478827361563514,False,-9.9792,2.3096,2,2,2,100.0,23.784168635741825,33.50951374207188,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
222,74.48635872445675,73.09587050379818,688055,龙腾光电,confirmed_rebound,2024-02-05,3.07,2024-02-05,2.98,3.020134228187915,16.10738255033557,29.383886255924168,False,-11.2717,0.4381,2,2,2,100.0,30.869766365949573,45.45454545454546,4.979865771812085,3.020134228187915,历史2/2次成功; 当前距低点3.02%; 最新日涨幅-11.27%; 状态confirmed_rebound; 底部未确认
223,74.48194799429206,68.96476666138153,603117,万林物流,bottom_area,2024-02-05,2.61,2024-02-05,2.61,0.0,3.065134099616861,28.68852459016394,False,-5.0909,0.0849,2,2,2,100.0,13.520250867642652,18.954248366013076,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-5.09%; 状态bottom_area; 底部未确认
