rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,78.90827853575294,75.54780156485477,603078,江化微,bottom_area,2022-05-16,24.01,2022-05-13,23.6,1.7372881355932206,5.211864406779648,27.828746177370036,False,-0.8671,4.3171,1,1,1,100.0,24.563540397888758,24.563540397888758,6.262711864406779,1.7372881355932206,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
2,78.81794802458299,72.9795815042435,000889,中嘉博创,bottom_area,2022-05-16,1.98,2022-05-16,1.98,0.0,2.020202020202022,31.010452961672474,False,-4.8077,8.3673,3,3,3,100.0,18.438610237868215,34.408602150537625,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
3,78.65225862004557,77.79026975368213,002690,美亚光电,bottom_area,2022-05-16,18.41,2022-05-16,17.8,3.426966292134828,5.05617977528089,28.856914468425256,False,2.9067,1.2587,2,2,2,100.0,18.19221989112653,23.25123152709359,4.573033707865172,3.426966292134828,历史2/2次成功; 当前距低点3.43%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
4,77.00833628532918,71.3040150790085,000796,凯撒旅业,bottom_area,2022-05-16,5.78,2022-05-16,5.78,0.0,0.0,31.026252983293563,False,-4.9342,0.1078,3,3,3,100.0,9.430188596819884,9.829619921363053,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
5,68.07770650210375,66.99841463494693,002366,融发核电,bottom_area,2022-05-16,2.93,2022-05-16,2.84,3.169014084507053,5.633802816901413,30.04926108374384,False,2.4476,7.4735,2,3,2,66.66666666666666,12.565054198689973,16.299559471365644,4.830985915492947,3.169014084507053,历史2/3次成功; 当前距低点3.17%; 最新日涨幅2.45%; 状态bottom_area; 底部未确认
6,68.02845678005042,67.25351911127848,002177,御银股份,bottom_area,2022-05-16,2.43,2022-05-12,2.35,3.404255319148939,6.808510638297858,29.00302114803625,False,-3.1873,8.2995,1,1,1,100.0,10.619469026548666,10.619469026548666,4.595744680851062,3.404255319148939,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
7,66.62259790842296,67.34002187023663,000910,大亚圣象,confirmed_rebound,2022-05-16,8.26,2022-04-28,7.9,4.556962025316448,10.126582278481,28.70036101083032,True,-0.1209,1.0513,1,1,1,100.0,16.020942408376957,16.020942408376957,3.443037974683552,4.556962025316448,历史1/1次成功; 当前距低点4.56%; 最新日涨幅-0.12%; 状态confirmed_rebound; 底部已确认
