rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.39410560300148,88.92267790029985,002246,北化股份,bottom_area,2025-01-24,9.28,2025-01-24,9.11,1.8660812294182212,1.9758507135016437,28.097868981846887,False,0.3243,1.2336,4,4,4,100.0,25.577113458996685,31.992687385740403,8.13391877058178,1.8660812294182212,历史4/4次成功; 当前距低点1.87%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
2,85.4953520652138,80.48536422470941,600202,哈空调,bottom_area,2025-01-24,4.45,2025-01-24,4.37,1.8306636155606424,2.9748283752860387,29.967948717948715,False,0.0,4.0095,4,5,4,80.0,23.11439391498748,41.50485436893204,8.169336384439358,1.8306636155606424,历史4/5次成功; 当前距低点1.83%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,82.28989628790082,77.46403960175896,603682,锦和商管,bottom_area,2025-01-24,5.57,2025-01-24,5.47,1.8281535648994613,3.2906764168190237,29.961587708066578,False,-2.4518,5.2632,1,1,1,100.0,35.97972972972974,35.97972972972974,8.171846435100539,1.8281535648994613,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-2.45%; 状态bottom_area; 底部未确认
4,81.25617781407936,76.93806440813334,300347,泰格医药,bottom_area,2025-01-24,48.82,2025-01-24,47.8,2.1338912133891283,3.3054393305439445,30.824891461649784,False,0.8469,1.8987,3,4,3,75.0,18.593206315379337,23.423271500843175,7.866108786610872,2.1338912133891283,历史3/4次成功; 当前距低点2.13%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
5,81.1360150707165,77.74815728258515,002636,金安国纪,bottom_area,2025-01-24,8.56,2025-01-24,8.33,2.761104441776716,5.042016806722689,32.93075684380032,False,-6.4481,9.347,2,2,2,100.0,42.49180327868853,69.0,7.238895558223285,2.761104441776716,历史2/2次成功; 当前距低点2.76%; 最新日涨幅-6.45%; 状态bottom_area; 底部未确认
6,78.63644962812711,71.48768148011555,601515,衢州东峰,confirmed_rebound,2025-01-24,3.07,2025-01-24,3.07,0.0,12.703583061889256,27.93427230046948,False,-9.9707,5.6589,3,3,3,100.0,20.632696129653542,34.48275862068966,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态confirmed_rebound; 底部未确认
7,77.66179318285596,77.01764560146191,000629,钒钛股份,bottom_area,2025-01-24,2.75,2025-01-13,2.63,4.562737642585556,7.604562737642592,27.348066298342545,True,0.7326,0.6426,2,2,2,100.0,18.767136701919313,27.173913043478265,5.437262357414445,4.562737642585556,历史2/2次成功; 当前距低点4.56%; 最新日涨幅0.73%; 状态bottom_area; 底部已确认
8,77.32790493837673,70.2980953985243,002848,高斯贝尔,bottom_area,2025-01-24,5.64,2025-01-24,5.64,0.0,0.0,29.05660377358491,False,-10.0478,2.7804,2,2,2,100.0,20.688684938302675,21.924482338611433,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.05%; 状态bottom_area; 底部未确认
9,76.67903403383102,75.24662833776277,002571,德力股份,bottom_area,2025-01-24,4.15,2025-01-22,3.99,4.010025062656645,6.265664160401002,28.749999999999993,False,-0.2404,4.9747,3,3,3,100.0,17.47035204634371,28.291814946619215,5.989974937343356,4.010025062656645,历史3/3次成功; 当前距低点4.01%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
10,74.85252873216797,72.22801791880738,688117,圣诺生物,bottom_area,2025-01-24,23.42,2025-01-13,22.71,3.1263760457948075,8.322324966974904,27.629063097514333,True,-0.213,1.4309,3,4,3,75.0,18.715888726986787,24.6076585059636,6.873623954205193,3.1263760457948075,历史3/4次成功; 当前距低点3.13%; 最新日涨幅-0.21%; 状态bottom_area; 底部已确认
11,74.74997260817976,70.51075766751596,001270,铖昌科技,bottom_area,2025-01-24,26.33,2025-01-24,25.83,1.9357336430507164,4.336043360433608,29.135802469135815,False,-3.9402,12.1532,1,1,1,100.0,10.130270826191285,10.130270826191285,8.064266356949284,1.9357336430507164,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-3.94%; 状态bottom_area; 底部未确认
12,73.1147766193676,72.43596852957137,002234,民和股份,bottom_area,2025-01-24,8.11,2025-01-13,7.76,4.510309278350511,9.149484536082486,27.13615023474179,True,-0.8557,1.2048,1,1,1,100.0,32.63157894736842,32.63157894736842,5.489690721649489,4.510309278350511,历史1/1次成功; 当前距低点4.51%; 最新日涨幅-0.86%; 状态bottom_area; 底部已确认
13,72.24950681694963,67.31734491247153,002767,先锋电子,bottom_area,2025-01-24,14.14,2025-01-24,13.96,1.2893982808022901,4.369627507163319,30.547263681592042,False,-8.833,16.2363,2,4,2,50.0,43.37189781021898,52.04379562043795,8.710601719197712,1.2893982808022901,历史2/4次成功; 当前距低点1.29%; 最新日涨幅-8.83%; 状态bottom_area; 底部未确认
14,72.18596442135242,66.40889344322214,300601,康泰生物,bottom_area,2025-01-24,14.53,2025-01-24,14.44,0.6232686980609409,1.869806094182835,28.971962616822427,False,0.0,1.2532,3,5,3,60.0,15.806161692478918,24.837758112094402,9.37673130193906,0.6232686980609409,历史3/5次成功; 当前距低点0.62%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
15,70.30784254300093,68.19719708738128,688253,英诺特,bottom_area,2025-01-24,29.5,2025-01-24,28.53,3.399929898352607,5.047318611987373,28.09979838709677,False,-8.5271,12.4082,1,1,1,100.0,15.639985245296947,15.639985245296947,6.600070101647393,3.399929898352607,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-8.53%; 状态bottom_area; 底部未确认
16,68.53527274149698,66.0699751608676,600325,华发股份,bottom_area,2025-01-24,5.36,2025-01-13,5.2,3.0769230769230793,5.961538461538454,29.539295392953925,False,-0.3717,1.1958,2,3,2,66.66666666666666,28.917704890244938,32.553606237816766,6.923076923076921,3.0769230769230793,历史2/3次成功; 当前距低点3.08%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
17,66.95192104294506,64.24083973310748,600130,波导股份,bottom_area,2025-01-24,3.27,2025-01-24,3.18,2.8301886792452784,4.088050314465405,32.76955602536999,False,-1.506,9.6643,2,3,2,66.66666666666666,16.05915728559158,20.13201320132014,7.1698113207547225,2.8301886792452784,历史2/3次成功; 当前距低点2.83%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
18,64.05166043858064,63.5995310707789,002291,遥望科技,bottom_area,2025-01-24,6.33,2025-01-24,6.05,4.628099173553723,5.289256198347112,28.23250296559905,False,2.9268,11.9299,2,3,2,66.66666666666666,12.17704580545548,12.413793103448278,5.371900826446278,4.628099173553723,历史2/3次成功; 当前距低点4.63%; 最新日涨幅2.93%; 状态bottom_area; 底部未确认
19,57.89767018529554,55.31624539996389,000421,南京公用,bottom_area,2025-01-24,6.3,2025-01-24,6.14,2.605863192182413,2.605863192182413,28.770301624129928,False,-0.1585,3.7065,2,6,2,33.33333333333333,20.88322658498097,30.864197530864196,7.3941368078175875,2.605863192182413,历史2/6次成功; 当前距低点2.61%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
