rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.27025508715883,84.58806722689076,301260,格力博,bottom_area,2025-06-17,19.36,2025-06-16,19.04,1.6806722689075646,3.046218487394968,27.272727272727277,False,0.207,3.0745,1,1,1,100.0,58.71313672922254,58.71313672922254,13.319327731092434,1.6806722689075646,历史1/1次成功; 当前距低点1.68%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
12,83.35359542207544,74.26643867229093,300553,集智股份,bottom_area,2025-06-17,35.78,2025-06-17,35.32,1.3023782559456423,4.699886749716865,28.371527073615905,False,-2.0531,2.8758,3,4,3,75.0,16.510005891650533,17.361392148927557,13.697621744054356,1.3023782559456423,历史3/4次成功; 当前距低点1.30%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
13,81.19534573536826,73.26816836067748,688188,柏楚电子,bottom_area,2025-06-17,139.37,2025-06-11,136.66,1.9830235621249876,2.8757500365871556,31.8675840063815,False,0.259,0.2884,2,3,2,66.66666666666666,31.735459223955836,34.07281509974057,13.01697643787501,1.9830235621249876,历史2/3次成功; 当前距低点1.98%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
14,80.14054188092572,70.27698661246473,000999,华润三九,bottom_area,2025-06-17,31.2,2025-06-17,31.06,0.4507405022537043,1.3844172569220854,28.56485740570377,False,-0.4785,0.6195,1,1,1,100.0,20.293951384963254,20.293951384963254,14.549259497746295,0.4507405022537043,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
15,78.97268702695663,70.76568720075616,300346,南大光电,bottom_area,2025-06-17,30.33,2025-06-13,29.85,1.6080402010050145,3.1825795644891097,27.513355998057303,False,-0.7851,1.1467,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,13.391959798994984,1.6080402010050145,历史2/3次成功; 当前距低点1.61%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
16,78.95127278675074,69.93421280785172,688448,磁谷科技,bottom_area,2025-06-17,28.58,2025-06-13,28.3,0.9893992932862106,2.65017667844523,28.154353896928153,False,-0.7639,1.4113,1,1,1,100.0,25.053995680345576,25.053995680345576,14.010600706713788,0.9893992932862106,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
17,78.44504088369779,69.07014411109654,300817,双飞集团,bottom_area,2025-06-17,22.6,2025-06-17,22.45,0.6681514476614795,2.1380846325167058,29.045512010113782,False,-0.5719,2.5891,1,1,1,100.0,16.470588235294116,16.470588235294116,14.331848552338519,0.6681514476614795,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
18,78.1024784169812,68.91850458761353,301578,辰奕智能,bottom_area,2025-06-17,33.39,2025-06-17,33.13,0.7847872019317779,1.7204950196196809,31.265560165975103,False,-0.5954,3.1744,1,1,1,100.0,17.085050580741846,17.085050580741846,14.215212798068222,0.7847872019317779,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
19,75.55074816375881,71.38205588060337,688682,霍莱沃,bottom_area,2025-06-17,28.87,2025-06-13,27.64,4.4500723589001465,9.11722141823444,32.25490196078431,True,-2.1024,2.2837,1,1,1,100.0,26.22699386503069,26.22699386503069,10.549927641099853,4.4500723589001465,历史1/1次成功; 当前距低点4.45%; 最新日涨幅-2.10%; 状态bottom_area; 底部已确认
20,73.38601961400036,65.63174990321332,000715,中兴商业,bottom_area,2025-06-17,5.4,2025-06-16,5.32,1.5037593984962419,2.631578947368415,29.999999999999993,False,-0.1848,1.5438,2,4,2,50.0,26.722157697767457,29.105691056910565,13.496240601503755,1.5037593984962419,历史2/4次成功; 当前距低点1.50%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
21,71.78830068174884,63.85430739734783,001311,多利科技,bottom_area,2025-06-17,20.04,2025-06-10,19.8,1.2121212121212042,5.707070707070702,31.794695142955565,False,-0.2985,1.6955,1,2,1,50.0,46.9244288224956,46.9244288224956,13.787878787878796,1.2121212121212042,历史1/2次成功; 当前距低点1.21%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
22,68.74249001426908,64.82877771697292,001223,欧克科技,bottom_area,2025-06-17,38.38,2025-05-26,36.78,4.35019032082654,10.250135943447516,31.661092530657747,True,-1.7661,2.9293,2,3,2,66.66666666666666,28.658843988122396,30.11687144141446,10.64980967917346,4.35019032082654,历史2/3次成功; 当前距低点4.35%; 最新日涨幅-1.77%; 状态bottom_area; 底部已确认
23,68.65275222638441,63.16579305399519,688135,利扬芯片,bottom_area,2025-06-17,18.73,2025-06-13,18.18,3.025302530253029,4.6204620462046195,29.725550831078472,False,0.3214,1.5762,2,5,2,40.0,31.309047435333802,40.41850220264317,11.97469746974697,3.025302530253029,历史2/5次成功; 当前距低点3.03%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
24,67.75647930724452,59.788168516230854,300697,电工合金,bottom_area,2025-06-17,11.57,2025-06-10,11.48,0.7839721254355388,6.271777003484311,27.43362831858407,False,-1.5319,2.4159,2,4,2,50.0,26.320564313031607,31.64400494437578,14.21602787456446,0.7839721254355388,历史2/4次成功; 当前距低点0.78%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
25,66.63684737482752,59.3061781409718,002136,安纳达,bottom_area,2025-06-17,10.59,2025-06-13,10.46,1.2428298279158603,2.963671128107062,30.0334448160535,False,-0.0943,3.3719,1,3,1,33.33333333333333,42.29299363057326,42.29299363057326,13.757170172084138,1.2428298279158603,历史1/3次成功; 当前距低点1.24%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
26,66.11284482500243,59.36972853112581,000596,古井贡酒,bottom_area,2025-06-17,134.0,2025-06-16,131.73,1.723221741440834,3.4540347680862458,27.152574240999844,False,-0.1118,0.8929,1,2,1,50.0,29.07889301941346,29.07889301941346,13.276778258559165,1.723221741440834,历史1/2次成功; 当前距低点1.72%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
27,62.85231638008306,56.64481164527223,002811,郑中设计,bottom_area,2025-06-17,10.64,2025-06-16,10.44,1.9157088122605466,3.4482758620689773,29.22033898305085,False,-0.6536,3.404,1,2,1,50.0,16.78832116788322,16.78832116788322,13.084291187739453,1.9157088122605466,历史1/2次成功; 当前距低点1.92%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
28,61.8268290503929,54.934884114153746,603139,康惠股份,bottom_area,2025-06-17,21.9,2025-06-17,21.65,1.1547344110854503,9.376443418013862,28.311258278145697,False,-7.1247,13.0868,1,4,1,25.0,29.315476190476186,29.315476190476186,13.845265588914549,1.1547344110854503,历史1/4次成功; 当前距低点1.15%; 最新日涨幅-7.12%; 状态bottom_area; 底部未确认
29,61.03358201447713,53.78687079951418,300819,聚杰微纤,bottom_area,2025-06-17,21.12,2025-06-17,20.97,0.7153075822603822,4.053409632808782,32.35483870967742,False,-2.2222,1.9122,1,2,1,50.0,26.54716175842936,26.54716175842936,14.284692417739617,0.7153075822603822,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
30,55.52340611868136,48.990700624378604,688152,麒麟信安,bottom_area,2025-06-17,40.02,2025-06-17,39.71,0.7806597834298722,1.989423319063206,32.46598639455782,False,-0.3734,1.6964,1,3,1,33.33333333333333,21.006836544437533,21.006836544437533,14.219340216570128,0.7806597834298722,历史1/3次成功; 当前距低点0.78%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
31,55.357503981374634,52.07088281911844,300540,蜀道装备,bottom_area,2025-06-17,16.58,2025-06-16,15.91,4.211187932118153,4.274041483343807,32.26905065985525,False,1.7178,2.8126,1,4,1,25.0,18.695652173913043,18.695652173913043,10.788812067881846,4.211187932118153,历史1/4次成功; 当前距低点4.21%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
