rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.06290364153128,90.6662079860722,603327,福蓉科技,bottom_area,2023-06-01,11.41,2023-06-01,11.25,1.4222222222222236,2.3999999999999964,27.419354838709676,False,0.2636,0.3071,4,4,4,100.0,29.510078778165898,52.609776304888165,8.577777777777778,1.4222222222222236,历史4/4次成功; 当前距低点1.42%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
2,92.59310803720933,86.17700951832666,002570,贝因美,bottom_area,2023-06-01,4.11,2023-05-30,4.06,1.2315270935960767,3.2019704433497735,29.636048526863085,False,0.489,0.7505,3,3,3,100.0,19.703716622181236,35.05154639175259,8.768472906403924,1.2315270935960767,历史3/3次成功; 当前距低点1.23%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
3,92.1974061291019,85.6191060210979,601127,赛力斯,bottom_area,2023-06-01,25.38,2023-06-01,25.1,1.115537848605568,3.505976095617526,27.372685185185187,False,-1.5516,1.3162,7,7,7,100.0,21.08888341891715,30.591200733272228,8.884462151394432,1.115537848605568,历史7/7次成功; 当前距低点1.12%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
4,89.16096213228055,83.30261517385811,002795,永和智控,bottom_area,2023-06-01,9.2,2023-06-01,9.07,1.4332965821389085,2.7563395810363835,31.287878787878782,False,-0.9688,2.071,3,3,3,100.0,29.196405274918448,31.302270011947446,8.566703417861092,1.4332965821389085,历史3/3次成功; 当前距低点1.43%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
5,88.97371372371312,82.59920951141883,601388,怡球资源,bottom_area,2023-06-01,2.76,2023-05-30,2.73,1.0989010989010917,3.296703296703291,27.777777777777775,False,0.7299,0.515,2,2,2,100.0,15.509161381254394,18.333333333333325,8.901098901098909,1.0989010989010917,历史2/2次成功; 当前距低点1.10%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
6,87.9993881921268,81.70892060576517,002132,恒星科技,bottom_area,2023-06-01,3.65,2023-06-01,3.61,1.1080332409972309,1.9390581717451603,29.902912621359228,False,0.2747,0.5138,2,2,2,100.0,10.834604275477771,11.088295687885012,8.89196675900277,1.1080332409972309,历史2/2次成功; 当前距低点1.11%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
7,87.12606405452534,80.87346981691857,001332,锡装股份,bottom_area,2023-06-01,42.58,2023-06-01,42.12,1.0921177587844275,2.0655270655270765,32.73714468221016,False,-0.1875,1.635,2,2,2,100.0,28.620958639500337,31.086142322097377,8.907882241215573,1.0921177587844275,历史2/2次成功; 当前距低点1.09%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
8,86.61734135828202,80.65177610120912,600256,广汇能源,bottom_area,2023-06-01,7.26,2023-06-01,7.17,1.2552301255230107,2.092050209205026,29.49852507374631,False,0.0,0.9267,1,1,1,100.0,23.62204724409449,23.62204724409449,8.74476987447699,1.2552301255230107,历史1/1次成功; 当前距低点1.26%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,85.82450022492816,80.62301536281127,002567,唐人神,bottom_area,2023-06-01,6.51,2023-05-30,6.4,1.7187499999999911,2.968749999999992,31.256713211600427,False,0.6182,1.3013,2,2,2,100.0,12.482609477479864,13.8187221396731,8.281250000000009,1.7187499999999911,历史2/2次成功; 当前距低点1.72%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
10,84.97570255214453,80.09742832691487,600935,华塑股份,bottom_area,2023-06-01,3.76,2023-05-31,3.69,1.8970189701896976,2.7100271002710055,27.788649706457928,False,1.6216,0.4461,1,1,1,100.0,28.50877192982458,28.50877192982458,8.102981029810302,1.8970189701896976,历史1/1次成功; 当前距低点1.90%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
11,84.48123712780296,79.06759967273294,001201,东瑞股份,bottom_area,2023-06-01,23.31,2023-06-01,22.96,1.5243902439024297,2.700348432055738,32.4308416715715,False,0.0,1.0014,1,1,1,100.0,18.4043517679057,18.4043517679057,8.47560975609757,1.5243902439024297,历史1/1次成功; 当前距低点1.52%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,83.3423051045464,78.08283924843424,002084,海鸥住工,bottom_area,2023-06-01,3.86,2023-06-01,3.8,1.578947368421054,2.631578947368424,27.06333973128599,False,0.7833,0.7825,1,1,1,100.0,13.778705636743219,13.778705636743219,8.421052631578945,1.578947368421054,历史1/1次成功; 当前距低点1.58%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
13,83.20845632483402,75.79567625135213,601012,隆基绿能,bottom_area,2023-06-01,28.63,2023-06-01,28.6,0.10489510489509644,1.6783216783216672,31.08433734939759,False,-0.6593,1.2516,3,3,3,100.0,12.391597260822351,14.403553299492398,9.895104895104904,0.10489510489509644,历史3/3次成功; 当前距低点0.10%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
14,83.02967162990457,78.07267630871624,600160,巨化股份,bottom_area,2023-06-01,13.23,2023-05-31,13.0,1.7692307692307725,3.6153846153846203,31.758530183727036,False,0.6084,0.4824,1,1,1,100.0,16.05657237936772,16.05657237936772,8.230769230769228,1.7692307692307725,历史1/1次成功; 当前距低点1.77%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
15,83.01561933078008,78.33076496674057,000890,法尔胜,bottom_area,2023-06-01,4.18,2023-05-19,4.1,1.9512195121951237,7.56097560975611,27.689594356261026,True,-1.4151,1.8827,1,1,1,100.0,32.954545454545446,32.954545454545446,8.048780487804876,1.9512195121951237,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-1.42%; 状态bottom_area; 底部已确认
