rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.45903735734528,80.87124341901402,605258,协和电子,bottom_area,2022-09-05,22.7,2022-09-01,22.37,1.4751899865891742,3.933839964237814,28.98412698412698,False,-1.689,1.7925,1,1,1,100.0,49.971379507727534,49.971379507727534,18.52481001341083,1.4751899865891742,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
2,92.75051003326696,82.56644672997928,603185,弘元绿能,bottom_area,2022-09-05,139.48,2022-09-01,134.62,3.610161937304995,6.224929430990934,29.065233428179997,False,2.1308,1.5747,3,3,3,100.0,29.449548102336955,43.51028702057404,16.389838062695006,3.610161937304995,历史3/3次成功; 当前距低点3.61%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
3,89.84872422624015,76.61377646688256,688279,峰岹科技,bottom_area,2022-09-05,62.97,2022-09-05,62.19,1.254220935841777,3.6661842739990376,27.07551594746717,False,-2.2205,1.8592,1,1,1,100.0,24.37311935807422,24.37311935807422,18.745779064158224,1.254220935841777,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
4,89.73526988967943,77.915719609583,002735,王子新材,bottom_area,2022-09-05,20.04,2022-09-02,19.6,2.2448979591836618,5.969387755102031,27.808471454880284,False,0.4008,1.9623,1,1,1,100.0,21.043478260869563,21.043478260869563,17.75510204081634,2.2448979591836618,历史1/1次成功; 当前距低点2.24%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
5,89.34126021192671,79.67170308533098,002045,国光电器,bottom_area,2022-09-05,12.87,2022-09-02,12.41,3.706688154713933,5.882352941176474,29.166666666666664,False,0.2336,11.4116,2,2,2,100.0,31.73630149504698,33.77563329312426,16.29331184528607,3.706688154713933,历史2/2次成功; 当前距低点3.71%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
6,86.96353092924849,73.76497098646036,002110,三钢闽光,bottom_area,2022-09-05,5.22,2022-08-31,5.17,0.9671179883945807,1.547388781431336,30.41722745625841,False,0.3846,0.3728,1,1,1,100.0,22.90322580645161,22.90322580645161,19.03288201160542,0.9671179883945807,历史1/1次成功; 当前距低点0.97%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
7,86.17080507924052,76.05308886971528,603178,圣龙股份,bottom_area,2022-09-05,11.17,2022-09-02,10.83,3.1394275161588165,4.801477377654659,28.373015873015866,False,0.0,1.2256,1,1,1,100.0,21.994535519125673,21.994535519125673,16.860572483841185,3.1394275161588165,历史1/1次成功; 当前距低点3.14%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,85.36577207363601,72.26084006233178,300611,美力科技,bottom_area,2022-09-05,9.44,2022-09-05,9.36,0.8547008547008554,3.3119658119658175,32.71028037383178,False,-1.6667,3.246,1,1,1,100.0,35.911602209944746,35.911602209944746,19.14529914529915,0.8547008547008554,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
9,84.92160750439257,74.92776191883787,002801,微光股份,bottom_area,2022-09-05,28.73,2022-09-01,27.86,3.122756640344584,7.465900933237624,27.636363636363637,True,-0.1043,1.805,1,1,1,100.0,29.019607843137262,29.019607843137262,16.877243359655417,3.122756640344584,历史1/1次成功; 当前距低点3.12%; 最新日涨幅-0.10%; 状态bottom_area; 底部已确认
10,82.40925514423517,74.6734240260327,002350,北京科锐,bottom_area,2022-09-05,8.9,2022-09-02,8.51,4.5828437132785025,7.638072855464165,30.813008130081304,True,1.7143,7.1963,1,1,1,100.0,23.07692307692308,23.07692307692308,15.417156286721498,4.5828437132785025,历史1/1次成功; 当前距低点4.58%; 最新日涨幅1.71%; 状态bottom_area; 底部已确认
11,82.25772131655694,73.12325606778587,300707,威唐工业,bottom_area,2022-09-05,18.46,2022-09-02,17.83,3.533370723499734,7.0667414469994485,32.35963581183612,True,-1.2306,2.0723,1,1,1,100.0,24.351297405189634,24.351297405189634,16.466629276500267,3.533370723499734,历史1/1次成功; 当前距低点3.53%; 最新日涨幅-1.23%; 状态bottom_area; 底部已确认
12,82.1790555675597,69.66688332278711,688237,超卓航科,bottom_area,2022-09-05,55.0,2022-09-02,54.49,0.935951550743252,5.523949348504309,29.417098445595858,False,-2.1178,4.0987,1,1,1,100.0,22.961574507966244,22.961574507966244,19.06404844925675,0.935951550743252,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
13,81.89139007838585,72.21429348978582,688058,宝兰德,bottom_area,2022-09-05,41.67,2022-08-31,40.42,3.0925284512617517,7.397328055418097,31.49152542372881,True,-3.0705,1.4664,1,1,1,100.0,24.27558257345491,24.27558257345491,16.90747154873825,3.0925284512617517,历史1/1次成功; 当前距低点3.09%; 最新日涨幅-3.07%; 状态bottom_area; 底部已确认
14,79.82431262106374,71.52239754858384,688045,必易微,bottom_area,2022-09-05,61.34,2022-09-01,59.0,3.9661016949152597,7.084745762711863,28.743961352657006,True,-0.5674,5.5585,1,1,1,100.0,21.048975338659265,21.048975338659265,16.033898305084744,3.9661016949152597,历史1/1次成功; 当前距低点3.97%; 最新日涨幅-0.57%; 状态bottom_area; 底部已确认
15,73.85214294064122,63.52209371929891,000037,深南电A,bottom_area,2022-09-05,8.24,2022-09-05,8.1,1.7283950617284023,4.5679012345679135,31.41405588484336,False,-2.7155,9.3421,2,5,2,40.0,39.8001852690304,45.16765285996055,18.271604938271597,1.7283950617284023,历史2/5次成功; 当前距低点1.73%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
16,70.45376167287509,59.79919936333471,688288,鸿泉技术,bottom_area,2022-09-05,19.15,2022-09-05,18.96,1.002109704641338,5.432489451476781,30.600292825768665,False,-2.4949,0.7781,1,3,1,33.33333333333333,41.992882562277565,41.992882562277565,18.997890295358662,1.002109704641338,历史1/3次成功; 当前距低点1.00%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
17,70.10968829841906,59.50680132636046,300726,宏达电子,bottom_area,2022-09-05,45.37,2022-09-05,44.92,1.0017809439002576,2.760463045414058,28.242811501597444,False,-1.7114,1.5023,1,2,1,50.0,20.972375690607738,20.972375690607738,18.998219056099742,1.0017809439002576,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
18,69.75368525658695,59.89049878011807,002520,日发精机,bottom_area,2022-09-05,6.23,2022-09-01,6.13,1.6313213703099598,3.7520391517128946,29.62112514351321,False,-0.9539,2.1924,1,2,1,50.0,30.752212389380546,30.752212389380546,18.36867862969004,1.6313213703099598,历史1/2次成功; 当前距低点1.63%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
19,67.44375319085033,59.067462815480944,002617,露笑科技,bottom_area,2022-09-05,11.72,2022-09-02,11.41,2.7169149868536415,4.294478527607364,28.99813316739266,False,0.7739,2.748,1,3,1,33.33333333333333,36.60589060308556,36.60589060308556,17.28308501314636,2.7169149868536415,历史1/3次成功; 当前距低点2.72%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
20,66.5063514851425,59.48915664508026,605208,永茂泰,bottom_area,2022-09-05,17.43,2022-09-01,16.78,3.8736591179976076,9.356376638855782,28.44349680170575,True,-2.5713,4.5163,1,2,1,50.0,46.887631366208595,46.887631366208595,16.126340882002392,3.8736591179976076,历史1/2次成功; 当前距低点3.87%; 最新日涨幅-2.57%; 状态bottom_area; 底部已确认
21,64.75199317996609,57.79802596187582,300340,科恒股份,bottom_area,2022-09-05,12.7,2022-09-02,12.24,3.758169934640515,4.656862745098041,27.999999999999996,False,2.5848,3.2093,1,3,1,33.33333333333333,42.54473161033797,42.54473161033797,16.241830065359487,3.758169934640515,历史1/3次成功; 当前距低点3.76%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
22,64.58502310669071,56.32097665342749,688165,埃夫特,bottom_area,2022-09-05,8.26,2022-09-02,8.06,2.4813895781637627,5.583126550868477,28.4826974267968,False,-1.7836,0.539,1,2,1,50.0,21.98142414860681,21.98142414860681,17.51861042183624,2.4813895781637627,历史1/2次成功; 当前距低点2.48%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
23,63.89442008713421,56.971996195842344,688135,利扬芯片,bottom_area,2022-09-05,30.55,2022-09-01,29.46,3.6999321113374064,6.1439239646978905,27.259259259259256,False,-1.4834,1.7386,1,2,1,50.0,40.41850220264317,40.41850220264317,16.300067888662596,3.6999321113374064,历史1/2次成功; 当前距低点3.70%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
24,63.15458914113215,53.80246342563451,300620,光库科技,bottom_area,2022-09-05,37.82,2022-09-05,37.37,1.204174471501212,9.178485416109178,31.519149715961152,False,-5.6152,2.2203,1,3,1,33.33333333333333,22.444343480236245,22.444343480236245,18.79582552849879,1.204174471501212,历史1/3次成功; 当前距低点1.20%; 最新日涨幅-5.62%; 状态bottom_area; 底部未确认
