rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.25262552849543,81.07795282613255,000715,中兴商业,bottom_area,2023-01-31,6.35,2023-01-19,6.15,3.2520325203251916,3.2520325203251916,31.05381165919282,False,0.1577,2.5453,3,3,3,100.0,17.056919206849418,24.33862433862435,4.747967479674808,3.2520325203251916,历史3/3次成功; 当前距低点3.25%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
2,79.18023883038855,74.19896404810736,300562,乐心医疗,bottom_area,2023-01-31,9.7,2023-01-31,9.64,0.6224066390041361,3.73443983402489,27.790262172284635,False,-3.1936,6.5691,3,3,3,100.0,20.365866586219184,22.71604938271605,7.377593360995864,0.6224066390041361,历史3/3次成功; 当前距低点0.62%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
3,79.12626670521266,76.20462682462401,000756,新华制药,bottom_area,2023-01-31,27.46,2023-01-31,26.91,2.043849869936829,2.081010776662946,27.66129032258065,False,0.9188,3.7207,1,1,1,100.0,9.379594236989137,9.379594236989137,5.956150130063171,2.043849869936829,历史1/1次成功; 当前距低点2.04%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
4,78.47361503683422,77.35912997757228,002349,精华制药,bottom_area,2023-01-31,12.05,2023-01-19,11.67,3.2562125107112325,4.284490145672665,28.44880441446965,False,0.4167,1.7629,2,2,2,100.0,13.781153236526267,18.615984405458093,4.743787489288768,3.2562125107112325,历史2/2次成功; 当前距低点3.26%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
5,78.32876189988541,77.52752053928798,000419,通程控股,bottom_area,2023-01-31,6.27,2023-01-19,6.06,3.465346534653465,3.630363036303641,29.039812646370024,False,1.129,3.4157,2,2,2,100.0,17.250057195149854,24.82269503546099,4.534653465346535,3.465346534653465,历史2/2次成功; 当前距低点3.47%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
6,76.32530220226282,76.93209052187193,000679,大连友谊,bottom_area,2023-01-31,5.68,2023-01-18,5.44,4.41176470588234,5.6985294117646985,28.515111695137975,False,-0.5254,1.608,4,4,4,100.0,14.78986049077237,24.94061757719715,3.58823529411766,4.41176470588234,历史4/4次成功; 当前距低点4.41%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
7,75.63968169567943,75.72473912496176,000650,仁和药业,bottom_area,2023-01-31,6.41,2023-01-12,6.16,4.058441558441558,5.3571428571428585,27.444051825677267,False,0.1563,1.9075,2,2,2,100.0,14.827881065637138,17.19038817005545,3.941558441558442,4.058441558441558,历史2/2次成功; 当前距低点4.06%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
8,75.01354519559463,73.95094903470756,300434,金石亚药,bottom_area,2023-01-31,12.36,2023-01-19,11.97,3.2581453634085107,4.09356725146199,31.127733026467197,False,-0.7229,3.6047,2,2,2,100.0,17.954411092897637,26.7379679144385,4.74185463659149,3.2581453634085107,历史2/2次成功; 当前距低点3.26%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
9,74.086695337358,73.58251114302573,002838,道恩股份,bottom_area,2023-01-31,17.63,2023-01-13,17.01,3.6449147560258512,4.467960023515567,32.17703349282296,False,-0.3392,2.3762,2,2,2,100.0,20.71460638045511,24.95606326889279,4.355085243974148,3.6449147560258512,历史2/2次成功; 当前距低点3.64%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
10,73.11389610389611,67.69805194805195,002721,金一文化,bottom_area,2023-01-31,3.2,2023-01-31,3.2,0.0,0.0,27.107061503416848,False,-10.1124,1.531,1,1,1,100.0,23.376623376623378,23.376623376623378,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.11%; 状态bottom_area; 底部未确认
11,70.56456785466348,69.65803553425076,300485,赛升药业,bottom_area,2023-01-31,12.11,2023-01-12,11.72,3.327645051194529,4.351535836177472,27.69895126465145,False,-0.2471,1.6268,1,1,1,100.0,12.392829306313327,12.392829306313327,4.672354948805471,3.327645051194529,历史1/1次成功; 当前距低点3.33%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
12,64.53443260603649,63.026734257140184,002589,瑞康医药,bottom_area,2023-01-31,4.08,2023-01-31,3.97,2.770780856423171,4.785894206549117,27.55474452554745,False,-4.2254,5.4322,2,3,2,66.66666666666666,19.018537328593187,28.49162011173183,5.22921914357683,2.770780856423171,历史2/3次成功; 当前距低点2.77%; 最新日涨幅-4.23%; 状态bottom_area; 底部未确认
