rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.72546021212914,85.19283582890668,301421,波长光电,bottom_area,2024-08-27,30.17,2024-08-27,29.8,1.241610738255037,4.999999999999995,30.906561558080227,False,-3.7946,10.6423,3,3,3,100.0,47.22423823724819,56.02000000000002,13.758389261744963,1.241610738255037,历史3/3次成功; 当前距低点1.24%; 最新日涨幅-3.79%; 状态bottom_area; 底部未确认
2,89.3623369288361,79.67350137956085,001218,丽臣实业,bottom_area,2024-08-27,13.63,2024-08-26,13.45,1.33828996282529,3.2713754646840245,32.07070707070708,False,-0.9448,0.519,2,2,2,100.0,25.18711018711019,29.999999999999993,13.661710037174709,1.33828996282529,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
3,88.30162852595667,79.12321627642147,688239,航宇科技,bottom_area,2024-08-27,26.56,2024-08-27,26.14,1.6067329762815539,2.2570772762050493,30.293333333333333,False,-0.7103,1.0623,2,2,2,100.0,25.519179905072154,33.80660015349194,13.393267023718447,1.6067329762815539,历史2/2次成功; 当前距低点1.61%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
4,87.47132550246909,76.81125864984686,603063,禾望电气,bottom_area,2024-08-27,11.5,2024-08-27,11.44,0.5244755244755288,2.709790209790214,27.180140038192242,False,-2.1277,1.5076,3,3,3,100.0,22.994961535758502,28.846153846153843,14.47552447552447,0.5244755244755288,历史3/3次成功; 当前距低点0.52%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
5,86.4909705179544,79.4794236605443,002219,新里程,bottom_area,2024-08-27,1.74,2024-08-23,1.69,2.9585798816568074,7.6923076923077,29.288702928870297,True,-2.2472,0.9987,2,2,2,100.0,34.81175156302061,45.685279187817265,12.041420118343192,2.9585798816568074,历史2/2次成功; 当前距低点2.96%; 最新日涨幅-2.25%; 状态bottom_area; 底部已确认
6,86.1505858594667,78.34222649047325,603179,新泉股份,bottom_area,2024-08-27,33.32,2024-08-27,32.54,2.397049784880151,3.196066379840194,28.59337283300417,False,0.1202,0.4207,1,1,1,100.0,25.201612903225808,25.201612903225808,12.602950215119849,2.397049784880151,历史1/1次成功; 当前距低点2.40%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
7,85.64784086164022,76.48999494828502,301333,诺思格,bottom_area,2024-08-27,39.06,2024-08-23,38.51,1.428200467411073,5.115554401454165,27.17473524962179,False,-0.1789,1.2461,1,1,1,100.0,25.840279645065877,25.840279645065877,13.571799532588926,1.428200467411073,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
8,85.60225301621391,77.24224150007582,002715,登云股份,bottom_area,2024-08-27,9.78,2024-08-23,9.59,1.981230448383728,5.5265901981230385,31.45103645461044,False,-2.3952,0.9416,1,1,1,100.0,36.66369313113291,36.66369313113291,13.018769551616272,1.981230448383728,历史1/1次成功; 当前距低点1.98%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
9,85.31162997454263,75.88096888894312,000539,粤电力A,bottom_area,2024-08-27,4.18,2024-08-26,4.13,1.2106537530266301,3.1476997578692467,31.395348837209298,False,-0.9479,0.4899,1,1,1,100.0,19.89924433249369,19.89924433249369,13.78934624697337,1.2106537530266301,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
10,85.29833596930473,75.78789837672579,002230,科大讯飞,bottom_area,2024-08-27,33.33,2024-08-23,32.95,1.1532625189681196,4.188163884673734,27.454865697930426,False,-1.9706,0.6782,1,1,1,100.0,18.69535978480161,18.69535978480161,13.846737481031878,1.1532625189681196,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
11,84.78168495025001,75.75818811833868,600011,华能国际,bottom_area,2024-08-27,6.96,2024-08-27,6.86,1.4577259475218607,1.8950437317784241,30.707070707070706,False,-0.5714,0.4734,1,1,1,100.0,22.267759562841515,22.267759562841515,13.54227405247814,1.4577259475218607,历史1/1次成功; 当前距低点1.46%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
