rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.22265923721392,83.80597791541638,002006,精工科技,bottom_area,2023-04-13,21.97,2023-04-11,21.6,1.7129629629629508,4.62962962962963,29.938371715861166,False,-1.524,0.8091,3,3,3,100.0,35.330825112752166,61.48648648648647,8.28703703703705,1.7129629629629508,历史3/3次成功; 当前距低点1.71%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
2,88.3964884101705,82.32889633894752,000983,山西焦煤,bottom_area,2023-04-13,10.38,2023-04-11,10.25,1.2682926829268368,3.8048780487804934,27.715091678420308,False,-1.7045,0.8239,3,3,3,100.0,21.938729333444627,27.212389380530986,8.731707317073162,1.2682926829268368,历史3/3次成功; 当前距低点1.27%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
3,87.64455608622967,79.77820239680426,300586,美联新材,bottom_area,2023-04-13,15.03,2023-04-13,15.02,0.06657789613848061,2.529960053262322,27.087378640776706,False,-2.3392,1.3579,2,2,2,100.0,69.69134206257787,124.33414043583537,9.933422103861519,0.06657789613848061,历史2/2次成功; 当前距低点0.07%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
4,87.54591539475908,81.96373309298278,002125,湘潭电化,bottom_area,2023-04-13,12.51,2023-04-10,12.32,1.5422077922077881,7.629870129870126,29.236071223434806,False,-1.7282,1.0529,3,3,3,100.0,23.333155157078114,32.067510548523195,8.457792207792213,1.5422077922077881,历史3/3次成功; 当前距低点1.54%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
5,83.64422805069547,78.49170507923638,002347,泰尔股份,bottom_area,2023-04-13,4.89,2023-04-11,4.81,1.6632016632016646,4.365904365904365,32.06214689265538,False,-1.2121,2.5045,2,2,2,100.0,22.816155222237516,29.585798816568047,8.336798336798337,1.6632016632016646,历史2/2次成功; 当前距低点1.66%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
6,82.49428630685433,77.51638709802346,601888,中国中免,bottom_area,2023-04-13,176.65,2023-04-06,173.64,1.7334715503340357,5.638101819857188,27.646985291053806,False,0.3693,0.5657,1,1,1,100.0,12.627431359059372,12.627431359059372,8.266528449665964,1.7334715503340357,历史1/1次成功; 当前距低点1.73%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
7,80.47796799104297,77.15810871402982,300530,领湃科技,bottom_area,2023-04-13,23.59,2023-04-06,22.95,2.7886710239651444,6.753812636165581,28.393135725429016,False,0.0424,0.1986,3,4,3,75.0,27.802573379948058,34.07510431154381,7.211328976034856,2.7886710239651444,历史3/4次成功; 当前距低点2.79%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
8,79.82578229927293,75.87156398104268,001227,兰州银行,bottom_area,2023-04-13,3.07,2023-04-11,3.0,2.3333333333333277,3.6666666666666625,28.571428571428577,False,0.0,1.2299,1,1,1,100.0,11.137440758293856,11.137440758293856,7.666666666666673,2.3333333333333277,历史1/1次成功; 当前距低点2.33%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,79.68731875958436,76.35238691722293,600141,兴发集团,bottom_area,2023-04-13,26.1,2023-04-12,25.4,2.755905511811035,5.5511811023622055,29.79546710889995,False,-1.9166,2.1808,2,2,2,100.0,24.70887894705429,36.58969804618119,7.244094488188965,2.755905511811035,历史2/2次成功; 当前距低点2.76%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
10,79.46454431982723,74.42068701569447,688327,云从科技,confirmed_rebound,2023-04-13,43.01,2023-04-12,42.35,1.5584415584415503,10.011806375442744,31.47249190938511,True,-6.6218,23.5301,2,2,2,100.0,10.8813643491462,11.461619348054677,8.441558441558449,1.5584415584415503,历史2/2次成功; 当前距低点1.56%; 最新日涨幅-6.62%; 状态confirmed_rebound; 底部已确认
11,79.29516610653725,72.30702692307693,002329,皇氏集团,bottom_area,2023-04-13,6.26,2023-04-13,6.25,0.1599999999999966,2.5600000000000023,29.53776775648252,False,-0.6349,2.6096,1,1,1,100.0,27.644230769230756,27.644230769230756,9.840000000000003,0.1599999999999966,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
