rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.10676976625281,80.12595399070133,300480,光力科技,bottom_area,2024-01-02,21.02,2023-12-28,20.18,4.162537165510406,6.045589692765108,29.85749044143205,False,-1.5457,1.4032,4,4,4,100.0,28.906122193898153,39.69465648854962,15.837462834489596,4.162537165510406,历史4/4次成功; 当前距低点4.16%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
2,85.02967336901114,74.99414924769142,301499,维科精密,bottom_area,2024-01-02,28.92,2023-12-27,28.05,3.10160427807487,5.347593582887701,32.73381294964029,False,-1.6661,4.3465,2,2,2,100.0,21.64412366506522,21.950454687989964,16.89839572192513,3.10160427807487,历史2/2次成功; 当前距低点3.10%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
3,83.55118188080885,74.98742580254394,603013,亚普股份,bottom_area,2024-01-02,17.18,2023-12-28,16.51,4.0581465778316055,5.330102967898237,27.428571428571423,False,-0.5787,0.6684,1,1,1,100.0,53.30739299610896,53.30739299610896,15.941853422168395,4.0581465778316055,历史1/1次成功; 当前距低点4.06%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
4,82.78214410162161,74.40537951990991,600199,金种子酒,bottom_area,2024-01-02,18.12,2023-12-21,17.4,4.137931034482773,8.10344827586207,27.1356783919598,True,-2.1598,1.2173,2,2,2,100.0,21.988506873820672,23.70304114490161,15.862068965517228,4.137931034482773,历史2/2次成功; 当前距低点4.14%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
5,80.70485844058089,71.71658479115686,601628,中国人寿,bottom_area,2024-01-02,27.99,2023-12-27,27.04,3.5133136094674535,6.656804733727814,29.47313510693793,False,-1.2698,0.0689,1,1,1,100.0,25.736235595390532,25.736235595390532,16.486686390532547,3.5133136094674535,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
6,68.92999022802405,60.34092204503683,300363,博腾股份,bottom_area,2024-01-02,24.42,2023-12-26,23.78,2.6913372582001704,7.232968881412948,27.18922229026331,True,-2.9026,1.3602,1,2,1,50.0,36.97403760071621,36.97403760071621,17.30866274179983,2.6913372582001704,历史1/2次成功; 当前距低点2.69%; 最新日涨幅-2.90%; 状态bottom_area; 底部已确认
7,67.80309355920534,61.48707435658965,000980,众泰汽车,bottom_area,2024-01-02,2.94,2023-12-27,2.81,4.62633451957295,8.540925266903907,28.31632653061224,True,-1.3423,1.6421,2,4,2,50.0,33.52213473772031,43.49775784753364,15.373665480427052,4.62633451957295,历史2/4次成功; 当前距低点4.63%; 最新日涨幅-1.34%; 状态bottom_area; 底部已确认
8,66.72000000000001,55.60000000000001,002021,中捷资源,bottom_area,2024-01-02,2.53,2024-01-02,2.53,0.0,0.0,28.328611898016998,False,-4.8872,0.0374,1,2,1,50.0,50.76923076923077,50.76923076923077,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-4.89%; 状态bottom_area; 底部未确认
9,64.425349643843,58.288831042431475,000058,深赛格,bottom_area,2024-01-02,7.2,2023-12-27,6.89,4.499274310595073,5.370101596516692,27.320675105485236,False,0.4184,0.796,1,2,1,50.0,34.82352941176472,34.82352941176472,15.500725689404929,4.499274310595073,历史1/2次成功; 当前距低点4.50%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
10,63.927165319711456,57.55195508586528,000070,特发信息,bottom_area,2024-01-02,7.89,2023-12-26,7.57,4.227212681638036,5.680317040951119,27.00096432015428,False,-0.6297,1.3107,1,2,1,50.0,50.60532687651331,50.60532687651331,15.772787318361964,4.227212681638036,历史1/2次成功; 当前距低点4.23%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
11,61.795279108200674,55.353886980198695,000829,天音控股,bottom_area,2024-01-02,9.47,2023-12-27,9.11,3.951701427003307,5.2689352360043955,29.105058365758758,False,-0.7338,2.0173,1,2,1,50.0,34.80519480519481,34.80519480519481,16.048298572996693,3.951701427003307,历史1/2次成功; 当前距低点3.95%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
12,60.99035093559362,51.812191328781,002786,银宝山新,bottom_area,2024-01-02,15.4,2024-01-02,15.24,1.0498687664042003,6.69291338582678,29.704797047970477,False,-4.1096,16.9477,1,5,1,20.0,22.074688796680498,22.074688796680498,18.9501312335958,1.0498687664042003,历史1/5次成功; 当前距低点1.05%; 最新日涨幅-4.11%; 状态bottom_area; 底部未确认
13,55.28675012587912,49.84870912989101,601858,中国科传,bottom_area,2024-01-02,24.2,2023-12-28,23.2,4.310344827586207,7.974137931034489,29.268292682926827,True,-1.9051,1.271,1,4,1,25.0,21.243523316062173,21.243523316062173,15.689655172413794,4.310344827586207,历史1/4次成功; 当前距低点4.31%; 最新日涨幅-1.91%; 状态bottom_area; 底部已确认
