rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.83535692712049,83.08639560087082,002537,海联金汇,bottom_area,2025-05-12,7.01,2025-05-09,6.9,1.5942028985507162,5.072463768115937,29.158110882956876,False,-0.9887,8.1709,3,3,3,100.0,30.006334460034605,39.33649289099527,18.405797101449284,1.5942028985507162,历史3/3次成功; 当前距低点1.59%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
2,94.28538770106881,81.88747146115554,003003,天元股份,bottom_area,2025-05-12,11.77,2025-05-09,11.51,2.258905299739355,3.301476976542144,32.72939801285798,False,2.1701,14.4912,2,2,2,100.0,25.90201905678097,31.377551020408173,17.741094700260646,2.258905299739355,历史2/2次成功; 当前距低点2.26%; 最新日涨幅2.17%; 状态bottom_area; 底部未确认
3,90.24080315788201,79.3549469735422,002304,洋河股份,bottom_area,2025-05-12,68.99,2025-04-29,67.02,2.939421068337808,4.177857356013127,29.452631578947376,False,0.2762,0.2727,2,2,2,100.0,20.62810220081931,20.781426953567394,17.060578931662192,2.939421068337808,历史2/2次成功; 当前距低点2.94%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
4,89.49515072446239,78.097576988716,600371,万向德农,bottom_area,2025-05-12,9.36,2025-04-29,9.13,2.519167579408528,8.214676889375685,28.671874999999996,True,-1.5773,5.6066,1,1,1,100.0,38.66279069767441,38.66279069767441,17.480832420591476,2.519167579408528,历史1/1次成功; 当前距低点2.52%; 最新日涨幅-1.58%; 状态bottom_area; 底部已确认
5,64.43183231957389,56.379034734671876,000524,岭南控股,bottom_area,2025-05-12,11.93,2025-05-09,11.62,2.6678141135972506,3.0981067125645545,30.668257756563257,False,2.1404,2.2286,1,3,1,33.33333333333333,21.550094517958406,21.550094517958406,17.33218588640275,2.6678141135972506,历史1/3次成功; 当前距低点2.67%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
