rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.50258947760153,89.54574447536339,600325,华发股份,bottom_area,2025-12-31,4.22,2025-12-31,4.17,1.199040767386087,1.4388489208633213,27.351916376306622,False,0.716,0.7197,4,4,4,100.0,20.75030873657876,32.553606237816766,6.800959232613914,1.199040767386087,历史4/4次成功; 当前距低点1.20%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
2,91.64556347915997,87.94734330874864,600250,南京商旅,bottom_area,2025-12-31,11.51,2025-12-31,11.3,1.8584070796460093,2.6548672566371585,29.726368159203968,False,0.2613,4.3168,7,7,7,100.0,20.239308872803957,53.93258426966293,6.1415929203539905,1.8584070796460093,历史7/7次成功; 当前距低点1.86%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
3,89.59114322131578,88.44445998322753,603327,福蓉科技,bottom_area,2025-12-31,10.86,2025-12-19,10.51,3.3301617507136028,7.4215033301617455,29.651941097724226,False,0.277,2.6173,7,7,7,100.0,40.952842875562084,129.39632545931758,4.669838249286397,3.3301617507136028,历史7/7次成功; 当前距低点3.33%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
4,87.87764745639485,85.64072827216769,300768,迪普科技,bottom_area,2025-12-31,18.53,2025-12-17,18.05,2.659279778393354,5.7063711911357204,29.43706020328381,False,0.4336,1.3623,3,3,3,100.0,34.32196863927173,47.28781110402041,5.340720221606646,2.659279778393354,历史3/3次成功; 当前距低点2.66%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
5,87.08844646039213,83.87145899219821,002317,众生药业,confirmed_rebound,2025-12-31,18.98,2025-12-23,18.6,2.0430107526881667,9.408602150537634,31.617647058823522,True,-1.709,3.8458,5,5,5,100.0,24.08345972218942,58.31999999999999,5.956989247311833,2.0430107526881667,历史5/5次成功; 当前距低点2.04%; 最新日涨幅-1.71%; 状态confirmed_rebound; 底部已确认
6,86.09411279821636,80.0007813932931,002728,特一药业,bottom_area,2025-12-31,10.85,2025-12-30,10.83,0.18467220683286772,2.585410895660197,28.039867109634553,False,-1.0939,4.7241,4,4,4,100.0,19.310935617591518,39.3073593073593,7.815327793167133,0.18467220683286772,历史4/4次成功; 当前距低点0.18%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
7,85.81166224448782,79.96015209754609,600048,保利发展,bottom_area,2025-12-31,6.1,2025-12-31,6.08,0.3289473684210456,1.1513157894736887,28.888888888888893,False,0.1642,0.6902,2,2,2,100.0,31.721247836269217,31.987577639751546,7.671052631578955,0.3289473684210456,历史2/2次成功; 当前距低点0.33%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
8,84.38944758367717,80.73547150273444,301408,华人健康,bottom_area,2025-12-31,18.56,2025-12-31,18.25,1.6986301369862944,4.493150684931509,27.0,False,0.1079,20.8108,2,2,2,100.0,12.840581801414944,15.372424722662442,6.301369863013706,1.6986301369862944,历史2/2次成功; 当前距低点1.70%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
9,83.43176196945197,78.67360838614005,603322,超讯通信,bottom_area,2025-12-31,38.36,2025-12-26,38.0,0.9473684210526301,3.157894736842113,31.29632977761707,False,-0.8786,3.4212,7,7,7,100.0,21.524776269570104,39.45833333333333,7.05263157894737,0.9473684210526301,历史7/7次成功; 当前距低点0.95%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
10,82.26586885198002,78.77175806580526,600161,天坛生物,bottom_area,2025-12-31,16.34,2025-12-24,16.06,1.7434620174346276,4.794520547945203,27.264492753623188,False,-0.729,0.4066,2,2,2,100.0,25.305653040624797,36.77455357142857,6.256537982565373,1.7434620174346276,历史2/2次成功; 当前距低点1.74%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
11,81.97112828340971,76.87322000912066,001330,博纳影业,bottom_area,2025-12-31,7.6,2025-12-31,7.55,0.6622516556291367,5.430463576158942,31.175934366453973,False,-3.4307,8.9485,4,4,4,100.0,18.565342924489666,35.637149028077765,7.337748344370863,0.6622516556291367,历史4/4次成功; 当前距低点0.66%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
