rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.50258947760153,89.54574447536339,600325,华发股份,bottom_area,2025-12-31,4.22,2025-12-31,4.17,1.199040767386087,1.4388489208633213,27.351916376306622,False,0.716,0.7197,4,4,4,100.0,20.75030873657876,32.553606237816766,6.800959232613914,1.199040767386087,历史4/4次成功; 当前距低点1.20%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
12,80.53719062570127,77.27022166812657,605368,蓝天燃气,bottom_area,2025-12-31,7.72,2025-12-18,7.58,1.8469656992084391,3.562005277044849,31.65013525698828,False,0.1297,0.5645,1,1,1,100.0,12.695179904955879,12.695179904955879,6.153034300791561,1.8469656992084391,历史1/1次成功; 当前距低点1.85%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
13,80.18718104965093,76.67621741033557,002188,中天服务,bottom_area,2025-12-31,6.08,2025-12-31,5.98,1.6722408026755793,6.020066889632097,27.25060827250608,False,-2.5641,11.3123,2,2,2,100.0,13.166271185139117,15.363881401617258,6.32775919732442,1.6722408026755793,历史2/2次成功; 当前距低点1.67%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
14,79.83218881873246,73.9186933506782,300705,九典制药,bottom_area,2025-12-31,14.98,2025-12-30,14.98,0.0,1.1348464619492653,27.49273959341723,False,-1.0568,1.2774,2,2,2,100.0,29.939211562786006,41.42097631706138,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
15,79.7183480604831,73.81328524118804,601566,九牧王,bottom_area,2025-12-31,13.11,2025-12-31,13.11,0.0,4.958047292143405,29.817987152034263,False,-4.8621,5.6472,3,3,3,100.0,22.920888393484073,38.914728682170555,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-4.86%; 状态bottom_area; 底部未确认
16,76.77172734873693,72.08460589943437,002910,庄园牧场,bottom_area,2025-12-31,11.11,2025-12-31,11.03,0.7252946509519499,3.173164097914791,31.105559025609004,False,-1.5071,7.3511,1,1,1,100.0,33.37783711615487,33.37783711615487,7.27470534904805,0.7252946509519499,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
17,76.71542769613126,72.24624158855988,000692,惠天热电,bottom_area,2025-12-31,3.44,2025-12-17,3.41,0.8797653958944224,6.744868035190615,28.511530398322844,False,-1.1494,2.5342,4,5,4,80.0,29.47369188816758,59.042553191489375,7.120234604105578,0.8797653958944224,历史4/5次成功; 当前距低点0.88%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
18,76.58439075806604,75.13373739122457,688050,爱博医疗,bottom_area,2025-12-31,60.66,2025-12-10,58.89,3.0056036678553166,7.947019867549668,29.750685911964688,True,-1.526,0.9198,2,2,2,100.0,12.024267494272554,12.90770757525636,4.994396332144683,3.0056036678553166,历史2/2次成功; 当前距低点3.01%; 最新日涨幅-1.53%; 状态bottom_area; 底部已确认
19,76.4410604556119,74.57664434693845,601162,天风证券,bottom_area,2025-12-31,4.16,2025-12-17,4.05,2.7160493827160574,6.419753086419748,27.678571428571423,False,-1.1876,1.4529,2,2,2,100.0,14.673316879199232,18.939393939393938,5.283950617283943,2.7160493827160574,历史2/2次成功; 当前距低点2.72%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
20,76.10753597628542,71.16686672056612,601699,潞安环能,bottom_area,2025-12-31,11.8,2025-12-31,11.74,0.5110732538330536,1.2776831345826265,27.261462205700127,False,-0.4219,0.5013,1,1,1,100.0,25.817815802717657,25.817815802717657,7.488926746166946,0.5110732538330536,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
21,75.87068019351709,75.25653848188978,002632,道明光学,bottom_area,2025-12-31,12.45,2025-12-19,12.02,3.5773710482529095,7.071547420965056,27.28372655777375,True,-0.0803,4.3546,2,2,2,100.0,19.693249848959194,25.259515570934255,4.4226289517470905,3.5773710482529095,历史2/2次成功; 当前距低点3.58%; 最新日涨幅-0.08%; 状态bottom_area; 底部已确认
22,74.67388416947729,72.1099739834008,000998,隆平高科,bottom_area,2025-12-31,9.36,2025-12-17,9.16,2.18340611353711,4.148471615720513,29.484218629715166,False,-0.5313,0.8214,1,1,1,100.0,11.549139367018313,11.549139367018313,5.81659388646289,2.18340611353711,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
23,74.5741079612276,69.61501582283677,002702,海欣食品,bottom_area,2025-12-31,7.12,2025-12-31,7.09,0.423131170662909,5.641748942172079,27.43091095189355,False,-3.523,13.1944,2,2,2,100.0,9.944918773915054,11.648079306071866,7.576868829337091,0.423131170662909,历史2/2次成功; 当前距低点0.42%; 最新日涨幅-3.52%; 状态bottom_area; 底部未确认
24,74.42923262440871,73.66695290720935,002402,和而泰,bottom_area,2025-12-31,39.12,2025-12-17,37.81,3.464691880454893,7.960856916159741,29.221265443654058,True,-2.6624,5.2585,2,2,2,100.0,9.765862336809192,11.221945137157112,4.535308119545107,3.464691880454893,历史2/2次成功; 当前距低点3.46%; 最新日涨幅-2.66%; 状态bottom_area; 底部已确认
25,73.57671917324217,72.2290587794028,603072,天和磁材,bottom_area,2025-12-31,40.69,2025-12-17,39.49,3.038743985819184,6.330716637123322,27.05947543405984,False,-0.9494,2.3193,1,1,1,100.0,22.674167027260935,22.674167027260935,4.961256014180816,3.038743985819184,历史1/1次成功; 当前距低点3.04%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
26,72.95645835231026,67.93939531375601,603696,安记食品,bottom_area,2025-12-31,20.28,2025-12-31,20.22,0.29673590504452163,6.2809099901088015,31.619885018599938,False,-4.3847,13.3861,1,1,1,100.0,16.053511705685615,16.053511705685615,7.703264094955478,0.29673590504452163,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
27,72.56677570664375,70.7799915756992,301177,迪阿股份,bottom_area,2025-12-31,28.87,2025-12-17,28.11,2.7036641764496676,6.438989683386703,31.88756966319361,False,-1.1301,0.3262,1,1,1,100.0,10.776053215077603,10.776053215077603,5.296335823550333,2.7036641764496676,历史1/1次成功; 当前距低点2.70%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
28,72.20184559735506,71.08422962600555,688337,普源精电,bottom_area,2025-12-31,36.89,2025-12-04,35.75,3.1888111888111905,7.384615384615387,28.499999999999996,True,-1.5479,1.0292,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,4.811188811188809,3.1888111888111905,历史4/6次成功; 当前距低点3.19%; 最新日涨幅-1.55%; 状态bottom_area; 底部已确认
29,70.22400182317821,68.05938149466495,600865,百大集团,confirmed_rebound,2025-12-31,16.4,2025-12-31,16.02,2.372034956304613,8.863920099875166,30.649350649350655,False,-5.0926,13.8304,1,1,1,100.0,12.514092446448718,12.514092446448718,5.627965043695387,2.372034956304613,历史1/1次成功; 当前距低点2.37%; 最新日涨幅-5.09%; 状态confirmed_rebound; 底部未确认
30,66.68300528724735,67.62728774445951,688190,云路股份,confirmed_rebound,2025-12-31,97.4,2025-12-10,93.0,4.731182795698931,11.354838709677422,28.351309707241917,True,-2.483,0.5624,1,1,1,100.0,19.70099203576919,19.70099203576919,3.268817204301069,4.731182795698931,历史1/1次成功; 当前距低点4.73%; 最新日涨幅-2.48%; 状态confirmed_rebound; 底部已确认
31,65.95508869976238,65.97774200173725,002605,姚记科技,bottom_area,2025-12-31,23.3,2025-12-17,22.4,4.017857142857153,6.517857142857148,27.71861890932559,False,0.0859,1.1733,3,5,3,60.0,15.26051767447074,23.2121212121212,3.9821428571428474,4.017857142857153,历史3/5次成功; 当前距低点4.02%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
32,56.401525713812774,55.32395695599994,002670,国盛证券,bottom_area,2025-12-31,16.84,2025-12-17,16.35,2.996941896024455,7.64525993883792,29.6774193548387,True,-1.2896,1.0426,1,2,1,50.0,13.747228381374727,13.747228381374727,5.003058103975546,2.996941896024455,历史1/2次成功; 当前距低点3.00%; 最新日涨幅-1.29%; 状态bottom_area; 底部已确认
33,54.66190904963189,54.17779732582687,600104,上汽集团,confirmed_rebound,2025-12-31,15.22,2025-11-21,14.7,3.537414965986404,8.299319727891161,28.74454677653902,True,-0.8469,0.2998,1,2,1,50.0,24.425287356321842,24.425287356321842,4.462585034013596,3.537414965986404,历史1/2次成功; 当前距低点3.54%; 最新日涨幅-0.85%; 状态confirmed_rebound; 底部已确认
