rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.7657134724854,78.00851917625764,601777,千里科技,bottom_area,2023-09-21,3.62,2023-08-25,3.56,1.6853932584269677,8.146067415730338,27.93522267206478,True,-1.3624,0.4595,1,1,1,100.0,27.96352583586626,27.96352583586626,18.314606741573034,1.6853932584269677,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-1.36%; 状态bottom_area; 底部已确认
2,88.1906033287325,74.14359076522499,300561,汇金科技,bottom_area,2023-09-21,12.52,2023-09-21,12.46,0.481540930979123,2.166934189406096,32.539252842447205,False,-0.4769,2.2023,2,2,2,100.0,24.79303273041607,27.62128325508607,19.518459069020878,0.481540930979123,历史2/2次成功; 当前距低点0.48%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
3,87.21120489512454,77.51637732262219,603106,恒银科技,bottom_area,2023-09-21,7.34,2023-09-21,7.09,3.5260930888575457,4.090267983074754,30.829268292682926,False,2.371,7.1542,1,1,1,100.0,34.60144927536232,34.60144927536232,16.473906911142457,3.5260930888575457,历史1/1次成功; 当前距低点3.53%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
4,84.95642822830646,76.21992410684297,600338,西藏珠峰,bottom_area,2023-09-21,14.43,2023-08-25,13.87,4.037490987743335,11.175198269646726,28.320413436692515,True,-0.7565,0.7118,2,2,2,100.0,30.512922359665453,31.213191990577155,15.962509012256664,4.037490987743335,历史2/2次成功; 当前距低点4.04%; 最新日涨幅-0.76%; 状态bottom_area; 底部已确认
5,83.13208683852592,72.12550213249057,600375,汉马科技,bottom_area,2023-09-21,5.57,2023-09-21,5.45,2.201834862385323,11.376146788990829,30.395913154533844,False,-7.9339,4.4444,1,1,1,100.0,22.073578595317713,22.073578595317713,17.798165137614678,2.201834862385323,历史1/1次成功; 当前距低点2.20%; 最新日涨幅-7.93%; 状态bottom_area; 底部未确认
6,78.6781970669694,65.66146770844689,002534,西子洁能,bottom_area,2023-09-21,12.5,2023-09-21,12.49,0.08006405124099109,1.6813450760608413,27.803468208092486,False,-0.9509,0.3936,2,3,2,66.66666666666666,29.824446659191896,33.11594202898551,19.91993594875901,0.08006405124099109,历史2/3次成功; 当前距低点0.08%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
7,75.38450289900837,63.99032530695548,688191,智洋创新,bottom_area,2023-09-21,18.05,2023-09-20,17.87,1.007274762171235,5.595970900951315,28.519999999999996,False,0.6132,3.6308,1,2,1,50.0,22.671568627450974,22.671568627450974,18.99272523782877,1.007274762171235,历史1/2次成功; 当前距低点1.01%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
8,71.89057235837018,60.34327035534759,688322,奥比中光,bottom_area,2023-09-21,28.01,2023-09-21,27.9,0.3942652329749211,2.32974910394266,27.24902216427641,False,-1.3732,1.137,2,4,2,50.0,24.52793057274414,28.749462827675128,19.60573476702508,0.3942652329749211,历史2/4次成功; 当前距低点0.39%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
9,65.78974708825983,55.8800345274298,603232,格尔软件,bottom_area,2023-09-21,11.65,2023-09-21,11.53,1.0407632263660105,2.948829141370337,29.176904176904184,False,-1.1874,2.5087,1,4,1,25.0,22.78481012658228,22.78481012658228,18.959236773633993,1.0407632263660105,历史1/4次成功; 当前距低点1.04%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
10,64.23178046242796,55.5072787427626,002069,獐子岛,bottom_area,2023-09-21,4.11,2023-09-14,4.03,1.985111662531019,5.707196029776663,28.79858657243816,False,-2.8369,1.4634,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,18.01488833746898,1.985111662531019,历史1/3次成功; 当前距低点1.99%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
11,63.689973217890234,53.93939099886469,002386,天原股份,bottom_area,2023-09-21,5.72,2023-08-31,5.67,0.8818342151675453,5.996472663139327,31.604342581423396,False,-0.6944,0.4197,1,3,1,33.33333333333333,48.85290148448042,48.85290148448042,19.118165784832456,0.8818342151675453,历史1/3次成功; 当前距低点0.88%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
12,63.04474760140128,53.09442660550459,002265,建设工业,bottom_area,2023-09-21,12.23,2023-08-25,12.16,0.5756578947368444,7.1546052631578885,28.344136711844424,True,-0.6499,0.5652,1,4,1,25.0,32.75229357798165,32.75229357798165,19.424342105263158,0.5756578947368444,历史1/4次成功; 当前距低点0.58%; 最新日涨幅-0.65%; 状态bottom_area; 底部已确认
13,59.6939630818014,50.15271488430035,300603,立昂技术,bottom_area,2023-09-21,9.02,2023-09-21,8.98,0.4454342984409705,2.0044543429844066,27.346278317152095,False,-0.8791,3.0919,1,5,1,20.0,35.36723163841809,35.36723163841809,19.55456570155903,0.4454342984409705,历史1/5次成功; 当前距低点0.45%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
