rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.80244734401698,84.9770949689176,301381,赛维时代,bottom_area,2025-04-08,18.08,2025-04-08,17.58,2.8441410693970424,6.655290102389088,28.44932844932846,False,1.8018,2.4312,2,2,2,100.0,49.686755952380956,66.46875000000001,17.155858930602957,2.8441410693970424,历史2/2次成功; 当前距低点2.84%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
15,87.95660466578595,75.71269896600126,001287,中电港,bottom_area,2025-04-08,16.09,2025-04-08,15.81,1.7710309930423742,4.68058191018343,28.78378378378378,False,-1.2883,2.472,3,4,3,75.0,30.030374355579976,42.36351071181756,18.228969006957627,1.7710309930423742,历史3/4次成功; 当前距低点1.77%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
16,87.11085700775098,74.65382776019227,001308,康冠科技,bottom_area,2025-04-08,18.59,2025-04-08,18.31,1.5292190060076525,9.120699071545614,27.138877835256668,False,-7.3742,3.4244,1,1,1,100.0,27.421758569299566,27.421758569299566,18.470780993992346,1.5292190060076525,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-7.37%; 状态bottom_area; 底部未确认
17,87.0287425681193,74.90110824587708,603150,万朗磁塑,bottom_area,2025-04-08,27.15,2025-04-08,26.68,1.7616191904047933,9.44527736131934,31.413881748071976,False,-8.4008,9.8648,1,1,1,100.0,31.6,31.6,18.23838080959521,1.7616191904047933,历史1/1次成功; 当前距低点1.76%; 最新日涨幅-8.40%; 状态bottom_area; 底部未确认
18,86.62468402714539,76.57308458096934,688800,瑞可达,bottom_area,2025-04-08,38.09,2025-04-08,36.9,3.224932249322506,6.124661246612461,31.66666666666667,False,2.5027,4.6284,1,1,1,100.0,25.83833392163784,25.83833392163784,16.775067750677493,3.224932249322506,历史1/1次成功; 当前距低点3.22%; 最新日涨幅2.50%; 状态bottom_area; 底部未确认
19,86.52171428092285,77.42533850517283,688073,毕得医药,bottom_area,2025-04-08,38.66,2025-04-08,37.21,3.8968019349637077,8.304219295888192,28.235294117647058,False,2.2481,3.7949,1,1,1,100.0,38.65616621983914,38.65616621983914,16.103198065036295,3.8968019349637077,历史1/1次成功; 当前距低点3.90%; 最新日涨幅2.25%; 状态bottom_area; 底部未确认
20,86.51030728161314,78.18460848136084,605133,嵘泰股份,bottom_area,2025-04-08,26.82,2025-04-08,25.68,4.4392523364486,9.774143302180692,29.950900163666116,False,-5.9937,3.6369,3,3,3,100.0,48.742493593890515,60.01483679525222,15.5607476635514,4.4392523364486,历史3/3次成功; 当前距低点4.44%; 最新日涨幅-5.99%; 状态bottom_area; 底部未确认
21,86.45329747008971,76.08884907709016,300644,南京聚隆,bottom_area,2025-04-08,18.97,2025-04-07,18.42,2.9858849077089964,16.612377850162858,27.136075949367083,True,2.93,5.2927,2,3,2,66.66666666666666,61.70130689005596,78.38246409674981,17.014115092291004,2.9858849077089964,历史2/3次成功; 当前距低点2.99%; 最新日涨幅2.93%; 状态bottom_area; 底部已确认
22,86.28545481517891,75.04436885766191,603161,科华控股,bottom_area,2025-04-08,9.64,2025-04-08,9.42,2.3354564755838707,7.855626326963909,29.753914988814316,False,-7.8394,4.5803,1,1,1,100.0,39.40435280641466,39.40435280641466,17.664543524416132,2.3354564755838707,历史1/1次成功; 当前距低点2.34%; 最新日涨幅-7.84%; 状态bottom_area; 底部未确认
23,85.45415934480958,75.21220695605247,002649,博彦科技,bottom_area,2025-04-08,11.03,2025-04-08,10.71,2.987861811391209,9.80392156862744,31.609195402298845,False,-6.6836,5.9549,1,1,1,100.0,48.303934871099045,48.303934871099045,17.01213818860879,2.987861811391209,历史1/1次成功; 当前距低点2.99%; 最新日涨幅-6.68%; 状态bottom_area; 底部未确认
24,85.34480394206588,71.80273391812865,603328,依顿电子,bottom_area,2025-04-08,7.72,2025-04-08,7.68,0.5208333333333338,8.723958333333332,31.550802139037437,False,-9.4959,3.77,1,1,1,100.0,39.57115009746589,39.57115009746589,19.479166666666668,0.5208333333333338,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-9.50%; 状态bottom_area; 底部未确认
25,85.0713364229166,76.49695271230644,301468,博盈特焊,bottom_area,2025-04-08,20.02,2025-04-07,19.22,4.162330905306976,12.33090530697191,27.471698113207548,False,2.4565,1.9285,1,1,1,100.0,36.91971600218461,36.91971600218461,15.837669094693025,4.162330905306976,历史1/1次成功; 当前距低点4.16%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
26,85.00539689397048,74.6187648076759,000586,汇源通信,bottom_area,2025-04-08,7.96,2025-04-08,7.74,2.842377260981909,8.139534883720916,32.22416812609457,False,-5.0119,5.5515,2,2,2,100.0,26.66336001459488,30.06430868167203,17.15762273901809,2.842377260981909,历史2/2次成功; 当前距低点2.84%; 最新日涨幅-5.01%; 状态bottom_area; 底部未确认
27,84.9415560680125,74.32990464118909,002301,齐心集团,bottom_area,2025-04-08,6.15,2025-04-08,5.99,2.67111853088481,7.512520868113526,29.36320754716981,False,-4.7988,2.6747,2,2,2,100.0,23.011047804335742,25.486381322957207,17.32888146911519,2.67111853088481,历史2/2次成功; 当前距低点2.67%; 最新日涨幅-4.80%; 状态bottom_area; 底部未确认
28,84.80118726570002,76.05287201313912,000422,湖北宜化,bottom_area,2025-04-08,11.91,2025-04-08,11.45,4.0174672489083045,4.978165938864631,30.60606060606061,False,1.7949,8.0287,1,1,1,100.0,32.75643731532291,32.75643731532291,15.982532751091696,4.0174672489083045,历史1/1次成功; 当前距低点4.02%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
29,84.764440706476,73.94344827586205,002348,高乐股份,bottom_area,2025-04-08,2.87,2025-04-08,2.8,2.50000000000001,4.642857142857156,27.46113989637306,False,-1.7123,3.0529,1,1,1,100.0,25.287356321839088,25.287356321839088,17.49999999999999,2.50000000000001,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
30,84.7416620803522,74.66086956521737,300337,银邦股份,bottom_area,2025-04-08,9.48,2025-04-07,9.2,3.043478260869578,15.760869565217403,29.50191570881227,False,3.0435,5.0701,3,5,3,60.0,62.81480014603586,131.5277777777778,16.956521739130423,3.043478260869578,历史3/5次成功; 当前距低点3.04%; 最新日涨幅3.04%; 状态bottom_area; 底部未确认
31,84.61604834955602,71.20039497969728,603890,春秋电子,bottom_area,2025-04-08,9.5,2025-04-08,9.45,0.5291005291005366,5.820105820105828,32.35504652827488,False,-9.5238,5.0811,1,1,1,100.0,36.434108527131784,36.434108527131784,19.470899470899464,0.5291005291005366,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-9.52%; 状态bottom_area; 底部未确认
32,84.61496196411571,74.61132506974685,300488,恒锋工具,bottom_area,2025-04-08,28.7,2025-04-08,27.84,3.0890804597701127,8.47701149425287,31.546594541431034,False,-0.3126,3.4389,3,4,3,75.0,40.26574472055218,65.52470248827983,16.910919540229887,3.0890804597701127,历史3/4次成功; 当前距低点3.09%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
33,84.60879935342919,73.96203506953442,002662,峰璟股份,bottom_area,2025-04-08,3.14,2025-04-08,3.06,2.6143790849673225,9.477124183006538,29.330254041570434,False,-7.6471,3.5328,1,1,1,100.0,37.004405286343605,37.004405286343605,17.38562091503268,2.6143790849673225,历史1/1次成功; 当前距低点2.61%; 最新日涨幅-7.65%; 状态bottom_area; 底部未确认
34,84.56443312101908,74.83999999999999,002097,山河智能,bottom_area,2025-04-08,6.28,2025-04-08,6.08,3.2894736842105288,10.855263157894738,31.9910514541387,False,-6.8249,4.8097,1,1,1,100.0,50.210970464135016,50.210970464135016,16.710526315789473,3.2894736842105288,历史1/1次成功; 当前距低点3.29%; 最新日涨幅-6.82%; 状态bottom_area; 底部未确认
35,84.39860180745903,74.74816326530616,002611,东方精工,bottom_area,2025-04-08,9.62,2025-04-08,9.31,3.32975295381309,10.096670247046182,32.19227967953386,False,-6.9632,9.452,1,1,1,100.0,145.12534818941506,145.12534818941506,16.670247046186912,3.32975295381309,历史1/1次成功; 当前距低点3.33%; 最新日涨幅-6.96%; 状态bottom_area; 底部未确认
36,84.26852233479937,72.81965444197738,002825,纳尔股份,bottom_area,2025-04-08,7.2,2025-04-08,7.06,1.9830028328611982,8.356940509915026,27.066115702479344,False,-6.0052,3.8844,1,1,1,100.0,23.123123123123136,23.123123123123136,18.016997167138804,1.9830028328611982,历史1/1次成功; 当前距低点1.98%; 最新日涨幅-6.01%; 状态bottom_area; 底部未确认
37,84.26267943821568,75.85846674868985,300545,联得装备,bottom_area,2025-04-08,26.14,2025-04-08,25.08,4.226475279106867,9.569377990430631,31.193415637860095,False,1.1219,7.3723,3,4,3,75.0,38.43994830673923,49.416135881104026,15.773524720893134,4.226475279106867,历史3/4次成功; 当前距低点4.23%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
38,83.79183491767066,74.06778707751029,301313,凡拓数创,bottom_area,2025-04-08,19.21,2025-04-07,18.61,3.2240730789897984,18.162278344975817,27.86821705426357,True,3.2241,4.8591,3,5,3,60.0,39.831579019392564,52.43243243243245,16.775926921010203,3.2240730789897984,历史3/5次成功; 当前距低点3.22%; 最新日涨幅3.22%; 状态bottom_area; 底部已确认
39,83.75553281374224,74.61283349781304,002057,中钢天源,bottom_area,2025-04-08,7.1,2025-04-08,6.85,3.649635036496351,5.839416058394166,27.513227513227513,False,-2.7397,5.607,2,2,2,100.0,26.31183538185334,32.31597845601436,16.35036496350365,3.649635036496351,历史2/2次成功; 当前距低点3.65%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
40,83.40317437948794,75.47798586378998,300819,聚杰微纤,bottom_area,2025-04-08,22.0,2025-04-07,21.05,4.5130641330166235,18.14726840855107,29.005059021922424,True,4.5131,6.4181,1,1,1,100.0,26.54716175842936,26.54716175842936,15.486935866983378,4.5130641330166235,历史1/1次成功; 当前距低点4.51%; 最新日涨幅4.51%; 状态bottom_area; 底部已确认
41,83.22614103664435,73.62376189189406,301550,斯菱智驱,bottom_area,2025-04-08,80.0,2025-04-08,77.47,3.2657803020524088,9.074480444042857,28.255232450453793,False,-2.9126,8.7548,1,1,1,100.0,32.95559666975023,32.95559666975023,16.73421969794759,3.2657803020524088,历史1/1次成功; 当前距低点3.27%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
42,82.98768782760631,69.15640652300526,002444,巨星科技,bottom_area,2025-04-08,22.16,2025-04-08,22.16,0.0,1.850180505415163,27.841094106154348,False,-9.9919,2.7856,1,1,1,100.0,31.217239370995912,31.217239370995912,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
43,82.88355276072764,73.80484637387949,300480,光力科技,bottom_area,2025-04-08,11.43,2025-04-07,11.03,3.6264732547597496,18.857660924750682,29.56577266922095,True,3.4389,4.069,4,6,4,66.66666666666666,28.906122193898153,39.69465648854962,16.37352674524025,3.6264732547597496,历史4/6次成功; 当前距低点3.63%; 最新日涨幅3.44%; 状态bottom_area; 底部已确认
44,82.77056562544591,74.96202169851706,300589,江龙船艇,bottom_area,2025-04-08,10.56,2025-04-07,10.1,4.554455445544563,15.544554455445548,28.823114869626497,False,4.5545,8.0642,3,4,3,75.0,37.640753303003535,44.07616361071933,15.445544554455438,4.554455445544563,历史3/4次成功; 当前距低点4.55%; 最新日涨幅4.55%; 状态bottom_area; 底部未确认
45,82.18585313095208,72.20987095838768,002075,沙钢股份,bottom_area,2025-04-08,4.98,2025-04-08,4.84,2.892561983471086,11.157024793388432,27.436281859070466,False,-7.4349,4.4333,1,1,1,100.0,30.994152046783608,30.994152046783608,17.107438016528913,2.892561983471086,历史1/1次成功; 当前距低点2.89%; 最新日涨幅-7.43%; 状态bottom_area; 底部未确认
46,81.89043473396409,72.4527813683976,000551,创元科技,bottom_area,2025-04-08,10.41,2025-04-08,10.08,3.2738095238095246,10.615079365079367,28.510638297872337,False,-6.2162,5.3226,1,1,1,100.0,36.97347893915756,36.97347893915756,16.726190476190478,3.2738095238095246,历史1/1次成功; 当前距低点3.27%; 最新日涨幅-6.22%; 状态bottom_area; 底部未确认
47,81.87814101397008,68.2317841783084,603215,比依股份,bottom_area,2025-04-08,13.42,2025-04-08,13.42,0.0,5.812220566318922,32.4269889224572,False,-9.9933,5.0427,3,4,3,75.0,30.412818162948412,36.01562499999999,20.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
48,81.78749645392867,74.45035956887965,601921,浙版传媒,bottom_area,2025-04-08,7.59,2025-04-07,7.24,4.834254143646404,6.21546961325967,29.57198443579766,False,3.5471,1.1886,1,1,1,100.0,34.15300546448087,34.15300546448087,15.165745856353595,4.834254143646404,历史1/1次成功; 当前距低点4.83%; 最新日涨幅3.55%; 状态bottom_area; 底部未确认
49,81.66530988768723,72.16682527487423,688005,容百科技,bottom_area,2025-04-08,18.66,2025-04-07,18.08,3.207964601769922,18.086283185840728,28.95874263261297,True,3.208,4.0624,3,5,3,60.0,29.41389552101958,38.76758854924795,16.79203539823008,3.207964601769922,历史3/5次成功; 当前距低点3.21%; 最新日涨幅3.21%; 状态bottom_area; 底部已确认
50,80.21944963715372,72.9566289541315,000948,南天信息,bottom_area,2025-04-08,15.55,2025-04-08,14.84,4.784366576819413,7.008086253369279,29.333333333333332,False,-2.0781,4.0697,2,2,2,100.0,31.317122307955756,41.16485686080947,15.215633423180588,4.784366576819413,历史2/2次成功; 当前距低点4.78%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
51,80.04917301008662,71.69421057374062,301326,捷邦科技,bottom_area,2025-04-08,48.5,2025-04-08,46.66,3.9434204886412423,11.658808401200183,28.45752836553205,False,-3.5594,8.2682,3,4,3,75.0,45.26994240775613,57.57370382921043,16.05657951135876,3.9434204886412423,历史3/4次成功; 当前距低点3.94%; 最新日涨幅-3.56%; 状态bottom_area; 底部未确认
52,79.80012206054103,72.55223452645257,300913,兆龙互连,bottom_area,2025-04-08,39.56,2025-04-07,37.76,4.766949152542384,17.50529661016949,30.3192470935597,False,4.7669,3.2076,1,1,1,100.0,23.123003194888174,23.123003194888174,15.233050847457616,4.766949152542384,历史1/1次成功; 当前距低点4.77%; 最新日涨幅4.77%; 状态bottom_area; 底部未确认
53,78.80636166942615,70.53827013493527,688070,纵横股份,bottom_area,2025-04-08,35.61,2025-04-07,34.27,3.910125474175653,19.929967901955056,31.66500498504486,True,1.6557,1.4211,3,5,3,60.0,29.265356000299764,34.23295454545453,16.08987452582435,3.910125474175653,历史3/5次成功; 当前距低点3.91%; 最新日涨幅1.66%; 状态bottom_area; 底部已确认
54,78.50915069444841,69.92906080295565,000811,冰轮环境,bottom_area,2025-04-08,10.53,2025-04-08,10.16,3.641732283464559,8.267716535433069,28.045325779036823,False,-4.2727,3.4384,3,4,3,75.0,32.0817763938432,47.451868629671566,16.35826771653544,3.641732283464559,历史3/4次成功; 当前距低点3.64%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
55,78.28498876629939,68.68633699633699,000985,大庆华科,bottom_area,2025-04-08,14.97,2025-04-08,14.56,2.8159340659340666,7.005494505494503,30.03363767419509,False,-3.6059,2.2776,2,3,2,66.66666666666666,52.55963531909581,56.687898089171995,17.184065934065934,2.8159340659340666,历史2/3次成功; 当前距低点2.82%; 最新日涨幅-3.61%; 状态bottom_area; 底部未确认
56,78.05855042362221,65.04879201968518,002862,实丰文化,bottom_area,2025-04-08,21.46,2025-04-08,21.46,0.0,4.7996272134203055,28.371161548731642,False,-9.9832,4.4994,4,6,4,66.66666666666666,31.355512650637145,45.40647719762062,20.0,0.0,历史4/6次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
57,77.90285605096756,67.63842794981187,605258,协和电子,bottom_area,2025-04-08,25.08,2025-04-08,24.53,2.2421524663677013,10.640032613126781,30.92086736130667,False,-7.9971,3.8818,2,3,2,66.66666666666666,37.33262852937397,49.971379507727534,17.757847533632297,2.2421524663677013,历史2/3次成功; 当前距低点2.24%; 最新日涨幅-8.00%; 状态bottom_area; 底部未确认
58,77.72023866737051,69.00687107027265,605287,德才股份,bottom_area,2025-04-08,11.04,2025-04-08,10.67,3.467666354264285,10.965323336457358,27.661016949152543,False,-6.7568,4.6918,1,1,1,100.0,20.823389021479702,20.823389021479702,16.532333645735715,3.467666354264285,历史1/1次成功; 当前距低点3.47%; 最新日涨幅-6.76%; 状态bottom_area; 底部未确认
59,77.65096669790323,69.6913342347026,301325,曼恩斯特,bottom_area,2025-04-08,46.93,2025-04-08,45.1,4.057649667405761,9.046563192904653,29.032258064516125,False,-0.0852,10.7239,1,1,1,100.0,21.520298260149133,21.520298260149133,15.942350332594241,4.057649667405761,历史1/1次成功; 当前距低点4.06%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
60,77.30142623324997,66.62293128207311,603185,弘元绿能,bottom_area,2025-04-08,12.74,2025-04-08,12.51,1.8385291766586764,7.513988808952835,29.12181303116147,False,-3.265,1.8954,4,7,4,57.14285714285714,30.893582668190593,43.51028702057404,18.161470823341325,1.8385291766586764,历史4/7次成功; 当前距低点1.84%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
61,77.2402241002009,69.52613399503724,301319,唯特偶,bottom_area,2025-04-08,29.4,2025-04-08,28.21,4.218362282878404,10.811768876285008,29.825870646766173,False,-3.2258,18.4768,1,1,1,100.0,32.817204301075265,32.817204301075265,15.781637717121596,4.218362282878404,历史1/1次成功; 当前距低点4.22%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
62,76.28638996469661,66.67444020871888,002522,浙江众成,bottom_area,2025-04-08,3.94,2025-04-08,3.84,2.604166666666669,9.375000000000009,27.954971857410886,False,-7.2941,6.6475,2,3,2,66.66666666666666,36.58749216157104,37.41339491916859,17.395833333333332,2.604166666666669,历史2/3次成功; 当前距低点2.60%; 最新日涨幅-7.29%; 状态bottom_area; 底部未确认
63,76.20275379926098,65.97296289534088,002590,万安科技,bottom_area,2025-04-08,10.77,2025-04-08,10.55,2.085308056872027,9.004739336492884,28.231292517006796,False,-8.1058,4.6081,2,3,2,66.66666666666666,26.45590644270131,30.204778156996575,17.914691943127973,2.085308056872027,历史2/3次成功; 当前距低点2.09%; 最新日涨幅-8.11%; 状态bottom_area; 底部未确认
64,76.04055942375739,65.8853981303392,002472,双环传动,bottom_area,2025-04-08,27.82,2025-04-08,27.24,2.1292217327459686,9.765051395007344,30.510204081632665,False,-8.0026,5.2296,2,3,2,66.66666666666666,26.523424808243806,30.182421227197352,17.870778267254035,2.1292217327459686,历史2/3次成功; 当前距低点2.13%; 最新日涨幅-8.00%; 状态bottom_area; 底部未确认
65,75.95089282414163,64.70748490945672,002685,华东重机,bottom_area,2025-04-08,5.03,2025-04-08,4.97,1.2072434607645974,8.04828973843059,28.898426323319033,False,-8.8768,4.5952,2,5,2,40.0,67.4891774891775,109.52380952380952,18.792756539235402,1.2072434607645974,历史2/5次成功; 当前距低点1.21%; 最新日涨幅-8.88%; 状态bottom_area; 底部未确认
66,75.76773124255654,68.04239393939393,605259,绿田机械,bottom_area,2025-04-08,13.74,2025-04-08,13.2,4.090909090909098,11.136363636363642,30.343007915567284,False,-6.3395,3.1337,1,1,1,100.0,23.277777777777786,23.277777777777786,15.909090909090903,4.090909090909098,历史1/1次成功; 当前距低点4.09%; 最新日涨幅-6.34%; 状态bottom_area; 底部未确认
67,75.55735670637971,65.3486604904575,000020,深华发A,bottom_area,2025-04-08,10.05,2025-04-08,9.85,2.030456852791889,9.746192893401025,27.466863033873345,False,-8.1353,3.0582,2,3,2,66.66666666666666,22.427072301915857,23.076923076923073,17.96954314720811,2.030456852791889,历史2/3次成功; 当前距低点2.03%; 最新日涨幅-8.14%; 状态bottom_area; 底部未确认
68,74.93613692684119,65.53350377632499,000619,海螺新材,bottom_area,2025-04-08,5.06,2025-04-08,4.93,2.636916835699795,8.722109533468572,27.178729689807973,False,-6.4695,3.7771,2,3,2,66.66666666666666,30.854879005665808,32.01692524682651,17.363083164300207,2.636916835699795,历史2/3次成功; 当前距低点2.64%; 最新日涨幅-6.47%; 状态bottom_area; 底部未确认
69,74.49106110566001,65.49732258655396,603005,晶方科技,bottom_area,2025-04-08,25.62,2025-04-08,24.89,2.9329047810365627,9.481719566090797,31.95735374521596,False,-4.7584,7.3016,3,5,3,60.0,32.066373587727504,40.10416666666666,17.067095218963438,2.9329047810365627,历史3/5次成功; 当前距低点2.93%; 最新日涨幅-4.76%; 状态bottom_area; 底部未确认
70,74.38575393380233,67.47686037957922,301616,浙江华业,bottom_area,2025-04-08,43.95,2025-04-08,42.0,4.64285714285715,15.666666666666663,31.88452805708725,False,-7.3567,50.2226,1,1,1,100.0,27.003089598352215,27.003089598352215,15.35714285714285,4.64285714285715,历史1/1次成功; 当前距低点4.64%; 最新日涨幅-7.36%; 状态bottom_area; 底部未确认
71,74.2269336397711,65.02417644229074,002339,积成电子,bottom_area,2025-04-08,6.02,2025-04-08,5.86,2.7303754266211477,9.215017064846416,27.832512315270925,False,-5.7903,5.7077,3,6,3,50.0,48.70662588702658,82.94930875576038,17.269624573378852,2.7303754266211477,历史3/6次成功; 当前距低点2.73%; 最新日涨幅-5.79%; 状态bottom_area; 底部未确认
72,73.879200361208,64.29832423367381,000813,德展健康,bottom_area,2025-04-08,3.02,2025-04-08,2.95,2.372881355932198,6.101694915254227,28.04878048780487,False,-1.9481,2.1954,2,4,2,50.0,30.20695551182373,39.9103139013453,17.627118644067803,2.372881355932198,历史2/4次成功; 当前距低点2.37%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
