rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.81939476815306,85.63944657584766,688358,祥生医疗,bottom_area,2024-10-15,23.29,2024-10-14,22.81,2.1043402016659383,6.0061376589215305,27.884919380335127,False,-2.6745,0.6601,4,4,4,100.0,33.31904427766654,68.06588735387884,5.895659798334061,2.1043402016659383,历史4/4次成功; 当前距低点2.10%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
12,79.80007392851259,77.20808811328104,688148,芳源股份,bottom_area,2024-10-15,4.48,2024-10-14,4.38,2.2831050228310628,6.164383561643846,27.0,False,-3.0303,1.6641,3,3,3,100.0,17.062191211483146,26.66666666666668,5.716894977168938,2.2831050228310628,历史3/3次成功; 当前距低点2.28%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
13,78.72631120895596,74.63864864864867,688310,迈得医疗,bottom_area,2024-10-15,11.54,2024-10-14,11.4,1.2280701754385859,5.087719298245615,27.619047619047617,False,-3.1066,1.2579,1,1,1,100.0,23.648648648648653,23.648648648648653,6.771929824561414,1.2280701754385859,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
14,78.23064785951593,74.9089700996678,300723,一品红,bottom_area,2024-10-15,15.75,2024-10-14,15.48,1.744186046511625,5.749354005167962,27.392120075046904,False,-3.5517,1.3794,1,1,1,100.0,31.428571428571427,31.428571428571427,6.255813953488374,1.744186046511625,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
15,77.49921349537642,72.76642257190282,688337,普源精电,bottom_area,2024-10-15,30.59,2024-10-14,30.37,0.7243990780375332,7.606190319394135,27.17026378896883,True,-5.2941,3.0736,4,5,4,80.0,31.387378870045207,54.46153846153845,7.275600921962466,0.7243990780375332,历史4/5次成功; 当前距低点0.72%; 最新日涨幅-5.29%; 状态bottom_area; 底部已确认
16,77.22761551025052,77.41409637632343,688107,安路科技,confirmed_rebound,2024-10-15,25.24,2024-10-14,24.24,4.125412541254125,10.396039603960409,30.74285714285715,True,-3.5168,2.4111,5,5,5,100.0,25.10772564721952,67.95615731785945,3.8745874587458755,4.125412541254125,历史5/5次成功; 当前距低点4.13%; 最新日涨幅-3.52%; 状态confirmed_rebound; 底部已确认
17,77.10381807316179,73.84908738548165,688202,美迪西,confirmed_rebound,2024-10-15,33.0,2024-10-14,32.43,1.75763182238668,8.171446191797713,27.724537552930684,True,-4.5691,4.5067,5,6,5,83.33333333333334,13.027712941881417,23.795418261555337,6.24236817761332,1.75763182238668,历史5/6次成功; 当前距低点1.76%; 最新日涨幅-4.57%; 状态confirmed_rebound; 底部已确认
18,77.06063903733289,77.68444219865845,688320,禾川科技,confirmed_rebound,2024-10-15,26.7,2024-10-14,25.57,4.419241298396555,9.307782557684781,30.440696409140365,True,-2.4479,2.7793,5,5,5,100.0,19.94791590861607,38.29133374308544,3.5807587016034454,4.419241298396555,历史5/5次成功; 当前距低点4.42%; 最新日涨幅-2.45%; 状态confirmed_rebound; 底部已确认
19,77.05595360948665,77.89314306962555,300560,中富通,confirmed_rebound,2024-10-15,14.44,2024-10-11,13.81,4.5619116582186745,10.644460535843583,27.277514481305943,True,-2.6954,7.6986,4,4,4,100.0,22.81882607722647,41.47727272727274,3.4380883417813255,4.5619116582186745,历史4/4次成功; 当前距低点4.56%; 最新日涨幅-2.70%; 状态confirmed_rebound; 底部已确认
20,76.57643312585441,71.6503243066361,688062,迈威生物,bottom_area,2024-10-15,24.04,2024-10-15,23.91,0.5437055625261356,5.604349644500208,27.545454545454547,False,-4.3755,2.2237,2,2,2,100.0,22.365446178471394,35.34313725490197,7.456294437473865,0.5437055625261356,历史2/2次成功; 当前距低点0.54%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
21,75.97125658385944,74.14001102844,688315,诺禾致源,confirmed_rebound,2024-10-15,11.66,2024-10-14,11.35,2.731277533039652,8.01762114537445,27.70700636942675,True,-3.5567,0.9655,4,5,4,80.0,33.749052708443045,86.2826357231662,5.268722466960348,2.731277533039652,历史4/5次成功; 当前距低点2.73%; 最新日涨幅-3.56%; 状态confirmed_rebound; 底部已确认
22,75.92565147204905,75.91454879580834,688173,希荻微,confirmed_rebound,2024-10-15,10.94,2024-10-14,10.52,3.9923954372623567,10.266159695817493,29.63210702341137,True,-3.0142,2.9529,6,6,6,100.0,15.4151096385296,23.120837297811605,4.007604562737644,3.9923954372623567,历史6/6次成功; 当前距低点3.99%; 最新日涨幅-3.01%; 状态confirmed_rebound; 底部已确认
23,75.82614934797941,71.96094833174058,688236,春立医疗,bottom_area,2024-10-15,12.66,2024-10-14,12.5,1.2800000000000011,4.8799999999999955,27.912341407151096,False,-2.4653,4.0934,2,3,2,66.66666666666666,38.562804650935014,48.33672776646301,6.72,1.2800000000000011,历史2/3次成功; 当前距低点1.28%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
24,75.76201142763702,72.78121097802509,300413,芒果超媒,bottom_area,2024-10-15,23.44,2024-10-14,23.0,1.913043478260875,5.782608695652167,27.12294043092522,False,-1.9247,2.3807,1,1,1,100.0,11.843817787418656,11.843817787418656,6.0869565217391255,1.913043478260875,历史1/1次成功; 当前距低点1.91%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
25,75.75571302839037,73.32976588628762,600376,首开股份,bottom_area,2024-10-15,2.66,2024-10-10,2.6,2.3076923076923097,7.307692307692306,27.97783933518005,True,-3.2727,2.3406,1,1,1,100.0,20.652173913043484,20.652173913043484,5.692307692307691,2.3076923076923097,历史1/1次成功; 当前距低点2.31%; 最新日涨幅-3.27%; 状态bottom_area; 底部已确认
26,75.73408036515703,76.63799263920666,301360,荣旗科技,confirmed_rebound,2024-10-15,51.21,2024-10-14,48.95,4.61695607763023,9.050051072522981,27.28758169934639,True,-1.6894,7.8903,4,4,4,100.0,16.74544352797626,23.857583403420236,3.3830439223697697,4.61695607763023,历史4/4次成功; 当前距低点4.62%; 最新日涨幅-1.69%; 状态confirmed_rebound; 底部已确认
27,75.58922915570314,70.27785248911485,300662,科锐国际,bottom_area,2024-10-15,18.81,2024-10-15,18.77,0.2131060202450674,5.487480021310608,29.062736205593353,False,-5.6197,5.9678,1,1,1,100.0,27.600721587492483,27.600721587492483,7.786893979754933,0.2131060202450674,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-5.62%; 状态bottom_area; 底部未确认
28,75.23845527103136,76.2505704664606,300713,英可瑞,confirmed_rebound,2024-10-15,15.61,2024-10-11,14.91,4.694835680751169,9.993293091884631,27.23279648609077,True,-1.7621,7.2825,4,4,4,100.0,15.617181820286302,23.73271889400922,3.3051643192488314,4.694835680751169,历史4/4次成功; 当前距低点4.69%; 最新日涨幅-1.76%; 状态confirmed_rebound; 底部已确认
29,74.72791151530737,75.83090651922335,300510,金冠股份,confirmed_rebound,2024-10-15,4.4,2024-10-11,4.2,4.761904761904765,8.809523809523812,27.835051546391753,True,-0.6772,4.6784,3,3,3,100.0,30.849727829925854,40.000000000000014,3.238095238095235,4.761904761904765,历史3/3次成功; 当前距低点4.76%; 最新日涨幅-0.68%; 状态confirmed_rebound; 底部已确认
30,74.177063090513,73.8421779298335,301499,维科精密,confirmed_rebound,2024-10-15,26.46,2024-10-14,25.5,3.7647058823529442,8.78431372549019,29.166666666666668,True,-3.6066,13.0989,3,3,3,100.0,18.148964202140924,21.950454687989964,4.235294117647056,3.7647058823529442,历史3/3次成功; 当前距低点3.76%; 最新日涨幅-3.61%; 状态confirmed_rebound; 底部已确认
31,72.79310996678657,68.36343687528583,688059,华锐精密,bottom_area,2024-10-15,49.25,2024-10-14,48.89,0.7363469012067896,5.338515033749232,31.140845070422536,False,-3.0893,1.9283,4,5,4,80.0,17.05541833353391,38.29213483146067,7.26365309879321,0.7363469012067896,历史4/5次成功; 当前距低点0.74%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
32,72.73297464110878,71.5393086124013,301607,富特科技,confirmed_rebound,2024-10-15,44.35,2024-10-14,43.0,3.139534883720933,9.97674418604651,28.92561983471074,True,-4.1081,25.7467,1,1,1,100.0,31.437893264973205,31.437893264973205,4.860465116279067,3.139534883720933,历史1/1次成功; 当前距低点3.14%; 最新日涨幅-4.11%; 状态confirmed_rebound; 底部已确认
33,72.01465757907596,70.08472797778849,301568,思泰克,confirmed_rebound,2024-10-15,33.7,2024-10-14,32.85,2.587519025875195,9.467275494672753,27.25863596102745,True,-4.7215,20.0872,1,1,1,100.0,16.85092127303183,16.85092127303183,5.412480974124806,2.587519025875195,历史1/1次成功; 当前距低点2.59%; 最新日涨幅-4.72%; 状态confirmed_rebound; 底部已确认
34,71.42387998791004,69.88935745081157,301529,福赛科技,bottom_area,2024-10-15,32.61,2024-10-14,31.7,2.870662460567824,6.940063091482648,27.126436781609197,False,-1.8953,3.2445,1,1,1,100.0,8.034773445732341,8.034773445732341,5.129337539432176,2.870662460567824,历史1/1次成功; 当前距低点2.87%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
35,71.36803090462037,71.08034127248754,301596,瑞迪智驱,confirmed_rebound,2024-10-15,71.75,2024-10-14,69.13,3.789960943150593,8.317662375235065,27.231578947368423,True,-2.5533,11.8183,2,2,2,100.0,10.061571090703753,12.04996326230713,4.210039056849407,3.789960943150593,历史2/2次成功; 当前距低点3.79%; 最新日涨幅-2.55%; 状态confirmed_rebound; 底部已确认
36,70.45431688615301,70.45903380891845,300622,博士眼镜,confirmed_rebound,2024-10-15,23.9,2024-10-11,22.98,4.00348128807658,11.140121845082675,31.402985074626866,True,-2.5683,10.3665,2,2,2,100.0,9.338554546951876,9.674461256304461,3.99651871192342,4.00348128807658,历史2/2次成功; 当前距低点4.00%; 最新日涨幅-2.57%; 状态confirmed_rebound; 底部已确认
37,70.0865425521145,69.55135159150488,300573,兴齐眼药,confirmed_rebound,2024-10-15,88.89,2024-10-11,85.8,3.6013986013986052,9.615384615384617,32.80601456652831,True,-4.0893,8.4275,4,5,4,80.0,19.744840874697324,42.86062675283501,4.398601398601395,3.6013986013986052,历史4/5次成功; 当前距低点3.60%; 最新日涨幅-4.09%; 状态confirmed_rebound; 底部已确认
38,69.22941769862307,69.7093686895208,301538,骏鼎达,confirmed_rebound,2024-10-15,75.41,2024-10-11,72.26,4.359258234154431,9.825629670633813,27.010101010101007,True,-1.8099,9.5075,2,2,2,100.0,9.669233674155395,10.10519247985676,3.64074176584557,4.359258234154431,历史2/2次成功; 当前距低点4.36%; 最新日涨幅-1.81%; 状态confirmed_rebound; 底部已确认
39,66.74949398629575,67.34310486401735,688017,绿的谐波,confirmed_rebound,2024-10-15,81.5,2024-10-14,78.02,4.460394770571654,10.228146629069474,31.543388611037997,True,-2.5003,3.3024,3,4,3,75.0,19.02045667161674,22.08643815201191,3.5396052294283464,4.460394770571654,历史3/4次成功; 当前距低点4.46%; 最新日涨幅-2.50%; 状态confirmed_rebound; 底部已确认
40,66.57698329525643,66.74222516801282,688255,凯尔达,confirmed_rebound,2024-10-15,20.68,2024-10-11,19.86,4.128902316213496,9.214501510574028,27.834302325581394,True,-3.1382,2.1768,1,1,1,100.0,17.774851876234372,17.774851876234372,3.8710976837865037,4.128902316213496,历史1/1次成功; 当前距低点4.13%; 最新日涨幅-3.14%; 状态confirmed_rebound; 底部已确认
41,65.77646117027989,61.39833094541815,688117,圣诺生物,bottom_area,2024-10-15,26.32,2024-10-14,26.21,0.4196871423120924,5.036245707745136,29.123850730124385,False,-3.766,2.1687,2,3,2,66.66666666666666,21.282532060339015,24.6076585059636,7.580312857687908,0.4196871423120924,历史2/3次成功; 当前距低点0.42%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
42,54.997620131817214,53.74338705513555,300492,华图山鼎,bottom_area,2024-10-15,73.05,2024-10-11,71.06,2.800450323670131,6.867435969603146,31.541425818882463,False,-2.6,0.6907,1,2,1,50.0,12.034482758620696,12.034482758620696,5.199549676329869,2.800450323670131,历史1/2次成功; 当前距低点2.80%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
43,54.95126137680296,53.307453360451575,688348,昱能科技,confirmed_rebound,2024-10-15,55.0,2024-10-14,53.7,2.4208566108007394,8.472998137802602,28.198957079823504,True,-3.863,4.938,1,2,1,50.0,16.27422813482398,16.27422813482398,5.579143389199261,2.4208566108007394,历史1/2次成功; 当前距低点2.42%; 最新日涨幅-3.86%; 状态confirmed_rebound; 底部已确认
44,52.40478337905049,51.35761068934246,688198,佰仁医疗,confirmed_rebound,2024-10-15,121.08,2024-10-14,117.61,2.950429385256355,9.514497066575982,29.150602409638555,True,-4.5637,0.4926,1,2,1,50.0,12.282740256596455,12.282740256596455,5.049570614743645,2.950429385256355,历史1/2次成功; 当前距低点2.95%; 最新日涨幅-4.56%; 状态confirmed_rebound; 底部已确认
