rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.7665524227274,81.7392067813853,688288,鸿泉技术,bottom_area,2022-08-30,20.05,2022-08-30,19.4,3.350515463917537,4.020618556701037,28.98975109809664,False,1.365,1.3836,3,3,3,100.0,21.819258274824108,41.992882562277565,4.649484536082463,3.350515463917537,历史3/3次成功; 当前距低点3.35%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
2,82.12131785470635,79.22298914371797,300400,劲拓股份,bottom_area,2022-08-30,15.81,2022-08-30,15.48,2.1317829457364343,5.749354005167962,30.395683453237403,False,-2.1658,2.5696,3,3,3,100.0,15.825022903209952,27.014218009478668,5.868217054263566,2.1317829457364343,历史3/3次成功; 当前距低点2.13%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
3,79.80211559328554,75.20935694303225,002536,飞龙股份,bottom_area,2022-08-30,7.69,2022-08-29,7.62,0.9186351706036784,4.724409448818902,27.081339712918655,False,-2.0382,4.1905,2,2,2,100.0,35.88088780649803,55.505617977528075,7.081364829396322,0.9186351706036784,历史2/2次成功; 当前距低点0.92%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
4,78.8054084639387,73.50637374433249,688083,中望软件,bottom_area,2022-08-30,176.17,2022-08-30,175.5,0.3817663817663746,4.438746438746434,32.231532609954826,False,-2.8403,1.0974,2,2,2,100.0,20.144091907310933,21.52777777777778,7.618233618233626,0.3817663817663746,历史2/2次成功; 当前距低点0.38%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
5,78.5160615160875,74.22676349362118,300503,昊志机电,bottom_area,2022-08-30,10.3,2022-08-30,10.19,1.0794896957801885,7.850834151128565,29.18693537178597,False,-5.4178,7.7444,1,1,1,100.0,19.61290322580645,19.61290322580645,6.920510304219812,1.0794896957801885,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-5.42%; 状态bottom_area; 底部未确认
6,78.34459810507525,74.64067645120163,002119,康强电子,bottom_area,2022-08-30,13.01,2022-08-29,12.82,1.4820592823712908,3.9001560062402496,29.48294829482948,False,-0.9893,4.5473,1,1,1,100.0,16.557911908646,16.557911908646,6.517940717628709,1.4820592823712908,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
7,78.2447041596879,74.4456927629809,000547,航天发展,bottom_area,2022-08-30,10.77,2022-08-29,10.62,1.4124293785310769,3.1073446327683625,30.13157894736842,False,-0.7373,1.8024,1,1,1,100.0,14.656084656084673,14.656084656084673,6.587570621468923,1.4124293785310769,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
8,77.49742443666649,76.90661862471504,601606,长城军工,bottom_area,2022-08-30,12.08,2022-08-29,11.66,3.602058319039451,4.2024013722126945,27.033792240300375,False,0.1658,1.5648,2,2,2,100.0,15.587696731854795,18.886462882096076,4.39794168096055,3.602058319039451,历史2/2次成功; 当前距低点3.60%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
9,77.18113339168657,76.24963200493451,688155,先惠技术,bottom_area,2022-08-30,85.0,2022-08-30,82.23,3.3686002675422544,5.02249787182293,30.689480782198242,False,-0.5848,5.8505,2,2,2,100.0,31.66688502650995,38.11460912628228,4.631399732457746,3.3686002675422544,历史2/2次成功; 当前距低点3.37%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
10,76.98229509642793,72.45831965419617,300745,欣锐科技,confirmed_rebound,2022-08-30,45.0,2022-08-30,44.62,0.8516360376512832,12.595248767368904,31.279839827506557,False,-14.2694,11.4914,3,3,3,100.0,24.03252591419949,36.150000000000006,7.148363962348717,0.8516360376512832,历史3/3次成功; 当前距低点0.85%; 最新日涨幅-14.27%; 状态confirmed_rebound; 底部未确认
11,76.40034953514937,76.946503824317,603180,金牌家居,bottom_area,2022-08-30,24.12,2022-08-29,23.11,4.37040242319343,7.312851579402861,27.463904582548647,True,0.1245,1.5003,2,2,2,100.0,16.0269965010647,23.744619799139173,3.62959757680657,4.37040242319343,历史2/2次成功; 当前距低点4.37%; 最新日涨幅0.12%; 状态bottom_area; 底部已确认
12,75.47505586052506,72.73589247961341,000561,烽火电子,bottom_area,2022-08-30,7.86,2022-08-29,7.7,2.0779220779220795,3.506493506493501,31.978798586572438,False,-0.6321,1.3602,1,1,1,100.0,13.621262458471767,13.621262458471767,5.9220779220779205,2.0779220779220795,历史1/1次成功; 当前距低点2.08%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
13,75.11204986055272,72.93443598611029,603055,台华新材,bottom_area,2022-08-30,11.2,2022-08-29,10.93,2.470265324794141,5.123513266239712,28.70189171559035,False,-0.885,0.4515,1,1,1,100.0,19.498069498069512,19.498069498069512,5.52973467520586,2.470265324794141,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
14,75.08697136115599,75.63964345480166,603283,赛腾股份,bottom_area,2022-08-30,25.73,2022-08-29,24.65,4.381338742393517,7.748478701825559,27.24321133412044,True,-0.7713,3.6914,3,3,3,100.0,14.94137520139188,18.522815158546013,3.6186612576064836,4.381338742393517,历史3/3次成功; 当前距低点4.38%; 最新日涨幅-0.77%; 状态bottom_area; 底部已确认
15,74.74568807104407,70.49781946016758,001266,宏英智能,bottom_area,2022-08-30,30.55,2022-08-30,30.26,0.9583608724388604,3.4038334434897477,32.859995562458394,False,-1.9576,8.7747,2,2,2,100.0,11.03700134047409,13.763753373468953,7.04163912756114,0.9583608724388604,历史2/2次成功; 当前距低点0.96%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
16,74.61059121348939,70.24853038823431,002632,道明光学,bottom_area,2022-08-30,6.97,2022-08-30,6.91,0.8683068017366079,4.486251808972498,30.552763819095468,False,-2.244,5.1001,1,1,1,100.0,25.259515570934255,25.259515570934255,7.131693198263392,0.8683068017366079,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
17,73.94773479555712,69.78783261608834,688058,宝兰德,bottom_area,2022-08-30,41.82,2022-08-30,41.41,0.9900990099009991,3.6223134508572814,29.813559322033907,False,-0.4286,2.228,1,1,1,100.0,24.27558257345491,24.27558257345491,7.009900990099001,0.9900990099009991,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
18,73.7797012575564,69.5934682080925,002110,三钢闽光,bottom_area,2022-08-30,5.24,2022-08-29,5.19,0.9633911368015379,2.11946050096338,30.14804845222072,False,-0.5693,0.2694,1,1,1,100.0,22.90322580645161,22.90322580645161,7.036608863198462,0.9633911368015379,历史1/1次成功; 当前距低点0.96%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
19,73.71074521383795,69.03953995294768,002346,柘中股份,bottom_area,2022-08-30,15.17,2022-08-30,15.08,0.5968169761273201,4.708222811671082,27.149758454106276,False,-2.9431,2.3455,1,1,1,100.0,15.431627196333075,15.431627196333075,7.403183023872679,0.5968169761273201,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
20,73.64741231741232,71.4489820989821,000761,本钢板材,confirmed_rebound,2022-08-30,3.38,2022-07-15,3.3,2.4242424242424265,8.484848484848492,31.818181818181817,True,-0.295,0.1014,1,1,1,100.0,11.969111969111971,11.969111969111971,5.5757575757575735,2.4242424242424265,历史1/1次成功; 当前距低点2.42%; 最新日涨幅-0.29%; 状态confirmed_rebound; 底部已确认
21,73.52930569694543,73.13653541416565,002043,兔宝宝,confirmed_rebound,2022-08-30,8.64,2022-08-04,8.33,3.7214885954381813,8.403361344537807,30.2928870292887,True,0.4651,0.936,1,1,1,100.0,14.470588235294123,14.470588235294123,4.278511404561819,3.7214885954381813,历史1/1次成功; 当前距低点3.72%; 最新日涨幅0.47%; 状态confirmed_rebound; 底部已确认
22,73.45836481134779,68.98501929769061,603289,泰瑞机器,bottom_area,2022-08-30,10.98,2022-08-30,10.9,0.733944954128441,6.055045871559634,29.903536977491964,False,-3.0891,2.5206,1,1,1,100.0,27.034482758620705,27.034482758620705,7.26605504587156,0.733944954128441,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
23,73.10978027481636,72.44031064279504,605319,无锡振华,bottom_area,2022-08-30,14.11,2022-08-29,13.63,3.5216434336023372,5.209097578870132,27.345415778251603,False,-0.4937,0.7607,2,2,2,100.0,13.062675652733196,17.248790972595383,4.478356566397663,3.5216434336023372,历史2/2次成功; 当前距低点3.52%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
24,72.8202759560141,72.36644413187418,300740,水羊股份,bottom_area,2022-08-30,14.67,2022-08-29,14.15,3.6749116607773824,3.6749116607773824,29.320679320679314,False,0.8247,1.509,1,1,1,100.0,8.73786407766991,8.73786407766991,4.325088339222618,3.6749116607773824,历史1/1次成功; 当前距低点3.67%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
25,72.43958657209417,72.53525247267048,688091,上海谊众,bottom_area,2022-08-30,106.15,2022-08-29,102.0,4.068627450980398,6.36274509803921,31.986397279455893,False,0.5875,2.967,1,1,1,100.0,14.471629359708471,14.471629359708471,3.9313725490196023,4.068627450980398,历史1/1次成功; 当前距低点4.07%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
26,71.98932310945297,71.02221213569038,002671,龙泉股份,bottom_area,2022-08-30,4.7,2022-08-26,4.55,3.2967032967033045,5.4945054945054945,27.316293929712458,False,-0.6342,0.9997,1,1,1,100.0,19.347826086956534,19.347826086956534,4.7032967032966955,3.2967032967033045,历史1/1次成功; 当前距低点3.30%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
27,71.91788855480213,73.14880640043707,002157,正邦科技,confirmed_rebound,2022-08-30,5.8,2022-08-02,5.53,4.882459312839052,10.488245931283908,28.737113402061848,True,0.1727,1.5618,2,2,2,100.0,12.101148568333835,13.751169317118809,3.117540687160948,4.882459312839052,历史2/2次成功; 当前距低点4.88%; 最新日涨幅0.17%; 状态confirmed_rebound; 底部已确认
28,71.70978148402722,67.3607044612943,002587,奥拓电子,bottom_area,2022-08-30,5.39,2022-08-30,5.35,0.7476635514018699,3.925233644859813,31.322207958921698,False,-1.8215,7.1011,1,1,1,100.0,8.254716981132066,8.254716981132066,7.252336448598131,0.7476635514018699,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
29,70.20194903885485,70.69603283712172,605069,正和生态,bottom_area,2022-08-30,10.76,2022-08-29,10.31,4.364694471386995,5.237633365664395,30.66577000672494,False,1.3183,1.0153,1,1,1,100.0,8.212560386473426,8.212560386473426,3.6353055286130047,4.364694471386995,历史1/1次成功; 当前距低点4.36%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
30,69.93806002983597,65.78649788894575,002855,捷荣技术,confirmed_rebound,2022-08-30,9.85,2022-08-30,9.77,0.8188331627430918,12.07778915046059,27.035100821508596,False,-9.2166,12.7612,1,1,1,100.0,21.093749999999993,21.093749999999993,7.181166837256908,0.8188331627430918,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-9.22%; 状态confirmed_rebound; 底部未确认
31,69.4412703850313,65.38492088878736,002184,海得控制,bottom_area,2022-08-30,11.58,2022-08-30,11.48,0.8710801393728191,5.836236933797909,27.75330396475771,False,-3.7406,4.6059,1,1,1,100.0,9.360126916975144,9.360126916975144,7.128919860627181,0.8710801393728191,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
32,68.38996751851992,69.65091791430049,688127,蓝特光学,confirmed_rebound,2022-08-30,20.99,2022-08-29,20.0,4.949999999999992,8.800000000000008,28.545909253304746,True,1.8438,1.8406,1,1,1,100.0,10.789881259679916,10.789881259679916,3.0500000000000083,4.949999999999992,历史1/1次成功; 当前距低点4.95%; 最新日涨幅1.84%; 状态confirmed_rebound; 底部已确认
33,65.44502535516396,62.88737136876934,688020,方邦股份,confirmed_rebound,2022-08-30,46.54,2022-08-29,45.66,1.9272886552781487,8.322382829610172,32.335506816834624,True,-3.484,1.1095,2,3,2,66.66666666666666,8.951198043746524,9.28211586901762,6.072711344721851,1.9272886552781487,历史2/3次成功; 当前距低点1.93%; 最新日涨幅-3.48%; 状态confirmed_rebound; 底部已确认
34,65.31337194693833,66.55503102374496,688115,思林杰,confirmed_rebound,2022-08-30,50.6,2022-08-29,48.2,4.9792531120331915,10.954356846473017,30.647482014388483,True,-1.4606,3.3064,1,1,1,100.0,16.977032898820603,16.977032898820603,3.020746887966809,4.9792531120331915,历史1/1次成功; 当前距低点4.98%; 最新日涨幅-1.46%; 状态confirmed_rebound; 底部已确认
