rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.0524006002621,77.65982771471514,300683,海特生物,bottom_area,2023-11-23,37.43,2023-11-21,36.7,1.9891008174386833,3.5149863760217954,28.931061192873734,False,1.9058,1.5836,1,1,1,100.0,16.532137518684582,16.532137518684582,13.010899182561317,1.9891008174386833,历史1/1次成功; 当前距低点1.99%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
2,81.65049092100621,77.46594649006944,600048,保利发展,bottom_area,2023-11-23,11.2,2023-10-30,10.7,4.672897196261683,5.981308411214959,28.139691067830768,False,3.2258,0.8672,2,2,2,100.0,31.721247836269217,31.987577639751546,10.327102803738317,4.672897196261683,历史2/2次成功; 当前距低点4.67%; 最新日涨幅3.23%; 状态bottom_area; 底部未确认
3,73.79248418885909,66.67289150321434,002584,西陇科学,bottom_area,2023-11-23,9.95,2023-11-23,9.75,2.051282051282044,7.6923076923076925,31.818181818181824,False,-8.1256,41.9735,2,4,2,50.0,49.24631494697527,68.08510638297875,12.948717948717956,2.051282051282044,历史2/4次成功; 当前距低点2.05%; 最新日涨幅-8.13%; 状态bottom_area; 底部未确认
4,70.51832253640336,63.72159071592025,300337,银邦股份,bottom_area,2023-11-23,8.93,2023-11-22,8.75,2.057142857142854,3.885714285714284,27.022518765638033,False,1.8244,4.9817,1,2,1,50.0,34.09610983981694,34.09610983981694,12.942857142857145,2.057142857142854,历史1/2次成功; 当前距低点2.06%; 最新日涨幅1.82%; 状态bottom_area; 底部未确认
5,70.39657815085316,66.60217537128706,000928,中钢国际,bottom_area,2023-11-23,6.24,2023-10-23,5.97,4.522613065326641,7.705192629815745,31.06235565819862,True,1.2987,1.3192,2,3,2,66.66666666666666,17.833690825619026,18.798449612403097,10.477386934673358,4.522613065326641,历史2/3次成功; 当前距低点4.52%; 最新日涨幅1.30%; 状态bottom_area; 底部已确认
6,65.39328088944829,62.42085903083701,002366,融发核电,bottom_area,2023-11-23,5.25,2023-10-23,5.0,5.0,9.2,28.469241773962807,True,0.0,0.8416,2,4,2,50.0,20.64977973568282,25.0,10.0,5.0,历史2/4次成功; 当前距低点5.00%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
7,59.02099285563178,51.490663155041936,605086,龙高股份,bottom_area,2023-11-23,28.64,2023-11-23,28.59,0.1748863238894743,4.442112626792583,28.219934722570923,False,-4.7872,19.1553,1,2,1,50.0,17.79249448123621,17.79249448123621,14.825113676110524,0.1748863238894743,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-4.79%; 状态bottom_area; 底部未确认
8,57.2076826953669,54.44461084108339,002080,中材科技,bottom_area,2023-11-23,17.33,2023-10-26,16.53,4.839685420447654,9.074410163339381,27.244718309859145,True,1.4637,0.3559,1,3,1,33.33333333333333,28.579356270810223,28.579356270810223,10.160314579552345,4.839685420447654,历史1/3次成功; 当前距低点4.84%; 最新日涨幅1.46%; 状态bottom_area; 底部已确认
