rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.15036182242278,87.89916816731305,688136,科兴制药,bottom_area,2025-06-25,39.99,2025-06-23,39.44,1.394523326572019,7.276876267748491,32.23367697594502,True,-0.5966,3.3353,4,4,4,100.0,27.57355565536154,60.65012831479899,8.605476673427981,1.394523326572019,历史4/4次成功; 当前距低点1.39%; 最新日涨幅-0.60%; 状态bottom_area; 底部已确认
2,92.92907144573508,86.2118037536487,605136,丽人丽妆,bottom_area,2025-06-25,10.46,2025-06-23,10.35,1.0628019323671614,4.927536231884056,28.768066070199588,False,-1.5066,6.0811,4,4,4,100.0,23.62899010454739,52.667814113597245,8.93719806763284,1.0628019323671614,历史4/4次成功; 当前距低点1.06%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
3,88.6127372615504,82.14739052554026,002155,湖南黄金,bottom_area,2025-06-25,17.75,2025-06-24,17.57,1.0244735344336922,2.675014228799083,28.548190321268805,False,0.5666,2.0031,1,1,1,100.0,28.834355828220854,28.834355828220854,8.975526465566308,1.0244735344336922,历史1/1次成功; 当前距低点1.02%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
4,86.74616069257927,80.76023483590397,300483,首华燃气,bottom_area,2025-06-25,11.36,2025-06-25,11.22,1.2477718360071193,4.901960784313716,32.40963855421687,False,-5.8824,17.0455,3,3,3,100.0,23.468573236560218,44.56035767511176,8.752228163992882,1.2477718360071193,历史3/3次成功; 当前距低点1.25%; 最新日涨幅-5.88%; 状态bottom_area; 底部未确认
5,86.55814500835817,86.05911512851014,603327,福蓉科技,bottom_area,2025-06-25,9.14,2025-06-23,8.73,4.696449026345935,5.040091638029776,28.148148148148145,False,0.5501,0.6966,6,6,6,100.0,44.87644574504772,129.39632545931758,5.303550973654065,4.696449026345935,历史6/6次成功; 当前距低点4.70%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
6,84.7123028218869,82.10885143492584,002678,珠江钢琴,bottom_area,2025-06-25,4.92,2025-06-23,4.76,3.361344537815129,3.991596638655471,29.79351032448378,False,0.2037,1.4076,3,3,3,100.0,23.939338608302766,35.5191256830601,6.638655462184871,3.361344537815129,历史3/3次成功; 当前距低点3.36%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
7,83.71966408128702,78.31370829018081,603139,康惠股份,bottom_area,2025-06-25,21.02,2025-06-20,20.71,1.4968614196040497,5.5528730082085875,31.42384105960264,False,0.0476,3.2343,3,4,3,75.0,18.180388854183054,29.315476190476186,8.503138580395952,1.4968614196040497,历史3/4次成功; 当前距低点1.50%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
8,82.89918102379146,77.79044325971589,300703,创源股份,bottom_area,2025-06-25,20.8,2025-06-25,20.46,1.661779081133919,4.252199413489723,30.761421319796955,False,-1.5152,10.7743,2,2,2,100.0,19.02849228333993,20.914127423822727,8.338220918866082,1.661779081133919,历史2/2次成功; 当前距低点1.66%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
9,82.79112823432192,81.03236974322397,603333,尚纬股份,bottom_area,2025-06-25,7.51,2025-06-23,7.23,3.872752420470254,7.1922544951590535,28.838582677165352,True,-1.1842,3.509,5,5,5,100.0,21.03357667686099,47.19626168224298,6.1272475795297465,3.872752420470254,历史5/5次成功; 当前距低点3.87%; 最新日涨幅-1.18%; 状态bottom_area; 底部已确认
10,82.67468813667796,79.87949912566832,605198,安德利,bottom_area,2025-06-25,40.38,2025-06-20,39.13,3.1944799386659852,5.264502938921531,29.748653500897664,False,0.2981,1.0802,1,1,1,100.0,43.241469816272954,43.241469816272954,6.805520061334016,3.1944799386659852,历史1/1次成功; 当前距低点3.19%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
11,82.4818629864972,79.14640725229344,002041,登海种业,bottom_area,2025-06-25,9.8,2025-06-23,9.53,2.833158447009458,2.938090241343139,29.719764011799416,False,0.4098,0.78,2,2,2,100.0,18.2043468358871,21.395106715252467,7.166841552990542,2.833158447009458,历史2/2次成功; 当前距低点2.83%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
12,80.11154461677044,77.05588039424023,605377,华旺科技,bottom_area,2025-06-25,8.7,2025-06-23,8.45,2.9585798816568047,2.9585798816568047,30.04966887417219,False,0.2304,0.7487,1,1,1,100.0,25.16904583020285,25.16904583020285,7.041420118343196,2.9585798816568047,历史1/1次成功; 当前距低点2.96%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
13,77.8768572501551,76.35856045683698,300949,奥雅股份,bottom_area,2025-06-25,39.58,2025-06-23,38.07,3.9663777252429684,6.0152350932492755,27.89772727272727,False,0.1518,5.4702,2,2,2,100.0,17.10699822790835,21.703617269544917,6.033622274757032,3.9663777252429684,历史2/2次成功; 当前距低点3.97%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
14,76.94502527352707,73.30148124421669,600980,北矿科技,bottom_area,2025-06-25,22.13,2025-06-20,21.6,2.453703703703692,4.675925925925917,28.66578599735799,False,-0.3153,11.0488,1,1,1,100.0,21.268417680973737,21.268417680973737,7.546296296296308,2.453703703703692,历史1/1次成功; 当前距低点2.45%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
15,76.78242495405249,75.26566441638391,600770,综艺股份,bottom_area,2025-06-25,5.26,2025-06-23,5.06,3.9525691699604777,4.347826086956535,32.980132450331126,False,0.1905,2.1233,1,1,1,100.0,27.72861356932153,27.72861356932153,6.047430830039523,3.9525691699604777,历史1/1次成功; 当前距低点3.95%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
16,75.97689484937816,74.24871222468393,000999,华润三九,bottom_area,2025-06-25,31.75,2025-06-23,30.59,3.7920889179470416,3.9882314481856778,29.645814167433297,False,1.1469,0.4654,1,1,1,100.0,20.293951384963254,20.293951384963254,6.207911082052959,3.7920889179470416,历史1/1次成功; 当前距低点3.79%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
17,75.03878746337625,74.79306077499844,300436,广生堂,bottom_area,2025-06-25,34.09,2025-06-20,32.52,4.82779827798278,7.595325953259528,29.671280276816603,True,0.3533,5.5928,4,5,4,80.0,20.056133595694508,35.88379705400981,5.1722017220172205,4.82779827798278,历史4/5次成功; 当前距低点4.83%; 最新日涨幅0.35%; 状态bottom_area; 底部已确认
18,74.8693891139886,74.74655172413793,603787,新日股份,bottom_area,2025-06-25,12.17,2025-06-23,11.6,4.9137931034482785,7.672413793103454,28.39506172839506,True,-0.3276,5.555,1,1,1,100.0,92.85714285714283,92.85714285714283,5.0862068965517215,4.9137931034482785,历史1/1次成功; 当前距低点4.91%; 最新日涨幅-0.33%; 状态bottom_area; 底部已确认
19,74.37878434154707,71.82311521132804,002427,尤夫股份,bottom_area,2025-06-25,8.15,2025-06-23,7.9,3.164556962025316,6.835443037974673,27.389705882352942,False,-0.2448,5.093,1,1,1,100.0,22.033898305084747,22.033898305084747,6.8354430379746836,3.164556962025316,历史1/1次成功; 当前距低点3.16%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
20,73.61451546816183,71.91471315717408,002172,澳洋健康,bottom_area,2025-06-25,3.85,2025-06-23,3.71,3.7735849056603805,7.277628032345014,27.11198428290766,True,0.0,7.3997,4,6,4,66.66666666666666,20.54741976028543,29.824561403508774,6.22641509433962,3.7735849056603805,历史4/6次成功; 当前距低点3.77%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
21,73.39578133884663,72.9768121666996,600706,曲江文旅,bottom_area,2025-06-25,9.58,2025-06-23,9.15,4.699453551912565,5.792349726775949,27.66798418972332,False,0.3141,4.7411,1,1,1,100.0,24.578313253012034,24.578313253012034,5.300546448087435,4.699453551912565,历史1/1次成功; 当前距低点4.70%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
22,73.39123043330308,73.15060344827586,603577,汇金通,bottom_area,2025-06-25,9.12,2025-06-23,8.7,4.827586206896551,5.172413793103461,32.34836702954899,False,0.2198,2.9893,1,1,1,100.0,27.083333333333325,27.083333333333325,5.172413793103449,4.827586206896551,历史1/1次成功; 当前距低点4.83%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
23,72.95790931193376,71.6789059331645,002811,郑中设计,bottom_area,2025-06-25,10.48,2025-06-23,10.07,4.071499503475671,5.56107249255214,31.728813559322035,False,-0.6635,3.0419,2,2,2,100.0,15.709273124134537,16.78832116788322,5.92850049652433,4.071499503475671,历史2/2次成功; 当前距低点4.07%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
24,72.75719430214518,69.50038166552275,600250,南京商旅,bottom_area,2025-06-25,10.67,2025-06-23,10.4,2.5961538461538423,5.673076923076922,28.52233676975945,False,-0.0936,6.4219,4,6,4,66.66666666666666,24.800783699391594,53.93258426966293,7.403846153846158,2.5961538461538423,历史4/6次成功; 当前距低点2.60%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
25,72.53777268473233,71.81826173943892,688114,华大智造,bottom_area,2025-06-25,64.88,2025-06-23,62.1,4.476650563607076,5.024154589371976,28.20809248554913,False,1.7087,1.7439,3,4,3,75.0,19.785080776683152,27.745919717688572,5.523349436392925,4.476650563607076,历史3/4次成功; 当前距低点4.48%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
26,72.40543952642857,70.67807317589747,603681,永冠新材,bottom_area,2025-06-25,14.73,2025-06-20,14.2,3.7323943661971914,5.492957746478881,29.000000000000004,False,-0.8748,4.078,1,1,1,100.0,22.83834586466165,22.83834586466165,6.267605633802809,3.7323943661971914,历史1/1次成功; 当前距低点3.73%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
27,71.8773808103845,69.46587128895447,300164,通源石油,bottom_area,2025-06-25,5.79,2025-06-25,5.61,3.208556149732615,5.347593582887697,32.40963855421687,False,-6.462,37.1645,1,1,1,100.0,20.114942528735625,20.114942528735625,6.7914438502673855,3.208556149732615,历史1/1次成功; 当前距低点3.21%; 最新日涨幅-6.46%; 状态bottom_area; 底部未确认
28,71.61727388339268,69.48321869494532,300871,回盛生物,bottom_area,2025-06-25,20.61,2025-06-23,19.93,3.411941796287003,4.66633216256899,29.301170627882232,False,-0.1937,4.7175,1,1,1,100.0,12.486268766019775,12.486268766019775,6.588058203712997,3.411941796287003,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
29,71.26959134259414,70.55754274607413,300640,德艺文创,bottom_area,2025-06-25,6.54,2025-06-23,6.26,4.472843450479237,6.230031948881798,27.880184331797235,False,-0.9091,8.2605,2,2,2,100.0,14.600138780466654,17.724867724867735,5.527156549520764,4.472843450479237,历史2/2次成功; 当前距低点4.47%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
30,67.52570513940677,66.8547032221223,002615,哈尔斯,bottom_area,2025-06-25,8.17,2025-06-23,7.82,4.47570332480818,4.859335038363159,30.673758865248217,False,0.0,11.0402,2,3,2,66.66666666666666,27.80989320439935,28.84012539184954,5.52429667519182,4.47570332480818,历史2/3次成功; 当前距低点4.48%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
31,59.96951939238416,55.440099498699546,688059,华锐精密,bottom_area,2025-06-25,45.9,2025-06-25,45.5,0.879120879120876,3.868131868131864,31.5480667970513,False,-0.5633,2.1178,2,5,2,40.0,25.7768553929846,38.29213483146067,9.120879120879124,0.879120879120876,历史2/5次成功; 当前距低点0.88%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
32,58.187473044701136,57.43063521626968,603011,合锻智能,bottom_area,2025-06-25,15.48,2025-06-20,14.84,4.312668463611864,7.614555256064695,28.170377541142305,True,-0.8963,9.9392,1,2,1,50.0,41.201716738197426,41.201716738197426,5.687331536388136,4.312668463611864,历史1/2次成功; 当前距低点4.31%; 最新日涨幅-0.90%; 状态bottom_area; 底部已确认
