rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.31399816374648,74.50331491550979,300771,智莱科技,bottom_area,2021-07-21,18.13,2021-07-20,17.94,1.0590858416945246,2.452619843924179,28.23999999999999,False,-0.494,4.0129,1,1,1,100.0,10.634573304157549,10.634573304157549,8.940914158305475,1.0590858416945246,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
2,79.22429264361462,74.1702159795232,000157,中联重科,bottom_area,2021-07-21,7.91,2021-07-19,7.79,1.5404364569961502,5.263157894736833,30.57040998217469,False,-1.7391,1.421,1,1,1,100.0,14.744145706851702,14.744145706851702,8.459563543003851,1.5404364569961502,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
3,79.00598373121574,74.22225471273948,605319,无锡振华,bottom_area,2021-07-21,15.95,2021-07-20,15.68,1.7219387755102016,2.869897959183669,28.139321723189738,False,-0.0627,4.2865,1,1,1,100.0,17.248790972595383,17.248790972595383,8.2780612244898,1.7219387755102016,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
4,78.86999530282723,75.35460716267475,601933,永辉超市,bottom_area,2021-07-21,4.33,2021-07-20,4.22,2.6066350710900554,4.976303317535544,27.491408934707913,False,0.2315,0.312,1,1,1,100.0,11.70825335892515,11.70825335892515,7.3933649289099455,2.6066350710900554,历史1/1次成功; 当前距低点2.61%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
