rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.25134265712978,81.74180422725065,000028,国药一致,bottom_area,2023-08-30,31.83,2023-08-30,31.45,1.2082670906200288,2.861685214626398,28.765571913929783,False,0.252,1.3049,2,2,2,100.0,12.240070934754426,14.150943396226415,6.791732909379972,1.2082670906200288,历史2/2次成功; 当前距低点1.21%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
2,83.9376449627072,80.94545437345401,002386,天原股份,bottom_area,2023-08-30,5.8,2023-08-25,5.68,2.1126760563380302,5.281690140845083,31.48371531966224,False,-1.1925,0.5896,3,3,3,100.0,24.851375171530723,48.85290148448042,5.88732394366197,2.1126760563380302,历史3/3次成功; 当前距低点2.11%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
3,83.00217771372157,84.45204048169934,002339,积成电子,bottom_area,2023-08-30,6.85,2023-08-25,6.53,4.900459418070435,5.9724349157733485,27.201783723522855,False,0.2928,1.7218,4,4,4,100.0,38.73703201559097,82.94930875576038,3.0995405819295656,4.900459418070435,历史4/4次成功; 当前距低点4.90%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
4,78.97003928047855,79.41791071708646,300505,川金诺,bottom_area,2023-08-30,16.03,2023-08-25,15.37,4.294079375406649,7.937540663630453,28.378378378378383,True,0.3757,1.6182,2,2,2,100.0,28.378557489320507,39.35656836461126,3.7059206245933516,4.294079375406649,历史2/2次成功; 当前距低点4.29%; 最新日涨幅0.38%; 状态bottom_area; 底部已确认
5,78.84117417244123,80.27044095815381,002265,建设工业,bottom_area,2023-08-30,12.76,2023-08-25,12.16,4.934210526315787,6.907894736842104,28.344136711844424,False,0.3145,1.0204,4,4,4,100.0,16.669037409429027,32.75229357798165,3.0657894736842133,4.934210526315787,历史4/4次成功; 当前距低点4.93%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
6,78.08825124016711,77.37127197173615,300423,昇辉科技,bottom_area,2023-08-30,9.41,2023-08-25,9.09,3.5203520352035236,5.720572057205716,29.37062937062937,False,0.8574,1.9111,2,2,2,100.0,17.084272107527923,23.28482328482329,4.479647964796476,3.5203520352035236,历史2/2次成功; 当前距低点3.52%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
7,77.56727418850468,76.67740106205912,300769,德方纳米,confirmed_rebound,2023-08-30,93.06,2023-08-28,90.0,3.400000000000002,18.511111111111106,27.11370262390671,True,-3.2238,2.1433,4,4,4,100.0,12.254844419672672,20.592193808882907,4.599999999999998,3.400000000000002,历史4/4次成功; 当前距低点3.40%; 最新日涨幅-3.22%; 状态confirmed_rebound; 底部已确认
8,77.46768438782502,73.61783373823532,300751,迈为股份,bottom_area,2023-08-30,156.16,2023-08-30,154.08,1.349948078920031,3.7123572170301133,28.4845671849617,False,-1.6501,1.836,1,1,1,100.0,9.439329882650446,9.439329882650446,6.650051921079969,1.349948078920031,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
9,73.08469229387349,72.31334989499355,300614,百川畅银,bottom_area,2023-08-30,22.8,2023-08-29,22.04,3.4482758620689724,6.215970961887482,29.35897435897436,False,-1.7665,2.6281,2,2,2,100.0,11.480746561886047,11.8614931237721,4.551724137931028,3.4482758620689724,历史2/2次成功; 当前距低点3.45%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
10,72.72427347756407,73.78059328931069,688339,亿华通,bottom_area,2023-08-30,53.81,2023-08-29,51.37,4.749854000389342,6.696515475958741,27.392226148409897,False,0.5231,1.0817,2,2,2,100.0,12.850862420421358,14.0971239981141,3.250145999610658,4.749854000389342,历史2/2次成功; 当前距低点4.75%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
11,70.45348011692325,70.89214977297702,300452,山河药辅,bottom_area,2023-08-30,14.48,2023-08-25,13.88,4.322766570605185,5.6916426512968235,28.710837185413446,False,0.2076,1.3385,1,1,1,100.0,8.752997601918471,8.752997601918471,3.6772334293948155,4.322766570605185,历史1/1次成功; 当前距低点4.32%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
12,69.0537988608114,68.53126095579296,603301,振德医疗,bottom_area,2023-08-30,26.44,2023-08-29,25.52,3.6050156739811983,5.015673981191227,31.157270029673594,False,-0.4893,1.2353,1,1,1,100.0,9.734928454140272,9.734928454140272,4.394984326018802,3.6050156739811983,历史1/1次成功; 当前距低点3.61%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
