rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.65538684448575,88.91137607117432,600316,洪都航空,bottom_area,2025-09-16,34.35,2025-09-16,33.91,1.2975523444411823,1.7988793866116384,28.565409732462616,False,0.1166,1.5683,5,5,5,100.0,18.547287185485008,30.462519936204153,6.702447655558819,1.2975523444411823,历史5/5次成功; 当前距低点1.30%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
2,87.30592644574152,85.42568395229411,302132,中航成飞,bottom_area,2025-09-16,81.78,2025-09-09,79.5,2.8679245283018884,6.163522012578623,27.595628415300546,False,0.2083,1.8876,4,4,4,100.0,19.056730520550555,28.81165919282512,5.132075471698112,2.8679245283018884,历史4/4次成功; 当前距低点2.87%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
3,84.61020155951132,80.26507461850541,002041,登海种业,bottom_area,2025-09-16,9.65,2025-06-23,9.53,1.2591815320042077,7.345225603357829,29.719764011799416,True,-0.3099,0.7377,2,2,2,100.0,18.2043468358871,21.395106715252467,6.740818467995792,1.2591815320042077,历史2/2次成功; 当前距低点1.26%; 最新日涨幅-0.31%; 状态bottom_area; 底部已确认
4,83.6327296953049,82.32100283291595,002826,易明医药,bottom_area,2025-09-16,19.48,2025-09-03,18.88,3.1779661016949228,7.786016949152555,29.631010063361906,True,1.0373,2.5864,2,2,2,100.0,30.305191100969765,50.0,4.822033898305078,3.1779661016949228,历史2/2次成功; 当前距低点3.18%; 最新日涨幅1.04%; 状态bottom_area; 底部已确认
5,83.15676359210315,83.62011313675706,300510,金冠股份,bottom_area,2025-09-16,4.62,2025-09-03,4.43,4.288939051918745,6.997742663656896,30.01579778830964,False,2.439,4.3098,4,4,4,100.0,26.76824825339677,40.000000000000014,3.711060948081255,4.288939051918745,历史4/4次成功; 当前距低点4.29%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
6,83.03169863450573,80.50816776196692,603839,安正时尚,bottom_area,2025-09-16,8.55,2025-09-15,8.35,2.3952095808383365,2.6347305389221636,27.892918825561313,False,1.5439,5.0195,2,2,2,100.0,20.15723444235658,31.88073394495412,5.604790419161663,2.3952095808383365,历史2/2次成功; 当前距低点2.40%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
7,81.0215893067138,77.10415704692613,601669,中国电建,bottom_area,2025-09-16,5.7,2025-09-10,5.62,1.4234875444839872,4.448398576512456,28.31632653061224,False,-1.0417,1.8047,2,2,2,100.0,12.417788431987212,16.457680250783696,6.5765124555160135,1.4234875444839872,历史2/2次成功; 当前距低点1.42%; 最新日涨幅-1.04%; 状态bottom_area; 底部未确认
8,80.58867326406013,74.8405510626293,601900,南方传媒,bottom_area,2025-09-16,13.02,2025-09-16,13.0,0.15384615384615058,0.9230769230769171,27.697441601779754,False,-0.6865,1.0066,2,2,2,100.0,24.523227383863077,39.999999999999986,7.84615384615385,0.15384615384615058,历史2/2次成功; 当前距低点0.15%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
9,78.05688561484422,78.55134328358209,301009,可靠股份,bottom_area,2025-09-16,13.98,2025-09-05,13.4,4.328358208955224,5.522388059701494,27.762803234501348,False,1.5251,2.737,1,1,1,100.0,53.96648044692738,53.96648044692738,3.671641791044776,4.328358208955224,历史1/1次成功; 当前距低点4.33%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
10,78.01507693246573,75.48888613935483,603709,中源家居,bottom_area,2025-09-16,14.75,2025-09-16,14.42,2.288488210818308,2.288488210818308,29.174852652259332,False,0.6139,4.4779,1,1,1,100.0,8.53031860226105,8.53031860226105,5.711511789181692,2.288488210818308,历史1/1次成功; 当前距低点2.29%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
11,77.05357914984307,76.52547999080113,300645,正元智慧,bottom_area,2025-09-16,18.78,2025-09-05,18.12,3.6423841059602653,5.242825607064013,27.3164861612515,False,1.6234,3.6137,1,1,1,100.0,30.699547055863096,30.699547055863096,4.357615894039735,3.6423841059602653,历史1/1次成功; 当前距低点3.64%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
