rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.47756335642126,75.44651049695761,002142,宁波银行,bottom_area,2023-12-15,20.39,2023-12-14,20.26,0.6416584402764017,3.405725567620917,30.330123796423646,False,0.5424,0.6658,1,1,1,100.0,27.95425667090217,27.95425667090217,19.3583415597236,0.6416584402764017,历史1/1次成功; 当前距低点0.64%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
2,89.31246330429288,76.98241134751774,002137,实益达,bottom_area,2023-12-15,7.18,2023-11-30,7.05,1.8439716312056722,5.6737588652482325,27.31958762886598,False,0.1395,4.1937,2,3,2,66.66666666666666,55.55040286140998,89.3034825870647,18.15602836879433,1.8439716312056722,历史2/3次成功; 当前距低点1.84%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
3,88.27341028729558,74.23157534515742,300538,同益股份,bottom_area,2023-12-15,18.27,2023-12-15,18.18,0.49504950495049427,2.5852585258525793,30.610687022900763,False,-0.9756,3.1254,2,2,2,100.0,25.431657077658826,30.150753768844226,19.504950495049506,0.49504950495049427,历史2/2次成功; 当前距低点0.50%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
4,85.38790679487006,71.57960600831,601628,中国人寿,bottom_area,2023-12-15,27.92,2023-12-11,27.83,0.3233920229967783,4.132231404958685,27.41262389149714,False,-0.2857,0.0459,1,1,1,100.0,25.736235595390532,25.736235595390532,19.676607977003222,0.3233920229967783,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
5,68.22815654791683,58.30958404162849,000301,东方盛虹,bottom_area,2023-12-15,8.83,2023-12-15,8.71,1.3777267508610702,3.099885189437423,29.359286293592856,False,1.0297,0.4185,1,5,1,20.0,28.337639965546952,28.337639965546952,18.62227324913893,1.3777267508610702,历史1/5次成功; 当前距低点1.38%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
6,66.71760949910663,59.04080282177191,600328,中盐化工,bottom_area,2023-12-15,7.86,2023-10-26,7.61,3.28515111695138,8.147174770039422,28.207547169811313,True,-0.6321,0.4639,1,2,1,50.0,37.26315789473683,37.26315789473683,16.71484888304862,3.28515111695138,历史1/2次成功; 当前距低点3.29%; 最新日涨幅-0.63%; 状态bottom_area; 底部已确认
7,66.19853628166074,55.638662328403875,300351,永贵电器,bottom_area,2023-12-15,19.4,2023-12-15,19.31,0.4660797514241318,2.330398757120678,28.74538745387455,False,-1.3726,7.3482,1,2,1,50.0,33.447979363714516,33.447979363714516,19.53392024857587,0.4660797514241318,历史1/2次成功; 当前距低点0.47%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
