rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.85534573918447,81.10020156224373,300540,蜀道装备,bottom_area,2022-03-28,25.31,2022-03-28,25.05,1.037924151696599,4.910179640718564,27.18023255813953,False,-2.6913,4.0383,3,3,3,100.0,12.508971118881544,18.695652173913043,6.9620758483034,1.037924151696599,历史3/3次成功; 当前距低点1.04%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
2,77.67561807950221,78.32020366598778,603122,合富中国,bottom_area,2022-03-28,20.51,2022-03-28,19.64,4.429735234215891,7.077393075356418,27.979464613127973,False,0.8854,31.2041,1,1,1,100.0,72.1590909090909,72.1590909090909,3.570264765784109,4.429735234215891,历史1/1次成功; 当前距低点4.43%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
3,75.15239387734384,74.56755034522442,601901,方正证券,confirmed_rebound,2022-03-28,6.63,2022-03-09,6.4,3.593749999999993,10.156249999999991,29.51541850220264,True,0.0,0.1429,1,1,1,100.0,20.598388952819345,20.598388952819345,4.406250000000007,3.593749999999993,历史1/1次成功; 当前距低点3.59%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
4,73.42960236077481,72.73919642857143,000815,美利云,bottom_area,2022-03-28,14.75,2022-03-28,14.25,3.508771929824561,5.263157894736842,32.40037950664136,False,0.4768,8.2802,1,1,1,100.0,8.705357142857135,8.705357142857135,4.491228070175439,3.508771929824561,历史1/1次成功; 当前距低点3.51%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
5,70.9793064838425,71.39365372022732,002222,福晶科技,confirmed_rebound,2022-03-28,14.06,2022-03-16,13.48,4.302670623145401,8.753709198813054,27.056277056277057,True,-0.5658,0.7805,2,2,2,100.0,18.030874951606656,25.783972125435533,3.697329376854599,4.302670623145401,历史2/2次成功; 当前距低点4.30%; 最新日涨幅-0.57%; 状态confirmed_rebound; 底部已确认
