rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.50859639723494,84.58683999905958,300510,金冠股份,bottom_area,2025-09-18,4.52,2025-09-03,4.43,2.0316027088036086,6.997742663656896,30.01579778830964,False,-1.7391,4.8077,4,4,4,100.0,26.76824825339677,40.000000000000014,7.968397291196391,2.0316027088036086,历史4/4次成功; 当前距低点2.03%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
2,87.28804250284813,84.4792688579545,302132,中航成飞,bottom_area,2025-09-18,82.11,2025-09-09,79.5,3.2830188679245276,6.163522012578623,27.595628415300546,False,0.5141,3.1818,4,4,4,100.0,19.056730520550555,28.81165919282512,6.716981132075473,3.2830188679245276,历史4/4次成功; 当前距低点3.28%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
3,85.99799175542744,80.59168183603482,600316,洪都航空,bottom_area,2025-09-18,34.45,2025-09-16,33.91,1.5924506045414517,4.747861987614293,28.565409732462616,False,0.7605,3.4611,4,5,4,80.0,20.76596351822217,30.462519936204153,8.407549395458549,1.5924506045414517,历史4/5次成功; 当前距低点1.59%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
4,85.81588270103232,80.49671641791048,301009,可靠股份,bottom_area,2025-09-18,13.62,2025-09-05,13.4,1.641791044776111,5.597014925373134,27.762803234501348,False,-1.9438,3.6376,1,1,1,100.0,53.96648044692738,53.96648044692738,8.358208955223889,1.641791044776111,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
5,82.56965390449807,76.99746867167919,300218,安利股份,bottom_area,2025-09-18,19.76,2025-09-16,19.5,1.3333333333333415,7.9487179487179525,27.102803738317753,True,-0.4032,7.6378,1,1,1,100.0,18.212197159565576,18.212197159565576,8.666666666666659,1.3333333333333415,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-0.40%; 状态bottom_area; 底部已确认
6,82.35332510576681,80.74276464085611,000561,烽火电子,bottom_area,2025-09-18,11.28,2025-09-04,10.85,3.9631336405529933,8.20276497695853,32.60869565217392,True,-1.3986,5.5894,4,4,4,100.0,20.584458824284518,31.050955414012744,6.036866359447007,3.9631336405529933,历史4/4次成功; 当前距低点3.96%; 最新日涨幅-1.40%; 状态bottom_area; 底部已确认
7,80.9998174245882,80.18328700700161,002795,永和智控,bottom_area,2025-09-18,4.91,2025-08-28,4.7,4.468085106382977,7.234042553191486,31.884057971014496,True,-1.8,3.201,6,6,6,100.0,23.766242201907538,32.328767123287676,5.531914893617023,4.468085106382977,历史6/6次成功; 当前距低点4.47%; 最新日涨幅-1.80%; 状态bottom_area; 底部已确认
8,80.78426948354284,75.47859257358262,300645,正元智慧,bottom_area,2025-09-18,18.38,2025-09-05,18.12,1.434878587196457,6.236203090507721,27.3164861612515,False,-3.9205,6.2299,1,1,1,100.0,30.699547055863096,30.699547055863096,8.565121412803544,1.434878587196457,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-3.92%; 状态bottom_area; 底部未确认
9,78.04404245177476,75.53458771056015,603080,新疆火炬,bottom_area,2025-09-18,21.07,2025-08-28,20.4,3.2843137254902044,7.745098039215696,29.655172413793107,True,-2.1366,3.1387,2,2,2,100.0,17.595822605794677,22.385321100917427,6.715686274509797,3.2843137254902044,历史2/2次成功; 当前距低点3.28%; 最新日涨幅-2.14%; 状态bottom_area; 底部已确认
10,77.48956645075087,76.27249381976335,300192,科德教育,bottom_area,2025-09-18,19.49,2025-09-09,18.71,4.168893639764819,8.177445216461772,32.649388048956084,True,1.3521,11.8692,1,1,1,100.0,26.599845797995382,26.599845797995382,5.831106360235181,4.168893639764819,历史1/1次成功; 当前距低点4.17%; 最新日涨幅1.35%; 状态bottom_area; 底部已确认
11,77.12824149459273,74.46393554393806,300902,国安达,bottom_area,2025-09-18,22.89,2025-09-04,22.19,3.15457413249211,5.8134294727354625,32.798304058146584,False,-1.2511,7.062,2,2,2,100.0,19.4428202474198,26.906779661016937,6.84542586750789,3.15457413249211,历史2/2次成功; 当前距低点3.15%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
