rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
71,76.17857757737244,71.94643437862952,002660,茂硕电源,bottom_area,2022-10-11,7.31,2022-10-10,7.0,4.428571428571423,4.857142857142855,31.237721021610998,False,2.9577,1.8472,1,1,1,100.0,15.718157181571806,15.718157181571806,10.571428571428577,4.428571428571423,历史1/1次成功; 当前距低点4.43%; 最新日涨幅2.96%; 状态bottom_area; 底部未确认
72,76.10144327731092,66.17516806722689,002371,北方华创,bottom_area,2022-10-11,225.5,2022-10-11,225.5,0.0,6.430155210643015,30.615384615384617,False,-10.0016,2.4462,1,1,1,100.0,15.189075630252091,15.189075630252091,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
73,74.463629973818,69.3697936718591,002045,国光电器,bottom_area,2022-10-11,10.67,2022-10-11,10.29,3.6929057337220685,3.8872691933916457,27.227722772277236,False,2.1053,4.2057,2,3,2,66.66666666666666,31.73630149504698,33.77563329312426,11.30709426627793,3.6929057337220685,历史2/3次成功; 当前距低点3.69%; 最新日涨幅2.11%; 状态bottom_area; 底部未确认
74,71.99205359980625,66.86731453321838,002178,延华智能,bottom_area,2022-10-11,3.81,2022-10-11,3.68,3.5326086956521707,4.076086956521737,32.477064220183486,False,1.3298,0.8269,2,3,2,66.66666666666666,16.31718114321852,17.359413202933986,11.46739130434783,3.5326086956521707,历史2/3次成功; 当前距低点3.53%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
75,71.81072796490014,63.65562932887511,600183,生益科技,bottom_area,2022-10-11,12.77,2022-10-11,12.64,1.02848101265822,1.8196202531645462,28.425821064552657,False,0.5512,0.2814,1,2,1,50.0,21.132075471698116,21.132075471698116,13.97151898734178,1.02848101265822,历史1/2次成功; 当前距低点1.03%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
76,70.60853367979549,62.68540757894523,603236,移远通信,bottom_area,2022-10-11,110.21,2022-10-10,109.0,1.1100917431192603,6.8807339449541285,29.93057341218822,False,-0.0091,1.0214,1,2,1,50.0,39.389337383102855,39.389337383102855,13.889908256880739,1.1100917431192603,历史1/2次成功; 当前距低点1.11%; 最新日涨幅-0.01%; 状态bottom_area; 底部未确认
77,70.44980535562513,62.429185839237014,605111,新洁能,bottom_area,2022-10-11,78.91,2022-10-11,78.12,1.01126472094213,4.006656426011259,29.16855562607671,False,-2.5201,4.0615,1,2,1,50.0,36.800373134328346,36.800373134328346,13.98873527905787,1.01126472094213,历史1/2次成功; 当前距低点1.01%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
78,70.44113676369433,63.98628163879643,300549,优德精密,bottom_area,2022-10-11,11.38,2022-10-11,11.12,2.338129496402892,2.9676258992805766,30.845771144278604,False,1.0657,0.4436,1,2,1,50.0,38.963531669865645,38.963531669865645,12.66187050359711,2.338129496402892,历史1/2次成功; 当前距低点2.34%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
79,69.40513261796906,62.70883718944764,002080,中材科技,bottom_area,2022-10-11,19.9,2022-10-10,19.5,2.051282051282044,3.4871794871794854,32.03206692227257,False,1.7382,0.4972,1,2,1,50.0,28.579356270810223,28.579356270810223,12.948717948717956,2.051282051282044,历史1/2次成功; 当前距低点2.05%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
80,68.68640908880805,65.18906975131739,000856,冀东装备,bottom_area,2022-10-11,7.81,2022-10-11,7.46,4.691689008042891,5.361930294906172,28.74880611270297,False,-3.5802,6.8348,1,1,1,100.0,15.301724137931036,15.301724137931036,10.308310991957109,4.691689008042891,历史1/1次成功; 当前距低点4.69%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
81,68.1850455827444,61.134820334492446,002745,木林森,bottom_area,2022-10-11,8.06,2022-10-11,7.93,1.6393442622950918,2.522068095838601,30.316344463971888,False,0.2488,1.168,1,2,1,50.0,15.06734006734006,15.06734006734006,13.360655737704906,1.6393442622950918,历史1/2次成功; 当前距低点1.64%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
82,67.59479894356643,60.87336490227371,002119,康强电子,bottom_area,2022-10-11,10.32,2022-10-11,10.13,1.8756169792694917,2.369200394866717,27.227011494252867,False,1.1765,1.7527,1,2,1,50.0,16.557911908646,16.557911908646,13.124383020730507,1.8756169792694917,历史1/2次成功; 当前距低点1.88%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
83,67.47486567076267,61.40724503081327,000635,英力特,bottom_area,2022-10-11,8.4,2022-10-11,8.2,2.4390243902439157,3.0487804878048785,29.065743944636687,False,0.9615,0.8545,1,2,1,50.0,26.334519572953745,26.334519572953745,12.560975609756083,2.4390243902439157,历史1/2次成功; 当前距低点2.44%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
84,67.4399152356517,61.05141295206056,300560,中富通,bottom_area,2022-10-11,11.85,2022-10-10,11.6,2.1551724137931036,3.1896551724138016,29.90936555891239,False,1.2821,0.7111,1,2,1,50.0,20.94196804037006,20.94196804037006,12.844827586206897,2.1551724137931036,历史1/2次成功; 当前距低点2.16%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
85,67.30616508470001,60.98690057694889,603028,赛福天,bottom_area,2022-10-11,7.88,2022-10-11,7.71,2.204928664072632,3.372243839169906,29.65328467153285,False,-0.1267,0.6693,1,2,1,50.0,43.67816091954023,43.67816091954023,12.795071335927366,2.204928664072632,历史1/2次成功; 当前距低点2.20%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
86,67.13243819045363,60.865222328786395,000681,视觉中国,bottom_area,2022-10-11,9.6,2022-10-11,9.39,2.236421725239607,3.833865814696479,27.713625866050805,False,0.2088,1.4515,1,2,1,50.0,20.93690248565965,20.93690248565965,12.763578274760393,2.236421725239607,历史1/2次成功; 当前距低点2.24%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
87,66.27118600178974,59.44915214866433,002222,福晶科技,bottom_area,2022-10-11,13.42,2022-10-11,13.2,1.6666666666666714,3.1818181818181817,28.955866523143165,False,1.0542,1.0283,1,3,1,33.33333333333333,25.783972125435533,25.783972125435533,13.333333333333327,1.6666666666666714,历史1/3次成功; 当前距低点1.67%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
88,65.9112207277386,58.46797219184502,002156,通富微电,bottom_area,2022-10-11,14.21,2022-10-11,14.06,1.0668563300142273,3.3428165007112294,27.263321262286595,False,-1.3194,1.2693,1,2,1,50.0,16.184971098265883,16.184971098265883,13.933143669985773,1.0668563300142273,历史1/2次成功; 当前距低点1.07%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
89,65.71963053847082,61.80125904486253,000815,美利云,bottom_area,2022-10-11,7.2,2022-10-10,6.91,4.196816208393632,4.486251808972498,27.870563674321502,False,3.2999,2.2866,1,2,1,50.0,55.703211517165016,55.703211517165016,10.803183791606367,4.196816208393632,历史1/2次成功; 当前距低点4.20%; 最新日涨幅3.30%; 状态bottom_area; 底部未确认
90,65.18633868953232,60.94058784412822,600202,哈空调,bottom_area,2022-10-11,4.55,2022-10-11,4.38,3.8812785388127837,3.8812785388127837,27.121464226289515,False,1.3363,1.2766,1,2,1,50.0,41.50485436893204,41.50485436893204,11.118721461187215,3.8812785388127837,历史1/2次成功; 当前距低点3.88%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
91,65.17604238580235,60.36279954617287,603088,宁波精达,bottom_area,2022-10-11,7.65,2022-10-10,7.4,3.378378378378378,5.540540540540531,28.43326885880077,False,2.2727,1.2796,1,2,1,50.0,32.23388305847077,32.23388305847077,11.621621621621623,3.378378378378378,历史1/2次成功; 当前距低点3.38%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
92,64.83618411713776,60.03456870801935,000676,智度股份,bottom_area,2022-10-11,5.22,2022-10-10,5.05,3.3663366336633653,3.960396039603964,30.631868131868135,False,2.3529,1.1627,1,2,1,50.0,30.321592649310862,30.321592649310862,11.633663366336634,3.3663366336633653,历史1/2次成功; 当前距低点3.37%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
93,64.77093019276958,57.83046752781992,601007,金陵饭店,bottom_area,2022-10-11,7.17,2022-10-11,7.07,1.4144271570014093,5.516265912305512,27.113402061855663,False,-2.8455,1.853,1,2,1,50.0,17.018072289156624,17.018072289156624,13.58557284299859,1.4144271570014093,历史1/2次成功; 当前距低点1.41%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
94,64.71968410014203,60.58430948291726,601919,中远海控,bottom_area,2022-10-11,11.31,2022-10-10,10.88,3.9522058823529385,5.055147058823519,28.13738441215323,False,3.7615,1.2296,1,2,1,50.0,40.45881126173098,40.45881126173098,11.047794117647062,3.9522058823529385,历史1/2次成功; 当前距低点3.95%; 最新日涨幅3.76%; 状态bottom_area; 底部未确认
95,64.70944896146119,59.513746991431596,000020,深华发A,bottom_area,2022-10-11,8.23,2022-09-30,7.99,3.003754693366711,5.2565707133917385,28.660714285714278,False,1.8564,2.0202,1,2,1,50.0,23.076923076923073,23.076923076923073,11.996245306633288,3.003754693366711,历史1/2次成功; 当前距低点3.00%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
96,64.46165622147238,59.23712735021036,688045,必易微,bottom_area,2022-10-11,45.92,2022-10-11,44.6,2.9596412556053817,3.766816143497757,29.40804051915163,False,0.7018,2.5488,1,2,1,50.0,21.048975338659265,21.048975338659265,12.040358744394618,2.9596412556053817,历史1/2次成功; 当前距低点2.96%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
97,63.91198745385508,58.568755854800926,002355,兴民智通,bottom_area,2022-10-11,4.39,2022-10-11,4.27,2.8103044496487146,3.5128805620608987,30.342577487765094,False,1.3857,1.3034,1,2,1,50.0,15.624999999999991,15.624999999999991,12.189695550351285,2.8103044496487146,历史1/2次成功; 当前距低点2.81%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
98,63.09694110855809,59.67586766076426,601778,晶科科技,bottom_area,2022-10-11,4.64,2022-09-29,4.44,4.504504504504489,4.504504504504489,28.271405492730207,False,2.8825,0.925,1,2,1,50.0,42.344827586206904,42.344827586206904,10.495495495495511,4.504504504504489,历史1/2次成功; 当前距低点4.50%; 最新日涨幅2.88%; 状态bottom_area; 底部未确认
99,62.908905255821196,57.981393695658355,600379,宝光股份,bottom_area,2022-10-11,9.59,2022-10-11,9.3,3.1182795698924637,4.838709677419347,29.758308157099695,False,1.8047,1.2834,1,2,1,50.0,16.242317822651444,16.242317822651444,11.881720430107535,3.1182795698924637,历史1/2次成功; 当前距低点3.12%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
100,62.41892951709911,57.00414359559826,002108,沧州明珠,bottom_area,2022-10-11,4.69,2022-10-10,4.57,2.6258205689277925,4.3763676148796335,28.03149606299212,False,2.1786,0.664,1,3,1,33.33333333333333,24.3961352657005,24.3961352657005,12.374179431072207,2.6258205689277925,历史1/3次成功; 当前距低点2.63%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
101,62.25995694705437,56.1229798443289,000715,中兴商业,bottom_area,2022-10-11,4.76,2022-10-11,4.67,1.9271948608137013,8.565310492505361,27.484472049689444,False,-4.8,5.6898,1,2,1,50.0,24.33862433862435,24.33862433862435,13.072805139186297,1.9271948608137013,历史1/2次成功; 当前距低点1.93%; 最新日涨幅-4.80%; 状态bottom_area; 底部未确认
102,61.98461356680882,56.55295000371443,600418,江淮汽车,bottom_area,2022-10-11,13.15,2022-10-11,12.82,2.5741029641185653,5.226209048361934,28.139013452914796,False,-0.7547,3.2279,1,2,1,50.0,24.365079365079367,24.365079365079367,12.425897035881434,2.5741029641185653,历史1/2次成功; 当前距低点2.57%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
103,61.40691501391474,55.12768122863808,603313,梦百合,bottom_area,2022-10-11,9.53,2022-10-11,9.37,1.707577374599788,2.3479188900747134,28.144171779141107,False,-0.3138,0.5435,1,3,1,33.33333333333333,25.52486187845302,25.52486187845302,13.29242262540021,1.707577374599788,历史1/3次成功; 当前距低点1.71%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
104,61.360300815153195,56.44940900602131,000665,湖北广电,bottom_area,2022-10-11,5.46,2022-10-11,5.3,3.0188679245283048,3.207547169811319,29.049531459170012,False,1.2987,1.2872,1,3,1,33.33333333333333,26.231691078561926,26.231691078561926,11.981132075471695,3.0188679245283048,历史1/3次成功; 当前距低点3.02%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
105,60.31252162840822,55.55292026949245,002036,联创电子,bottom_area,2022-10-11,13.37,2022-10-10,12.97,3.084040092521192,5.859676175790283,27.74373259052924,False,2.7671,1.6379,1,3,1,33.33333333333333,22.210743801652896,22.210743801652896,11.915959907478808,3.084040092521192,历史1/3次成功; 当前距低点3.08%; 最新日涨幅2.77%; 状态bottom_area; 底部未确认
106,59.95414602973108,52.797100636664226,603160,汇顶科技,bottom_area,2022-10-11,44.66,2022-10-11,44.36,0.6762849413886319,3.065825067628493,30.903426791277262,False,-1.803,0.585,1,2,1,50.0,20.747474747474755,20.747474747474755,14.323715058611366,0.6762849413886319,历史1/2次成功; 当前距低点0.68%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
107,59.314194478799415,56.2311009174312,000530,冰山冷热,bottom_area,2022-10-11,4.97,2022-10-11,4.75,4.631578947368416,4.842105263157904,28.030303030303028,False,1.636,4.467,1,2,1,50.0,25.382262996941883,25.382262996941883,10.368421052631584,4.631578947368416,历史1/2次成功; 当前距低点4.63%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
108,58.28596505887056,51.53875763859857,605288,凯迪股份,bottom_area,2022-10-11,32.67,2022-10-11,32.38,0.8956145768993179,3.150092649783805,28.203991130820395,False,-2.3902,2.2325,1,2,1,50.0,16.670746634026916,16.670746634026916,14.104385423100682,0.8956145768993179,历史1/2次成功; 当前距低点0.90%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
109,58.21864686701371,54.818297481500046,002265,建设工业,bottom_area,2022-10-11,12.22,2022-10-11,11.72,4.266211604095563,5.3754266211604005,29.651860744297714,False,3.4716,2.5043,1,3,1,33.33333333333333,32.75229357798165,32.75229357798165,10.733788395904437,4.266211604095563,历史1/3次成功; 当前距低点4.27%; 最新日涨幅3.47%; 状态bottom_area; 底部未确认
110,57.06030881316099,50.12420289855072,000889,中嘉博创,bottom_area,2022-10-11,1.85,2022-10-11,1.84,0.5434782608695656,6.521739130434775,27.55905511811023,False,-4.6392,2.4898,1,3,1,33.33333333333333,34.408602150537625,34.408602150537625,14.456521739130434,0.5434782608695656,历史1/3次成功; 当前距低点0.54%; 最新日涨幅-4.64%; 状态bottom_area; 底部未确认
111,55.91765630156901,49.41363887676415,002774,快意电梯,bottom_area,2022-10-11,5.85,2022-10-11,5.8,0.8620689655172384,5.51724137931035,32.00468933177022,False,-4.4118,2.9112,1,2,1,50.0,15.049226441631497,15.049226441631497,14.137931034482762,0.8620689655172384,历史1/2次成功; 当前距低点0.86%; 最新日涨幅-4.41%; 状态bottom_area; 底部未确认
112,54.73009259768759,51.598124424794555,001219,青岛食品,bottom_area,2022-10-11,19.02,2022-10-10,18.23,4.333516182117384,5.869445968184313,27.572506952721497,False,1.2241,7.6019,1,3,1,33.33333333333333,16.264559068219636,16.264559068219636,10.666483817882616,4.333516182117384,历史1/3次成功; 当前距低点4.33%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
113,54.30498297548906,51.52188134904511,000510,新金路,bottom_area,2022-10-11,5.6,2022-10-11,5.35,4.672897196261683,5.4205607476635524,31.58567774936062,False,-0.1783,2.7076,1,2,1,50.0,23.043478260869577,23.043478260869577,10.327102803738317,4.672897196261683,历史1/2次成功; 当前距低点4.67%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
114,51.97293918933575,49.262100850002454,688078,龙软科技,bottom_area,2022-10-11,29.43,2022-10-11,28.13,4.621400639886245,7.749733380732314,29.675,False,-1.5719,1.3478,1,3,1,33.33333333333333,29.70731707317073,29.70731707317073,10.378599360113755,4.621400639886245,历史1/3次成功; 当前距低点4.62%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
115,51.96080202212551,48.593883212339406,688259,创耀科技,confirmed_rebound,2022-10-11,61.0,2022-10-11,58.71,3.900528019076817,15.653210696644532,27.32111908888339,False,-9.1992,10.1592,1,2,1,50.0,18.26390911739005,18.26390911739005,11.099471980923182,3.900528019076817,历史1/2次成功; 当前距低点3.90%; 最新日涨幅-9.20%; 状态confirmed_rebound; 底部未确认
