rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.8755619211466,80.73829688700407,603079,圣达生物,bottom_area,2024-11-28,15.02,2024-11-28,14.85,1.1447811447811442,2.8956228956228935,29.98585572842999,False,-1.7016,7.0124,2,2,2,100.0,28.539773640349868,34.84698914116485,18.855218855218858,1.1447811447811442,历史2/2次成功; 当前距低点1.14%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
2,93.88071071749418,80.57243967828418,002757,南兴股份,bottom_area,2024-11-28,15.16,2024-11-27,14.92,1.6085790884718514,5.093833780160857,27.041564792176036,False,-2.7582,9.1393,1,1,1,100.0,50.75376884422111,50.75376884422111,18.39142091152815,1.6085790884718514,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
3,93.7622694563662,79.76708333333332,002611,东方精工,bottom_area,2024-11-28,11.65,2024-11-28,11.52,1.128472222222229,14.409722222222223,32.788798133022176,False,-7.6862,35.5576,1,1,1,100.0,145.12534818941506,145.12534818941506,18.87152777777777,1.128472222222229,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-7.69%; 状态bottom_area; 底部未确认
4,84.16680000000001,70.13900000000001,002469,三维化学,bottom_area,2024-11-28,9.54,2024-11-28,9.54,0.0,6.708595387840677,28.43210802700676,False,-10.0,38.525,1,1,1,100.0,36.5,36.5,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
5,83.25552517247527,72.14239067937662,603004,鼎龙科技,bottom_area,2024-11-28,22.5,2024-11-28,22.03,2.1334543803903716,4.221516114389468,28.543626337982474,False,-0.8811,37.1752,2,3,2,66.66666666666666,52.20363732099522,55.7168784029038,17.86654561960963,2.1334543803903716,历史2/3次成功; 当前距低点2.13%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
6,82.84008910476126,74.24771267792121,000782,恒申新材,bottom_area,2024-11-28,4.96,2024-11-27,4.77,3.983228511530407,5.241090146750524,27.945619335347438,False,0.202,2.9453,1,1,1,100.0,22.631578947368432,22.631578947368432,16.016771488469594,3.983228511530407,历史1/1次成功; 当前距低点3.98%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
7,79.98480318471674,71.59799475907715,601019,山东出版,bottom_area,2024-11-28,10.62,2024-11-25,10.22,3.913894324853215,7.0450097847358,28.028169014084497,True,-1.3928,0.2791,1,1,1,100.0,20.815450643776817,20.815450643776817,16.086105675146786,3.913894324853215,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-1.39%; 状态bottom_area; 底部已确认
8,78.9940948203523,67.39446974008727,002693,双成药业,bottom_area,2024-11-28,22.88,2024-11-27,22.59,1.283753873395304,8.0123948649845,27.596153846153843,True,-4.6667,11.5411,3,7,3,42.857142857142854,59.74209192291882,102.85714285714285,18.716246126604695,1.283753873395304,历史3/7次成功; 当前距低点1.28%; 最新日涨幅-4.67%; 状态bottom_area; 底部已确认
9,72.5400144221084,61.240678049580225,002761,浙江建投,bottom_area,2024-11-28,9.94,2024-11-27,9.87,0.7092198581560313,4.154002026342454,28.890489913544677,False,-2.1654,5.5864,3,6,3,50.0,33.213437237505204,43.73730534867976,19.290780141843967,0.7092198581560313,历史3/6次成功; 当前距低点0.71%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
10,72.50660748947938,61.281679154695766,000605,渤海股份,bottom_area,2024-11-28,9.15,2024-11-28,9.08,0.7709251101321617,6.828193832599111,32.88987435328898,False,-7.2008,21.6518,2,3,2,66.66666666666666,24.960869565217386,29.39999999999999,19.22907488986784,0.7709251101321617,历史2/3次成功; 当前距低点0.77%; 最新日涨幅-7.20%; 状态bottom_area; 底部未确认
11,67.27862233991105,59.5284178187404,002657,中科金财,bottom_area,2024-11-28,20.17,2024-11-27,19.53,3.2770097286226347,9.370199692780329,28.670562454346232,True,-3.7232,16.5765,1,2,1,50.0,56.540447504302946,56.540447504302946,16.722990271377366,3.2770097286226347,历史1/2次成功; 当前距低点3.28%; 最新日涨幅-3.72%; 状态bottom_area; 底部已确认
12,66.54293483937448,59.32839107005389,301548,崇德科技,bottom_area,2024-11-28,44.9,2024-11-27,43.3,3.6951501154734445,5.011547344110859,29.34073107049609,False,0.1785,2.6624,1,3,1,33.33333333333333,54.89098408956984,54.89098408956984,16.304849884526558,3.6951501154734445,历史1/3次成功; 当前距低点3.70%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
13,59.69171978168719,53.899809126074594,688280,精进电动,bottom_area,2024-11-28,5.23,2024-11-27,5.01,4.3912175648702725,6.387225548902202,27.28592162554427,False,-0.5703,0.8977,1,2,1,50.0,32.37518910741301,32.37518910741301,15.608782435129728,4.3912175648702725,历史1/2次成功; 当前距低点4.39%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
14,59.639544680820045,50.97362043658848,002403,爱仕达,bottom_area,2024-11-28,12.47,2024-11-28,12.3,1.3821138211382107,16.01626016260162,27.04626334519572,False,-8.6447,21.4679,1,5,1,20.0,21.63892445582587,21.63892445582587,18.617886178861788,1.3821138211382107,历史1/5次成功; 当前距低点1.38%; 最新日涨幅-8.64%; 状态bottom_area; 底部未确认
