rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.26803302295572,88.56301161942737,603069,海汽集团,bottom_area,2024-08-28,15.26,2024-08-27,14.98,1.8691588785046687,6.542056074766357,27.140077821011666,False,1.5303,1.6686,6,6,6,100.0,23.68114979794627,76.0375880971026,6.130841121495331,1.8691588785046687,历史6/6次成功; 当前距低点1.87%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
2,91.26829786386291,86.78046688643886,301421,波长光电,bottom_area,2024-08-28,30.15,2024-08-28,29.74,1.3786146603900475,2.689979825151314,31.045675863667988,False,-0.0663,8.9821,3,3,3,100.0,47.22423823724819,56.02000000000002,6.621385339609953,1.3786146603900475,历史3/3次成功; 当前距低点1.38%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
3,91.1131593050447,85.10065462753947,000957,中通客车,bottom_area,2024-08-28,8.9,2024-08-28,8.86,0.45146726862303527,2.934537246049659,30.78125000000001,False,-1.5487,3.7952,4,4,4,100.0,101.48868676450815,354.54545454545456,7.548532731376965,0.45146726862303527,历史4/4次成功; 当前距低点0.45%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
4,90.11054891734793,85.51066487575557,603004,鼎龙科技,bottom_area,2024-08-28,15.08,2024-08-28,14.89,1.2760241773001981,2.0819341840161094,27.1882640586797,False,0.1993,2.4846,1,1,1,100.0,55.7168784029038,55.7168784029038,6.723975822699801,1.2760241773001981,历史1/1次成功; 当前距低点1.28%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
5,89.21294477123617,86.45698932738136,000983,山西焦煤,bottom_area,2024-08-28,7.78,2024-08-26,7.6,2.368421052631587,3.4210526315789567,29.95391705069125,False,1.5666,0.6221,4,4,4,100.0,18.47843724398591,27.212389380530986,5.631578947368412,2.368421052631587,历史4/4次成功; 当前距低点2.37%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
6,88.97303880974275,87.12584769258547,002685,华东重机,bottom_area,2024-08-28,2.83,2024-08-28,2.75,2.9090909090909114,4.363636363636368,30.20304568527919,False,1.7986,2.8231,3,3,3,100.0,45.36868260920823,109.52380952380952,5.090909090909089,2.9090909090909114,历史3/3次成功; 当前距低点2.91%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
7,87.82568890561444,83.11874003189794,002110,三钢闽光,bottom_area,2024-08-28,2.67,2024-08-23,2.64,1.136363636363629,1.8939393939393872,29.787234042553184,False,0.3759,0.2472,2,2,2,100.0,18.761554423693642,22.90322580645161,6.863636363636372,1.136363636363629,历史2/2次成功; 当前距低点1.14%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
8,87.04329933337291,83.9552490435659,300653,正海生物,bottom_area,2024-08-28,18.77,2024-08-28,18.38,2.1218715995647472,3.5364526659412525,27.466456195737965,False,1.3499,1.1311,3,3,3,100.0,18.672668228889858,29.647513278609367,5.878128400435253,2.1218715995647472,历史3/3次成功; 当前距低点2.12%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
9,86.9628218273112,83.27037546388411,000037,深南电A,bottom_area,2024-08-28,7.0,2024-08-28,6.88,1.7441860465116297,2.325581395348839,28.92561983471074,False,0.7194,1.169,7,8,7,87.5,20.777524999627015,45.16765285996055,6.255813953488371,1.7441860465116297,历史7/8次成功; 当前距低点1.74%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
10,86.73732270945021,84.600058084166,000597,东北制药,bottom_area,2024-08-28,4.18,2024-08-26,4.07,2.7027027027026884,4.422604422604415,32.053422370617696,False,1.4563,2.7314,3,3,3,100.0,29.259248636172746,61.02150537634409,5.297297297297312,2.7027027027026884,历史3/3次成功; 当前距低点2.70%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
11,86.56508105642396,83.24336972475656,002196,方正电机,bottom_area,2024-08-28,4.15,2024-08-28,4.07,1.9656019656019672,3.1941031941031914,30.546075085324233,False,1.467,2.0447,3,3,3,100.0,12.929796808220722,18.661971830985923,6.034398034398033,1.9656019656019672,历史3/3次成功; 当前距低点1.97%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
12,85.88413651472108,81.32730808719768,603267,鸿远电子,bottom_area,2024-08-28,31.24,2024-08-28,30.88,1.1658031088082883,1.6839378238341955,27.23845428840716,False,0.0961,1.3452,2,2,2,100.0,9.491070834841842,9.963574030426395,6.834196891191711,1.1658031088082883,历史2/2次成功; 当前距低点1.17%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
13,85.39989714382828,81.86450947788087,002682,龙洲股份,bottom_area,2024-08-28,3.39,2024-08-28,3.33,1.8018018018018036,3.3033033033032995,30.76923076923076,False,0.2959,1.9366,2,2,2,100.0,20.175363365532185,26.929674099485425,6.198198198198197,1.8018018018018036,历史2/2次成功; 当前距低点1.80%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
14,84.65173606172225,81.81930063606642,001218,丽臣实业,bottom_area,2024-08-28,13.75,2024-08-26,13.45,2.23048327137547,3.2713754646840245,32.07070707070708,False,0.8804,0.5562,2,2,2,100.0,25.18711018711019,29.999999999999993,5.76951672862453,2.23048327137547,历史2/2次成功; 当前距低点2.23%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
15,84.09609257302631,79.6105961661165,000708,中信特钢,bottom_area,2024-08-28,11.43,2024-08-23,11.3,1.1504424778760973,3.0088495575221224,30.67484662576687,False,0.3512,0.1025,1,1,1,100.0,16.739811912225715,16.739811912225715,6.849557522123903,1.1504424778760973,历史1/1次成功; 当前距低点1.15%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
16,84.01092159399884,80.281329497367,301538,骏鼎达,bottom_area,2024-08-28,68.21,2024-08-28,67.11,1.6390999850990826,2.831172701534802,29.984350547730827,False,0.9024,5.134,2,2,2,100.0,9.669233674155395,10.10519247985676,6.360900014900918,1.6390999850990826,历史2/2次成功; 当前距低点1.64%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
17,83.85079212110055,78.80713545216217,002357,富临运业,bottom_area,2024-08-28,5.2,2024-08-27,5.16,0.7751937984496131,3.8759689922480653,27.52808988764045,False,-0.1919,2.5973,4,4,4,100.0,20.132136089393963,31.941031941031934,7.224806201550388,0.7751937984496131,历史4/4次成功; 当前距低点0.78%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
18,83.5014346027656,79.50891077756293,000539,粤电力A,bottom_area,2024-08-28,4.19,2024-08-26,4.13,1.4527845036319733,3.1476997578692467,31.395348837209298,False,0.2392,0.3764,1,1,1,100.0,19.89924433249369,19.89924433249369,6.547215496368026,1.4527845036319733,历史1/1次成功; 当前距低点1.45%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
19,83.17384347317062,79.85580387048978,300690,双一科技,bottom_area,2024-08-28,16.77,2024-08-23,16.46,1.8833535844471365,5.953827460510331,30.89840470193115,False,0.5396,3.481,2,2,2,100.0,10.375537865748704,11.160714285714286,6.1166464155528635,1.8833535844471365,历史2/2次成功; 当前距低点1.88%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
20,83.05068006219638,79.91669213532103,000600,建投能源,bottom_area,2024-08-28,4.59,2024-08-26,4.5,1.999999999999997,4.22222222222223,31.08728943338438,False,1.1013,1.4923,2,2,2,100.0,12.132753415704464,13.438735177865627,6.0000000000000036,1.999999999999997,历史2/2次成功; 当前距低点2.00%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
21,83.02523508065997,82.3103112345088,002219,新里程,bottom_area,2024-08-28,1.75,2024-08-23,1.69,3.550295857988169,7.6923076923077,29.288702928870297,True,0.5747,0.7925,2,2,2,100.0,34.81175156302061,45.685279187817265,4.449704142011831,3.550295857988169,历史2/2次成功; 当前距低点3.55%; 最新日涨幅0.57%; 状态bottom_area; 底部已确认
22,82.7541414283637,77.58112033931582,603132,金徽股份,bottom_area,2024-08-28,10.93,2024-08-28,10.86,0.6445672191528572,2.02578268876612,27.551701134089395,False,0.0,0.9264,2,2,2,100.0,22.799643005292072,33.20754716981132,7.355432780847143,0.6445672191528572,历史2/2次成功; 当前距低点0.64%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
23,82.25964408350768,80.92812911271135,002732,燕塘乳业,bottom_area,2024-08-28,13.42,2024-08-23,13.01,3.1514219830899317,5.918524212144502,29.599567099567103,False,0.0,0.3884,3,3,3,100.0,15.018124914819245,25.344352617079892,4.848578016910069,3.1514219830899317,历史3/3次成功; 当前距低点3.15%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
24,82.13898384570912,78.01843894690477,688261,东微半导,bottom_area,2024-08-28,29.84,2024-08-28,29.45,1.3242784380305623,2.30899830220713,30.2132701421801,False,0.1678,0.9385,1,1,1,100.0,10.31071927749703,10.31071927749703,6.6757215619694374,1.3242784380305623,历史1/1次成功; 当前距低点1.32%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
25,82.07988859570598,81.4257341743224,603063,禾望电气,bottom_area,2024-08-28,11.85,2024-08-27,11.44,3.5839160839160855,4.982517482517485,27.180140038192242,False,3.0435,2.1236,3,3,3,100.0,22.994961535758502,28.846153846153843,4.416083916083915,3.5839160839160855,历史3/3次成功; 当前距低点3.58%; 最新日涨幅3.04%; 状态bottom_area; 底部未确认
26,81.48432463856331,77.54906411364045,001205,盛航股份,bottom_area,2024-08-28,14.22,2024-08-28,14.02,1.4265335235378107,2.853067047075609,27.806385169927918,False,-1.4553,0.3489,2,2,2,100.0,14.847099716702502,14.929577464788741,6.5734664764621895,1.4265335235378107,历史2/2次成功; 当前距低点1.43%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
27,81.39674434966707,77.08204896022998,301333,诺思格,bottom_area,2024-08-28,38.96,2024-08-23,38.51,1.1685276551545127,5.115554401454165,27.17473524962179,False,-0.256,1.0403,1,1,1,100.0,25.840279645065877,25.840279645065877,6.831472344845488,1.1685276551545127,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
28,81.37342935020709,79.01920208799915,301510,固高科技,bottom_area,2024-08-28,20.3,2024-08-21,19.81,2.473498233215558,3.9878849066128352,28.91998564764981,False,0.995,0.8042,2,2,2,100.0,13.11170999855176,16.010654039656714,5.526501766784442,2.473498233215558,历史2/2次成功; 当前距低点2.47%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
29,81.29854981768852,79.90153303235108,688239,航宇科技,bottom_area,2024-08-28,26.95,2024-08-27,26.14,3.0986993114001478,3.7107880642693143,30.293333333333333,False,1.4684,1.0093,2,2,2,100.0,25.519179905072154,33.80660015349194,4.901300688599852,3.0986993114001478,历史2/2次成功; 当前距低点3.10%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
