rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.26803302295572,88.56301161942737,603069,海汽集团,bottom_area,2024-08-28,15.26,2024-08-27,14.98,1.8691588785046687,6.542056074766357,27.140077821011666,False,1.5303,1.6686,6,6,6,100.0,23.68114979794627,76.0375880971026,6.130841121495331,1.8691588785046687,历史6/6次成功; 当前距低点1.87%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
30,81.22115515203768,77.30079269721752,301509,金凯生科,bottom_area,2024-08-28,25.57,2024-08-28,25.21,1.4280047600158643,2.7766759222530712,29.6792189679219,False,-0.273,2.6685,2,2,2,100.0,13.530341666955287,15.05054819877544,6.571995239984135,1.4280047600158643,历史2/2次成功; 当前距低点1.43%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
31,81.00923478892587,81.35391179841446,002403,爱仕达,bottom_area,2024-08-28,6.42,2024-08-28,6.16,4.220779220779217,6.493506493506485,27.444051825677267,False,0.3125,8.1358,4,4,4,100.0,13.748862482747636,21.63892445582587,3.779220779220783,4.220779220779217,历史4/4次成功; 当前距低点4.22%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
32,80.65461459322769,77.26824956865364,301518,长华化学,bottom_area,2024-08-28,13.8,2024-08-28,13.56,1.7699115044247802,3.244837758112091,28.21598729486501,False,0.5831,1.387,1,1,1,100.0,11.740041928721173,11.740041928721173,6.23008849557522,1.7699115044247802,历史1/1次成功; 当前距低点1.77%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
33,80.6330119953296,77.17187017831917,002311,海大集团,bottom_area,2024-08-28,37.28,2024-08-28,36.65,1.7189631650750412,2.1555252387448816,32.801613494682805,False,0.269,0.2248,1,1,1,100.0,10.59734513274336,10.59734513274336,6.28103683492496,1.7189631650750412,历史1/1次成功; 当前距低点1.72%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
34,80.54245524550612,79.04476496201531,002715,登云股份,bottom_area,2024-08-28,9.88,2024-08-23,9.59,3.0239833159541285,5.5265901981230385,31.45103645461044,False,1.0225,1.2526,1,1,1,100.0,36.66369313113291,36.66369313113291,4.976016684045872,3.0239833159541285,历史1/1次成功; 当前距低点3.02%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
35,80.19064938133549,76.85896558673855,600166,福田汽车,bottom_area,2024-08-28,2.27,2024-08-28,2.23,1.793721973094172,2.242152466367705,27.5974025974026,False,0.4425,0.6549,1,1,1,100.0,9.831460674157306,9.831460674157306,6.206278026905828,1.793721973094172,历史1/1次成功; 当前距低点1.79%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
36,80.0045179238379,76.46373503165914,603291,联合水务,bottom_area,2024-08-28,9.26,2024-08-28,9.11,1.6465422612513763,2.8540065861690427,29.65250965250965,False,-0.1079,0.8519,2,2,2,100.0,11.708878426410102,12.102772143340088,6.353457738748625,1.6465422612513763,历史2/2次成功; 当前距低点1.65%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
37,79.93054861783274,77.47850976982467,688202,美迪西,bottom_area,2024-08-28,24.09,2024-08-28,23.53,2.3799405014874573,4.419889502762428,29.59305804907241,False,0.5006,1.4719,4,5,4,80.0,13.681581253849862,23.795418261555337,5.620059498512544,2.3799405014874573,历史4/5次成功; 当前距低点2.38%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
38,79.91956285604883,76.85333222338328,002735,王子新材,bottom_area,2024-08-28,7.78,2024-08-28,7.63,1.9659239842726126,3.145478374836176,27.950897072710102,False,1.039,2.3833,3,4,3,75.0,16.078703803896957,21.043478260869563,6.034076015727387,1.9659239842726126,历史3/4次成功; 当前距低点1.97%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
39,79.88046766879427,74.800960578357,600956,新天绿能,bottom_area,2024-08-28,6.88,2024-08-28,6.84,0.5847953216374274,2.192982456140356,27.15654952076678,False,-1.0072,0.2162,2,2,2,100.0,29.592978019840494,41.27358490566036,7.415204678362573,0.5847953216374274,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
40,79.57209436448306,78.13431513260083,688065,凯赛生物,bottom_area,2024-08-28,34.78,2024-08-27,33.75,3.0518518518518554,3.9407407407407358,30.36930059830823,False,1.5771,0.1621,2,2,2,100.0,15.443749219478864,18.007614213197968,4.948148148148144,3.0518518518518554,历史2/2次成功; 当前距低点3.05%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
41,79.44276622700501,77.33032799874657,603079,圣达生物,bottom_area,2024-08-28,10.66,2024-08-26,10.39,2.598652550529351,4.523580365736274,28.83561643835616,False,0.0,1.336,1,1,1,100.0,22.232558139534888,22.232558139534888,5.401347449470649,2.598652550529351,历史1/1次成功; 当前距低点2.60%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
42,79.35178620070128,77.2792959900588,600011,华能国际,bottom_area,2024-08-28,7.04,2024-08-27,6.86,2.6239067055393543,3.6443148688046643,30.707070707070706,False,1.1494,0.5215,1,1,1,100.0,22.267759562841515,22.267759562841515,5.376093294460646,2.6239067055393543,历史1/1次成功; 当前距低点2.62%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
43,78.87081970712005,78.14250124887808,000591,太阳能,bottom_area,2024-08-28,4.12,2024-08-23,3.98,3.5175879396984957,4.271356783919607,28.158844765342963,False,1.9802,0.5556,2,2,2,100.0,21.19678360962714,32.84132841328414,4.482412060301504,3.5175879396984957,历史2/2次成功; 当前距低点3.52%; 最新日涨幅1.98%; 状态bottom_area; 底部未确认
44,78.68582921459708,77.51724553622441,688311,盟升电子,bottom_area,2024-08-28,17.3,2024-08-28,16.76,3.221957040572787,7.279236276849635,28.161165880840105,False,1.7647,1.9421,4,5,4,80.0,24.211331122206257,40.786357176693514,4.778042959427213,3.221957040572787,历史4/5次成功; 当前距低点3.22%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
45,78.35517431040705,78.08475093056096,000155,川能动力,bottom_area,2024-08-28,9.24,2024-08-23,8.9,3.8202247191011214,3.932584269662917,29.08366533864542,False,2.5527,0.6621,2,2,2,100.0,24.596039194147934,37.70685579196216,4.179775280898879,3.8202247191011214,历史2/2次成功; 当前距低点3.82%; 最新日涨幅2.55%; 状态bottom_area; 底部未确认
46,78.34319699501188,77.3643405811827,002674,兴业科技,bottom_area,2024-08-28,8.03,2024-08-21,7.77,3.3462033462033434,6.30630630630631,31.72231985940247,False,0.5006,0.5724,1,1,1,100.0,31.578947368421055,31.578947368421055,4.653796653796657,3.3462033462033434,历史1/1次成功; 当前距低点3.35%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
47,77.97655097537373,72.77100500031712,600990,四创电子,bottom_area,2024-08-28,14.74,2024-08-28,14.68,0.40871934604904975,2.656675749318805,27.326732673267323,False,-0.1355,1.1304,2,2,2,100.0,16.52088768445676,20.55837563451777,7.5912806539509505,0.40871934604904975,历史2/2次成功; 当前距低点0.41%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
48,77.87598182445431,75.18153602093032,300751,迈为股份,bottom_area,2024-08-28,79.6,2024-08-28,77.91,2.169169554614296,3.234501347708908,27.89449329014345,False,-0.4876,0.9333,2,2,2,100.0,11.22173443790815,13.004138993165853,5.830830445385704,2.169169554614296,历史2/2次成功; 当前距低点2.17%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
49,77.29859031293441,72.28717415952728,600262,北方股份,bottom_area,2024-08-28,15.59,2024-08-28,15.51,0.515796260477112,2.385557704706647,31.03601600711427,False,-1.3915,1.8776,2,2,2,100.0,15.232202330188693,17.269624573378834,7.484203739522888,0.515796260477112,历史2/2次成功; 当前距低点0.52%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
50,76.67365336572173,73.80986600754196,002230,科大讯飞,bottom_area,2024-08-28,33.32,2024-08-28,32.66,2.0208205756276905,2.571953459889784,28.093350946719518,False,-0.03,0.7061,1,1,1,100.0,18.69535978480161,18.69535978480161,5.979179424372309,2.0208205756276905,历史1/1次成功; 当前距低点2.02%; 最新日涨幅-0.03%; 状态bottom_area; 底部未确认
51,76.46105421239729,74.81748652026344,301596,瑞迪智驱,bottom_area,2024-08-28,61.29,2024-08-28,59.58,2.8700906344410893,5.001678415575704,29.905882352941177,False,1.8106,10.7384,1,1,1,100.0,12.04996326230713,12.04996326230713,5.129909365558911,2.8700906344410893,历史1/1次成功; 当前距低点2.87%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
52,76.17570221877618,75.76341920374705,000628,高新发展,bottom_area,2024-08-28,35.43,2024-08-28,34.16,3.717798594847785,4.7716627634660504,27.31914893617022,False,-0.7563,7.4965,1,1,1,100.0,99.77973568281939,99.77973568281939,4.2822014051522155,3.717798594847785,历史1/1次成功; 当前距低点3.72%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
53,75.71914720573778,72.10170456735334,301391,卡莱特,bottom_area,2024-08-28,28.59,2024-08-28,28.18,1.4549325762952452,7.3811213626685666,29.72568578553616,False,-14.0925,9.5314,1,1,1,100.0,12.790058286594078,12.790058286594078,6.545067423704755,1.4549325762952452,历史1/1次成功; 当前距低点1.45%; 最新日涨幅-14.09%; 状态bottom_area; 底部未确认
54,75.40332065107808,75.80096505793941,600210,紫江企业,confirmed_rebound,2024-08-28,4.88,2024-07-25,4.68,4.273504273504278,9.61538461538462,27.329192546583858,True,0.2053,0.8604,2,2,2,100.0,18.895455922199744,19.867549668874158,3.7264957264957226,4.273504273504278,历史2/2次成功; 当前距低点4.27%; 最新日涨幅0.21%; 状态confirmed_rebound; 底部已确认
55,75.33183982054372,74.01310115717521,002140,东华科技,bottom_area,2024-08-28,6.69,2024-08-23,6.49,3.081664098613254,4.314329738058541,27.888888888888886,False,0.6015,0.4089,1,1,1,100.0,10.318791946308728,10.318791946308728,4.918335901386746,3.081664098613254,历史1/1次成功; 当前距低点3.08%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
56,75.019452465764,75.36158481399934,300718,长盛轴承,bottom_area,2024-08-28,13.04,2024-08-26,12.51,4.23661071143085,7.513988808952835,31.936887921653966,True,-0.3058,9.2607,2,2,2,100.0,28.3390173981811,44.03914590747332,3.76338928856915,4.23661071143085,历史2/2次成功; 当前距低点4.24%; 最新日涨幅-0.31%; 状态bottom_area; 底部已确认
57,74.36241261678192,72.02944185345956,300478,杭州高新,bottom_area,2024-08-28,6.99,2024-08-28,6.83,2.3426061493411443,4.099560761347002,28.10526315789474,False,-0.2853,3.6456,1,1,1,100.0,13.067655236329937,13.067655236329937,5.657393850658856,2.3426061493411443,历史1/1次成功; 当前距低点2.34%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
58,74.32304567023667,71.61707521451754,605358,立昂微,bottom_area,2024-08-28,18.23,2024-08-28,17.86,2.0716685330347198,2.8555431131019127,27.83838383838384,False,0.4961,0.6037,2,3,2,66.66666666666666,23.94523012457015,34.72706155632985,5.928331466965281,2.0716685330347198,历史2/3次成功; 当前距低点2.07%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
59,73.9483751716486,68.97776379582719,000726,鲁泰A,bottom_area,2024-08-28,5.24,2024-08-26,5.22,0.3831417624521162,2.2988505747126458,30.860927152317885,False,-0.7576,0.7424,1,1,1,100.0,12.480252764612954,12.480252764612954,7.616858237547884,0.3831417624521162,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
60,73.62303076650655,68.48924313559141,000801,四川九洲,bottom_area,2024-08-28,8.25,2024-08-28,8.23,0.24301336573511026,3.645200486026718,31.35946622185154,False,-2.2512,1.9717,1,1,1,100.0,8.13609467455621,8.13609467455621,7.75698663426489,0.24301336573511026,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
61,73.15881267158119,72.83794068617951,605296,神农集团,bottom_area,2024-08-28,27.24,2024-08-28,26.25,3.771428571428565,4.685714285714288,28.82321041214751,False,2.1755,3.9145,1,1,1,100.0,12.455902306648564,12.455902306648564,4.228571428571435,3.771428571428565,历史1/1次成功; 当前距低点3.77%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
62,71.63802540364811,70.34925486962791,600997,开滦股份,bottom_area,2024-08-28,6.07,2024-07-30,5.89,3.056027164685919,6.451612903225805,30.70588235294118,False,-0.3284,0.3027,1,1,1,100.0,12.77955271565495,12.77955271565495,4.9439728353140815,3.056027164685919,历史1/1次成功; 当前距低点3.06%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
63,69.30845034117506,65.71160461488654,603282,亚光股份,bottom_area,2024-08-28,12.35,2024-08-26,12.2,1.2295081967213144,3.1147540983606623,27.164179104477615,False,0.081,1.9116,1,2,1,50.0,34.64991023339317,34.64991023339317,6.770491803278686,1.2295081967213144,历史1/2次成功; 当前距低点1.23%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
64,55.41565706921093,55.62684536571716,301591,肯特股份,bottom_area,2024-08-28,29.29,2024-08-28,28.11,4.197794379224475,5.549626467449315,27.644787644787648,False,1.2094,4.7724,1,2,1,50.0,16.816218012628774,16.816218012628774,3.802205620775525,4.197794379224475,历史1/2次成功; 当前距低点4.20%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
65,54.826997907067096,51.45390835908279,000625,长安汽车,bottom_area,2024-08-28,11.52,2024-08-28,11.44,0.6993006993007,2.1853146853146854,29.076255424674518,False,-1.3699,1.224,1,2,1,50.0,13.808139534883724,13.808139534883724,7.3006993006993,0.6993006993007,历史1/2次成功; 当前距低点0.70%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
