rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.24042331894532,77.66349680170575,601717,中创智领,bottom_area,2021-07-30,9.43,2021-07-28,9.2,2.500000000000005,7.065217391304353,28.626842513576424,False,0.426,1.6004,1,1,1,100.0,22.814498933901906,22.814498933901906,12.499999999999995,2.500000000000005,历史1/1次成功; 当前距低点2.50%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
2,82.15340820331144,75.23223750757559,600009,上海机场,bottom_area,2021-07-30,38.55,2021-07-30,37.51,2.7725939749400137,3.4924020261263724,29.025543992431412,False,-0.439,1.3699,2,2,2,100.0,18.89113855074634,20.250284414106932,12.227406025059986,2.7725939749400137,历史2/2次成功; 当前距低点2.77%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
3,81.9325208738914,75.32770073682222,002600,领益智造,bottom_area,2021-07-30,6.9,2021-07-29,6.7,2.9850746268656745,3.5820895522388088,27.64578833693304,False,0.2907,2.3212,1,1,1,100.0,16.20253164556961,16.20253164556961,12.014925373134325,2.9850746268656745,历史1/1次成功; 当前距低点2.99%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
4,81.92558538325372,73.85912779482193,603232,格尔软件,bottom_area,2021-07-30,14.76,2021-07-28,14.48,1.933701657458559,4.972375690607727,28.245787908820613,False,-0.2028,1.1124,1,1,1,100.0,17.89229878401853,17.89229878401853,13.06629834254144,1.933701657458559,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
