rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.88711804670805,81.3109752436433,600421,退市华嵘,bottom_area,2025-03-05,6.76,2025-03-05,6.62,2.1148036253776388,4.682779456193348,27.886710239651414,False,-1.6012,3.6795,3,3,3,100.0,26.842621018840468,44.900662251655625,12.88519637462236,2.1148036253776388,历史3/3次成功; 当前距低点2.11%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
2,81.77580097580241,73.73715378528094,002718,友邦吊顶,bottom_area,2025-03-05,13.64,2025-03-05,13.38,1.9431988041853496,3.5127055306427417,27.32210755024443,False,-1.5162,3.3533,1,1,1,100.0,17.352941176470598,17.352941176470598,13.05680119581465,1.9431988041853496,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
3,67.72344530664661,61.34766964044338,300422,博世科,bottom_area,2025-03-05,4.2,2025-02-06,4.11,2.1897810218978067,6.5693430656934195,30.220713073005083,False,-2.3256,2.7805,1,2,1,50.0,45.4320987654321,45.4320987654321,12.810218978102192,2.1897810218978067,历史1/2次成功; 当前距低点2.19%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
