rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.3762566352679,81.98471632083726,605198,安德利,bottom_area,2024-06-11,29.27,2024-06-11,28.62,2.271139063591889,2.6554856743535917,29.123328380386333,False,0.5842,0.4497,1,1,1,100.0,43.241469816272954,43.241469816272954,17.72886093640811,2.271139063591889,历史1/1次成功; 当前距低点2.27%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
2,90.50657627118645,80.42,002491,通鼎互联,bottom_area,2024-06-11,3.54,2024-06-06,3.42,3.5087719298245648,8.479532163742691,29.48453608247422,False,0.2833,0.9765,1,1,1,100.0,52.39520958083833,52.39520958083833,16.49122807017544,3.5087719298245648,历史1/1次成功; 当前距低点3.51%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
3,90.34948202838828,78.30288442460316,600162,香江控股,bottom_area,2024-06-11,1.43,2024-06-11,1.4,2.142857142857145,4.28571428571429,27.083333333333336,False,-2.0548,1.1348,2,2,2,100.0,27.68063822751323,28.90624999999999,17.857142857142854,2.142857142857145,历史2/2次成功; 当前距低点2.14%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
4,89.35841790078776,80.58605067064084,300720,海川智能,bottom_area,2024-06-11,14.0,2024-06-11,13.42,4.321907600596125,5.6631892697466455,31.0025706940874,False,-0.92,2.3801,3,3,3,100.0,57.75229601757511,75.69193742478939,15.678092399403877,4.321907600596125,历史3/3次成功; 当前距低点4.32%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
5,88.34710154061626,79.24352941176471,000420,吉林化纤,bottom_area,2024-06-11,3.36,2024-06-06,3.23,4.024767801857582,5.26315789473684,29.321663019693663,False,1.5106,1.7054,1,1,1,100.0,53.9249146757679,53.9249146757679,15.97523219814242,4.024767801857582,历史1/1次成功; 当前距低点4.02%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
6,87.67681852793947,78.31038963423165,601020,华钰矿业,bottom_area,2024-06-11,14.23,2024-06-11,13.71,3.7928519328956933,5.616338439095547,27.03565726450239,False,1.2091,10.1179,2,2,2,100.0,25.473613124913108,26.324110671936758,16.207148067104306,3.7928519328956933,历史2/2次成功; 当前距低点3.79%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
7,86.53690241393606,77.39741985642235,688329,艾隆科技,bottom_area,2024-06-11,15.04,2024-06-06,14.48,3.867403314917118,6.767955801104975,29.674599320058277,False,0.3336,1.2716,2,2,2,100.0,21.479029109856874,21.72890326374596,16.132596685082884,3.867403314917118,历史2/2次成功; 当前距低点3.87%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
8,85.54368472906408,76.09714285714288,002687,乔治白,bottom_area,2024-06-11,4.35,2024-06-06,4.2,3.5714285714285587,5.714285714285719,28.2051282051282,False,-2.027,1.7713,1,1,1,100.0,64.00000000000001,64.00000000000001,16.42857142857144,3.5714285714285587,历史1/1次成功; 当前距低点3.57%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
9,85.23914417393408,76.587303710782,603017,中衡设计,bottom_area,2024-06-11,9.1,2024-06-06,8.74,4.1189931350114355,8.352402745995429,30.52464228934817,False,0.0,2.6841,1,1,1,100.0,36.87423687423689,36.87423687423689,15.881006864988567,4.1189931350114355,历史1/1次成功; 当前距低点4.12%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,84.97307113773331,73.03320308200331,600376,首开股份,bottom_area,2024-06-11,2.41,2024-06-06,2.37,1.6877637130801704,7.172995780590714,29.25373134328358,False,-3.2129,0.6163,1,1,1,100.0,20.652173913043484,20.652173913043484,18.31223628691983,1.6877637130801704,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
11,82.60860494470681,72.94723544398185,300621,维业股份,bottom_area,2024-06-11,7.49,2024-06-06,7.26,3.168044077134992,6.473829201101937,32.02247191011236,False,-2.6008,1.324,1,1,1,100.0,28.120300751879686,28.120300751879686,16.83195592286501,3.168044077134992,历史1/1次成功; 当前距低点3.17%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
12,82.59917586140274,74.51392228970337,002842,翔鹭钨业,bottom_area,2024-06-11,5.29,2024-06-06,5.07,4.3392504930966425,10.059171597633132,29.87551867219917,True,-2.9358,2.9381,2,2,2,100.0,25.039857064321065,29.70588235294118,15.66074950690336,4.3392504930966425,历史2/2次成功; 当前距低点4.34%; 最新日涨幅-2.94%; 状态bottom_area; 底部已确认
13,82.0952955388015,72.20542169808424,002805,丰元股份,bottom_area,2024-06-11,10.82,2024-06-11,10.51,2.9495718363463417,3.1398667935299724,31.35205747877205,False,0.4643,1.4259,3,5,3,60.0,35.647556370719805,50.09389671361502,17.05042816365366,2.9495718363463417,历史3/5次成功; 当前距低点2.95%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
14,81.23603660103595,73.76789379290022,002615,哈尔斯,bottom_area,2024-06-11,6.46,2024-06-06,6.17,4.700162074554296,6.807131280388978,27.41176470588235,False,2.0537,2.9205,1,1,1,100.0,28.84012539184954,28.84012539184954,15.299837925445706,4.700162074554296,历史1/1次成功; 当前距低点4.70%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
15,79.57928479262674,70.69225806451614,600173,卧龙新能,bottom_area,2024-06-11,3.85,2024-06-06,3.72,3.4946236559139754,5.913978494623649,29.545454545454547,False,-1.5345,0.6683,1,1,1,100.0,20.000000000000004,20.000000000000004,16.505376344086027,3.4946236559139754,历史1/1次成功; 当前距低点3.49%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
16,78.06950566108044,69.38779289327302,605266,健之佳,bottom_area,2024-06-11,37.9,2024-06-06,36.61,3.5236274242010355,7.620868615132475,31.570093457943926,False,1.1746,0.392,3,5,3,60.0,27.535824841136375,33.154615273148806,16.476372575798965,3.5236274242010355,历史3/5次成功; 当前距低点3.52%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
17,77.16049823749286,67.81497205344868,002761,浙江建投,bottom_area,2024-06-11,8.49,2024-06-06,8.25,2.9090909090909114,4.4848484848484755,28.26086956521739,False,0.2361,1.8733,3,6,3,50.0,33.213437237505204,43.73730534867976,17.09090909090909,2.9090909090909114,历史3/6次成功; 当前距低点2.91%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
18,73.92044611831065,66.45908834685403,688159,有方科技,bottom_area,2024-06-11,32.6,2024-06-11,31.3,4.153354632587861,5.75079872204473,31.659388646288207,False,0.1536,2.726,2,4,2,50.0,41.176004887926666,61.150808574652125,15.84664536741214,4.153354632587861,历史2/4次成功; 当前距低点4.15%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
19,73.22407353685892,66.07863704697053,300363,博腾股份,bottom_area,2024-06-11,13.89,2024-06-11,13.31,4.357625845229151,4.357625845229151,28.247978436657682,False,2.3581,1.4304,2,4,2,50.0,41.63453749512357,46.29503738953092,15.642374154770849,4.357625845229151,历史2/4次成功; 当前距低点4.36%; 最新日涨幅2.36%; 状态bottom_area; 底部未确认
20,70.73269363377591,61.49189181090149,688105,诺唯赞,bottom_area,2024-06-11,21.68,2024-06-11,21.19,2.312411514865495,4.719207173194903,27.30703259005145,False,0.1386,1.0006,1,2,1,50.0,25.237580993520524,25.237580993520524,17.687588485134505,2.312411514865495,历史1/2次成功; 当前距低点2.31%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
21,67.57959317645775,60.562506134721716,688357,建龙微纳,bottom_area,2024-06-11,26.41,2024-06-06,25.4,3.976377952755912,5.511811023622056,32.012847965738764,False,0.5712,0.4124,2,5,2,40.0,28.97122509142576,31.65083135391925,16.02362204724409,3.976377952755912,历史2/5次成功; 当前距低点3.98%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
22,66.59734713131981,59.14242021363475,001322,箭牌家居,bottom_area,2024-06-11,8.33,2024-06-06,8.05,3.4782608695652093,6.211180124223602,28.634751773049633,False,0.6039,1.5524,1,2,1,50.0,26.897069872276486,26.897069872276486,16.521739130434792,3.4782608695652093,历史1/2次成功; 当前距低点3.48%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
23,66.03358703524437,57.15534832065694,605177,东亚药业,bottom_area,2024-06-11,21.18,2024-06-11,20.75,2.0722891566265047,2.74698795180723,29.54159592529711,False,-1.3966,1.0335,1,2,1,50.0,21.452513966480446,21.452513966480446,17.927710843373497,2.0722891566265047,历史1/2次成功; 当前距低点2.07%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
24,63.806373234415304,56.72366432789896,000705,浙江震元,bottom_area,2024-06-11,7.32,2024-06-06,7.07,3.536067892503536,4.950495049504945,27.26337448559671,False,0.5495,2.4994,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,16.463932107496465,3.536067892503536,历史1/3次成功; 当前距低点3.54%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
25,62.96924655871872,55.66197488755793,002837,英维克,bottom_area,2024-06-11,23.37,2024-06-11,22.64,3.224381625441698,3.621908127208482,31.97115384615385,False,1.7414,1.1973,1,3,1,33.33333333333333,24.517374517374524,24.517374517374524,16.775618374558306,3.224381625441698,历史1/3次成功; 当前距低点3.22%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
26,62.75706508961324,57.172749975706964,002562,兄弟科技,bottom_area,2024-06-11,3.01,2024-06-06,2.87,4.878048780487793,8.710801393728222,28.428927680798,False,0.6689,1.0424,1,2,1,50.0,33.466135458167344,33.466135458167344,15.121951219512209,4.878048780487793,历史1/2次成功; 当前距低点4.88%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
27,62.3320413972286,54.558365753867136,600322,津投城开,bottom_area,2024-06-11,1.53,2024-06-06,1.49,2.684563758389264,7.382550335570476,28.01932367149758,False,-1.2903,1.226,1,4,1,25.0,35.828877005347586,35.828877005347586,17.315436241610737,2.684563758389264,历史1/4次成功; 当前距低点2.68%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
28,60.821418202274245,53.354443917101705,002225,濮耐股份,bottom_area,2024-06-11,4.03,2024-06-06,3.92,2.8061224489796,7.39795918367347,27.001862197392928,False,-0.4938,2.1433,1,3,1,33.33333333333333,29.457364341085263,29.457364341085263,17.1938775510204,2.8061224489796,历史1/3次成功; 当前距低点2.81%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
