rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.49697253199592,83.72734114526303,002041,登海种业,bottom_area,2025-09-08,9.68,2025-06-23,9.53,1.5739769150052505,7.345225603357829,29.719764011799416,True,0.4149,1.6383,2,2,2,100.0,18.2043468358871,21.395106715252467,13.426023084994748,1.5739769150052505,历史2/2次成功; 当前距低点1.57%; 最新日涨幅0.41%; 状态bottom_area; 底部已确认
12,70.45222205068892,64.24597671805581,688221,前沿生物,bottom_area,2025-09-08,15.3,2025-09-08,14.92,2.546916890080434,8.378016085790897,27.1484375,False,-3.287,8.9566,4,7,4,57.14285714285714,26.797719348751457,34.87394957983194,12.453083109919566,2.546916890080434,历史4/7次成功; 当前距低点2.55%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
13,69.4568826661603,64.44586980560362,605169,洪通燃气,bottom_area,2025-09-08,14.88,2025-09-05,14.38,3.477051460361613,4.033379694019472,31.064237775647165,False,0.7448,1.3966,2,4,2,50.0,22.06208137219406,26.09375,11.522948539638387,3.477051460361613,历史2/4次成功; 当前距低点3.48%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
14,68.09971035933619,64.66968119032016,002148,北纬科技,bottom_area,2025-09-08,10.2,2025-09-05,9.74,4.722792607802865,5.133470225872689,32.31410701876303,False,0.691,5.5197,2,3,2,66.66666666666666,19.09129929808615,19.756097560975626,10.277207392197136,4.722792607802865,历史2/3次成功; 当前距低点4.72%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
15,67.48200414461165,62.312066060059756,002265,建设工业,bottom_area,2025-09-08,30.15,2025-09-05,29.21,3.2180760013693863,9.448818897637787,28.756097560975608,False,-0.7244,6.1292,3,6,3,50.0,29.888598619257817,41.46981627296587,11.781923998630614,3.2180760013693863,历史3/6次成功; 当前距低点3.22%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
16,63.9848821064669,57.31927011956613,601669,中国电建,bottom_area,2025-09-08,5.74,2025-09-04,5.65,1.5929203539822985,2.1238938053097205,27.93367346938775,False,-0.1739,2.1493,1,2,1,50.0,16.457680250783696,16.457680250783696,13.4070796460177,1.5929203539822985,历史1/2次成功; 当前距低点1.59%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
17,62.757188497989986,59.11822033898303,002826,易明医药,bottom_area,2025-09-08,19.69,2025-09-03,18.88,4.290254237288147,7.415254237288147,29.631010063361906,True,-0.856,4.1837,1,2,1,50.0,50.0,50.0,10.709745762711853,4.290254237288147,历史1/2次成功; 当前距低点4.29%; 最新日涨幅-0.86%; 状态bottom_area; 底部已确认
18,62.5353635073941,56.11402477000775,300870,欧陆通,bottom_area,2025-09-08,207.95,2025-09-08,204.51,1.6820693364627635,5.129333528922795,27.45299751684994,False,-3.9847,4.073,1,2,1,50.0,21.28571428571428,21.28571428571428,13.317930663537236,1.6820693364627635,历史1/2次成功; 当前距低点1.68%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
19,61.01190904499238,57.416256330153324,300902,国安达,bottom_area,2025-09-08,23.13,2025-09-04,22.19,4.2361424064893995,4.551599819738612,32.798304058146584,False,0.5215,3.7501,1,2,1,50.0,26.906779661016937,26.906779661016937,10.7638575935106,4.2361424064893995,历史1/2次成功; 当前距低点4.24%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
20,60.608696030486925,57.7844655077171,002298,中电鑫龙,bottom_area,2025-09-08,9.78,2025-09-05,9.32,4.935622317596557,6.330472103004291,27.187500000000004,False,0.0,7.9801,3,7,3,42.857142857142854,19.60352591617565,23.734729493891784,10.064377682403443,4.935622317596557,历史3/7次成功; 当前距低点4.94%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
21,57.972462931007385,55.099090631933734,002272,川润股份,bottom_area,2025-09-08,15.82,2025-09-04,15.1,4.768211920529806,7.218543046357627,29.34019653720169,False,-0.7528,9.378,2,5,2,40.0,31.7774936061381,48.337595907928375,10.231788079470194,4.768211920529806,历史2/5次成功; 当前距低点4.77%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
