rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.10631969298491,75.54780156485477,603078,江化微,bottom_area,2022-05-16,24.01,2022-05-13,23.6,1.7372881355932206,5.211864406779648,27.828746177370036,False,-0.8671,4.3171,1,1,1,100.0,24.563540397888758,24.563540397888758,13.262711864406779,1.7372881355932206,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
2,73.13791656390008,69.24002187023662,000910,大亚圣象,bottom_area,2022-05-16,8.26,2022-04-28,7.9,4.556962025316448,10.126582278481,28.70036101083032,True,-0.1209,1.0513,1,1,1,100.0,16.020942408376957,16.020942408376957,10.443037974683552,4.556962025316448,历史1/1次成功; 当前距低点4.56%; 最新日涨幅-0.12%; 状态bottom_area; 底部已确认
3,63.19519521623704,58.581245917972005,002690,美亚光电,bottom_area,2022-05-16,18.41,2022-05-16,17.8,3.426966292134828,5.05617977528089,28.856914468425256,False,2.9067,1.2587,1,2,1,50.0,23.25123152709359,23.25123152709359,11.573033707865171,3.426966292134828,历史1/2次成功; 当前距低点3.43%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
4,58.81529178180343,54.25969928233126,002366,融发核电,bottom_area,2022-05-16,2.93,2022-05-16,2.84,3.169014084507053,5.633802816901413,30.04926108374384,False,2.4476,7.4735,1,3,1,33.33333333333333,16.299559471365644,16.299559471365644,11.830985915492946,3.169014084507053,历史1/3次成功; 当前距低点3.17%; 最新日涨幅2.45%; 状态bottom_area; 底部未确认
5,56.44583333333333,49.083333333333336,000889,中嘉博创,bottom_area,2022-05-16,1.98,2022-05-16,1.98,0.0,2.020202020202022,31.010452961672474,False,-4.8077,8.3673,1,3,1,33.33333333333333,34.408602150537625,34.408602150537625,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
