rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.58031177467987,80.65174087127012,300480,光力科技,bottom_area,2023-12-22,20.67,2023-12-22,20.53,0.6819288845591844,3.555772040915735,28.64094542926659,False,-2.1307,1.6477,4,4,4,100.0,28.906122193898153,39.69465648854962,19.318071115440816,0.6819288845591844,历史4/4次成功; 当前距低点0.68%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
2,94.57198144104116,80.80090152913732,601628,中国人寿,bottom_area,2023-12-22,27.53,2023-12-21,27.16,1.3622974963181185,1.9882179675994076,29.16014606155452,False,0.6213,0.0526,1,1,1,100.0,25.736235595390532,25.736235595390532,18.637702503681883,1.3622974963181185,历史1/1次成功; 当前距低点1.36%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
3,93.87918891233214,80.84516268406665,688182,灿勤科技,bottom_area,2023-12-22,17.02,2023-12-21,16.72,1.7942583732057462,5.263157894736858,28.055077452667813,False,-1.2188,2.3951,2,2,2,100.0,37.0756547041707,49.999999999999986,18.205741626794257,1.7942583732057462,历史2/2次成功; 当前距低点1.79%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
4,92.21014966406666,79.6965217391304,603013,亚普股份,bottom_area,2023-12-22,16.89,2023-12-21,16.56,1.992753623188417,4.166666666666675,27.208791208791215,False,-1.3435,0.6332,1,1,1,100.0,53.30739299610896,53.30739299610896,18.007246376811583,1.992753623188417,历史1/1次成功; 当前距低点1.99%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
5,87.55352908573707,74.41689075630251,603153,上海建科,bottom_area,2023-12-22,20.62,2023-12-22,20.4,1.0784313725490315,6.862745098039226,31.95463642428286,False,-4.977,31.3106,1,1,1,100.0,20.622119815668214,20.622119815668214,18.92156862745097,1.0784313725490315,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-4.98%; 状态bottom_area; 底部未确认
6,86.34214512786455,72.94677804088442,301499,维科精密,bottom_area,2023-12-22,29.57,2023-12-22,29.35,0.7495741056218019,3.8500851788756356,29.61630695443645,False,-2.6021,8.052,2,2,2,100.0,21.64412366506522,21.950454687989964,19.250425894378196,0.7495741056218019,历史2/2次成功; 当前距低点0.75%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
7,85.28715295516594,71.6766441266267,002142,宁波银行,bottom_area,2023-12-22,19.58,2023-12-22,19.49,0.46177526936890645,2.5654181631605955,32.97799174690509,False,-1.5586,0.738,1,1,1,100.0,27.95425667090217,27.95425667090217,19.538224730631097,0.46177526936890645,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
8,84.35884758905135,70.87655230596175,002451,摩恩电气,bottom_area,2023-12-22,6.75,2023-12-22,6.72,0.4464285714285751,3.2738095238095335,28.888888888888886,False,-2.4566,3.9953,1,1,1,100.0,23.464566929133863,23.464566929133863,19.553571428571427,0.4464285714285751,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
9,83.78478540839794,75.36998398371057,002129,TCL中环,bottom_area,2023-12-22,14.94,2023-12-21,14.34,4.18410041841004,5.997210599721056,27.502527805864514,False,0.9459,2.7931,1,1,1,100.0,31.12759643916912,31.12759643916912,15.815899581589962,4.18410041841004,历史1/1次成功; 当前距低点4.18%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
10,82.9707415286153,73.8746898647375,600199,金种子酒,bottom_area,2023-12-22,18.03,2023-12-21,17.4,3.620689655172429,5.000000000000006,27.1356783919598,False,-0.8796,1.6168,2,2,2,100.0,21.988506873820672,23.70304114490161,16.379310344827573,3.620689655172429,历史2/2次成功; 当前距低点3.62%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
11,81.23878260869564,67.69898550724638,002862,实丰文化,bottom_area,2023-12-22,19.51,2023-12-22,19.51,0.0,9.943618657098911,29.920977011494248,False,-10.0092,31.2236,1,1,1,100.0,23.381642512077295,23.381642512077295,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
12,80.98417025472867,68.23139720558883,002137,实益达,bottom_area,2023-12-22,6.72,2023-12-22,6.68,0.5988023952095813,4.041916167664677,31.1340206185567,False,-2.6087,5.2194,2,3,2,66.66666666666666,55.55040286140998,89.3034825870647,19.401197604790422,0.5988023952095813,历史2/3次成功; 当前距低点0.60%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
13,78.52014984513286,67.76048743163669,600152,维科技术,bottom_area,2023-12-22,6.94,2023-12-21,6.81,1.9089574155653568,3.377386196769463,27.78366914103924,False,-0.8571,1.361,2,3,2,66.66666666666666,23.6894821099949,24.87644151565074,18.091042584434643,1.9089574155653568,历史2/3次成功; 当前距低点1.91%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
