rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.98202907528031,83.46661404995301,603319,美湖股份,bottom_area,2024-12-30,20.43,2024-12-30,20.1,1.6417910447761106,6.41791044776119,28.36778332145402,False,-3.8588,4.8324,4,4,4,100.0,26.182245333561973,43.981481481481474,8.358208955223889,1.6417910447761106,历史4/4次成功; 当前距低点1.64%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
12,82.98075481302833,77.29485621719508,300536,农尚环境,confirmed_rebound,2024-12-30,5.56,2024-12-30,5.49,1.2750455373406082,12.386156648451726,31.116687578419068,False,-9.8865,4.0986,5,6,5,83.33333333333334,34.8313263924641,60.27027027027027,8.724954462659392,1.2750455373406082,历史5/6次成功; 当前距低点1.28%; 最新日涨幅-9.89%; 状态confirmed_rebound; 底部未确认
13,82.43309336370719,78.03836240508501,300607,拓斯达,bottom_area,2024-12-30,26.92,2024-12-30,26.36,2.124430955993939,3.945371775417296,27.542605827377685,False,-0.9566,7.5351,4,5,4,80.0,36.0326074448989,59.90836197021764,7.8755690440060615,2.124430955993939,历史4/5次成功; 当前距低点2.12%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
14,81.90348322140524,78.59167830109959,600148,长春一东,bottom_area,2024-12-30,18.51,2024-12-25,18.0,2.833333333333342,8.000000000000007,30.71593533487298,True,-2.6302,1.7046,2,2,2,100.0,28.503646780105495,40.489130434782616,7.166666666666659,2.833333333333342,历史2/2次成功; 当前距低点2.83%; 最新日涨幅-2.63%; 状态bottom_area; 底部已确认
15,81.21470878973706,76.55836073038881,002285,世联行,bottom_area,2024-12-30,2.68,2024-12-30,2.63,1.9011406844106566,4.562737642585556,27.548209366391184,False,-2.8986,2.2376,2,2,2,100.0,15.338502638952242,18.932038834951463,8.098859315589344,1.9011406844106566,历史2/2次成功; 当前距低点1.90%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
16,81.20198363785133,76.92102470179117,002583,海能达,bottom_area,2024-12-30,14.68,2024-12-25,14.37,2.157272094641618,6.750173973556024,28.078078078078082,False,0.0682,7.4277,1,1,1,100.0,14.621532675129286,14.621532675129286,7.842727905358382,2.157272094641618,历史1/1次成功; 当前距低点2.16%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
17,80.76113052425406,74.35574408732519,300551,古鳌科技,bottom_area,2024-12-30,10.61,2024-12-30,10.54,0.6641366223908947,4.648956356736245,27.310344827586214,False,-4.1554,5.7903,3,3,3,100.0,21.720298851486206,28.36676217765042,9.335863377609106,0.6641366223908947,历史3/3次成功; 当前距低点0.66%; 最新日涨幅-4.16%; 状态bottom_area; 底部未确认
18,80.48468279947612,74.9414899479539,002321,华英农业,bottom_area,2024-12-30,2.42,2024-12-30,2.39,1.2552301255230043,7.531380753138063,32.485875706214685,False,-5.8366,2.4732,1,1,1,100.0,25.609756097560986,25.609756097560986,8.744769874476995,1.2552301255230043,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-5.84%; 状态bottom_area; 底部未确认
19,80.40918936279233,75.3309675862137,000681,视觉中国,bottom_area,2024-12-30,21.91,2024-12-30,21.57,1.5762633286972643,6.073249884098279,32.212445003142676,False,-2.0563,14.685,4,5,4,80.0,14.757247180878878,20.93690248565965,8.423736671302736,1.5762633286972643,历史4/5次成功; 当前距低点1.58%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
20,79.72916046949325,74.14023055564986,688196,卓越新能,bottom_area,2024-12-30,33.27,2024-12-30,32.88,1.1861313868613155,3.588807785888077,31.29962390305056,False,-2.2046,1.0007,3,4,3,75.0,14.406506009105732,19.41979522184301,8.813868613138686,1.1861313868613155,历史3/4次成功; 当前距低点1.19%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
21,79.29659329140462,73.19685534591196,600400,红豆股份,bottom_area,2024-12-30,2.52,2024-12-30,2.5,0.8000000000000007,4.399999999999995,27.11370262390671,False,-3.4483,1.7826,3,3,3,100.0,17.15513626834381,25.943396226415082,9.2,0.8000000000000007,历史3/3次成功; 当前距低点0.80%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
22,79.22634321796933,74.32748617464074,002370,亚太药业,bottom_area,2024-12-30,3.08,2024-12-25,3.03,1.650165016501659,8.25082508250825,28.70588235294118,False,-3.1447,4.2341,5,6,5,83.33333333333334,13.260909026511698,15.633423180592995,8.349834983498342,1.650165016501659,历史5/6次成功; 当前距低点1.65%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
23,78.97045835305522,76.98217696133854,688280,精进电动,bottom_area,2024-12-30,4.53,2024-12-30,4.37,3.6613272311212848,5.949656750572077,27.166666666666668,False,-1.7354,1.205,3,3,3,100.0,22.526898109113223,32.37518910741301,6.338672768878715,3.6613272311212848,历史3/3次成功; 当前距低点3.66%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
24,78.84969108952703,77.04397297297298,600106,重庆路桥,bottom_area,2024-12-30,5.76,2024-12-25,5.55,3.7837837837837833,7.567567567567567,30.88418430884184,True,-2.3729,1.4368,1,1,1,100.0,48.50000000000001,48.50000000000001,6.216216216216218,3.7837837837837833,历史1/1次成功; 当前距低点3.78%; 最新日涨幅-2.37%; 状态bottom_area; 底部已确认
25,78.70787147335427,73.1393103448276,002827,高争民爆,bottom_area,2024-12-30,26.4,2024-12-30,26.1,1.1494252873563109,6.206896551724128,27.740863787375407,False,-3.1903,4.4675,1,1,1,100.0,14.623655913978487,14.623655913978487,8.85057471264369,1.1494252873563109,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
26,78.6730824583174,72.74505957470558,000688,国城矿业,bottom_area,2024-12-30,12.48,2024-12-30,12.37,0.8892481810832757,4.6887631366208575,28.24825986078886,False,-2.8037,0.7384,2,2,2,100.0,22.271749610620777,30.935251798561143,9.110751818916725,0.8892481810832757,历史2/2次成功; 当前距低点0.89%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
27,78.08312790465483,72.47782823871131,002374,中锐股份,bottom_area,2024-12-30,2.78,2024-12-30,2.75,1.090909090909084,5.4545454545454515,32.59803921568628,False,-4.1379,2.1186,3,4,3,75.0,14.51667186012914,20.94240837696336,8.909090909090917,1.090909090909084,历史3/4次成功; 当前距低点1.09%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
28,77.58905744243512,77.12226478714452,002167,东方锆业,bottom_area,2024-12-30,7.6,2024-12-25,7.26,4.683195592286499,6.198347107438019,30.259365994236315,False,-0.1314,2.6027,4,4,4,100.0,19.139520094396374,41.1650485436893,5.3168044077135015,4.683195592286499,历史4/4次成功; 当前距低点4.68%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
29,77.53426697061762,74.29937651024112,605337,李子园,bottom_area,2024-12-30,11.53,2024-12-25,11.22,2.762923351158634,9.18003565062388,32.69346130773845,True,-2.6182,2.4351,3,4,3,75.0,25.39699866066034,37.98882681564246,7.237076648841367,2.762923351158634,历史3/4次成功; 当前距低点2.76%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
30,77.29075865742101,70.73374837895477,002693,双成药业,bottom_area,2024-12-30,17.26,2024-12-30,17.2,0.3488372093023388,4.534883720930239,31.908155186064928,False,-4.1111,3.5308,6,8,6,75.0,35.882243097656534,102.85714285714285,9.651162790697661,0.3488372093023388,历史6/8次成功; 当前距低点0.35%; 最新日涨幅-4.11%; 状态bottom_area; 底部未确认
31,76.51380734350204,74.16675803848666,002481,双塔食品,bottom_area,2024-12-30,5.53,2024-12-25,5.35,3.3644859813084222,7.4766355140186995,28.18791946308725,True,-2.9825,2.6742,3,4,3,75.0,32.057989655214385,54.6583850931677,6.635514018691578,3.3644859813084222,历史3/4次成功; 当前距低点3.36%; 最新日涨幅-2.98%; 状态bottom_area; 底部已确认
32,75.65250079144153,69.57907321426421,002383,合众思壮,bottom_area,2024-12-30,8.26,2024-12-25,8.21,0.6090133982947494,6.577344701583423,31.06633081444164,False,-2.3641,3.4596,1,1,1,100.0,18.48184818481848,18.48184818481848,9.39098660170525,0.6090133982947494,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
33,74.4678082648529,71.5547855734738,603216,梦天家居,bottom_area,2024-12-30,10.98,2024-12-25,10.67,2.905342080599817,5.716963448922206,28.244788164088767,False,-1.8767,5.1409,1,1,1,100.0,17.41379310344827,17.41379310344827,7.094657919400184,2.905342080599817,历史1/1次成功; 当前距低点2.91%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
34,74.14588613633939,68.52256679601432,300651,金陵体育,bottom_area,2024-12-30,12.88,2024-12-25,12.77,0.8613938919342303,6.656225528582612,32.398094229751194,False,-3.3033,5.3057,4,5,4,80.0,19.443789621636355,25.720461095100855,9.13860610806577,0.8613938919342303,历史4/5次成功; 当前距低点0.86%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
35,73.30918439962373,69.73164769194979,000692,惠天热电,bottom_area,2024-12-30,3.45,2024-12-25,3.37,2.373887240356085,8.011869436201781,30.515463917525764,True,-3.0899,2.4338,2,3,2,66.66666666666666,41.00776308223117,59.042553191489375,7.626112759643916,2.373887240356085,历史2/3次成功; 当前距低点2.37%; 最新日涨幅-3.09%; 状态bottom_area; 底部已确认
36,73.12303813021632,68.15698208119854,688165,埃夫特,bottom_area,2024-12-30,26.31,2024-12-30,25.97,1.3092029264535998,5.159799768964189,29.140518417462484,False,-0.1518,4.55,2,4,2,50.0,37.91378899738032,53.84615384615383,8.6907970735464,1.3092029264535998,历史2/4次成功; 当前距低点1.31%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
37,72.58673300623916,70.51159542202676,300340,科恒股份,bottom_area,2024-12-30,9.82,2024-12-25,9.49,3.477344573234985,6.95468914646997,29.703703703703706,False,-1.8,2.8372,3,4,3,75.0,22.983554026895213,42.54473161033797,6.522655426765016,3.477344573234985,历史3/4次成功; 当前距低点3.48%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
38,70.9801697784182,66.1580840730908,000710,贝瑞基因,bottom_area,2024-12-30,8.52,2024-12-30,8.41,1.3079667063020146,6.183115338882278,28.789161727349704,False,-5.9603,5.0577,3,5,3,60.0,15.70025894333007,17.3469387755102,8.692033293697985,1.3079667063020146,历史3/5次成功; 当前距低点1.31%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
39,70.61687088459729,69.38619089377194,600250,南京商旅,bottom_area,2024-12-30,9.19,2024-12-25,8.83,4.077010192525475,9.060022650056633,31.069476971116316,True,-2.9567,2.8287,3,4,3,75.0,15.09018350930115,19.004524886877824,5.922989807474526,4.077010192525475,历史3/4次成功; 当前距低点4.08%; 最新日涨幅-2.96%; 状态bottom_area; 底部已确认
40,70.07599015855976,69.95018048143487,603123,翠微股份,bottom_area,2024-12-30,8.34,2024-12-25,7.95,4.905660377358487,7.924528301886791,29.770318021201415,True,-0.7143,1.7518,4,5,4,80.0,17.446699687162493,29.08496732026144,5.094339622641514,4.905660377358487,历史4/5次成功; 当前距低点4.91%; 最新日涨幅-0.71%; 状态bottom_area; 底部已确认
41,69.7714662502321,65.3932085128885,002369,卓翼科技,bottom_area,2024-12-30,6.99,2024-12-30,6.88,1.5988372093023302,9.883720930232553,31.2,False,-6.0484,21.0059,3,5,3,60.0,15.15353414031079,17.345132743362825,8.40116279069767,1.5988372093023302,历史3/5次成功; 当前距低点1.60%; 最新日涨幅-6.05%; 状态bottom_area; 底部未确认
42,69.29994909091793,66.14995140496713,600382,广东明珠,bottom_area,2024-12-30,4.41,2024-12-25,4.3,2.5581395348837286,7.906976744186044,31.200000000000006,True,-2.8634,0.8767,2,3,2,66.66666666666666,13.794854181910498,17.365269461077848,7.441860465116272,2.5581395348837286,历史2/3次成功; 当前距低点2.56%; 最新日涨幅-2.86%; 状态bottom_area; 底部已确认
43,68.42350449038538,67.75268581891102,603058,永吉股份,bottom_area,2024-12-30,9.09,2024-12-25,8.7,4.482758620689662,6.781609195402298,28.21782178217822,False,-0.6557,1.5558,1,1,1,100.0,16.308470290771165,16.308470290771165,5.517241379310338,4.482758620689662,历史1/1次成功; 当前距低点4.48%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
44,66.81410328633164,63.96115948209435,002238,天威视讯,bottom_area,2024-12-30,8.34,2024-12-25,8.12,2.709359605911338,6.527093596059127,27.10951526032317,False,-0.3584,1.4517,2,3,2,66.66666666666666,13.074369445728676,15.169902912621358,7.290640394088663,2.709359605911338,历史2/3次成功; 当前距低点2.71%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
45,63.303094720738045,61.105238322574294,300546,雄帝科技,bottom_area,2024-12-30,17.71,2024-12-30,17.17,3.145020384391375,3.9603960396039586,27.276577721304523,False,-0.1128,4.4889,3,6,3,50.0,22.50475698379909,33.791666666666664,6.854979615608626,3.145020384391375,历史3/6次成功; 当前距低点3.15%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
46,62.42115751885713,59.72589975451159,688001,华兴源创,bottom_area,2024-12-30,28.32,2024-12-30,27.58,2.683103698332132,4.278462654097185,28.678562192914413,False,-1.2208,0.5661,2,5,2,40.0,31.093420358649794,35.3639240506329,7.316896301667869,2.683103698332132,历史2/5次成功; 当前距低点2.68%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
47,61.85104696012186,60.41930976197091,300749,顶固集创,bottom_area,2024-12-30,6.33,2024-12-25,6.1,3.770491803278696,8.032786885245907,31.690929451287797,True,-2.3148,2.9781,2,4,2,50.0,17.290489642184564,20.833333333333336,6.229508196721305,3.770491803278696,历史2/4次成功; 当前距低点3.77%; 最新日涨幅-2.31%; 状态bottom_area; 底部已确认
48,61.65674257425744,56.05158415841585,002162,悦心健康,bottom_area,2024-12-30,3.51,2024-12-24,3.51,0.0,7.122507122507122,30.21868787276343,True,-3.3058,2.5013,1,2,1,50.0,43.23432343234324,43.23432343234324,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.31%; 状态bottom_area; 底部已确认
49,53.83657252554174,53.79421487603305,002337,赛象科技,confirmed_rebound,2024-12-30,5.08,2024-12-25,4.84,4.958677685950417,11.36363636363636,27.327327327327332,True,-3.2381,2.6682,1,2,1,50.0,60.465116279069754,60.465116279069754,5.041322314049584,4.958677685950417,历史1/2次成功; 当前距低点4.96%; 最新日涨幅-3.24%; 状态confirmed_rebound; 底部已确认
50,52.67763757639655,51.253123819800386,600358,国旅联合,bottom_area,2024-12-30,3.49,2024-12-30,3.37,3.5608308605341277,6.52818991097922,28.902953586497894,False,-3.3241,3.4524,1,2,1,50.0,18.181818181818198,18.181818181818198,6.439169139465872,3.5608308605341277,历史1/2次成功; 当前距低点3.56%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
