rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.22169453277857,81.07168316547173,601086,国芳集团,bottom_area,2023-06-26,4.32,2023-06-26,4.27,1.1709601873536468,2.1077283372365514,28.83333333333334,False,0.0,1.5085,1,1,1,100.0,24.846625766871185,24.846625766871185,18.829039812646354,1.1709601873536468,历史1/1次成功; 当前距低点1.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,91.37789100185526,79.10806818181817,688176,亚虹医药,bottom_area,2023-06-26,11.27,2023-06-21,11.04,2.0833333333333375,4.981884057971022,31.767614338689743,False,0.3562,1.9555,1,1,1,100.0,25.473484848484844,25.473484848484844,17.916666666666664,2.0833333333333375,历史1/1次成功; 当前距低点2.08%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
3,89.59834993384284,78.51522071025553,000723,美锦能源,bottom_area,2023-06-26,6.73,2023-06-14,6.55,2.7480916030534446,5.1908396946564865,30.907172995780595,False,0.4478,0.8832,1,1,1,100.0,30.434782608695667,30.434782608695667,17.251908396946558,2.7480916030534446,历史1/1次成功; 当前距低点2.75%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
4,89.08002518952715,76.15378446940996,600256,广汇能源,bottom_area,2023-06-26,7.27,2023-06-01,7.17,1.3947001394700091,5.718270571827059,29.49852507374631,False,-0.1374,1.0986,1,1,1,100.0,23.62204724409449,23.62204724409449,18.605299860529993,1.3947001394700091,历史1/1次成功; 当前距低点1.39%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
5,87.48935458889038,73.46869600284649,688302,海创药业,bottom_area,2023-06-26,52.83,2023-06-26,52.61,0.4181714502946186,3.915605398213272,29.70336718332443,False,-1.5835,1.1651,1,1,1,100.0,37.054445750097926,37.054445750097926,19.58182854970538,0.4181714502946186,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
6,87.07309802415045,74.72884961264454,688236,春立医疗,bottom_area,2023-06-26,25.91,2023-06-26,25.5,1.6078431372549025,12.823529411764703,27.142857142857142,False,-9.0877,3.8105,1,1,1,100.0,28.788881535407025,28.788881535407025,18.3921568627451,1.6078431372549025,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-9.09%; 状态bottom_area; 底部未确认
7,84.66315789473686,70.55263157894738,600935,华塑股份,bottom_area,2023-06-26,3.66,2023-06-26,3.66,0.0,1.36612021857923,28.375733855185914,False,-1.3477,0.2514,1,1,1,100.0,28.50877192982458,28.50877192982458,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
8,82.64261163741448,69.81374948392538,002041,登海种业,bottom_area,2023-06-26,14.9,2023-06-26,14.79,0.7437457741717459,2.096010818120355,30.235849056603776,False,-1.6502,0.5671,1,1,1,100.0,21.395106715252467,21.395106715252467,19.256254225828258,0.7437457741717459,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
9,81.82853082133842,72.94602254044128,603185,弘元绿能,bottom_area,2023-06-26,71.71,2023-06-15,69.16,3.687102371312893,8.0104106419896,28.264702831656468,True,-0.5823,0.7915,3,4,3,75.0,29.449548102336955,43.51028702057404,16.312897628687107,3.687102371312893,历史3/4次成功; 当前距低点3.69%; 最新日涨幅-0.58%; 状态bottom_area; 底部已确认
10,80.21047265356513,72.88044958900822,688075,安旭生物,bottom_area,2023-06-26,67.71,2023-05-10,64.65,4.733178654292324,9.574632637277643,30.37906525953047,True,-0.7912,2.9461,4,5,4,80.0,31.086542584917854,40.134529147982065,15.266821345707676,4.733178654292324,历史4/5次成功; 当前距低点4.73%; 最新日涨幅-0.79%; 状态bottom_area; 底部已确认
11,77.77786120224266,67.29644694670436,600009,上海机场,bottom_area,2023-06-26,45.74,2023-06-06,44.82,2.052655064703261,8.366800535475234,29.83719474013776,True,-3.2776,0.5694,2,3,2,66.66666666666666,23.97760122344691,27.704918032786885,17.947344935296737,2.052655064703261,历史2/3次成功; 当前距低点2.05%; 最新日涨幅-3.28%; 状态bottom_area; 底部已确认
