rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.58245222709787,87.11009259508207,002761,浙江建投,bottom_area,2025-01-09,8.2,2025-01-08,8.01,2.372034956304613,3.7453183520599342,28.482142857142854,False,0.0,1.0913,7,7,7,100.0,22.034044599228856,43.73730534867976,7.627965043695388,2.372034956304613,历史7/7次成功; 当前距低点2.37%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,89.46154803149453,85.46952721360243,688225,亚信安全,bottom_area,2025-01-09,16.55,2025-01-06,16.13,2.6038437693738485,7.5635461872287815,31.068376068376068,False,0.6079,0.784,4,4,4,100.0,16.05532799878933,21.557788944723633,7.396156230626152,2.6038437693738485,历史4/4次成功; 当前距低点2.60%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
3,89.44538133824737,86.85535032595666,603185,弘元绿能,bottom_area,2025-01-09,15.56,2025-01-08,15.04,3.4574468085106473,7.047872340425547,30.20881670533643,True,0.2577,1.4959,6,6,6,100.0,24.77596263097275,43.51028702057404,6.542553191489353,3.4574468085106473,历史6/6次成功; 当前距低点3.46%; 最新日涨幅0.26%; 状态bottom_area; 底部已确认
4,89.07118019994354,85.99038658163423,002246,北化股份,bottom_area,2025-01-09,9.49,2025-01-06,9.2,3.1521739130434887,4.347826086956526,27.38752959747435,False,0.4233,1.1925,4,4,4,100.0,25.577113458996685,31.992687385740403,6.847826086956513,3.1521739130434887,历史4/4次成功; 当前距低点3.15%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
5,88.40509382553644,85.32921173682553,688135,利扬芯片,bottom_area,2025-01-09,16.09,2025-01-08,15.6,3.1410256410256423,5.705128205128197,27.97783933518006,False,0.1868,1.8126,4,4,4,100.0,21.885753754645094,40.41850220264317,6.858974358974359,3.1410256410256423,历史4/4次成功; 当前距低点3.14%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
6,84.9561362869243,81.18848323672023,601865,福莱特,bottom_area,2025-01-09,19.2,2025-01-06,18.71,2.618920363442001,5.451630144307854,30.2386278896346,False,0.0521,0.6566,2,2,2,100.0,26.557105727784926,39.24894003634159,7.381079636558,2.618920363442001,历史2/2次成功; 当前距低点2.62%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
7,84.92366377329915,82.07828328604943,000718,苏宁环球,bottom_area,2025-01-09,2.25,2025-01-08,2.18,3.2110091743119193,4.1284403669724705,28.75816993464052,False,0.0,1.1322,3,3,3,100.0,21.932173136992418,36.111111111111114,6.788990825688082,3.2110091743119193,历史3/3次成功; 当前距低点3.21%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,82.19519504366689,82.16897438969333,002819,东方中科,bottom_area,2025-01-09,25.07,2025-01-06,23.88,4.983249581239536,6.1976549413735365,28.072289156626518,False,0.1998,1.3739,4,4,4,100.0,27.47733029526597,51.677148846960186,5.016750418760465,4.983249581239536,历史4/4次成功; 当前距低点4.98%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
9,81.90132604297506,77.82113352991531,605266,健之佳,bottom_area,2025-01-09,21.19,2025-01-08,20.71,2.3177209077740244,3.5248672139063277,27.536738978306502,False,-0.2824,1.3247,5,6,5,83.33333333333334,30.011848743584668,55.413271245634455,7.682279092225976,2.3177209077740244,历史5/6次成功; 当前距低点2.32%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
10,81.6824440533456,78.18068037538298,000014,沙河股份,bottom_area,2025-01-09,10.27,2025-01-06,10.0,2.6999999999999957,4.299999999999997,27.953890489913547,False,-0.677,1.3032,3,3,3,100.0,17.186453631091226,20.605355064027936,7.300000000000005,2.6999999999999957,历史3/3次成功; 当前距低点2.70%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
11,81.63921542646544,77.11107142857144,600429,三元股份,bottom_area,2025-01-09,4.07,2025-01-06,3.99,2.0050125313283225,6.265664160401002,31.79487179487179,False,-1.9277,0.6863,1,1,1,100.0,36.25000000000001,36.25000000000001,7.994987468671678,2.0050125313283225,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
12,81.47427488361731,76.97557068650372,600158,中体产业,bottom_area,2025-01-09,7.58,2025-01-08,7.43,2.0188425302826425,4.037685060565285,31.772268135904508,False,-0.2632,1.5202,2,2,2,100.0,19.024363739506168,23.955773955773946,7.981157469717358,2.0188425302826425,历史2/2次成功; 当前距低点2.02%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
13,81.06281093778738,78.95952235114126,002314,南山控股,bottom_area,2025-01-09,2.29,2025-01-06,2.21,3.6199095022624466,4.977375565610854,28.938906752411576,False,-0.4348,1.148,4,4,4,100.0,15.983419442471158,26.12612612612611,6.380090497737553,3.6199095022624466,历史4/4次成功; 当前距低点3.62%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
14,80.02452866805325,79.37392274392275,002375,亚厦股份,bottom_area,2025-01-09,3.66,2025-01-06,3.5,4.571428571428576,5.999999999999999,29.149797570850204,False,0.0,0.6019,3,3,3,100.0,24.06870906870906,36.9047619047619,5.428571428571425,4.571428571428576,历史3/3次成功; 当前距低点4.57%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
15,79.98137504161896,76.91930095886173,000402,金融街,bottom_area,2025-01-09,3.14,2025-01-08,3.05,2.9508196721311575,4.918032786885258,30.995475113122172,False,0.3195,0.7454,1,1,1,100.0,24.339622641509433,24.339622641509433,7.049180327868843,2.9508196721311575,历史1/1次成功; 当前距低点2.95%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
16,79.6816547927284,77.22819586279132,002075,沙钢股份,bottom_area,2025-01-09,5.54,2025-01-08,5.36,3.358208955223875,8.395522388059689,29.842931937172768,False,0.0,2.5368,1,1,1,100.0,30.994152046783608,30.994152046783608,6.6417910447761255,3.358208955223875,历史1/1次成功; 当前距低点3.36%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
17,79.59762652060375,75.53788135525522,002495,佳隆股份,bottom_area,2025-01-09,2.27,2025-01-08,2.22,2.2522522522522443,5.40540540540539,27.6872964169381,False,-2.1552,8.4906,4,5,4,80.0,24.156002636507218,38.07339449541283,7.747747747747756,2.2522522522522443,历史4/5次成功; 当前距低点2.25%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
18,79.48774959503787,77.5444222253989,300562,乐心医疗,confirmed_rebound,2025-01-09,12.33,2025-01-08,11.89,3.7005887300252267,10.008410428931871,27.411477411477403,False,-0.4039,9.332,4,4,4,100.0,19.57937919277642,22.71604938271605,6.299411269974773,3.7005887300252267,历史4/4次成功; 当前距低点3.70%; 最新日涨幅-0.40%; 状态confirmed_rebound; 底部未确认
19,79.26524907139606,77.38764714076758,002489,浙江永强,bottom_area,2025-01-09,3.05,2025-01-06,2.94,3.7414965986394515,7.142857142857142,27.58620689655172,True,-0.974,0.959,1,1,1,100.0,49.82935153583616,49.82935153583616,6.258503401360549,3.7414965986394515,历史1/1次成功; 当前距低点3.74%; 最新日涨幅-0.97%; 状态bottom_area; 底部已确认
20,78.91842137906895,75.49450693801403,300682,朗新科技,bottom_area,2025-01-09,10.76,2025-01-08,10.48,2.6717557251908333,5.248091603053425,27.17164697706741,False,-0.738,0.914,2,2,2,100.0,19.0651074809093,21.503593145384194,7.328244274809167,2.6717557251908333,历史2/2次成功; 当前距低点2.67%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
21,78.84278041185814,75.96596288257712,600231,凌钢股份,bottom_area,2025-01-09,1.69,2025-01-06,1.64,3.048780487804881,4.878048780487809,27.753303964757713,False,-0.5882,0.1738,2,2,2,100.0,26.221410724581972,29.302325581395344,6.95121951219512,3.048780487804881,历史2/2次成功; 当前距低点3.05%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
22,78.80185409147379,75.9086747398943,601216,君正集团,bottom_area,2025-01-09,5.09,2025-01-06,4.94,3.0364372469635517,5.465587044534404,31.767955801104968,False,0.3945,0.9081,1,1,1,100.0,19.955654101995574,19.955654101995574,6.96356275303645,3.0364372469635517,历史1/1次成功; 当前距低点3.04%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
23,78.57953019711132,77.77461823606538,605168,三人行,bottom_area,2025-01-09,30.92,2025-01-08,29.6,4.4594594594594605,6.520270270270269,29.52380952380952,False,0.1295,2.3571,2,2,2,100.0,30.764439804478172,47.67726161369193,5.54054054054054,4.4594594594594605,历史2/2次成功; 当前距低点4.46%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
24,78.57002322001249,76.90124891470458,605577,龙版传媒,bottom_area,2025-01-09,13.41,2025-01-06,12.91,3.8729666924864445,5.577072037180486,32.05263157894736,False,0.2242,0.8935,3,4,3,75.0,39.71297297620256,80.80939947780678,6.127033307513556,3.8729666924864445,历史3/4次成功; 当前距低点3.87%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
25,78.34284665455168,77.17441929348118,605186,健麾信息,bottom_area,2025-01-09,18.56,2025-01-06,17.81,4.211117349803482,5.109489051094892,31.42087023488641,False,0.3786,0.985,2,2,2,100.0,24.49337016684467,37.29468599033817,5.788882650196519,4.211117349803482,历史2/2次成功; 当前距低点4.21%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
26,78.27600132234646,75.3283694733878,000567,海德股份,bottom_area,2025-01-09,6.21,2025-01-08,6.03,2.985074626865667,5.306799336650073,32.99999999999999,False,-0.4808,0.5221,1,1,1,100.0,38.67924528301886,38.67924528301886,7.014925373134334,2.985074626865667,历史1/1次成功; 当前距低点2.99%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
27,78.26379444729209,75.30911348420948,600199,金种子酒,bottom_area,2025-01-09,11.75,2025-01-08,11.41,2.9798422436459235,4.645048203330406,27.232142857142854,False,0.3416,1.1667,3,4,3,75.0,20.20512795549562,23.70304114490161,7.020157756354077,2.9798422436459235,历史3/4次成功; 当前距低点2.98%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
28,78.20356029431966,76.33887258344205,300683,海特生物,bottom_area,2025-01-09,22.23,2025-01-08,21.43,3.733084461035934,6.812879141390578,30.714516650501132,False,0.6338,0.9515,2,2,2,100.0,14.141425562387008,16.532137518684582,6.266915538964065,3.733084461035934,历史2/2次成功; 当前距低点3.73%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
29,77.76851227508034,74.0034257041666,688121,卓然股份,bottom_area,2025-01-09,10.26,2025-01-08,10.02,2.3952095808383254,3.4930139720558846,27.809798270893378,False,0.0976,0.8576,4,6,4,66.66666666666666,24.074391837695273,55.206611570247944,7.604790419161675,2.3952095808383254,历史4/6次成功; 当前距低点2.40%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
30,77.58280873590583,75.77186763707327,300616,尚品宅配,bottom_area,2025-01-09,11.59,2025-01-06,11.17,3.7600716204118165,5.192479856759177,32.261976955730745,False,0.0,2.1848,2,2,2,100.0,11.423822212968835,11.61116111611162,6.239928379588184,3.7600716204118165,历史2/2次成功; 当前距低点3.76%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
31,76.98178201575246,74.14946345461067,300456,赛微电子,bottom_area,2025-01-09,16.31,2025-01-08,15.83,3.03221730890713,4.801010739102968,29.01345291479821,False,-0.3665,1.8133,1,1,1,100.0,32.91891891891892,32.91891891891892,6.967782691092871,3.03221730890713,历史1/1次成功; 当前距低点3.03%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
32,76.80788022137261,72.21253696026486,600322,津投城开,bottom_area,2025-01-09,2.31,2025-01-09,2.27,1.7621145374449354,3.9647577092510953,31.00303951367781,False,-3.3473,6.0475,3,4,3,75.0,21.318054331394194,35.828877005347586,8.237885462555065,1.7621145374449354,历史3/4次成功; 当前距低点1.76%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
33,76.6146209811147,75.06685086028412,000965,天保基建,bottom_area,2025-01-09,2.91,2025-01-06,2.8,3.9285714285714404,5.000000000000004,27.083333333333336,False,-0.3425,1.2787,3,3,3,100.0,15.50534256681183,16.666666666666664,6.0714285714285605,3.9285714285714404,历史3/3次成功; 当前距低点3.93%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
34,76.09038065814892,74.42151118261778,601858,中国科传,bottom_area,2025-01-09,19.22,2025-01-06,18.51,3.8357644516477434,4.592112371690966,27.6387802971071,False,0.1563,0.6448,4,5,4,80.0,15.091688883734559,21.243523316062173,6.1642355483522575,3.8357644516477434,历史4/5次成功; 当前距低点3.84%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
35,76.00817737406001,75.84871481092917,000155,川能动力,bottom_area,2025-01-09,10.94,2025-01-02,10.43,4.889741131351868,6.711409395973164,27.569444444444446,False,-1.5302,1.0376,3,3,3,100.0,31.490992421566784,45.280898876404486,5.110258868648133,4.889741131351868,历史3/3次成功; 当前距低点4.89%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
36,75.73885478069687,75.3499518036458,688277,天智航,bottom_area,2025-01-09,9.3,2025-01-06,8.88,4.729729729729729,7.319819819819803,32.67626990144048,True,-0.641,0.4993,3,3,3,100.0,17.65449240553536,21.148825065274142,5.270270270270272,4.729729729729729,历史3/3次成功; 当前距低点4.73%; 最新日涨幅-0.64%; 状态bottom_area; 底部已确认
37,75.71918398208861,73.34480142740485,601798,蓝科高新,bottom_area,2025-01-09,5.9,2025-01-07,5.71,3.3274956217162943,8.931698774080557,31.780167264038226,True,-1.1725,2.727,4,5,4,80.0,16.35210454256991,21.74721189591078,6.672504378283706,3.3274956217162943,历史4/5次成功; 当前距低点3.33%; 最新日涨幅-1.17%; 状态bottom_area; 底部已确认
38,75.6744533921677,73.68302040816329,000877,天山股份,bottom_area,2025-01-09,5.18,2025-01-09,5.0,3.5999999999999943,4.399999999999995,27.325581395348834,False,0.1934,0.9788,1,1,1,100.0,14.897959183673459,14.897959183673459,6.400000000000006,3.5999999999999943,历史1/1次成功; 当前距低点3.60%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
39,75.36102934487268,73.98040903540904,000839,国安股份,bottom_area,2025-01-09,2.84,2025-01-08,2.73,4.029304029304025,5.860805860805867,28.157894736842103,False,0.7092,1.0755,1,1,1,100.0,21.75925925925925,21.75925925925925,5.970695970695976,4.029304029304025,历史1/1次成功; 当前距低点4.03%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
40,75.12911303216578,74.41028163224672,001219,青岛食品,bottom_area,2025-01-09,13.25,2025-01-06,12.68,4.495268138801264,6.0725552050473155,27.749287749287753,False,0.3788,1.4818,5,6,5,83.33333333333334,15.893331480539011,27.212020033388985,5.504731861198736,4.495268138801264,历史5/6次成功; 当前距低点4.50%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
41,74.84677023849363,73.514902532134,000062,深圳华强,bottom_area,2025-01-09,21.03,2025-01-08,20.21,4.057397328055419,5.78921326076199,27.35442127965492,False,0.4778,1.1868,3,4,3,75.0,23.76757225860402,37.385512073272274,5.942602671944582,4.057397328055419,历史3/4次成功; 当前距低点4.06%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
42,74.62920807580927,68.70612483619902,300347,泰格医药,bottom_area,2025-01-09,50.25,2025-01-08,49.92,0.6610576923076888,3.9863782051281946,27.75687409551374,False,-0.495,1.9987,3,4,3,75.0,18.593206315379337,23.423271500843175,9.338942307692312,0.6610576923076888,历史3/4次成功; 当前距低点0.66%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
43,74.5019133010748,74.01417573445566,002350,北京科锐,confirmed_rebound,2025-01-09,6.07,2025-01-07,5.8,4.655172413793111,10.000000000000002,28.571428571428566,True,-0.3284,4.1018,3,3,3,100.0,19.774026010236266,23.07692307692308,5.344827586206889,4.655172413793111,历史3/3次成功; 当前距低点4.66%; 最新日涨幅-0.33%; 状态confirmed_rebound; 底部已确认
44,73.8048899728451,69.27123338220018,600325,华发股份,bottom_area,2025-01-09,5.47,2025-01-08,5.38,1.672862453531596,2.9739776951672887,27.10027100271003,False,-0.3643,0.7602,2,3,2,66.66666666666666,28.917704890244938,32.553606237816766,8.327137546468405,1.672862453531596,历史2/3次成功; 当前距低点1.67%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
45,72.56055908876445,71.28616946700788,601588,北辰实业,bottom_area,2025-01-09,1.79,2025-01-06,1.72,4.069767441860469,5.813953488372099,29.795918367346946,False,-1.105,0.7557,2,2,2,100.0,13.576555023923442,15.789473684210531,5.930232558139532,4.069767441860469,历史2/2次成功; 当前距低点4.07%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
46,72.05278567874615,71.36317890009805,300384,三联虹普,bottom_area,2025-01-09,16.04,2025-01-08,15.35,4.495114006514655,6.579804560260586,27.182163187855785,False,0.8805,3.8187,1,1,1,100.0,13.398058252427186,13.398058252427186,5.504885993485345,4.495114006514655,历史1/1次成功; 当前距低点4.50%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
47,71.93881523994808,71.45600439941151,688310,迈得医疗,bottom_area,2025-01-09,10.36,2025-01-06,9.9,4.646464646464636,6.3636363636363535,27.631578947368418,False,-0.0964,0.8204,2,2,2,100.0,21.558837598660606,23.648648648648653,5.3535353535353645,4.646464646464636,历史2/2次成功; 当前距低点4.65%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
48,71.78877262564127,71.69517579040574,000036,华联控股,bottom_area,2025-01-09,3.83,2025-01-06,3.65,4.931506849315073,6.301369863013698,29.94241842610365,False,1.3228,1.1736,1,1,1,100.0,20.532319391634985,20.532319391634985,5.068493150684928,4.931506849315073,历史1/1次成功; 当前距低点4.93%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
49,71.78618730295366,70.75590854892222,688238,和元生物,bottom_area,2025-01-09,4.67,2025-01-06,4.48,4.241071428571417,9.151785714285698,31.914893617021274,True,-1.2685,1.0227,4,5,4,80.0,13.63199680680134,20.425531914893615,5.758928571428584,4.241071428571417,历史4/5次成功; 当前距低点4.24%; 最新日涨幅-1.27%; 状态bottom_area; 底部已确认
50,71.245540793452,70.79199874024151,002798,帝欧水华,bottom_area,2025-01-09,3.59,2025-01-07,3.43,4.664723032069961,7.5801749271136964,28.838174273858925,True,-0.554,3.8056,4,5,4,80.0,19.019178781510895,29.776674937965264,5.33527696793004,4.664723032069961,历史4/5次成功; 当前距低点4.66%; 最新日涨幅-0.55%; 状态bottom_area; 底部已确认
51,70.62750576972499,70.52369903701181,001318,阳光乳业,bottom_area,2025-01-09,10.87,2025-01-06,10.36,4.922779922779921,5.694980694980694,30.51643192488263,False,0.555,2.7893,1,1,1,100.0,14.127082048118439,14.127082048118439,5.07722007722008,4.922779922779921,历史1/1次成功; 当前距低点4.92%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
52,70.35344194631229,68.56835461334616,002153,石基信息,bottom_area,2025-01-09,6.53,2025-01-08,6.3,3.650793650793658,5.396825396825395,27.33564013840831,False,0.3072,0.7021,2,3,2,66.66666666666666,26.91127672305934,39.629005059021914,6.3492063492063435,3.650793650793658,历史2/3次成功; 当前距低点3.65%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
53,69.84980395853411,68.72153987109819,000886,海南高速,bottom_area,2025-01-09,6.03,2025-01-08,5.79,4.145077720207258,6.5630397236614835,32.51748251748251,False,-0.659,1.7825,1,1,1,100.0,17.378048780487816,17.378048780487816,5.854922279792742,4.145077720207258,历史1/1次成功; 当前距低点4.15%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
54,69.3860768181177,65.3557288978933,688202,美迪西,bottom_area,2025-01-09,27.94,2025-01-08,27.43,1.8592781625957038,4.775792927451691,32.76960784313725,False,-0.6048,1.1709,4,7,4,57.14285714285714,14.119955269032591,23.795418261555337,8.140721837404296,1.8592781625957038,历史4/7次成功; 当前距低点1.86%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
