rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.87662089102565,78.34138466302349,688018,乐鑫科技,bottom_area,2022-09-21,83.61,2022-09-21,82.51,1.3331717367591738,3.38140831414373,29.47863247863247,False,-1.6353,0.8826,1,1,1,100.0,34.629119477604306,34.629119477604306,13.666828263240827,1.3331717367591738,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
15,77.31009413833803,73.30603966145102,002012,凯恩股份,bottom_area,2022-09-21,5.41,2022-09-19,5.17,4.642166344294008,5.222437137330763,31.523178807947016,False,0.3711,2.1277,1,1,1,100.0,25.646123260437374,25.646123260437374,10.357833655705992,4.642166344294008,历史1/1次成功; 当前距低点4.64%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
16,76.95565314526651,72.67226438559774,600126,杭钢股份,bottom_area,2022-09-21,4.25,2022-09-21,4.07,4.422604422604415,4.914004914004896,28.72154115586689,False,2.4096,0.3482,1,1,1,100.0,19.54732510288064,19.54732510288064,10.577395577395585,4.422604422604415,历史1/1次成功; 当前距低点4.42%; 最新日涨幅2.41%; 状态bottom_area; 底部未确认
17,73.29061110871352,69.8208140610546,002516,旷达科技,bottom_area,2022-09-21,4.93,2022-09-19,4.7,4.893617021276586,5.744680851063821,28.679817905918053,False,-0.6048,0.7174,1,1,1,100.0,32.46376811594203,32.46376811594203,10.106382978723413,4.893617021276586,历史1/1次成功; 当前距低点4.89%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
18,70.00723473694579,66.0365483869886,002316,亚联发展,bottom_area,2022-09-21,3.11,2022-09-21,2.98,4.362416107382547,7.718120805369128,28.70813397129186,False,0.6472,4.0444,2,3,2,66.66666666666666,22.022529275022272,24.890829694323134,10.637583892617453,4.362416107382547,历史2/3次成功; 当前距低点4.36%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
19,69.69679553803785,65.8072146401985,002319,乐通股份,bottom_area,2022-09-21,12.3,2022-09-21,11.78,4.414261460101879,8.658743633276753,30.70588235294118,False,-6.0351,8.2409,1,1,1,100.0,15.224358974358976,15.224358974358976,10.58573853989812,4.414261460101879,历史1/1次成功; 当前距低点4.41%; 最新日涨幅-6.04%; 状态bottom_area; 底部未确认
20,66.82785460714767,60.56192394763088,603229,奥翔药业,bottom_area,2022-09-21,25.41,2022-09-21,24.86,2.212389380530976,3.2984714400643615,28.869814020028624,False,-0.431,0.95,1,2,1,50.0,41.48479427549196,41.48479427549196,12.787610619469023,2.212389380530976,历史1/2次成功; 当前距低点2.21%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
21,65.27530897925647,61.70522118228159,600367,红星发展,bottom_area,2022-09-21,19.6,2022-09-19,18.76,4.477611940298506,5.7569296375266426,27.483571704677228,False,0.0,2.3902,2,4,2,50.0,19.59234626968914,24.161490683229793,10.522388059701493,4.477611940298506,历史2/4次成功; 当前距低点4.48%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
22,64.25191607360368,59.34467177631115,688021,奥福科技,bottom_area,2022-09-21,22.04,2022-09-21,21.35,3.231850117096008,3.7939110070257547,27.82285327924272,False,0.7313,0.4191,1,2,1,50.0,24.96392496392497,24.96392496392497,11.768149882903991,3.231850117096008,历史1/2次成功; 当前距低点3.23%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
23,63.97589987033444,59.41825001149795,688079,美迪凯,bottom_area,2022-09-21,9.68,2022-09-21,9.35,3.529411764705883,5.775401069518726,29.962546816479403,False,0.207,0.6815,1,2,1,50.0,29.007036747458958,29.007036747458958,11.470588235294116,3.529411764705883,历史1/2次成功; 当前距低点3.53%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
24,62.88524930020171,58.36697017790862,601686,友发集团,bottom_area,2022-09-21,6.22,2022-09-21,6.01,3.494176372712146,3.9933444259567423,29.54279015240328,False,1.3029,0.7513,1,2,1,50.0,22.923076923076927,22.923076923076927,11.505823627287853,3.494176372712146,历史1/2次成功; 当前距低点3.49%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
25,61.13703617854505,55.51307214866086,688356,键凯科技,bottom_area,2022-09-21,170.0,2022-09-21,166.15,2.317183268131203,7.6136021667168245,27.05680920186144,False,-2.7738,2.1558,1,2,1,50.0,15.625,15.625,12.682816731868796,2.317183268131203,历史1/2次成功; 当前距低点2.32%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
26,58.95119186809457,55.59763527287556,300543,朗科智能,bottom_area,2022-09-21,9.11,2022-09-19,8.73,4.352806414662074,4.696449026345935,30.159999999999997,False,1.2222,0.808,1,2,1,50.0,18.559322033898297,18.559322033898297,10.647193585337925,4.352806414662074,历史1/2次成功; 当前距低点4.35%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
27,58.07407475186101,55.38062499999998,000545,金浦钛业,bottom_area,2022-09-21,4.03,2022-09-19,3.84,4.947916666666677,6.250000000000005,28.22429906542056,False,1.7677,1.9921,1,2,1,50.0,24.6875,24.6875,10.052083333333323,4.947916666666677,历史1/2次成功; 当前距低点4.95%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
28,57.602386381127204,50.439281129982625,688202,美迪西,bottom_area,2022-09-21,228.85,2022-09-21,228.0,0.37280701754385714,3.508771929824561,30.591494413832997,False,-2.8485,1.4748,1,3,1,33.33333333333333,23.795418261555337,23.795418261555337,14.627192982456142,0.37280701754385714,历史1/3次成功; 当前距低点0.37%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
29,57.16496672388869,52.50198439083139,688027,国盾量子,bottom_area,2022-09-21,90.66,2022-09-21,88.08,2.929155313351497,4.200726612170757,31.1875,False,-0.918,0.6256,1,3,1,33.33333333333333,26.382393397524062,26.382393397524062,12.070844686648503,2.929155313351497,历史1/3次成功; 当前距低点2.93%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
30,56.24979975509618,49.340925398283204,688026,洁特生物,bottom_area,2022-09-21,30.17,2022-09-21,30.03,0.4662004662004681,2.6307026307026278,30.933762649494014,False,-2.6774,0.7356,1,4,1,25.0,20.423991726990696,20.423991726990696,14.533799533799533,0.4662004662004681,历史1/4次成功; 当前距低点0.47%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
31,54.31539182320685,50.56745131404801,603033,三维股份,bottom_area,2022-09-21,17.0,2022-09-19,16.4,3.6585365853658622,4.5121951219512315,30.508474576271194,False,-0.4101,0.1389,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,11.341463414634138,3.6585365853658622,历史1/3次成功; 当前距低点3.66%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
32,53.870708261677244,49.10948038080946,688298,东方生物,bottom_area,2022-09-21,77.41,2022-09-21,75.5,2.529801324503307,4.503311258278153,32.408236347359,False,-1.4638,1.7243,1,5,1,20.0,15.470039788586028,15.470039788586028,12.470198675496693,2.529801324503307,历史1/5次成功; 当前距低点2.53%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
33,52.670324424814076,50.10822156313689,605319,无锡振华,bottom_area,2022-09-21,13.7,2022-09-19,13.07,4.8201989288446745,6.350420811017599,30.330490405117278,False,-0.7965,0.984,1,2,1,50.0,17.248790972595383,17.248790972595383,10.179801071155325,4.8201989288446745,历史1/2次成功; 当前距低点4.82%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
