rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.96638590230799,80.26717086165091,601777,千里科技,bottom_area,2023-09-08,3.65,2023-08-25,3.56,2.5280898876404456,8.146067415730338,27.93522267206478,True,0.2747,0.5046,1,1,1,100.0,27.96352583586626,27.96352583586626,17.471910112359556,2.5280898876404456,历史1/1次成功; 当前距低点2.53%; 最新日涨幅0.27%; 状态bottom_area; 底部已确认
2,90.97180654847111,78.42602146237476,300561,汇金科技,bottom_area,2023-09-08,13.19,2023-09-08,12.95,1.853281853281855,3.0115830115830162,29.886302111532213,False,-0.6029,6.0624,2,2,2,100.0,24.79303273041607,27.62128325508607,18.146718146718147,1.853281853281855,历史2/2次成功; 当前距低点1.85%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
3,88.83693078199362,75.31089461082998,002755,奥赛康,bottom_area,2023-09-08,7.55,2023-08-24,7.48,0.9358288770053396,6.550802139037423,32.97491039426523,False,0.1326,0.1336,1,1,1,100.0,30.831099195710454,30.831099195710454,19.06417112299466,0.9358288770053396,历史1/1次成功; 当前距低点0.94%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
4,87.57065488066276,78.950605607889,000411,英特集团,bottom_area,2023-09-08,11.87,2023-08-24,11.38,4.305799648506137,9.490333919156415,27.974683544303797,True,-0.0842,1.5782,3,3,3,100.0,31.816283905822544,47.98426745329401,15.694200351493864,4.305799648506137,历史3/3次成功; 当前距低点4.31%; 最新日涨幅-0.08%; 状态bottom_area; 底部已确认
5,83.55782545930363,70.50849251603707,603106,恒银科技,bottom_area,2023-09-08,7.37,2023-09-08,7.32,0.683060109289615,6.284153005464479,28.585365853658534,False,-7.1788,9.2303,1,1,1,100.0,34.60144927536232,34.60144927536232,19.316939890710387,0.683060109289615,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-7.18%; 状态bottom_area; 底部未确认
6,81.34722684080394,70.97361148467918,688248,南网科技,bottom_area,2023-09-08,29.83,2023-08-25,29.1,2.508591065292085,9.175257731958757,32.29409027454629,True,-0.6329,1.4977,2,3,2,66.66666666666666,39.12114218751869,49.406593406593416,17.491408934707916,2.508591065292085,历史2/3次成功; 当前距低点2.51%; 最新日涨幅-0.63%; 状态bottom_area; 底部已确认
7,68.25643947608943,58.93669258616625,002386,天原股份,bottom_area,2023-09-08,5.78,2023-08-31,5.67,1.9400352733686126,5.996472663139327,31.604342581423396,False,-0.6873,0.338,1,3,1,33.33333333333333,48.85290148448042,48.85290148448042,18.05996472663139,1.9400352733686126,历史1/3次成功; 当前距低点1.94%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
8,64.74907863284517,57.00701224797437,601778,晶科科技,bottom_area,2023-09-08,3.77,2023-08-29,3.66,3.005464480874313,7.377049180327869,28.79377431906614,True,-1.0499,1.5061,1,3,1,33.33333333333333,42.344827586206904,42.344827586206904,16.994535519125687,3.005464480874313,历史1/3次成功; 当前距低点3.01%; 最新日涨幅-1.05%; 状态bottom_area; 底部已确认
9,64.334599583677,54.5789430894309,002069,獐子岛,bottom_area,2023-09-08,4.14,2023-09-08,4.1,0.9756097560975618,1.4634146341463536,27.561837455830396,False,0.2421,1.4462,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,19.024390243902438,0.9756097560975618,历史1/3次成功; 当前距低点0.98%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
10,63.738522519939245,57.704573922557636,000572,海马汽车,bottom_area,2023-09-08,4.38,2023-08-29,4.19,4.534606205250585,11.455847255369916,31.42389525368248,True,0.0,1.5536,1,2,1,50.0,22.92191435768261,22.92191435768261,15.465393794749415,4.534606205250585,历史1/2次成功; 当前距低点4.53%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
