rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.92065320496351,80.99346389076096,600048,保利发展,bottom_area,2025-12-23,6.27,2025-12-17,6.19,1.292407108239082,2.9079159935379595,27.60233918128655,False,-1.1041,0.6806,2,2,2,100.0,31.721247836269217,31.987577639751546,13.707592891760918,1.292407108239082,历史2/2次成功; 当前距低点1.29%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
2,85.81202080179727,79.40344616431801,603327,福蓉科技,bottom_area,2025-12-23,10.86,2025-12-19,10.51,3.3301617507136028,7.4215033301617455,29.651941097724226,False,-1.4519,3.3437,6,7,6,85.71428571428571,45.770740930580004,129.39632545931758,11.669838249286396,3.3301617507136028,历史6/7次成功; 当前距低点3.33%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
3,83.85457635468683,77.97907003600196,603030,全筑股份,bottom_area,2025-12-23,2.88,2025-12-17,2.78,3.5971223021582768,10.071942446043176,30.845771144278604,True,-2.7027,2.6889,6,7,6,85.71428571428571,32.19167603261121,51.87969924812029,11.402877697841724,3.5971223021582768,历史6/7次成功; 当前距低点3.60%; 最新日涨幅-2.70%; 状态bottom_area; 底部已确认
4,83.5733849722091,79.51742426680175,600403,大有能源,bottom_area,2025-12-23,6.95,2025-12-17,6.63,4.826546003016595,7.993966817496233,27.934782608695645,True,-1.2784,1.0297,4,4,4,100.0,24.58037179397625,37.18411552346569,10.173453996983403,4.826546003016595,历史4/4次成功; 当前距低点4.83%; 最新日涨幅-1.28%; 状态bottom_area; 底部已确认
5,81.30790259700423,73.84567057985862,603072,天和磁材,bottom_area,2025-12-23,40.41,2025-12-17,39.49,2.329703722461369,4.482147379083302,27.05947543405984,False,-1.2705,2.2282,1,1,1,100.0,22.674167027260935,22.674167027260935,12.67029627753863,2.329703722461369,历史1/1次成功; 当前距低点2.33%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
6,80.93690481539544,71.6001649792257,301567,贝隆精密,bottom_area,2025-12-23,43.88,2025-12-17,43.48,0.9199632014719542,6.20975160993561,31.527559055118115,False,-2.9204,9.2855,2,2,2,100.0,16.4929090246331,16.59192825112107,14.080036798528045,0.9199632014719542,历史2/2次成功; 当前距低点0.92%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
7,80.28115797964755,74.19960784313726,600708,光明地产,bottom_area,2025-12-23,3.16,2025-12-17,3.06,3.2679738562091534,6.209150326797384,27.65957446808511,False,-2.1672,0.8939,1,1,1,100.0,36.07843137254903,36.07843137254903,11.732026143790847,3.2679738562091534,历史1/1次成功; 当前距低点3.27%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
8,78.35027979312602,73.91080096398225,003038,鑫铂股份,bottom_area,2025-12-23,15.3,2025-12-17,14.66,4.365620736698503,5.866302864938604,32.098193608151924,False,0.0,1.5418,1,1,1,100.0,25.507614213197975,25.507614213197975,10.634379263301497,4.365620736698503,历史1/1次成功; 当前距低点4.37%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,78.32151337276555,73.18298174442188,000593,德龙汇能,bottom_area,2025-12-23,10.24,2025-12-16,9.86,3.853955375253558,8.519269776876266,31.14525139664805,False,0.7874,4.9216,1,1,1,100.0,15.322580645161285,15.322580645161285,11.146044624746441,3.853955375253558,历史1/1次成功; 当前距低点3.85%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
10,78.26653400218449,71.90285452320552,603178,圣龙股份,bottom_area,2025-12-23,18.18,2025-12-05,17.66,2.9445073612684007,5.832389580973959,28.182187881252542,False,-1.8888,1.0311,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,12.055492638731598,2.9445073612684007,历史5/7次成功; 当前距低点2.94%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
11,76.97050668299748,68.01318588977603,603322,超讯通信,bottom_area,2025-12-23,38.77,2025-12-23,38.44,0.858480749219577,4.214360041623321,30.500813596094744,False,-2.6369,6.5881,5,7,5,71.42857142857143,25.025847915496684,39.45833333333333,14.141519250780421,0.858480749219577,历史5/7次成功; 当前距低点0.86%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
12,76.05933072073564,69.79230495288749,300768,迪普科技,bottom_area,2025-12-23,18.57,2025-12-17,18.05,2.880886426592795,4.653739612188365,29.43706020328381,False,-0.2685,1.2828,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,12.119113573407205,2.880886426592795,历史2/3次成功; 当前距低点2.88%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
13,75.66813743943636,71.21187405929574,605228,神通科技,bottom_area,2025-12-23,14.51,2025-12-16,13.92,4.238505747126435,10.272988505747124,28.247422680412367,True,-3.2021,1.7423,4,5,4,80.0,26.26702775668829,47.56554307116105,10.761494252873565,4.238505747126435,历史4/5次成功; 当前距低点4.24%; 最新日涨幅-3.20%; 状态bottom_area; 底部已确认
14,75.03861597060715,71.44705077933023,300890,翔丰华,bottom_area,2025-12-23,29.75,2025-12-17,28.37,4.864293267536126,6.274233345082825,28.122624778312638,False,0.7791,4.9626,1,1,1,100.0,18.37440553393861,18.37440553393861,10.135706732463873,4.864293267536126,历史1/1次成功; 当前距低点4.86%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
15,74.406959825924,70.83868400953958,301024,霍普股份,bottom_area,2025-12-23,34.96,2025-12-17,33.34,4.8590281943611195,6.178764247150554,27.913513513513504,False,-0.1428,1.0893,1,1,1,100.0,37.51219512195122,37.51219512195122,10.140971805638879,4.8590281943611195,历史1/1次成功; 当前距低点4.86%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
16,74.39328133026527,70.06852221101582,300736,百邦科技,bottom_area,2025-12-23,15.1,2025-12-23,14.48,4.2817679558011,6.353591160220994,28.63479546574667,False,-5.0314,20.9844,1,1,1,100.0,36.51050080775442,36.51050080775442,10.7182320441989,4.2817679558011,历史1/1次成功; 当前距低点4.28%; 最新日涨幅-5.03%; 状态bottom_area; 底部未确认
17,74.18297641913668,68.13613691774687,000692,惠天热电,bottom_area,2025-12-23,3.51,2025-12-17,3.41,2.9325513196480832,5.571847507331377,28.511530398322844,False,-1.4045,2.8717,3,5,3,60.0,36.0341608954005,59.042553191489375,12.067448680351916,2.9325513196480832,历史3/5次成功; 当前距低点2.93%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
18,73.99131905575287,67.9873684193892,300598,诚迈科技,bottom_area,2025-12-23,44.61,2025-12-17,43.33,2.9540733902607923,4.661897069005316,32.296875,False,-0.8667,1.7373,3,5,3,60.0,35.49814918916024,45.24950099800398,12.045926609739208,2.9540733902607923,历史3/5次成功; 当前距低点2.95%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
19,71.74311427466057,65.45549543949252,688337,普源精电,bottom_area,2025-12-23,36.67,2025-12-04,35.75,2.573426573426578,6.545454545454556,28.499999999999996,False,-0.704,0.6799,3,6,3,50.0,38.886602295188766,54.46153846153845,12.426573426573421,2.573426573426578,历史3/6次成功; 当前距低点2.57%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
20,71.51940938732523,65.70466408537187,002129,TCL中环,bottom_area,2025-12-23,8.39,2025-12-16,8.15,2.944785276073622,4.417177914110422,29.253472222222214,False,-0.2378,1.4704,2,3,2,66.66666666666666,25.33391316211329,31.12759643916912,12.055214723926378,2.944785276073622,历史2/3次成功; 当前距低点2.94%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
21,71.12941443912064,64.1930138829799,603038,华立股份,bottom_area,2025-12-23,15.89,2025-12-17,15.58,1.989730423620029,5.0064184852374805,29.661399548532724,False,-0.5009,1.5351,2,4,2,50.0,24.944081982976137,28.753412192902637,13.01026957637997,1.989730423620029,历史2/4次成功; 当前距低点1.99%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
22,67.77119682796712,59.653325223876486,600383,金地集团,bottom_area,2025-12-23,3.09,2025-12-15,3.07,0.6514657980456032,4.234527687296428,32.675438596491226,False,-2.2152,1.9522,2,4,2,50.0,23.971329265701364,32.594936708860764,14.348534201954397,0.6514657980456032,历史2/4次成功; 当前距低点0.65%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
23,67.3605118356493,63.941593954800794,002679,福建金森,bottom_area,2025-12-23,12.25,2025-12-18,11.7,4.700854700854707,7.521367521367528,28.308823529411768,True,0.2455,5.5258,2,4,2,50.0,25.158831573922193,33.50951374207188,10.299145299145293,4.700854700854707,历史2/4次成功; 当前距低点4.70%; 最新日涨幅0.25%; 状态bottom_area; 底部已确认
24,66.10881967184447,60.50870250850657,002632,道明光学,bottom_area,2025-12-23,12.35,2025-12-19,12.02,2.7454242928452586,4.908485856905157,27.28372655777375,False,0.4882,6.0595,1,2,1,50.0,25.259515570934255,25.259515570934255,12.254575707154741,2.7454242928452586,历史1/2次成功; 当前距低点2.75%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
25,65.8263371591021,62.78778165563299,301357,北方长龙,bottom_area,2025-12-23,141.35,2025-12-17,134.67,4.960273260562863,11.056657013440272,28.36702127659575,True,0.0779,9.5534,2,4,2,50.0,22.135509084496352,26.72978878368535,10.039726739437137,4.960273260562863,历史2/4次成功; 当前距低点4.96%; 最新日涨幅0.08%; 状态bottom_area; 底部已确认
26,65.48051912176366,60.1635201294332,002184,海得控制,bottom_area,2025-12-23,12.56,2025-12-17,12.2,2.9508196721311575,4.918032786885258,29.357266936884773,False,-1.6445,1.9952,2,5,2,40.0,36.72789775210886,50.27203482045704,12.049180327868841,2.9508196721311575,历史2/5次成功; 当前距低点2.95%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
27,65.30104918482206,61.95962122945834,002317,众生药业,bottom_area,2025-12-23,19.47,2025-12-23,18.6,4.677419354838695,6.236559139784947,31.617647058823522,False,2.3121,10.59,2,5,2,40.0,45.076007303712714,58.31999999999999,10.322580645161306,4.677419354838695,历史2/5次成功; 当前距低点4.68%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
28,65.20199523722488,56.89522224378886,600161,天坛生物,bottom_area,2025-12-23,16.13,2025-12-17,16.1,0.18633540372669305,2.484472049689432,27.08333333333332,False,-1.9453,0.5807,1,2,1,50.0,36.77455357142857,36.77455357142857,14.813664596273307,0.18633540372669305,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
29,64.87765312511888,60.1290674004991,002459,晶澳科技,bottom_area,2025-12-23,11.2,2025-12-16,10.83,3.4164358264081187,4.801477377654659,29.215686274509807,False,-0.2671,1.0965,3,6,3,50.0,20.58355421886888,26.683937823834192,11.583564173591881,3.4164358264081187,历史3/6次成功; 当前距低点3.42%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
30,64.44028926763322,56.98844455956484,300609,汇纳科技,bottom_area,2025-12-23,35.76,2025-12-17,35.44,0.9029345372460504,6.997742663656896,28.20097244732577,False,-2.3751,2.7471,2,5,2,40.0,34.393200561751826,49.87035436473638,14.09706546275395,0.9029345372460504,历史2/5次成功; 当前距低点0.90%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
