rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.8574064683538,81.07991683991682,300488,恒锋工具,bottom_area,2021-12-22,29.26,2021-12-21,28.86,1.3860013860013933,3.7768537768537764,27.341389728096676,False,-1.1486,1.4596,1,1,1,100.0,65.52470248827983,65.52470248827983,18.613998613998607,1.3860013860013933,历史1/1次成功; 当前距低点1.39%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
2,85.91570988639806,76.64489076404098,688280,精进电动,bottom_area,2021-12-22,16.7,2021-12-17,16.1,3.7267080745341477,5.403726708074518,27.510130571814496,False,1.5815,6.3411,1,1,1,100.0,32.37518910741301,32.37518910741301,16.273291925465855,3.7267080745341477,历史1/1次成功; 当前距低点3.73%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
3,70.32370405059748,61.78566240012194,002805,丰元股份,bottom_area,2021-12-22,34.88,2021-12-22,33.9,2.8908554572271505,3.4808259587020642,31.76328502415459,False,0.9844,6.9302,1,2,1,50.0,33.907595927956166,33.907595927956166,17.10914454277285,2.8908554572271505,历史1/2次成功; 当前距低点2.89%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
