rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.50801180760119,85.58154738927051,002636,金安国纪,bottom_area,2025-08-05,11.99,2025-07-25,11.67,2.742073693230508,7.112253641816624,29.698795180722897,True,1.2669,2.7456,2,2,2,100.0,42.49180327868853,69.0,12.257926306769491,2.742073693230508,历史2/2次成功; 当前距低点2.74%; 最新日涨幅1.27%; 状态bottom_area; 底部已确认
2,91.39681601608386,81.69847792108553,605033,美邦股份,bottom_area,2025-08-05,21.3,2025-08-04,20.99,1.4768937589328361,1.6674606955693254,32.50803858520901,False,0.2353,2.1093,1,1,1,100.0,31.96664350243223,31.96664350243223,13.523106241067161,1.4768937589328361,历史1/1次成功; 当前距低点1.48%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
3,91.05227282606529,81.28444439858428,002987,京北方,bottom_area,2025-08-05,20.18,2025-08-04,19.9,1.4070351758794029,1.507537688442215,28.158844765342966,False,0.3481,2.619,1,1,1,100.0,28.88432580424366,28.88432580424366,13.592964824120596,1.4070351758794029,历史1/1次成功; 当前距低点1.41%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
4,86.14618759610651,78.6438171070093,600620,天宸股份,bottom_area,2025-08-05,6.3,2025-08-04,6.14,2.605863192182413,2.76872964169381,27.078384798099762,False,0.159,1.2025,1,1,1,100.0,29.38271604938273,29.38271604938273,12.394136807817587,2.605863192182413,历史1/1次成功; 当前距低点2.61%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
5,83.49843746174088,77.32436174469785,603928,兴业股份,bottom_area,2025-08-05,15.63,2025-08-01,15.12,3.3730158730158832,3.3730158730158832,32.16689098250337,False,1.0343,2.38,1,1,1,100.0,31.69267707082834,31.69267707082834,11.626984126984116,3.3730158730158832,历史1/1次成功; 当前距低点3.37%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
6,81.85475746843643,75.46442777334397,603511,爱慕股份,bottom_area,2025-08-05,15.47,2025-08-04,15.0,3.1333333333333373,3.4666666666666637,29.906542056074763,False,1.5092,1.5751,1,1,1,100.0,18.754988028731056,18.754988028731056,11.866666666666662,3.1333333333333373,历史1/1次成功; 当前距低点3.13%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
7,80.83600443064117,70.8772089559285,001226,拓山重工,bottom_area,2025-08-05,36.24,2025-08-04,36.08,0.44345898004435613,4.129711751662977,30.642060745866985,False,-0.5761,5.1633,3,4,3,75.0,27.598362529191544,41.451766953199616,14.556541019955644,0.44345898004435613,历史3/4次成功; 当前距低点0.44%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
8,78.25927409903977,71.40281164218555,000607,华媒控股,bottom_area,2025-08-05,4.78,2025-07-31,4.66,2.5751072961373414,2.7896995708154484,29.924812030075188,False,0.2096,2.5663,2,4,2,50.0,48.408904717089726,59.82721382289418,12.424892703862659,2.5751072961373414,历史2/4次成功; 当前距低点2.58%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
9,77.14313049193545,69.18821931167687,002658,雪迪龙,bottom_area,2025-08-05,7.98,2025-08-01,7.85,1.6560509554140228,2.292993630573245,31.50087260034905,False,-0.3745,4.3429,2,3,2,66.66666666666666,28.265316254592392,34.81481481481481,13.343949044585976,1.6560509554140228,历史2/3次成功; 当前距低点1.66%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
10,76.08336564585724,72.19602681508518,300963,中洲特材,bottom_area,2025-08-05,19.9,2025-08-01,19.01,4.681746449237227,6.049447659126767,27.93783169067475,False,1.5824,7.246,1,1,1,100.0,20.163487738419626,20.163487738419626,10.318253550762773,4.681746449237227,历史1/1次成功; 当前距低点4.68%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
11,73.33332600406487,68.22726525991227,300651,金陵体育,bottom_area,2025-08-05,21.74,2025-08-04,20.98,3.622497616777874,4.337464251668257,29.949916527545906,False,2.1137,13.5447,3,5,3,60.0,22.508386162181807,25.720461095100855,11.377502383222126,3.622497616777874,历史3/5次成功; 当前距低点3.62%; 最新日涨幅2.11%; 状态bottom_area; 底部未确认
12,66.86253485047487,61.56528011871099,001298,好上好,bottom_area,2025-08-05,28.91,2025-08-01,28.05,3.065953654188946,4.064171122994654,27.481902792140637,False,1.6884,10.7501,1,2,1,50.0,34.86910994764398,34.86910994764398,11.934046345811053,3.065953654188946,历史1/2次成功; 当前距低点3.07%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
13,64.79426692407253,59.75050415661034,603022,新通联,bottom_area,2025-08-05,10.49,2025-07-24,10.17,3.1465093411996095,3.244837758112095,32.33532934131736,False,1.0597,4.5458,1,2,1,50.0,26.099706744868023,26.099706744868023,11.85349065880039,3.1465093411996095,历史1/2次成功; 当前距低点3.15%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
14,59.5418004564006,56.75723203049152,000637,茂化实华,bottom_area,2025-08-05,4.26,2025-07-07,4.06,4.926108374384242,7.142857142857144,27.370304114490168,True,0.9479,2.8177,1,2,1,50.0,22.627737226277358,22.627737226277358,10.073891625615758,4.926108374384242,历史1/2次成功; 当前距低点4.93%; 最新日涨幅0.95%; 状态bottom_area; 底部已确认
15,54.673680531001615,51.73801807515461,600241,时代万恒,bottom_area,2025-08-05,8.53,2025-07-15,8.16,4.534313725490186,4.901960784313729,30.25641025641025,False,-0.1171,2.0753,1,2,1,50.0,22.50673854447439,22.50673854447439,10.465686274509814,4.534313725490186,历史1/2次成功; 当前距低点4.53%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
