rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.84773743694258,86.05918357111426,001896,豫能控股,bottom_area,2023-04-26,4.37,2023-04-24,4.27,2.3419203747072728,5.85480093676815,27.993254637436767,False,1.1574,0.5174,4,4,4,100.0,16.014849599176554,34.93975903614456,5.658079625292728,2.3419203747072728,历史4/4次成功; 当前距低点2.34%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
2,88.50320979663766,83.6784420529204,601369,陕鼓动力,bottom_area,2023-04-26,9.31,2023-04-26,9.21,1.0857763300760004,2.497285559174795,31.114435302916966,False,-0.2144,1.2446,3,3,3,100.0,26.957054223084292,55.572755417956664,6.914223669924,1.0857763300760004,历史3/3次成功; 当前距低点1.09%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
3,86.76132586214123,83.65944095705211,688272,富吉瑞,bottom_area,2023-04-26,17.93,2023-04-25,17.56,2.1070615034168623,4.2141230068337245,28.79156528791566,False,0.0,0.0,2,2,2,100.0,33.56742572495997,58.95303326810176,5.892938496583137,2.1070615034168623,历史2/2次成功; 当前距低点2.11%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,86.6743545105245,82.89052288504286,688107,安路科技,bottom_area,2023-04-26,53.89,2023-04-26,53.0,1.679245283018869,5.735849056603772,28.67716323509622,False,-1.083,1.7923,3,3,3,100.0,29.995710378096113,67.95615731785945,6.3207547169811304,1.679245283018869,历史3/3次成功; 当前距低点1.68%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
5,86.01189031453261,82.735478504365,000935,四川双马,bottom_area,2023-04-26,19.05,2023-04-25,18.68,1.9807280513918681,4.014989293361884,30.609212481426457,False,0.5277,0.306,1,1,1,100.0,43.71794871794874,43.71794871794874,6.019271948608132,1.9807280513918681,历史1/1次成功; 当前距低点1.98%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
6,83.235471019588,79.1582775459865,002156,通富微电,bottom_area,2023-04-26,18.25,2023-04-26,18.0,1.3888888888888888,5.7222222222222285,27.41935483870968,False,-4.2999,3.8456,3,3,3,100.0,16.585721573404154,21.92170818505337,6.6111111111111125,1.3888888888888888,历史3/3次成功; 当前距低点1.39%; 最新日涨幅-4.30%; 状态bottom_area; 底部未确认
7,82.98579498427752,79.01147051546363,300454,深信服,bottom_area,2023-04-26,119.76,2023-04-26,118.05,1.4485387547649369,4.862346463362989,29.522388059701495,False,-2.5946,2.1538,2,2,2,100.0,22.979241270579003,29.49391262831224,6.551461245235063,1.4485387547649369,历史2/2次成功; 当前距低点1.45%; 最新日涨幅-2.59%; 状态bottom_area; 底部未确认
8,82.96829659984327,79.92950867375131,301313,凡拓数创,bottom_area,2023-04-26,32.7,2023-04-26,32.04,2.0599250936329705,7.990012484394514,28.97362003990246,False,-7.1023,11.6931,2,2,2,100.0,45.6243972431962,52.43243243243245,5.9400749063670295,2.0599250936329705,历史2/2次成功; 当前距低点2.06%; 最新日涨幅-7.10%; 状态bottom_area; 底部未确认
9,82.78083326131963,80.02380861417436,000518,四环生物,bottom_area,2023-04-26,2.74,2023-04-25,2.68,2.2388059701492558,4.104477611940293,27.956989247311824,False,1.107,0.4311,2,2,2,100.0,15.635947452229296,17.834394904458602,5.761194029850744,2.2388059701492558,历史2/2次成功; 当前距低点2.24%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
10,82.34308042647754,81.36620239475451,002363,隆基机械,bottom_area,2023-04-26,6.73,2023-04-25,6.51,3.379416282642099,4.454685099846391,28.774617067833702,False,1.6616,0.8986,2,2,2,100.0,36.83479311386288,54.96828752642705,4.620583717357901,3.379416282642099,历史2/2次成功; 当前距低点3.38%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
11,82.13537073181175,81.41171107778696,002753,永东股份,bottom_area,2023-04-26,7.02,2023-04-25,6.78,3.539823008849548,5.604719764011798,29.521829521829513,False,1.7391,1.1549,2,2,2,100.0,39.04573945141897,69.36936936936937,4.460176991150452,3.539823008849548,历史2/2次成功; 当前距低点3.54%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
12,81.99505730416277,78.63752204030226,002741,光华科技,bottom_area,2023-04-26,16.17,2023-04-25,15.88,1.8261964735516432,5.919395465994959,30.28972783143108,False,0.6849,1.3432,1,1,1,100.0,19.791666666666664,19.791666666666664,6.173803526448357,1.8261964735516432,历史1/1次成功; 当前距低点1.83%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
13,81.87766449429381,79.50826804876908,002036,联创电子,bottom_area,2023-04-26,9.53,2023-04-26,9.3,2.473118279569878,6.021505376344072,31.56732891832229,False,-7.2055,6.3072,4,4,4,100.0,15.091278097787045,22.210743801652896,5.526881720430123,2.473118279569878,历史4/4次成功; 当前距低点2.47%; 最新日涨幅-7.21%; 状态bottom_area; 底部未确认
14,81.74801609747652,76.14493551769401,688259,创耀科技,bottom_area,2023-04-26,61.6,2023-04-26,61.41,0.3093958638658278,4.022146230255669,30.61016949152543,False,-2.5316,3.341,3,3,3,100.0,16.776118748968262,19.50136612021858,7.690604136134173,0.3093958638658278,历史3/3次成功; 当前距低点0.31%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
15,81.23052815707925,80.34709094854544,002370,亚太药业,bottom_area,2023-04-26,4.22,2023-04-25,4.08,3.4313725490195996,4.411764705882345,32.56198347107438,False,2.9268,1.3901,3,3,3,100.0,15.325915915645853,15.633423180592995,4.568627450980401,3.4313725490195996,历史3/3次成功; 当前距低点3.43%; 最新日涨幅2.93%; 状态bottom_area; 底部未确认
16,80.98851861716928,80.45843948643511,300658,延江股份,bottom_area,2023-04-26,7.65,2023-04-25,7.38,3.6585365853658596,4.336043360433608,28.83317261330761,False,2.4096,1.2663,3,3,3,100.0,18.70915538209279,26.72018348623853,4.34146341463414,3.6585365853658596,历史3/3次成功; 当前距低点3.66%; 最新日涨幅2.41%; 状态bottom_area; 底部未确认
17,80.94997207062534,80.35200367121165,002724,海洋王,bottom_area,2023-04-26,8.6,2023-04-25,8.3,3.614457831325288,5.180722891566261,28.999144568006834,False,0.5848,0.7571,3,3,3,100.0,17.596599605555337,25.204081632653047,4.3855421686747125,3.614457831325288,历史3/3次成功; 当前距低点3.61%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
18,80.53041865927544,77.69177010383964,002383,合众思壮,bottom_area,2023-04-26,6.7,2023-04-25,6.56,2.1341463414634236,4.878048780487809,28.07017543859649,False,0.4498,1.2067,1,1,1,100.0,18.48184818481848,18.48184818481848,5.865853658536577,2.1341463414634236,历史1/1次成功; 当前距低点2.13%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
19,80.40037723882733,81.2108517350158,000957,中通客车,bottom_area,2023-04-26,9.94,2023-04-25,9.51,4.521556256572026,5.152471083070455,29.39866369710468,False,2.58,2.8549,2,2,2,100.0,185.5153400254489,354.54545454545456,3.478443743427974,4.521556256572026,历史2/2次成功; 当前距低点4.52%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
20,80.12704424275003,78.90880307250781,001210,金房能源,bottom_area,2023-04-26,22.23,2023-04-24,21.54,3.203342618384407,4.2711234911792095,27.180527383367135,False,1.7391,0.8287,1,1,1,100.0,38.131313131313135,38.131313131313135,4.796657381615593,3.203342618384407,历史1/1次成功; 当前距低点3.20%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
21,79.82923972840564,75.03622795806126,300560,中富通,bottom_area,2023-04-26,14.19,2023-04-26,14.08,0.7812499999999959,4.616477272727275,31.35056070209654,False,-2.1379,3.8252,3,3,3,100.0,16.59934386054438,20.94196804037006,7.218750000000004,0.7812499999999959,历史3/3次成功; 当前距低点0.78%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
22,79.75250578080657,76.09081740309446,300582,英飞特,bottom_area,2023-04-26,13.05,2023-04-26,12.85,1.5564202334630433,7.782101167315175,31.503198294243077,False,-10.6776,8.1559,1,1,1,100.0,35.48094373865699,35.48094373865699,6.443579766536957,1.5564202334630433,历史1/1次成功; 当前距低点1.56%; 最新日涨幅-10.68%; 状态bottom_area; 底部未确认
23,79.5361071381272,74.12037817295652,603232,格尔软件,bottom_area,2023-04-26,15.0,2023-04-26,14.95,0.33444816053512183,7.424749163879595,28.4688995215311,False,-4.8223,3.8043,3,3,3,100.0,16.413548274067672,22.78481012658228,7.665551839464878,0.33444816053512183,历史3/3次成功; 当前距低点0.33%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
24,79.16412760755962,79.90250054993525,000980,众泰汽车,bottom_area,2023-04-26,3.03,2023-04-26,2.9,4.482758620689651,5.51724137931035,32.24299065420561,False,1.3378,1.6274,3,3,3,100.0,25.823603253266942,43.49775784753364,3.517241379310349,4.482758620689651,历史3/3次成功; 当前距低点4.48%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
25,78.88884097978834,77.39164835164836,605133,嵘泰股份,bottom_area,2023-04-26,28.12,2023-04-25,27.3,3.003663003663005,5.567765567765566,28.79499217527387,False,-0.319,7.4743,1,1,1,100.0,60.01483679525222,60.01483679525222,4.996336996336995,3.003663003663005,历史1/1次成功; 当前距低点3.00%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
26,78.86183801231931,74.08905963859695,688168,安博通,bottom_area,2023-04-26,40.05,2023-04-25,39.75,0.7547169811320683,5.710691823899379,32.13249103636674,False,-2.0303,3.2869,3,3,3,100.0,11.181797610634721,12.015306122448962,7.245283018867932,0.7547169811320683,历史3/3次成功; 当前距低点0.75%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
27,78.65100606698296,77.5667051777612,300661,圣邦股份,bottom_area,2023-04-26,123.5,2023-04-25,119.58,3.278140157216927,6.790433182806494,30.20079383609619,False,0.7505,1.4901,1,1,1,100.0,31.832606108687024,31.832606108687024,4.721859842783073,3.278140157216927,历史1/1次成功; 当前距低点3.28%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
28,78.53376675212394,73.08013785965173,688173,希荻微,bottom_area,2023-04-26,19.35,2023-04-25,19.3,0.259067357512957,6.735751295336791,29.818181818181817,False,-0.8201,1.1655,2,2,2,100.0,16.34844857409283,23.120837297811605,7.740932642487043,0.259067357512957,历史2/2次成功; 当前距低点0.26%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
29,78.44539453116158,77.70534363935818,000722,湖南发展,bottom_area,2023-04-26,10.92,2023-04-25,10.55,3.507109004739329,4.64454976303316,27.98634812286689,False,1.9608,1.0832,2,2,2,100.0,18.7180224202357,26.619718309859163,4.492890995260671,3.507109004739329,历史2/2次成功; 当前距低点3.51%; 最新日涨幅1.96%; 状态bottom_area; 底部未确认
