rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.84773743694258,86.05918357111426,001896,豫能控股,bottom_area,2023-04-26,4.37,2023-04-24,4.27,2.3419203747072728,5.85480093676815,27.993254637436767,False,1.1574,0.5174,4,4,4,100.0,16.014849599176554,34.93975903614456,5.658079625292728,2.3419203747072728,历史4/4次成功; 当前距低点2.34%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
30,78.20207218596792,74.7752761331723,688228,开普云,bottom_area,2023-04-26,46.26,2023-04-26,45.5,1.670329670329666,7.912087912087916,28.063241106719367,False,-5.2826,3.549,1,1,1,100.0,29.80445043830074,29.80445043830074,6.329670329670334,1.670329670329666,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-5.28%; 状态bottom_area; 底部未确认
31,78.06044975431699,76.12728900255755,000629,钒钛股份,confirmed_rebound,2023-04-26,4.19,2023-04-25,4.08,2.6960784313725568,9.803921568627459,31.08108108108108,False,2.445,1.8447,1,1,1,100.0,27.173913043478265,27.173913043478265,5.303921568627444,2.6960784313725568,历史1/1次成功; 当前距低点2.70%; 最新日涨幅2.44%; 状态confirmed_rebound; 底部未确认
32,77.97767949566162,76.62100085380894,002077,大港股份,bottom_area,2023-04-26,13.69,2023-04-25,13.28,3.0873493975903625,5.7228915662650595,27.786840674279507,False,0.514,2.6336,1,1,1,100.0,24.40944881889765,24.40944881889765,4.912650602409638,3.0873493975903625,历史1/1次成功; 当前距低点3.09%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
33,77.92777411479769,77.19000324651492,002806,华锋股份,bottom_area,2023-04-26,10.63,2023-04-25,10.27,3.505355404089593,4.868549172346641,31.896551724137932,False,2.7053,2.3532,2,2,2,100.0,15.925879396984929,20.35175879396985,4.494644595910406,3.505355404089593,历史2/2次成功; 当前距低点3.51%; 最新日涨幅2.71%; 状态bottom_area; 底部未确认
34,77.30376302357351,75.09701866366179,688157,松井股份,bottom_area,2023-04-26,78.08,2023-04-25,76.18,2.4940929377789334,5.657652927277485,28.077794561933526,False,1.6534,1.0574,1,1,1,100.0,8.943820224719094,8.943820224719094,5.505907062221067,2.4940929377789334,历史1/1次成功; 当前距低点2.49%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
35,77.22262993431389,74.19868358445679,002146,荣盛发展,bottom_area,2023-04-26,1.59,2023-04-26,1.56,1.9230769230769247,3.2051282051282075,30.973451327433622,False,-0.625,1.2668,1,1,1,100.0,19.587628865979376,19.587628865979376,6.076923076923076,1.9230769230769247,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
36,77.02682809452189,74.37286966302885,300530,领湃科技,bottom_area,2023-04-26,22.06,2023-04-25,21.59,2.176933765632232,6.947660954145437,32.6365054602184,False,-0.2712,0.2658,3,4,3,75.0,27.802573379948058,34.07510431154381,5.823066234367769,2.176933765632232,历史3/4次成功; 当前距低点2.18%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
37,76.93260224181853,76.15115285259095,688116,天奈科技,bottom_area,2023-04-26,53.09,2023-04-25,51.31,3.4691093354122025,6.412005457025918,28.39799051074518,False,2.3323,1.93,2,2,2,100.0,9.896355577047169,11.226578491576134,4.5308906645877975,3.4691093354122025,历史2/2次成功; 当前距低点3.47%; 最新日涨幅2.33%; 状态bottom_area; 底部未确认
38,76.85554236231675,73.19575463077786,688225,亚信安全,confirmed_rebound,2023-04-26,20.8,2023-04-26,20.5,1.4634146341463448,9.804878048780495,28.819444444444446,False,-5.7544,3.4231,2,2,2,100.0,12.324408584040366,12.640845070422536,6.536585365853656,1.4634146341463448,历史2/2次成功; 当前距低点1.46%; 最新日涨幅-5.75%; 状态confirmed_rebound; 底部未确认
39,76.40679996494288,76.66062955278117,300665,飞鹿股份,bottom_area,2023-04-26,7.49,2023-04-24,7.19,4.172461752433933,5.006954102920715,30.329457364341085,False,0.2677,2.9752,2,2,2,100.0,21.25721692650826,22.6044226044226,3.827538247566067,4.172461752433933,历史2/2次成功; 当前距低点4.17%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
40,76.37339235446915,73.09403820784681,001227,兰州银行,bottom_area,2023-04-26,2.96,2023-04-26,2.91,1.7182130584192379,2.4054982817869357,30.714285714285715,False,-1.0033,1.2213,1,1,1,100.0,11.137440758293856,11.137440758293856,6.281786941580762,1.7182130584192379,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
41,76.19927386333856,75.47539140696709,002385,大北农,bottom_area,2023-04-26,7.09,2023-04-25,6.85,3.5036496350364996,4.817518248175183,30.73811931243681,False,2.1614,1.789,1,1,1,100.0,23.353293413173663,23.353293413173663,4.496350364963501,3.5036496350364996,历史1/1次成功; 当前距低点3.50%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
42,76.03486167996523,75.70451470669963,300610,晨化股份,bottom_area,2023-04-26,11.0,2023-04-25,10.6,3.7735849056603805,5.471698113207548,27.989130434782616,False,2.7077,1.4264,2,2,2,100.0,11.227356406480116,14.142857142857146,4.22641509433962,3.7735849056603805,历史2/2次成功; 当前距低点3.77%; 最新日涨幅2.71%; 状态bottom_area; 底部未确认
43,75.85607445985387,76.51735427079672,300758,七彩化学,bottom_area,2023-04-26,10.09,2023-04-26,9.66,4.451345755693579,4.865424430641829,30.252707581227433,False,1.7137,1.2992,2,2,2,100.0,23.905497816011056,38.59480269489894,3.5486542443064213,4.451345755693579,历史2/2次成功; 当前距低点4.45%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
44,75.76484871319977,74.51138614257698,000561,烽火电子,bottom_area,2023-04-26,8.56,2023-04-25,8.3,3.1325301204819254,5.180722891566261,27.826086956521735,False,1.3018,1.0015,1,1,1,100.0,13.621262458471767,13.621262458471767,4.867469879518075,3.1325301204819254,历史1/1次成功; 当前距低点3.13%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
45,75.54485413902019,70.35650924616121,300671,富满微,bottom_area,2023-04-26,43.22,2023-04-26,43.09,0.3016941285681027,5.337665351589689,31.07805502239283,False,-2.3939,2.4954,1,1,1,100.0,18.894472361809044,18.894472361809044,7.698305871431897,0.3016941285681027,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
46,75.53931676681583,76.53272163036226,300607,拓斯达,confirmed_rebound,2023-04-26,12.08,2023-04-25,11.54,4.679376083188917,19.324090121317163,30.565583634175702,False,2.8085,5.1362,2,2,2,100.0,36.99838225824183,45.9265890778872,3.320623916811084,4.679376083188917,历史2/2次成功; 当前距低点4.68%; 最新日涨幅2.81%; 状态confirmed_rebound; 底部未确认
47,75.51216035397825,74.00712912275776,002748,世龙实业,bottom_area,2023-04-26,10.11,2023-04-26,9.82,2.9531568228105822,3.5641547861507092,29.857142857142854,False,1.9153,0.9731,1,1,1,100.0,8.711433756805816,8.711433756805816,5.046843177189418,2.9531568228105822,历史1/1次成功; 当前距低点2.95%; 最新日涨幅1.92%; 状态bottom_area; 底部未确认
48,75.4474400586355,70.47176427225817,300353,东土科技,bottom_area,2023-04-26,11.07,2023-04-26,11.02,0.45372050816697557,5.444646098003627,28.903225806451616,False,-1.6,5.6599,1,1,1,100.0,21.377672209026137,21.377672209026137,7.546279491833024,0.45372050816697557,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
49,75.40461886020645,76.35834362644984,002553,南方精工,bottom_area,2023-04-26,10.12,2023-04-26,9.67,4.653567735263695,5.687693898655644,28.844738778513612,False,3.7949,3.1779,2,2,2,100.0,25.52945195081221,32.14285714285715,3.346432264736305,4.653567735263695,历史2/2次成功; 当前距低点4.65%; 最新日涨幅3.79%; 状态bottom_area; 底部未确认
50,75.36413956492085,71.80336452864644,000158,常山北明,bottom_area,2023-04-26,6.84,2023-04-26,6.74,1.4836795252225465,6.379821958456969,30.082987551867223,False,-4.0673,3.9629,1,1,1,100.0,11.538461538461533,11.538461538461533,6.516320474777454,1.4836795252225465,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
51,75.34214871249398,75.81940966028404,000059,华锦股份,bottom_area,2023-04-26,6.99,2023-04-25,6.7,4.328358208955224,4.626865671641785,29.916317991631804,False,2.7941,0.7123,2,2,2,100.0,18.645518154311638,25.41603630862328,3.671641791044776,4.328358208955224,历史2/2次成功; 当前距低点4.33%; 最新日涨幅2.79%; 状态bottom_area; 底部未确认
52,75.1883936529535,69.99649664677273,300603,立昂技术,bottom_area,2023-04-26,10.71,2023-04-26,10.68,0.28089887640450506,4.400749063670418,27.148703956343795,False,-2.8131,4.5325,3,4,3,75.0,20.870677876209612,35.36723163841809,7.719101123595495,0.28089887640450506,历史3/4次成功; 当前距低点0.28%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
53,75.0515376987738,75.00719846815223,002403,爱仕达,bottom_area,2023-04-26,8.12,2023-04-25,7.81,3.96927016645326,4.73751600512164,28.545288197621225,False,1.1208,0.8461,2,2,2,100.0,9.877066922933613,11.190233977619528,4.03072983354674,3.96927016645326,历史2/2次成功; 当前距低点3.97%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
54,74.98594285444726,75.16455169014662,600319,亚星化学,bottom_area,2023-04-26,5.05,2023-04-25,4.85,4.12371134020619,5.567010309278361,28.4660766961652,False,2.0202,1.1382,1,1,1,100.0,29.282868525896426,29.282868525896426,3.8762886597938104,4.12371134020619,历史1/1次成功; 当前距低点4.12%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
55,74.89588904880179,73.59878474555826,605069,正和生态,bottom_area,2023-04-26,8.67,2023-04-25,8.41,3.091557669441139,5.112960760998807,27.87307032590051,False,1.049,0.9141,1,1,1,100.0,8.212560386473426,8.212560386473426,4.908442330558861,3.091557669441139,历史1/1次成功; 当前距低点3.09%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
56,74.64417567111443,73.52273933572131,002575,群兴玩具,bottom_area,2023-04-26,5.14,2023-04-26,4.98,3.2128514056224744,4.618473895582319,28.242074927953887,False,0.9823,0.6142,1,1,1,100.0,9.290540540540537,9.290540540540537,4.787148594377526,3.2128514056224744,历史1/1次成功; 当前距低点3.21%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
57,74.6068570490001,74.68838823303616,603335,迪生力,bottom_area,2023-04-26,5.13,2023-04-25,4.93,4.0567951318458455,4.868154158215015,31.14525139664805,False,2.6,0.9898,2,2,2,100.0,9.235920073358502,9.27643784786642,3.943204868154155,4.0567951318458455,历史2/2次成功; 当前距低点4.06%; 最新日涨幅2.60%; 状态bottom_area; 底部未确认
58,74.30381538461538,72.37384615384615,600396,华电辽能,bottom_area,2023-04-26,1.95,2023-04-26,1.9,2.631578947368424,5.263157894736848,29.62962962962964,False,-2.5,5.4075,1,1,1,100.0,18.461538461538467,18.461538461538467,5.368421052631576,2.631578947368424,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
59,74.21835052203907,75.33441594342311,002350,北京科锐,bottom_area,2023-04-26,7.02,2023-04-25,6.7,4.776119402985065,5.3731343283582005,32.04868154158215,False,2.9326,2.0544,2,2,2,100.0,21.526710657145447,23.07692307692308,3.2238805970149347,4.776119402985065,历史2/2次成功; 当前距低点4.78%; 最新日涨幅2.93%; 状态bottom_area; 底部未确认
60,73.96359528586909,69.62698226742047,688213,思特威,bottom_area,2023-04-26,49.31,2023-04-26,48.89,0.8590713847412593,7.3634690120679105,32.518978605935125,False,-6.0762,5.1694,1,1,1,100.0,32.01970443349754,32.01970443349754,7.140928615258741,0.8590713847412593,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-6.08%; 状态bottom_area; 底部未确认
61,73.60679084164576,69.12099777173367,688117,圣诺生物,confirmed_rebound,2023-04-26,30.3,2023-04-26,30.08,0.7313829787234123,12.86569148936172,32.40449438202248,False,-12.1739,13.8124,2,2,2,100.0,21.282532060339015,24.6076585059636,7.268617021276588,0.7313829787234123,历史2/2次成功; 当前距低点0.73%; 最新日涨幅-12.17%; 状态confirmed_rebound; 底部未确认
62,73.48515448829957,71.17127557464005,300673,佩蒂股份,bottom_area,2023-04-26,13.14,2023-04-26,12.84,2.3364485981308465,3.894080996884735,28.06722689075631,False,-0.6051,2.9396,1,1,1,100.0,8.378378378378368,8.378378378378368,5.663551401869153,2.3364485981308465,历史1/1次成功; 当前距低点2.34%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
63,72.83761708017273,68.57661143239775,688127,蓝特光学,confirmed_rebound,2023-04-26,16.3,2023-04-25,16.16,0.8663366336633699,9.282178217821782,28.08188696039163,False,-0.9721,2.3449,2,2,2,100.0,9.794940629839962,10.789881259679916,7.133663366336631,0.8663366336633699,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-0.97%; 状态confirmed_rebound; 底部未确认
64,72.75819426420456,68.52853030866832,688049,炬芯科技,bottom_area,2023-04-26,33.0,2023-04-26,32.71,0.8865790278202359,5.625191073066329,27.632743362831864,False,-3.7901,3.538,2,2,2,100.0,9.784572538163834,11.287895076327672,7.113420972179764,0.8865790278202359,历史2/2次成功; 当前距低点0.89%; 最新日涨幅-3.79%; 状态bottom_area; 底部未确认
65,72.50839291130933,73.69164778877023,002706,良信股份,bottom_area,2023-04-26,11.26,2023-04-25,10.74,4.841713221601486,5.865921787709487,29.849771391247554,False,3.6832,1.9123,2,2,2,100.0,13.49867706463227,14.727153188691638,3.158286778398514,4.841713221601486,历史2/2次成功; 当前距低点4.84%; 最新日涨幅3.68%; 状态bottom_area; 底部未确认
66,72.46368406026255,73.70055135749239,002758,浙农股份,bottom_area,2023-04-26,12.68,2023-04-25,12.09,4.88006617038875,5.210918114143928,28.249258160237396,False,2.589,1.9963,2,2,2,100.0,14.016678634294234,19.064430714916153,3.1199338296112504,4.88006617038875,历史2/2次成功; 当前距低点4.88%; 最新日涨幅2.59%; 状态bottom_area; 底部未确认
67,72.42230480220888,72.74442031652559,603366,日出东方,bottom_area,2023-04-26,5.42,2023-04-25,5.2,4.230769230769226,4.615384615384619,28.57142857142857,False,2.4575,1.0685,1,1,1,100.0,17.583732057416277,17.583732057416277,3.769230769230774,4.230769230769226,历史1/1次成功; 当前距低点4.23%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
68,72.2910989380409,73.50067001171769,002026,山东威达,bottom_area,2023-04-26,8.41,2023-04-26,8.02,4.862842892768087,6.1097256857855395,31.918505942275043,False,0.4779,1.7452,1,1,1,100.0,29.397590361445776,29.397590361445776,3.1371571072319138,4.862842892768087,历史1/1次成功; 当前距低点4.86%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
69,72.11339489828423,73.26864854907416,001266,宏英智能,bottom_area,2023-04-26,24.76,2023-04-25,23.62,4.826418289585099,6.4775613886536725,28.6404833836858,False,3.5983,3.0783,2,2,2,100.0,11.03700134047409,13.763753373468953,3.1735817104149007,4.826418289585099,历史2/2次成功; 当前距低点4.83%; 最新日涨幅3.60%; 状态bottom_area; 底部未确认
70,72.03267209302327,66.69691860465117,603186,华正新材,bottom_area,2023-04-26,28.59,2023-04-26,28.59,0.0,7.729975515914658,29.07467129744481,False,-10.0094,6.7235,1,1,1,100.0,17.994186046511643,17.994186046511643,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
71,71.9093797320869,72.03124528301889,600400,红豆股份,bottom_area,2023-04-26,3.31,2023-04-25,3.18,4.088050314465405,4.40251572327043,30.869565217391298,False,1.8462,0.5772,1,1,1,100.0,12.00000000000001,12.00000000000001,3.911949685534595,4.088050314465405,历史1/1次成功; 当前距低点4.09%; 最新日涨幅1.85%; 状态bottom_area; 底部未确认
72,71.37534246269209,72.43505241777824,002245,蔚蓝锂芯,confirmed_rebound,2023-04-26,11.21,2023-04-26,10.7,4.76635514018693,8.317757009345799,29.512516469038214,False,-0.7965,3.1017,3,3,3,100.0,21.840549125830286,25.653923541247494,3.2336448598130696,4.76635514018693,历史3/3次成功; 当前距低点4.77%; 最新日涨幅-0.80%; 状态confirmed_rebound; 底部未确认
