rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.93725942414724,79.23386302448405,002564,天沃科技,bottom_area,2026-03-30,6.1,8.27,2026-03-27,5.99,1.8363939899832962,4.0066777963272155,27.569528415961297,26.239419588875457,False,-1.9293,2.0139,2,2,2,100.0,28.92925441745143,29.903536977491967,18.163606010016707,1.8363939899832962,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
12,83.37369521601869,70.49995713319113,601628,中国人寿,bottom_area,2026-03-30,36.68,50.7,2026-03-30,36.39,0.7969222313822456,1.9785655399835087,28.22485207100592,27.652859960552274,False,-1.7149,0.1243,1,1,1,100.0,25.736235595390532,25.736235595390532,19.203077768617753,0.7969222313822456,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
13,82.94423702855255,75.61293692605828,688377,迪威尔,bottom_area,2026-03-30,37.15,50.95,2026-03-27,35.41,4.913866139508619,5.930528099406952,30.500490677134458,27.08537782139353,False,0.1618,0.5213,1,1,1,100.0,41.37931034482759,41.37931034482759,15.086133860491383,4.913866139508619,历史1/1次成功; 当前距低点4.91%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
14,82.42944660650129,71.01987695026172,002806,华锋股份,bottom_area,2026-03-30,12.86,17.37,2026-03-30,12.63,1.8210609659540669,2.53365003958827,27.288428324697755,25.96430627518711,False,-0.7716,4.3626,3,5,3,60.0,37.91341910019885,58.72442839951864,18.178939034045936,1.8210609659540669,历史3/5次成功; 当前距低点1.82%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
15,82.30167098252606,74.56083276665156,600592,龙溪股份,bottom_area,2026-03-30,19.9,28.09,2026-03-23,19.03,4.571728849185483,6.41093011035207,32.25347098611605,29.156283374866504,False,1.2723,1.1493,1,1,1,100.0,31.52889539136796,31.52889539136796,15.428271150814519,4.571728849185483,历史1/1次成功; 当前距低点4.57%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
16,81.26103600686069,73.78073936689216,300993,玉马科技,bottom_area,2026-03-30,12.27,16.22,2026-03-23,11.72,4.69283276450511,7.679180887372001,27.74352651048088,24.352651048088777,True,-0.8084,0.8741,1,1,1,100.0,42.09891435464416,42.09891435464416,15.30716723549489,4.69283276450511,历史1/1次成功; 当前距低点4.69%; 最新日涨幅-0.81%; 状态bottom_area; 底部已确认
17,81.03994082352865,73.41889230653815,000567,海德股份,bottom_area,2026-03-30,5.26,7.02,2026-03-23,5.03,4.572564612326034,7.355864811133203,28.347578347578338,25.07122507122507,True,-0.3788,0.4291,1,1,1,100.0,38.67924528301886,38.67924528301886,15.427435387673965,4.572564612326034,历史1/1次成功; 当前距低点4.57%; 最新日涨幅-0.38%; 状态bottom_area; 底部已确认
18,80.34390230391197,71.14103323192205,603198,迎驾贡酒,bottom_area,2026-03-30,32.39,43.1,2026-03-27,31.35,3.317384370015946,3.349282296650709,27.262180974477957,24.849187935034802,False,1.3137,0.3139,2,3,2,66.66666666666666,36.655929725224325,39.66017405719024,16.682615629984056,3.317384370015946,历史2/3次成功; 当前距低点3.32%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
19,79.21857488070653,70.54460756875112,300542,新晨科技,bottom_area,2026-03-30,15.42,21.7,2026-03-27,14.88,3.6290322580645102,4.301075268817196,31.428571428571423,28.94009216589862,False,-0.1295,0.9688,5,7,5,71.42857142857143,32.75853135174146,61.233480176211465,16.37096774193549,3.6290322580645102,历史5/7次成功; 当前距低点3.63%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
20,77.56001869886131,69.84826459840404,603848,好太太,bottom_area,2026-03-30,15.47,21.38,2026-03-23,14.84,4.24528301886793,5.39083557951483,30.589335827876518,27.64265668849391,False,-0.1291,0.4822,1,1,1,100.0,24.664031620553352,24.664031620553352,15.754716981132072,4.24528301886793,历史1/1次成功; 当前距低点4.25%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
21,77.21902056518638,68.62186602875381,002681,奋达科技,bottom_area,2026-03-30,5.3,7.11,2026-03-23,5.12,3.5156249999999947,8.007812500000004,27.988748241912802,25.457102672292553,True,-0.3759,1.2869,2,3,2,66.66666666666666,38.82163635530716,46.084337349397586,16.484375000000007,3.5156249999999947,历史2/3次成功; 当前距低点3.52%; 最新日涨幅-0.38%; 状态bottom_area; 底部已确认
22,75.90025523617363,67.79503059294692,001696,宗申动力,bottom_area,2026-03-30,18.87,25.86,2026-03-27,18.18,3.7953795379538025,5.555555555555564,29.698375870069604,27.030162412993036,False,0.9631,2.3178,2,4,2,50.0,43.97040827678273,65.16853932584267,16.204620462046197,3.7953795379538025,历史2/4次成功; 当前距低点3.80%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
23,74.28158044135542,63.67411214953269,688232,新点软件,bottom_area,2026-03-30,21.73,30.57,2026-03-30,21.4,1.5420560747663639,2.8504672897196404,29.9967288191037,28.91723912332352,False,-1.4959,0.8307,1,2,1,50.0,51.87398153177622,51.87398153177622,18.45794392523364,1.5420560747663639,历史1/2次成功; 当前距低点1.54%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
24,74.20068490050043,65.05034557235422,001288,运机集团,bottom_area,2026-03-30,28.55,38.88,2026-03-27,27.78,2.771778257739379,4.283657307415399,28.549382716049383,26.568930041152267,False,0.035,1.3277,1,2,1,50.0,50.27272727272728,50.27272727272728,17.228221742260622,2.771778257739379,历史1/2次成功; 当前距低点2.77%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
25,72.86647676430634,64.70543136670402,002590,万安科技,bottom_area,2026-03-30,12.21,16.25,2026-03-23,11.8,3.474576271186441,8.3050847457627,27.38461538461538,24.86153846153846,False,-0.2451,0.9713,2,3,2,66.66666666666666,26.45590644270131,30.204778156996575,16.52542372881356,3.474576271186441,历史2/3次成功; 当前距低点3.47%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
26,72.78741170411558,65.61690460315252,688070,纵横股份,bottom_area,2026-03-30,48.5,64.48,2026-03-23,46.5,4.301075268817205,8.387096774193544,27.88461538461539,24.782878411910676,True,1.2315,1.6146,3,6,3,50.0,29.265356000299764,34.23295454545453,15.698924731182796,4.301075268817205,历史3/6次成功; 当前距低点4.30%; 最新日涨幅1.23%; 状态bottom_area; 底部已确认
27,72.09088860169255,61.257910708057196,000564,供销大集,bottom_area,2026-03-30,1.9,2.78,2026-03-30,1.88,1.0638297872340436,2.659574468085109,32.37410071942446,31.654676258992804,False,-2.5641,1.8796,1,2,1,50.0,31.147540983606568,31.147540983606568,18.93617021276596,1.0638297872340436,历史1/2次成功; 当前距低点1.06%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
28,71.76861908259853,63.963933444177655,603232,格尔软件,bottom_area,2026-03-30,20.03,26.53,2026-03-30,19.32,3.674948240165636,4.554865424430637,27.176781002638524,24.50056539766302,False,0.401,3.1025,3,7,3,42.857142857142854,37.37304763616524,48.01488833746897,16.325051759834363,3.674948240165636,历史3/7次成功; 当前距低点3.67%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
29,71.07778410372151,63.86023305380692,300593,新雷能,bottom_area,2026-03-30,23.27,30.88,2026-03-30,22.35,4.11633109619686,4.340044742729301,27.623056994818647,24.643782383419687,False,1.749,2.7346,2,4,2,50.0,26.74982770503102,28.000000000000007,15.883668903803141,4.11633109619686,历史2/4次成功; 当前距低点4.12%; 最新日涨幅1.75%; 状态bottom_area; 底部未确认
30,70.27477159559615,62.394991714167745,002045,国光电器,bottom_area,2026-03-30,11.64,16.38,2026-03-23,11.25,3.466666666666672,6.222222222222216,31.318681318681314,28.93772893772893,False,-0.3425,1.0595,4,8,4,50.0,33.38167588262236,40.89958158995815,16.533333333333328,3.466666666666672,历史4/8次成功; 当前距低点3.47%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
31,70.16061331323007,63.598135039090266,002676,顺威股份,bottom_area,2026-03-30,6.59,9.14,2026-03-23,6.3,4.603174603174605,6.349206349206354,31.07221006564552,27.899343544857775,False,1.0736,1.1566,2,4,2,50.0,31.308457711442777,39.33333333333333,15.396825396825397,4.603174603174605,历史2/4次成功; 当前距低点4.60%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
32,68.98525388358628,60.1147464603754,002036,联创电子,bottom_area,2026-03-30,8.81,11.85,2026-03-30,8.6,2.441860465116289,2.9069767441860463,27.42616033755274,25.65400843881856,False,-1.2332,2.0866,2,6,2,33.33333333333333,44.67126337369466,67.13178294573642,17.55813953488371,2.441860465116289,历史2/6次成功; 当前距低点2.44%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
33,68.75954676810525,59.91821742671408,688225,亚信安全,bottom_area,2026-03-30,16.78,23.2,2026-03-30,16.38,2.442002442002455,3.0525030525030528,29.396551724137932,27.67241379310344,False,-1.1779,0.5798,2,5,2,40.0,29.171951583224075,36.786114221724524,17.557997557997545,2.442002442002455,历史2/5次成功; 当前距低点2.44%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
34,68.70978128395686,59.70763679575495,688027,国盾量子,bottom_area,2026-03-30,551.01,746.0,2026-03-27,538.68,2.288928491869021,3.7499071805153426,27.790884718498667,26.138069705093837,False,-0.1793,2.2321,2,6,2,33.33333333333333,40.60785174130632,54.833310085088584,17.711071508130978,2.288928491869021,历史2/6次成功; 当前距低点2.29%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
35,67.94786794791429,59.1342969958623,688114,华大智造,bottom_area,2026-03-30,49.65,69.85,2026-03-27,48.5,2.3711340206185536,4.123711340206185,30.565497494631348,28.91911238367931,False,-0.8586,0.6301,2,5,2,40.0,24.08861592942264,27.745919717688572,17.628865979381448,2.3711340206185536,历史2/5次成功; 当前距低点2.37%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
36,67.27253195849589,58.80117608224087,002241,歌尔股份,bottom_area,2026-03-30,22.42,31.86,2026-03-30,21.85,2.6086956521739144,2.654462242562921,31.41870684243565,29.629629629629623,False,-1.0591,2.0172,1,2,1,50.0,36.8763557483731,36.8763557483731,17.391304347826086,2.6086956521739144,历史1/2次成功; 当前距低点2.61%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
37,67.21282728930802,58.25872132034632,002605,姚记科技,bottom_area,2026-03-30,20.43,27.66,2026-03-23,20.0,2.1499999999999986,5.3999999999999915,27.69342010122921,26.13882863340564,False,-0.4386,1.0484,2,6,2,33.33333333333333,31.11498917748918,39.01785714285715,17.85,2.1499999999999986,历史2/6次成功; 当前距低点2.15%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
38,65.45858916008665,56.69181382614647,600185,珠免集团,bottom_area,2026-03-30,5.82,8.28,2026-03-24,5.7,2.1052631578947385,5.438596491228063,31.159420289855067,29.710144927536223,False,-2.1849,1.5235,1,3,1,33.33333333333333,38.80903490759753,38.80903490759753,17.894736842105264,2.1052631578947385,历史1/3次成功; 当前距低点2.11%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
39,65.26403199137991,58.45030286523585,301551,无线传媒,bottom_area,2026-03-30,28.48,40.65,2026-03-27,27.4,3.941605839416065,4.0145985401459905,32.59532595325953,29.938499384993843,False,0.317,1.6935,1,2,1,50.0,28.855721393034813,28.855721393034813,16.058394160583937,3.941605839416065,历史1/2次成功; 当前距低点3.94%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
40,64.54115046531234,58.02614754098363,002093,国脉科技,bottom_area,2026-03-30,9.53,12.83,2026-03-23,9.15,4.153005464480863,6.120218579234978,28.68277474668745,25.72096648480125,False,0.4215,0.9546,1,4,1,25.0,52.409638554216855,52.409638554216855,15.846994535519137,4.153005464480863,历史1/4次成功; 当前距低点4.15%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
41,64.19751026145231,57.8928257212126,002373,千方科技,bottom_area,2026-03-30,9.66,13.46,2026-03-23,9.26,4.319654427645792,7.01943844492441,31.203566121842503,28.231797919762265,False,0.7299,1.4087,1,2,1,50.0,30.49267643142478,30.49267643142478,15.68034557235421,4.319654427645792,历史1/2次成功; 当前距低点4.32%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
42,64.0507854313036,56.58445881974094,000596,古井贡酒,bottom_area,2026-03-30,105.07,140.25,2026-03-27,101.82,3.191907287369869,4.684737772539786,27.401069518716582,25.083778966131913,False,0.7769,0.698,1,3,1,33.33333333333333,29.07889301941346,29.07889301941346,16.80809271263013,3.191907287369869,历史1/3次成功; 当前距低点3.19%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
43,63.94168801490953,57.00621391805426,002765,蓝黛科技,bottom_area,2026-03-30,10.11,13.66,2026-03-23,9.75,3.6923076923076863,6.256410256410251,28.62371888726208,25.9882869692533,False,-0.1974,1.1796,2,5,2,40.0,28.84234116406334,29.470802919708017,16.307692307692314,3.6923076923076863,历史2/5次成功; 当前距低点3.69%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
44,63.85519240422898,56.43767005424279,600318,新力金融,bottom_area,2026-03-30,7.7,10.23,2026-03-27,7.46,3.2171581769437028,4.423592493297588,27.077223851417404,24.731182795698924,False,-1.0283,2.5903,1,2,1,50.0,31.627906976744185,31.627906976744185,16.782841823056298,3.2171581769437028,历史1/2次成功; 当前距低点3.22%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
45,63.26518681733368,57.500263978080525,001311,多利科技,bottom_area,2026-03-30,30.88,42.08,2026-03-23,29.48,4.748982360922654,9.056987788331066,29.942965779467677,26.61596958174905,True,-1.184,2.0888,1,2,1,50.0,46.9244288224956,46.9244288224956,15.251017639077347,4.748982360922654,历史1/2次成功; 当前距低点4.75%; 最新日涨幅-1.18%; 状态bottom_area; 底部已确认
46,63.080860915520525,53.25424793054718,000625,长安汽车,bottom_area,2026-03-30,9.95,13.84,2026-03-30,9.88,0.7085020242914828,1.0121457489878507,28.612716763005775,28.106936416184976,False,-0.5994,0.477,1,3,1,33.33333333333333,43.0446194225722,43.0446194225722,19.29149797570852,0.7085020242914828,历史1/3次成功; 当前距低点0.71%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
47,62.79712222222227,54.13545019157091,002698,博实股份,bottom_area,2026-03-30,13.2,18.45,2026-03-30,12.96,1.8518518518518396,2.2376543209876476,29.756097560975604,28.455284552845526,False,-0.6772,0.8875,1,4,1,25.0,23.3477011494253,23.3477011494253,18.14814814814816,1.8518518518518396,历史1/4次成功; 当前距低点1.85%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
48,61.13228297955608,54.662900525598616,301315,威士顿,bottom_area,2026-03-30,48.5,64.35,2026-03-27,46.7,3.8543897216274026,4.154175588865091,27.428127428127418,24.630924630924625,False,0.2066,2.1356,1,3,1,33.33333333333333,26.868686868686865,26.868686868686865,16.145610278372597,3.8543897216274026,历史1/3次成功; 当前距低点3.85%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
49,60.89950930556245,53.4636378918224,300458,全志科技,bottom_area,2026-03-30,34.67,48.2,2026-03-30,33.71,2.8478196380895904,3.3817858202313866,30.06224066390042,28.070539419087137,False,-1.0559,2.0126,1,6,1,16.666666666666664,50.49354593773728,50.49354593773728,17.15218036191041,2.8478196380895904,历史1/6次成功; 当前距低点2.85%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
50,59.104891022057146,52.3343174406022,300673,佩蒂股份,bottom_area,2026-03-30,14.64,19.79,2026-03-23,14.17,3.3168666196189176,7.833450952717004,28.39818089944416,26.023244062657902,True,-1.9424,1.9211,1,3,1,33.33333333333333,21.040000000000006,21.040000000000006,16.683133380381083,3.3168666196189176,历史1/3次成功; 当前距低点3.32%; 最新日涨幅-1.94%; 状态bottom_area; 底部已确认
51,58.79652747252745,53.451388611388595,002292,奥飞娱乐,bottom_area,2026-03-30,7.7,10.88,2026-03-24,7.35,4.761904761904769,7.346938775510205,32.44485294117648,29.22794117647059,True,-0.1297,1.7661,1,2,1,50.0,25.31468531468532,25.31468531468532,15.238095238095232,4.761904761904769,历史1/2次成功; 当前距低点4.76%; 最新日涨幅-0.13%; 状态bottom_area; 底部已确认
52,58.488465532171304,52.97916123424598,301518,长华化学,bottom_area,2026-03-30,40.1,52.76,2026-03-23,38.35,4.563233376792699,9.308996088657107,27.312357846853676,23.99545109931766,True,-3.0464,3.0314,1,3,1,33.33333333333333,55.817490494296564,55.817490494296564,15.436766623207301,4.563233376792699,历史1/3次成功; 当前距低点4.56%; 最新日涨幅-3.05%; 状态bottom_area; 底部已确认
53,55.2147945784466,50.1144798754769,002380,科远智慧,bottom_area,2026-03-30,31.58,43.0,2026-03-24,30.17,4.673516738481924,9.811070599933712,29.83720930232558,26.558139534883722,True,-1.5893,2.5705,1,3,1,33.33333333333333,25.735294117647072,25.735294117647072,15.326483261518076,4.673516738481924,历史1/3次成功; 当前距低点4.67%; 最新日涨幅-1.59%; 状态bottom_area; 底部已确认
54,54.718874964162204,49.84512901593724,001282,三联锻造,bottom_area,2026-03-30,19.8,26.24,2026-03-23,18.88,4.872881355932213,7.468220338983052,28.048780487804876,24.54268292682926,False,-0.2519,2.8223,1,4,1,25.0,37.31343283582089,37.31343283582089,15.127118644067789,4.872881355932213,历史1/4次成功; 当前距低点4.87%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
55,54.561043599903854,49.75126008737695,600363,联创光电,bottom_area,2026-03-30,50.25,67.58,2026-03-23,47.89,4.92795990812278,8.060137815827938,29.135839005622966,25.64368156259248,True,-0.7113,1.0927,1,3,1,33.33333333333333,26.901480347115875,26.901480347115875,15.07204009187722,4.92795990812278,历史1/3次成功; 当前距低点4.93%; 最新日涨幅-0.71%; 状态bottom_area; 底部已确认
56,50.98933984198401,46.3263595488684,300751,迈为股份,bottom_area,2026-03-30,230.53,302.8,2026-03-30,220.12,4.729238597128837,19.0214428493549,27.30515191545575,23.86723910171731,False,-15.7758,9.7205,1,4,1,25.0,26.849588980226617,26.849588980226617,15.270761402871164,4.729238597128837,历史1/4次成功; 当前距低点4.73%; 最新日涨幅-15.78%; 状态bottom_area; 底部未确认
