rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.49893758622758,75.35798458475746,605068,明新旭腾,bottom_area,2025-10-10,24.94,2025-10-10,24.8,0.5645161290322603,13.548387096774192,28.87869228563234,False,-9.5065,6.5345,2,2,2,100.0,42.554200854575384,50.84621044885945,19.43548387096774,0.5645161290322603,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-9.51%; 状态bottom_area; 底部未确认
2,87.8647955285777,76.48480596923642,301151,冠龙节能,bottom_area,2025-10-10,20.62,2025-09-29,20.14,2.383316782522346,5.064548162859977,29.333333333333332,False,-0.5786,5.7198,1,1,1,100.0,37.520259319286865,37.520259319286865,17.616683217477654,2.383316782522346,历史1/1次成功; 当前距低点2.38%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
3,87.10024449267685,73.17549441891006,688621,阳光诺和,bottom_area,2025-10-10,61.19,2025-10-10,60.92,0.4432042022324294,5.367695338148384,29.121582315299595,False,-4.6291,3.5492,1,1,1,100.0,46.0,46.0,19.55679579776757,0.4432042022324294,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-4.63%; 状态bottom_area; 底部未确认
4,82.03297189220514,71.67344827586206,002269,美邦服饰,bottom_area,2025-10-10,2.38,2025-09-29,2.32,2.5862068965517264,6.034482758620696,27.725856697819317,False,0.4219,4.6086,4,8,4,50.0,62.09717161843492,173.50993377483442,17.413793103448274,2.5862068965517264,历史4/8次成功; 当前距低点2.59%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
5,70.85479232131476,60.411117022377695,301551,无线传媒,bottom_area,2025-10-10,36.5,2025-10-09,36.05,1.248266296809994,4.049930651872402,31.241655540720963,False,-2.1448,3.5132,1,2,1,50.0,28.855721393034813,28.855721393034813,18.751733703190006,1.248266296809994,历史1/2次成功; 当前距低点1.25%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
6,70.30957560596623,59.62252011385938,000428,华天酒店,bottom_area,2025-10-10,3.18,2025-10-09,3.15,0.9523809523809603,2.857142857142867,27.083333333333343,False,0.3155,2.5062,2,5,2,40.0,26.687896157462177,28.045977011494273,19.04761904761904,0.9523809523809603,历史2/5次成功; 当前距低点0.95%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
7,69.94424994960487,58.6696544353402,002059,云南旅游,bottom_area,2025-10-10,5.62,2025-10-09,5.6,0.3571428571428654,3.9285714285714404,30.778739184178,False,0.0,4.2618,1,2,1,50.0,25.935162094763093,25.935162094763093,19.642857142857135,0.3571428571428654,历史1/2次成功; 当前距低点0.36%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,68.12453136306242,60.16432797009589,000926,福星股份,bottom_area,2025-10-10,2.6,2025-09-29,2.52,3.174603174603177,4.761904761904765,27.79369627507164,False,1.5625,3.0984,1,2,1,50.0,28.668941979522177,28.668941979522177,16.825396825396822,3.174603174603177,历史1/2次成功; 当前距低点3.17%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
9,66.34689130547393,56.38885879488742,600400,红豆股份,bottom_area,2025-10-10,2.82,2025-10-10,2.79,1.0752688172042941,4.659498207885301,27.343749999999993,False,-0.7042,4.917,1,4,1,25.0,25.943396226415082,25.943396226415082,18.924731182795707,1.0752688172042941,历史1/4次成功; 当前距低点1.08%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
10,66.08815670085036,55.457129593810464,301488,豪恩汽电,bottom_area,2025-10-10,159.0,2025-10-10,158.4,0.3787878787878752,4.513888888888892,28.719287192871928,False,-4.7391,16.6969,1,2,1,50.0,41.61702127659575,41.61702127659575,19.621212121212125,0.3787878787878752,历史1/2次成功; 当前距低点0.38%; 最新日涨幅-4.74%; 状态bottom_area; 底部未确认
11,66.07051410088144,55.632834148135544,688195,腾景科技,bottom_area,2025-10-10,106.6,2025-10-10,106.0,0.5660377358490513,10.169811320754718,27.127732710023377,False,-8.4192,7.9126,4,10,4,40.0,33.190323579953635,49.70800412229474,19.43396226415095,0.5660377358490513,历史4/10次成功; 当前距低点0.57%; 最新日涨幅-8.42%; 状态bottom_area; 底部未确认
