rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.00596714000298,78.01610504639362,300640,德艺文创,bottom_area,2025-07-04,6.33,2025-06-23,6.26,1.1182108626198128,7.348242811501597,27.880184331797235,True,-3.211,9.1546,2,2,2,100.0,14.600138780466654,17.724867724867735,8.881789137380187,1.1182108626198128,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-3.21%; 状态bottom_area; 底部已确认
12,78.70358494016295,73.92737793851718,688556,高测股份,bottom_area,2025-07-04,7.12,2025-06-27,7.0,1.7142857142857157,5.999999999999999,31.10236220472441,False,-1.7931,2.2322,1,1,1,100.0,15.569620253164562,15.569620253164562,8.285714285714285,1.7142857142857157,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
13,75.79314281072635,70.22700260431061,301348,蓝箭电子,bottom_area,2025-07-04,20.25,2025-07-04,20.05,0.9975062344139616,3.690773067331663,29.001416430594894,False,-1.4599,9.3052,1,1,1,100.0,26.727509778357234,26.727509778357234,9.002493765586038,0.9975062344139616,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
14,75.47707759877079,72.9610395227495,002155,湖南黄金,bottom_area,2025-07-04,17.95,2025-06-30,17.39,3.220241518113851,5.405405405405392,29.28019520130134,False,-1.4278,2.0995,1,1,1,100.0,28.834355828220854,28.834355828220854,6.77975848188615,3.220241518113851,历史1/1次成功; 当前距低点3.22%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
15,74.7366047455575,72.43744307251036,600770,综艺股份,bottom_area,2025-07-04,5.23,2025-06-23,5.06,3.3596837944664197,6.916996047430842,32.980132450331126,False,-0.947,1.6141,1,1,1,100.0,27.72861356932153,27.72861356932153,6.640316205533581,3.3596837944664197,历史1/1次成功; 当前距低点3.36%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
16,73.10592997997965,71.74581965477073,603681,永冠新材,bottom_area,2025-07-04,14.77,2025-06-20,14.2,4.014084507042256,7.4647887323943705,29.000000000000004,True,-1.7299,2.2798,1,1,1,100.0,22.83834586466165,22.83834586466165,5.985915492957745,4.014084507042256,历史1/1次成功; 当前距低点4.01%; 最新日涨幅-1.73%; 状态bottom_area; 底部已确认
17,72.9061767126615,67.51842912787079,002896,中大力德,bottom_area,2025-07-04,55.09,2025-07-04,54.56,0.9714076246334332,2.5476539589442826,28.83787661406026,False,-0.7387,2.6523,1,1,1,100.0,11.84536834427426,11.84536834427426,9.028592375366568,0.9714076246334332,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
18,72.59784150463311,71.72887931034481,603577,汇金通,bottom_area,2025-07-04,9.08,2025-06-23,8.7,4.367816091954032,8.275862068965525,32.34836702954899,True,-1.7316,2.7952,1,1,1,100.0,27.083333333333325,27.083333333333325,5.632183908045968,4.367816091954032,历史1/1次成功; 当前距低点4.37%; 最新日涨幅-1.73%; 状态bottom_area; 底部已确认
19,71.99061051873566,69.71201949775514,300871,回盛生物,bottom_area,2025-07-04,20.59,2025-06-23,19.93,3.3115905669844468,5.870546914199708,29.301170627882232,False,-1.9057,4.1001,1,1,1,100.0,12.486268766019775,12.486268766019775,6.688409433015555,3.3115905669844468,历史1/1次成功; 当前距低点3.31%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
20,71.77489231325053,71.31485140992882,002371,北方华创,bottom_area,2025-07-04,335.15,2025-07-03,320.22,4.6624195865342415,6.648554119043146,28.602006688963204,False,2.1269,1.0105,1,1,1,100.0,15.189075630252091,15.189075630252091,5.3375804134657585,4.6624195865342415,历史1/1次成功; 当前距低点4.66%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
21,71.76987095963084,70.44747802737632,605377,华旺科技,bottom_area,2025-07-04,8.79,2025-06-23,8.45,4.023668639053253,4.852071005917162,30.04966887417219,False,-0.453,0.6407,1,1,1,100.0,25.16904583020285,25.16904583020285,5.976331360946747,4.023668639053253,历史1/1次成功; 当前距低点4.02%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
22,68.1415682087763,68.09386672595603,688448,磁谷科技,confirmed_rebound,2025-07-04,28.55,2025-06-23,27.2,4.963235294117652,10.11029411764706,30.946940847930946,True,-1.5857,2.1076,1,1,1,100.0,25.053995680345576,25.053995680345576,5.036764705882348,4.963235294117652,历史1/1次成功; 当前距低点4.96%; 最新日涨幅-1.59%; 状态confirmed_rebound; 底部已确认
23,67.39159587007688,66.44151634648479,300346,南大光电,bottom_area,2025-07-04,31.12,2025-06-13,29.85,4.254606365159128,8.576214405360117,27.513355998057303,True,-1.1436,2.4861,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,5.745393634840873,4.254606365159128,历史2/3次成功; 当前距低点4.25%; 最新日涨幅-1.14%; 状态bottom_area; 底部已确认
24,67.38203306749877,66.5056026450447,002172,澳洋健康,bottom_area,2025-07-04,3.87,2025-06-23,3.71,4.312668463611864,7.547169811320761,27.11198428290766,True,-1.023,5.0631,4,6,4,66.66666666666666,20.54741976028543,29.824561403508774,5.687331536388136,4.312668463611864,历史4/6次成功; 当前距低点4.31%; 最新日涨幅-1.02%; 状态bottom_area; 底部已确认
25,62.23077917976847,57.73919873744327,600241,时代万恒,bottom_area,2025-07-04,8.51,2025-07-04,8.42,1.0688836104513049,4.2755344418052195,28.03418803418803,False,-3.5147,9.2705,1,2,1,50.0,22.50673854447439,22.50673854447439,8.931116389548697,1.0688836104513049,历史1/2次成功; 当前距低点1.07%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
