rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.78703500560921,76.11626343077307,603048,浙江黎明,bottom_area,2025-03-14,19.0,2025-03-14,18.37,3.429504627109412,4.681545998911265,27.391304347826086,False,1.1715,5.0464,1,1,1,100.0,25.889967637540458,25.889967637540458,16.57049537289059,3.429504627109412,历史1/1次成功; 当前距低点3.43%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
2,81.04720569267396,71.1067695423639,002760,凤形股份,bottom_area,2025-03-14,21.56,2025-03-14,20.97,2.8135431568907956,8.822126847877929,28.30769230769231,False,-7.4281,18.9085,1,1,1,100.0,24.094881398252184,24.094881398252184,17.186456843109205,2.8135431568907956,历史1/1次成功; 当前距低点2.81%; 最新日涨幅-7.43%; 状态bottom_area; 底部未确认
3,70.68538074783498,61.47775370840295,600421,退市华嵘,bottom_area,2025-03-14,6.57,2025-03-14,6.42,2.3364485981308465,2.8037383177570048,30.065359477124183,False,0.7669,2.6004,1,3,1,33.33333333333333,44.900662251655625,44.900662251655625,17.663551401869153,2.3364485981308465,历史1/3次成功; 当前距低点2.34%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
4,63.32616824291434,56.27721384908322,688227,品高股份,bottom_area,2025-03-14,37.38,2025-03-14,36.11,3.5170312932705707,5.123234561063422,27.46082764162314,False,2.1311,3.4539,1,3,1,33.33333333333333,31.412429378531087,31.412429378531087,16.48296870672943,3.5170312932705707,历史1/3次成功; 当前距低点3.52%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
