rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.13553772291456,79.0678987291121,001218,丽臣实业,bottom_area,2024-07-08,14.57,2024-07-05,14.34,1.6039051603905192,3.277545327754537,27.57575757575758,False,-1.6205,1.0706,2,2,2,100.0,25.18711018711019,29.999999999999993,18.396094839609482,1.6039051603905192,历史2/2次成功; 当前距低点1.60%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
2,91.81672569991319,80.97526987791652,603218,日月股份,bottom_area,2024-07-08,9.65,2024-07-05,9.36,3.0982905982906086,5.982905982905988,27.216174183514774,False,0.6257,0.996,1,1,1,100.0,47.95361527967258,47.95361527967258,16.901709401709393,3.0982905982906086,历史1/1次成功; 当前距低点3.10%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
3,91.50226500373762,76.68761257456104,000065,北方国际,bottom_area,2024-07-08,9.68,2024-07-08,9.65,0.3108808290155374,3.419689119170985,27.169811320754718,False,-3.2967,0.6873,3,3,3,100.0,29.926993896325044,41.48061104582843,19.689119170984466,0.3108808290155374,历史3/3次成功; 当前距低点0.31%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
4,91.11515115777367,76.27117647058826,002687,乔治白,bottom_area,2024-07-08,4.09,2024-07-08,4.08,0.24509803921568107,2.2058823529411726,30.25641025641025,False,-2.1531,0.972,1,1,1,100.0,64.00000000000001,64.00000000000001,19.75490196078432,0.24509803921568107,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
5,90.33441550838808,75.86492063492062,001696,宗申动力,bottom_area,2024-07-08,9.49,2024-07-08,9.45,0.42328042328043314,4.126984126984133,30.155210643015522,False,-2.7664,6.3127,1,1,1,100.0,65.16853932584267,65.16853932584267,19.57671957671957,0.42328042328043314,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
6,90.18166151323456,75.56123349398433,600973,宝胜股份,bottom_area,2024-07-08,3.38,2024-07-08,3.37,0.2967359050445041,3.8575667655786314,27.21382289416846,False,-3.1519,0.6726,2,2,2,100.0,40.36446966390223,46.551724137931025,19.703264094955497,0.2967359050445041,历史2/2次成功; 当前距低点0.30%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
7,89.06782466853224,74.53445487892803,000789,万年青,bottom_area,2024-07-08,4.39,2024-07-08,4.38,0.22831050228310015,3.8812785388127837,27.603305785123965,False,-3.0905,0.7808,2,2,2,100.0,34.00539152759949,47.599999999999994,19.771689497716903,0.22831050228310015,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
8,88.93442542491182,75.04286411168056,605567,春雪食品,bottom_area,2024-07-08,7.39,2024-07-05,7.34,0.6811989100817415,3.4059945504087197,28.599221789883266,False,-2.5066,1.2085,2,2,2,100.0,32.07525605734906,36.46616541353383,19.31880108991826,0.6811989100817415,历史2/2次成功; 当前距低点0.68%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
9,88.60961645462939,75.88597066292292,603325,博隆技术,bottom_area,2024-07-08,61.92,2024-07-08,61.01,1.4915587608588818,6.146533355187686,29.614674665436098,False,-4.1338,1.6051,1,1,1,100.0,33.584541062801925,33.584541062801925,18.508441239141117,1.4915587608588818,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-4.13%; 状态bottom_area; 底部未确认
10,88.23731120924033,74.48943629926983,600155,华创云信,bottom_area,2024-07-08,5.7,2024-07-08,5.66,0.7067137809187285,4.41696113074205,27.806122448979586,False,-3.8786,0.9575,2,2,2,100.0,39.627654407336166,46.19883040935671,19.293286219081274,0.7067137809187285,历史2/2次成功; 当前距低点0.71%; 最新日涨幅-3.88%; 状态bottom_area; 底部未确认
11,87.93380396212125,75.60378990395884,002603,以岭药业,bottom_area,2024-07-08,14.9,2024-07-05,14.65,1.7064846416382253,4.914675767918081,27.0418326693227,False,-2.7415,0.6998,3,4,3,75.0,28.653628424161244,39.661898569570866,18.293515358361777,1.7064846416382253,历史3/4次成功; 当前距低点1.71%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
