rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.13553772291456,79.0678987291121,001218,丽臣实业,bottom_area,2024-07-08,14.57,2024-07-05,14.34,1.6039051603905192,3.277545327754537,27.57575757575758,False,-1.6205,1.0706,2,2,2,100.0,25.18711018711019,29.999999999999993,18.396094839609482,1.6039051603905192,历史2/2次成功; 当前距低点1.60%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
12,87.78664118961693,73.91685019750149,002219,新里程,bottom_area,2024-07-08,1.78,2024-07-08,1.77,0.56497175141243,4.51977401129944,32.183908045977006,False,-4.3011,0.8812,2,2,2,100.0,34.81175156302061,45.685279187817265,19.43502824858757,0.56497175141243,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-4.30%; 状态bottom_area; 底部未确认
13,86.89485023328204,73.34225626740944,002015,协鑫能科,bottom_area,2024-07-08,7.23,2024-07-08,7.18,0.6963788300835754,4.735376044568243,32.51879699248121,False,-3.9841,0.8293,1,1,1,100.0,65.95380667236954,65.95380667236954,19.303621169916426,0.6963788300835754,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
14,86.54886587342641,72.31007238662978,001308,康冠科技,bottom_area,2024-07-08,21.38,2024-06-24,21.35,0.1405152224824243,6.557377049180321,28.66688940862011,False,-2.1062,1.3762,1,1,1,100.0,27.421758569299566,27.421758569299566,19.85948477751758,0.1405152224824243,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
15,86.44252705121487,73.0197744035107,002254,泰和新材,bottom_area,2024-07-08,8.16,2024-07-08,8.1,0.7407407407407469,3.9506172839506206,30.47210300429185,False,-3.2028,0.8867,2,2,2,100.0,32.14335103440648,38.58695652173914,19.259259259259252,0.7407407407407469,历史2/2次成功; 当前距低点0.74%; 最新日涨幅-3.20%; 状态bottom_area; 底部未确认
16,86.27824757307519,72.62372205399139,605099,共创草坪,bottom_area,2024-07-08,18.36,2024-07-08,18.26,0.5476451259583672,4.709748083242055,27.45331744139849,False,-3.47,0.1201,1,1,1,100.0,44.31372549019606,44.31372549019606,19.45235487404163,0.5476451259583672,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
17,85.93152939969835,72.28426093514328,603063,禾望电气,bottom_area,2024-07-08,13.75,2024-07-08,13.68,0.5116959064327506,4.239766081871346,27.54237288135593,False,-3.5764,0.9354,2,2,2,100.0,25.38133119252664,28.846153846153843,19.488304093567248,0.5116959064327506,历史2/2次成功; 当前距低点0.51%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
18,85.30737142886066,71.54227540212305,601699,潞安环能,bottom_area,2024-07-08,17.38,2024-07-08,17.32,0.3464203233256277,2.2517321016166316,27.652464494569763,False,-1.7524,0.3546,1,1,1,100.0,25.817815802717657,25.817815802717657,19.653579676674372,0.3464203233256277,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
19,84.74070925312513,71.26892703545128,603215,比依股份,bottom_area,2024-07-08,12.03,2024-07-08,11.97,0.5012531328320695,3.6758563074352506,29.959040374487998,False,-2.6699,1.1157,3,4,3,75.0,30.412818162948412,36.01562499999999,19.49874686716793,0.5012531328320695,历史3/4次成功; 当前距低点0.50%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
20,84.51810487235853,71.58294171953101,000862,银星能源,bottom_area,2024-07-08,4.56,2024-07-08,4.52,0.8849557522123902,2.654867256637171,29.37500000000001,False,-1.5119,0.8056,1,1,1,100.0,32.63785394932937,32.63785394932937,19.115044247787612,0.8849557522123902,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
21,84.2668676726676,70.89277053607478,603282,亚光股份,bottom_area,2024-07-08,15.51,2024-07-05,15.43,0.518470511989631,4.795852235904096,27.04491725768321,False,-3.6646,0.7081,1,1,1,100.0,34.64991023339317,34.64991023339317,19.48152948801037,0.518470511989631,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
22,84.18306579147287,70.55012211272327,600295,鄂尔多斯,bottom_area,2024-07-08,9.76,2024-07-08,9.73,0.30832476875641684,3.3915724563206586,27.765404602821086,False,-2.1063,0.313,1,1,1,100.0,20.016680567139286,20.016680567139286,19.691675231243586,0.30832476875641684,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
23,83.80116169544739,69.83430141287283,002367,康力电梯,bottom_area,2024-07-08,5.59,2024-07-08,5.59,0.0,3.0411449016100165,27.213541666666668,False,-2.9514,0.8664,1,1,1,100.0,24.646781789638936,24.646781789638936,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
24,83.49601346693231,69.97474052798609,300390,天华新能,bottom_area,2024-07-08,16.25,2024-07-08,16.2,0.3086419753086464,3.7037037037037126,27.027027027027028,False,-3.4462,0.9268,1,1,1,100.0,27.142173288654863,27.142173288654863,19.691358024691354,0.3086419753086464,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
25,82.84522377048458,69.8731260257112,002345,潮宏基,bottom_area,2024-07-08,4.6,2024-07-08,4.57,0.6564551422319334,4.3763676148796335,30.441400304414003,False,-3.1579,0.7035,1,1,1,100.0,30.859375,30.859375,19.34354485776807,0.6564551422319334,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
26,82.74663554486081,73.61943841779946,600161,天坛生物,bottom_area,2024-07-08,23.73,2024-07-05,22.91,3.5792230467044974,5.325185508511562,29.42082563154652,False,-1.2073,0.3214,1,1,1,100.0,36.77455357142857,36.77455357142857,16.420776953295505,3.5792230467044974,历史1/1次成功; 当前距低点3.58%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
27,82.29524176773646,69.68184976131869,688303,大全能源,bottom_area,2024-07-08,18.54,2024-07-08,18.38,0.8705114254624601,4.080522306855277,29.793735676088623,False,-3.4375,1.0176,1,1,1,100.0,32.45492371705965,32.45492371705965,19.12948857453754,0.8705114254624601,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-3.44%; 状态bottom_area; 底部未确认
28,81.95985893368918,69.13004676174887,000516,国际医学,bottom_area,2024-07-08,4.58,2024-07-08,4.55,0.6593406593406648,4.8351648351648295,28.571428571428577,False,-3.7815,0.5856,1,1,1,100.0,26.89969604863221,26.89969604863221,19.340659340659336,0.6593406593406648,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
29,80.50982820329278,68.12370078740159,600256,广汇能源,bottom_area,2024-07-08,6.05,2024-07-08,6.0,0.8333333333333304,4.9999999999999964,27.710843373493983,False,-3.9683,1.7329,1,1,1,100.0,23.62204724409449,23.62204724409449,19.16666666666667,0.8333333333333304,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
30,79.61895861914383,66.66049756402292,603185,弘元绿能,bottom_area,2024-07-08,15.7,2024-07-08,15.66,0.25542784163473276,4.086845466155815,31.645569620253166,False,-3.799,0.8759,4,6,4,66.66666666666666,30.893582668190593,43.51028702057404,19.744572158365266,0.25542784163473276,历史4/6次成功; 当前距低点0.26%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
31,78.12337258981665,65.8760940950746,603368,柳药集团,bottom_area,2024-07-08,17.18,2024-07-08,17.07,0.6444053895723458,3.514938488576458,29.170124481327804,False,-2.6629,1.3683,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,19.355594610427655,0.6444053895723458,历史2/3次成功; 当前距低点0.64%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
32,77.70981512605043,66.18571428571428,000717,中南股份,bottom_area,2024-07-08,1.7,2024-06-24,1.68,1.1904761904761916,7.738095238095245,29.411764705882355,True,-2.8571,0.3427,1,2,1,50.0,56.020942408376975,56.020942408376975,18.80952380952381,1.1904761904761916,历史1/2次成功; 当前距低点1.19%; 最新日涨幅-2.86%; 状态bottom_area; 底部已确认
33,77.417445142748,64.77325432103778,000723,美锦能源,bottom_area,2024-07-08,4.59,2024-07-08,4.58,0.21834061135370714,2.838427947598251,28.437500000000004,False,-2.5478,0.4334,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,19.781659388646293,0.21834061135370714,历史2/3次成功; 当前距低点0.22%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
34,77.37031655069094,66.57782739539094,002317,众生药业,bottom_area,2024-07-08,11.03,2024-07-05,10.84,1.752767527675272,6.365313653136527,30.378933847141944,False,-3.6681,1.6969,2,4,2,50.0,45.076007303712714,58.31999999999999,18.24723247232473,1.752767527675272,历史2/4次成功; 当前距低点1.75%; 最新日涨幅-3.67%; 状态bottom_area; 底部未确认
35,77.0531603749333,64.72131426001442,600416,湘电股份,bottom_area,2024-07-08,9.3,2024-07-04,9.26,0.4319654427645888,4.319654427645792,30.998509687034275,False,-2.9228,0.8029,2,3,2,66.66666666666666,29.083488187371074,34.41084462982274,19.56803455723541,0.4319654427645888,历史2/3次成功; 当前距低点0.43%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
36,76.84240388666623,64.16100806237252,605337,李子园,bottom_area,2024-07-08,9.36,2024-07-08,9.35,0.10695187165775173,3.2085561497326283,29.112964366944656,False,-3.1056,0.3794,2,3,2,66.66666666666666,32.30210571551354,37.98882681564246,19.89304812834225,0.10695187165775173,历史2/3次成功; 当前距低点0.11%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
37,75.45006554937463,64.26946107784431,600186,莲花控股,bottom_area,2024-07-08,3.38,2024-06-24,3.34,1.1976047904191627,7.4850299401197615,27.074235807860266,True,-3.1519,1.3,1,2,1,50.0,53.49544072948328,53.49544072948328,18.802395209580837,1.1976047904191627,历史1/2次成功; 当前距低点1.20%; 最新日涨幅-3.15%; 状态bottom_area; 底部已确认
38,75.43502338115844,63.410884047603446,605300,佳禾食品,bottom_area,2024-07-08,10.6,2024-07-08,10.55,0.47393364928908943,4.64454976303316,28.474576271186436,False,-3.9855,0.237,2,3,2,66.66666666666666,32.767667211375816,36.09523809523809,19.52606635071091,0.47393364928908943,历史2/3次成功; 当前距低点0.47%; 最新日涨幅-3.99%; 状态bottom_area; 底部未确认
39,74.96203541893544,66.01038342303163,688102,斯瑞新材,bottom_area,2024-07-08,8.2,2024-07-05,7.96,3.015075376884414,7.663316582914577,31.90761334473909,True,-3.7559,1.2417,2,3,2,66.66666666666666,28.860691482050704,37.1943371943372,16.98492462311559,3.015075376884414,历史2/3次成功; 当前距低点3.02%; 最新日涨幅-3.76%; 状态bottom_area; 底部已确认
40,74.56023879517686,62.63387556183414,002125,湘潭电化,bottom_area,2024-07-08,9.18,2024-07-08,9.14,0.4376367614879556,3.9387308533916783,27.575277337559424,False,-3.2666,1.358,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,19.562363238512045,0.4376367614879556,历史2/3次成功; 当前距低点0.44%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
41,73.39514448589898,61.9173756488625,002326,永太科技,bottom_area,2024-07-08,7.52,2024-07-08,7.47,0.6693440428380164,4.01606425702811,29.19431279620854,False,-3.8363,0.8475,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,19.330655957161984,0.6693440428380164,历史2/3次成功; 当前距低点0.67%; 最新日涨幅-3.84%; 状态bottom_area; 底部未确认
42,71.60109755942075,63.64231175920383,000722,湖南发展,bottom_area,2024-07-08,9.1,2024-06-26,8.79,3.526734926052338,9.101251422070543,29.454253611556997,True,-0.5464,2.1822,2,4,2,50.0,31.63046984195248,36.6412213740458,16.473265073947662,3.526734926052338,历史2/4次成功; 当前距低点3.53%; 最新日涨幅-0.55%; 状态bottom_area; 底部已确认
43,70.4394455682324,59.78667411307832,601966,玲珑轮胎,bottom_area,2024-07-08,17.14,2024-07-05,16.97,1.0017678255745535,2.9463759575721866,31.434343434343436,False,-1.4943,0.6016,1,2,1,50.0,22.476907287033857,22.476907287033857,18.998232174425446,1.0017678255745535,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
44,70.42385421951627,60.04560201874547,002172,澳洋健康,bottom_area,2024-07-08,2.43,2024-07-05,2.4,1.2500000000000104,5.4166666666666625,27.927927927927932,False,-3.5714,0.9679,2,5,2,40.0,25.46022590723384,29.824561403508774,18.749999999999993,1.2500000000000104,历史2/5次成功; 当前距低点1.25%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
45,69.21537986980577,58.608629711932814,688167,炬光科技,bottom_area,2024-07-08,48.57,2024-07-08,48.15,0.8722741433021843,6.749740394600208,29.15992349565985,False,-4.4274,3.2543,2,4,2,50.0,31.276423433665595,39.13715105373497,19.127725856697815,0.8722741433021843,历史2/4次成功; 当前距低点0.87%; 最新日涨幅-4.43%; 状态bottom_area; 底部未确认
46,68.66346410928611,58.29285564454617,000705,浙江震元,bottom_area,2024-07-08,6.97,2024-06-24,6.9,1.0144927536231796,6.666666666666665,29.01234567901235,False,-2.5175,1.7547,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,18.98550724637682,1.0144927536231796,历史1/3次成功; 当前距低点1.01%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
47,67.0760450501592,56.1338286767626,002838,道恩股份,bottom_area,2024-07-08,8.68,2024-07-08,8.66,0.23094688221708512,3.579676674364902,31.160572337042925,False,-3.0168,0.5599,2,5,2,40.0,31.77627724848148,38.59649122807017,19.769053117782917,0.23094688221708512,历史2/5次成功; 当前距低点0.23%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
48,66.75267167898268,55.82068181818184,002803,吉宏股份,bottom_area,2024-07-08,10.58,2024-07-08,10.56,0.18939393939393534,4.5454545454545325,28.406779661016945,False,-4.4264,1.7011,1,2,1,50.0,41.25000000000001,41.25000000000001,19.810606060606066,0.18939393939393534,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-4.43%; 状态bottom_area; 底部未确认
49,66.49982822161472,58.31285749978991,001201,东瑞股份,bottom_area,2024-07-08,16.61,2024-07-03,16.16,2.7846534653465302,6.311881188118809,31.380042462845015,False,0.7888,2.8256,1,3,1,33.33333333333333,33.37921541637991,33.37921541637991,17.21534653465347,2.7846534653465302,历史1/3次成功; 当前距低点2.78%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
50,66.4867419901909,55.60317482485979,000404,长虹华意,bottom_area,2024-07-08,5.16,2024-07-08,5.15,0.19417475728154926,3.300970873786406,30.872483221476504,False,-3.5514,1.4626,1,2,1,50.0,40.139211136890964,40.139211136890964,19.805825242718452,0.19417475728154926,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
51,65.93992543800422,55.8394879996835,688293,奥浦迈,bottom_area,2024-07-08,27.62,2024-07-08,27.38,0.8765522279035866,9.021183345507678,30.98058986639779,False,-7.5326,0.8395,1,2,1,50.0,49.77433913604127,49.77433913604127,19.123447772096412,0.8765522279035866,历史1/2次成功; 当前距低点0.88%; 最新日涨幅-7.53%; 状态bottom_area; 底部未确认
52,65.91012469461194,58.390940747350825,688286,敏芯股份,bottom_area,2024-07-08,41.08,2024-07-05,39.75,3.3459119496855303,7.899371069182391,32.16723549488055,True,-0.9643,2.26,2,5,2,40.0,22.847419315235673,25.016501650165008,16.65408805031447,3.3459119496855303,历史2/5次成功; 当前距低点3.35%; 最新日涨幅-0.96%; 状态bottom_area; 底部已确认
53,65.66314591871316,55.136992756171345,601908,京运通,bottom_area,2024-07-08,2.42,2024-07-08,2.41,0.41493775933609073,3.73443983402489,31.14285714285714,False,-3.9683,0.7503,1,2,1,50.0,40.33898305084744,40.33898305084744,19.585062240663913,0.41493775933609073,历史1/2次成功; 当前距低点0.41%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
54,64.48147759805353,56.70980062804203,002299,圣农发展,bottom_area,2024-07-08,12.58,2024-07-05,12.22,2.9459901800327284,4.664484451718482,29.770114942528725,False,0.9631,0.9029,1,3,1,33.33333333333333,26.73830594184577,26.73830594184577,17.054009819967273,2.9459901800327284,历史1/3次成功; 当前距低点2.95%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
55,64.4067254730429,54.23508818035071,603113,金能科技,bottom_area,2024-07-08,5.3,2024-07-08,5.27,0.5692599620493406,4.743833017077799,27.209944751381222,False,-3.6364,0.7627,2,5,2,40.0,25.71505856894199,31.03448275862069,19.43074003795066,0.5692599620493406,历史2/5次成功; 当前距低点0.57%; 最新日涨幅-3.64%; 状态bottom_area; 底部未确认
56,64.31541400314299,53.821630711361856,002612,朗姿股份,bottom_area,2024-07-08,13.13,2024-07-08,13.1,0.22900763358779494,3.4351145038168025,31.269674711437563,False,-2.9564,1.2414,1,2,1,50.0,20.77294685990338,20.77294685990338,19.77099236641221,0.22900763358779494,历史1/2次成功; 当前距低点0.23%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
57,64.20798953896553,56.09237233657568,688161,威高骨科,bottom_area,2024-07-08,19.09,2024-07-05,18.61,2.579258463191835,7.415368081676513,32.179300291545196,True,-2.4527,0.305,1,4,1,25.0,33.591836734693864,33.591836734693864,17.420741536808166,2.579258463191835,历史1/4次成功; 当前距低点2.58%; 最新日涨幅-2.45%; 状态bottom_area; 底部已确认
58,64.17331932852505,53.73464620630863,002860,星帅尔,bottom_area,2024-07-08,7.67,2024-07-08,7.65,0.26143790849672643,4.183006535947705,28.704566635601118,False,-3.7641,1.0085,1,2,1,50.0,30.917874396135282,30.917874396135282,19.738562091503276,0.26143790849672643,历史1/2次成功; 当前距低点0.26%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
59,63.89222535470929,54.06625433881984,600129,太极集团,bottom_area,2024-07-08,27.71,2024-07-05,27.48,0.8369723435225634,4.439592430858802,28.86357753041678,False,-2.3608,1.0471,1,2,1,50.0,29.540598290598297,29.540598290598297,19.16302765647744,0.8369723435225634,历史1/2次成功; 当前距低点0.84%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
60,63.60512187933481,54.88579317972805,688185,康希诺,bottom_area,2024-07-08,40.11,2024-07-05,39.36,1.9054878048780488,7.494918699186999,28.747284576393923,True,-4.7042,1.2024,2,8,2,25.0,29.060781585215047,36.75601999091322,18.094512195121954,1.9054878048780488,历史2/8次成功; 当前距低点1.91%; 最新日涨幅-4.70%; 状态bottom_area; 底部已确认
61,62.99101812699764,53.42760444374902,605580,恒盛能源,bottom_area,2024-07-08,8.38,2024-07-05,8.3,0.9638554216867478,4.096385542168672,27.192982456140346,False,-2.331,1.328,1,2,1,50.0,27.66233766233766,27.66233766233766,19.03614457831325,0.9638554216867478,历史1/2次成功; 当前距低点0.96%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
62,62.92763151216733,52.784072999758266,603060,国检集团,bottom_area,2024-07-08,5.62,2024-07-08,5.6,0.3571428571428654,5.17857142857143,30.087390761548065,False,-2.7682,0.2432,1,3,1,33.33333333333333,36.2098138747885,36.2098138747885,19.642857142857135,0.3571428571428654,历史1/3次成功; 当前距低点0.36%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
63,62.42782248190656,53.54986351622137,300558,贝达药业,bottom_area,2024-07-08,31.51,2024-07-05,31.02,1.5796260477111606,6.73758865248227,30.635062611806795,False,-4.0791,1.1868,1,3,1,33.33333333333333,25.688589094997194,25.688589094997194,18.42037395228884,1.5796260477111606,历史1/3次成功; 当前距低点1.58%; 最新日涨幅-4.08%; 状态bottom_area; 底部未确认
64,61.77017769195908,53.75776401498922,688111,金山办公,bottom_area,2024-07-08,193.0,2024-07-05,188.53,2.3709754415742847,6.497639632949663,31.11297866121017,False,-2.3576,0.9951,1,4,1,25.0,27.68058076225045,27.68058076225045,17.629024558425716,2.3709754415742847,历史1/4次成功; 当前距低点2.37%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
65,61.69167047424787,51.76449765326632,002167,东方锆业,bottom_area,2024-07-08,5.35,2024-07-08,5.33,0.375234521575977,5.440900562851783,28.55227882037533,False,-3.255,1.8086,1,3,1,33.33333333333333,41.1650485436893,41.1650485436893,19.624765478424024,0.375234521575977,历史1/3次成功; 当前距低点0.38%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
66,61.60463333835026,52.02143517992857,600141,兴发集团,bottom_area,2024-07-08,18.12,2024-07-08,17.99,0.7226236798221377,4.724847137298507,27.547321788159486,False,-2.5282,0.8883,1,3,1,33.33333333333333,36.58969804618119,36.58969804618119,19.277376320177865,0.7226236798221377,历史1/3次成功; 当前距低点0.72%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
67,61.58482621762511,52.18493770890308,300446,航天智造,bottom_area,2024-07-08,11.07,2024-07-08,10.97,0.9115770282588845,4.7402005469462125,29.63438101347017,False,-3.0648,2.5649,1,3,1,33.33333333333333,51.92697768762679,51.92697768762679,19.088422971741117,0.9115770282588845,历史1/3次成功; 当前距低点0.91%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
68,61.01932719945542,54.501871076006125,002571,德力股份,bottom_area,2024-07-08,3.83,2024-07-05,3.69,3.794037940379407,5.420054200542011,28.488372093023255,False,-0.7772,3.2702,1,2,1,50.0,28.291814946619215,28.291814946619215,16.205962059620592,3.794037940379407,历史1/2次成功; 当前距低点3.79%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
69,60.64399517176194,50.871665227848986,600955,维远股份,bottom_area,2024-07-08,13.92,2024-07-08,13.87,0.36049026676280255,3.0281182408074976,28.134715025906743,False,-2.7933,0.1976,1,3,1,33.33333333333333,25.969084423305596,25.969084423305596,19.639509733237198,0.36049026676280255,历史1/3次成功; 当前距低点0.36%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
70,60.621227893437684,51.58633335162725,688259,创耀科技,bottom_area,2024-07-08,35.4,2024-07-08,35.0,1.1428571428571388,7.657142857142857,27.05293872446852,False,-4.2726,2.0857,1,5,1,20.0,22.000256114739393,22.000256114739393,18.85714285714286,1.1428571428571388,历史1/5次成功; 当前距低点1.14%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
71,60.37481215173231,50.81319031774755,000697,炼石航空,bottom_area,2024-07-08,5.58,2024-07-05,5.55,0.5405405405405451,3.4234234234234306,27.260812581913502,False,-2.4476,1.107,1,3,1,33.33333333333333,27.861771058315338,27.861771058315338,19.459459459459456,0.5405405405405451,历史1/3次成功; 当前距低点0.54%; 最新日涨幅-2.45%; 状态bottom_area; 底部未确认
72,59.79788257388348,50.26216367168526,601388,怡球资源,bottom_area,2024-07-08,2.14,2024-07-08,2.13,0.4694835680751282,3.286384976525835,28.282828282828294,False,-3.1674,0.9008,1,4,1,25.0,35.632183908045974,35.632183908045974,19.530516431924873,0.4694835680751282,历史1/4次成功; 当前距低点0.47%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
