rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.46234298723618,87.73732489633812,000868,安凯客车,bottom_area,2023-04-24,5.1,2023-04-24,4.98,2.4096385542168517,3.6144578313252955,31.215469613259668,False,0.5917,1.6476,5,5,5,100.0,25.867208601895335,69.53846153846153,5.590361445783149,2.4096385542168517,历史5/5次成功; 当前距低点2.41%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
2,88.5987824730384,85.9703042596349,000678,襄阳轴承,bottom_area,2023-04-24,5.05,2023-04-24,4.93,2.4340770791075075,3.448275862068964,32.09366391184573,False,1.2024,1.334,2,2,2,100.0,68.2777295253666,121.62162162162164,5.5659229208924925,2.4340770791075075,历史2/2次成功; 当前距低点2.43%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
3,88.42305675039212,84.17568948742434,002843,泰嘉股份,bottom_area,2023-04-24,15.49,2023-04-24,15.27,1.440733464309107,2.4885396201702736,29.174397031539883,False,0.3238,1.2485,2,2,2,100.0,28.175063365855337,31.56626506024095,6.559266535690893,1.440733464309107,历史2/2次成功; 当前距低点1.44%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
4,88.03250549595352,84.62749340823397,002363,隆基机械,bottom_area,2023-04-24,6.8,2023-04-24,6.67,1.9490254872563704,3.2983508245877022,27.02407002188184,False,1.0401,1.1303,2,2,2,100.0,36.83479311386288,54.96828752642705,6.05097451274363,1.9490254872563704,历史2/2次成功; 当前距低点1.95%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
5,87.53556698058757,83.06001053830816,002585,双星新材,bottom_area,2023-04-24,11.15,2023-04-24,11.01,1.2715712988192605,2.3614895549500434,28.22685788787484,False,-1.3274,1.2722,3,3,3,100.0,25.909640320516548,56.338028169014066,6.72842870118074,1.2715712988192605,历史3/3次成功; 当前距低点1.27%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
6,87.27473847209993,83.00277141648075,300665,飞鹿股份,bottom_area,2023-04-24,7.29,2023-04-24,7.19,1.3908205841446404,2.6425591098748193,30.329457364341085,False,0.1374,1.5595,2,2,2,100.0,21.25721692650826,22.6044226044226,6.60917941585536,1.3908205841446404,历史2/2次成功; 当前距低点1.39%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
7,86.99255805514728,83.92940890907994,300658,延江股份,bottom_area,2023-04-24,7.65,2023-04-24,7.49,2.1361815754339135,2.8037383177570088,27.772420443587265,False,0.7905,1.1944,3,3,3,100.0,18.70915538209279,26.72018348623853,5.8638184245660865,2.1361815754339135,历史3/3次成功; 当前距低点2.14%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
8,86.72411006846602,82.4092597885095,002125,湘潭电化,bottom_area,2023-04-24,12.04,2023-04-24,11.88,1.3468013468013331,3.9562289562289465,31.763354394026415,False,-2.1933,1.0715,3,3,3,100.0,23.333155157078114,32.067510548523195,6.653198653198666,1.3468013468013331,历史3/3次成功; 当前距低点1.35%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
9,86.37762836828017,84.71052523171991,000957,中通客车,bottom_area,2023-04-24,10.0,2023-04-24,9.71,2.9866117404737293,4.222451081359406,27.913882702301407,False,1.4199,2.7196,2,2,2,100.0,185.5153400254489,354.54545454545456,5.013388259526271,2.9866117404737293,历史2/2次成功; 当前距低点2.99%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
10,85.80843051322593,81.45890392239303,002724,海洋王,bottom_area,2023-04-24,8.6,2023-04-24,8.49,1.2956419316843277,2.0023557126030616,27.373823781009403,False,-0.1161,0.6232,3,3,3,100.0,17.596599605555337,25.204081632653047,6.704358068315671,1.2956419316843277,历史3/3次成功; 当前距低点1.30%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
11,85.44356368456967,81.20072428343413,688272,富吉瑞,bottom_area,2023-04-24,17.99,2023-04-24,17.75,1.3521126760563293,3.492957746478879,28.02108678021087,False,-1.8549,3.2543,2,2,2,100.0,33.56742572495997,58.95303326810176,6.647887323943672,1.3521126760563293,历史2/2次成功; 当前距低点1.35%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
12,85.39639795958902,79.47947471511031,002759,天际股份,bottom_area,2023-04-24,14.98,2023-04-24,14.94,0.2677376171352137,1.9410977242302605,28.448275862068968,False,-0.6631,0.9243,4,4,4,100.0,17.526432699884932,27.166666666666668,7.7322623828647865,0.2677376171352137,历史4/4次成功; 当前距低点0.27%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
13,85.31825270293895,82.10185802921353,300758,七彩化学,bottom_area,2023-04-24,10.19,2023-04-24,9.99,2.0020020020019946,3.103103103103108,27.87003610108303,False,0.0982,1.1096,2,2,2,100.0,23.905497816011056,38.59480269489894,5.997997997998006,2.0020020020019946,历史2/2次成功; 当前距低点2.00%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
14,85.09561488662972,83.92335218938123,001896,豫能控股,bottom_area,2023-04-24,4.41,2023-04-24,4.27,3.2786885245901773,5.85480093676815,27.993254637436767,False,0.2273,0.7358,4,4,4,100.0,16.014849599176554,34.93975903614456,4.721311475409823,3.2786885245901773,历史4/4次成功; 当前距低点3.28%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
15,84.44385741243809,79.73092470396821,002350,北京科锐,bottom_area,2023-04-24,6.97,2023-04-24,6.9,1.0144927536231796,1.5942028985507162,30.020283975659222,False,-0.1433,1.1299,2,2,2,100.0,21.526710657145447,23.07692307692308,6.985507246376821,1.0144927536231796,历史2/2次成功; 当前距低点1.01%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
16,84.26110266517146,82.11264934581737,002370,亚太药业,bottom_area,2023-04-24,4.25,2023-04-24,4.14,2.657004830917882,4.83091787439614,31.5702479338843,False,0.9501,1.3551,3,3,3,100.0,15.325915915645853,15.633423180592995,5.342995169082118,2.657004830917882,历史3/3次成功; 当前距低点2.66%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
17,84.17082839001104,80.8434885440523,002806,华锋股份,bottom_area,2023-04-24,10.71,2023-04-24,10.51,1.9029495718363563,3.044719314938157,30.30503978779841,False,1.0377,1.8072,2,2,2,100.0,15.925879396984929,20.35175879396985,6.0970504281636435,1.9029495718363563,历史2/2次成功; 当前距低点1.90%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
18,83.82842784252766,80.69644693190331,002753,永东股份,bottom_area,2023-04-24,7.07,2023-04-24,6.93,2.0202020202020283,2.4531024531024523,27.96257796257796,False,-0.4225,1.8273,2,2,2,100.0,39.04573945141897,69.36936936936937,5.979797979797972,2.0202020202020283,历史2/2次成功; 当前距低点2.02%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
19,83.8161817964741,79.16100755317255,000059,华锦股份,bottom_area,2023-04-24,6.87,2023-04-24,6.8,1.0294117647058865,3.235294117647055,28.870292887029294,False,-1.1511,0.9095,2,2,2,100.0,18.645518154311638,25.41603630862328,6.970588235294113,1.0294117647058865,历史2/2次成功; 当前距低点1.03%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
20,83.31049179076248,80.65842199318713,000980,众泰汽车,bottom_area,2023-04-24,3.09,2023-04-24,3.02,2.3178807947019817,4.9668874172185395,29.4392523364486,False,-0.3226,1.7043,3,3,3,100.0,25.823603253266942,43.49775784753364,5.682119205298018,2.3178807947019817,历史3/3次成功; 当前距低点2.32%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
21,83.06366872241767,77.11711337104465,603026,石大胜华,bottom_area,2023-04-24,71.99,2023-04-24,71.89,0.13910140492418183,2.044790652385587,31.50071462601239,False,-1.3565,0.9252,3,3,3,100.0,19.915400936945073,31.14618918600542,7.860898595075819,0.13910140492418183,历史3/3次成功; 当前距低点0.14%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
22,82.85322354345026,79.29830272767107,688168,安博通,bottom_area,2023-04-24,41.99,2023-04-24,41.28,1.7199612403100795,3.3187984496123963,29.520232200785383,False,-1.2,2.7183,3,3,3,100.0,11.181797610634721,12.015306122448962,6.280038759689921,1.7199612403100795,历史3/3次成功; 当前距低点1.72%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
23,82.63707663641121,77.86305439330543,300586,美联新材,bottom_area,2023-04-24,14.47,2023-04-24,14.34,0.9065550906555145,2.1617852161785254,30.388349514563114,False,-0.5498,1.0855,2,2,2,100.0,69.69134206257787,124.33414043583537,7.093444909344486,0.9065550906555145,历史2/2次成功; 当前距低点0.91%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
24,81.8045228792543,78.98135939451423,603335,迪生力,bottom_area,2023-04-24,5.17,2023-04-24,5.06,2.1739130434782674,3.3596837944664197,29.32960893854749,False,0.1938,0.7658,2,2,2,100.0,9.235920073358502,9.27643784786642,5.826086956521732,2.1739130434782674,历史2/2次成功; 当前距低点2.17%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
25,81.62844104810794,76.81996145258229,601369,陕鼓动力,bottom_area,2023-04-24,9.56,2023-04-24,9.48,0.8438818565400852,3.3755274261603407,29.09498878085265,False,-2.7467,1.0475,3,3,3,100.0,26.957054223084292,55.572755417956664,7.156118143459915,0.8438818565400852,历史3/3次成功; 当前距低点0.84%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
26,81.49656440218733,77.50787422065774,000519,中兵红箭,bottom_area,2023-04-24,18.95,2023-04-24,18.69,1.3911182450508186,4.012841091492777,29.894973743435855,False,-2.5206,1.9798,2,2,2,100.0,14.191525910610773,14.515292897874552,6.6088817549491825,1.3911182450508186,历史2/2次成功; 当前距低点1.39%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
27,81.43056869051894,78.11770440950696,300454,深信服,bottom_area,2023-04-24,123.39,2023-04-24,121.16,1.8405414328161143,4.02773192472764,27.665671641791047,False,-1.6969,1.6921,2,2,2,100.0,22.979241270579003,29.49391262831224,6.1594585671838855,1.8405414328161143,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
28,81.07840320614314,77.216201831645,002706,良信股份,bottom_area,2023-04-24,11.1,2023-04-24,10.94,1.4625228519195625,3.0164533820840957,28.54343566296539,False,-0.4484,0.7456,2,2,2,100.0,13.49867706463227,14.727153188691638,6.537477148080438,1.4625228519195625,历史2/2次成功; 当前距低点1.46%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
29,79.16647444796799,75.19356093016523,603366,日出东方,bottom_area,2023-04-24,5.36,2023-04-24,5.29,1.3232514177693815,4.725897920604915,27.33516483516484,False,-2.5455,1.242,1,1,1,100.0,17.583732057416277,17.583732057416277,6.676748582230618,1.3232514177693815,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
30,79.12621024976876,76.39547826086958,600400,红豆股份,bottom_area,2023-04-24,3.29,2023-04-24,3.22,2.1739130434782554,3.4161490683229774,29.99999999999999,False,0.0,0.4961,1,1,1,100.0,12.00000000000001,12.00000000000001,5.826086956521745,2.1739130434782554,历史1/1次成功; 当前距低点2.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
31,78.58359033814972,75.82999698215816,000546,金圆股份,bottom_area,2023-04-24,8.57,2023-04-24,8.39,2.145411203814061,2.9797377830750893,32.447665056360705,False,0.3513,1.5026,1,1,1,100.0,8.610400682011933,8.610400682011933,5.854588796185939,2.145411203814061,历史1/1次成功; 当前距低点2.15%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
32,78.52615883990411,77.9561568329535,001210,金房能源,bottom_area,2023-04-24,22.32,2023-04-24,21.54,3.621169916434546,4.2711234911792095,27.180527383367135,False,1.3164,0.9551,1,1,1,100.0,38.131313131313135,38.131313131313135,4.378830083565454,3.621169916434546,历史1/1次成功; 当前距低点3.62%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
33,78.39286487008346,74.90161253776435,002741,光华科技,bottom_area,2023-04-24,16.82,2023-04-24,16.55,1.6314199395770366,4.229607250755282,27.348551360842844,False,-1.1751,1.1075,1,1,1,100.0,19.791666666666664,19.791666666666664,6.368580060422964,1.6314199395770366,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
34,78.38593920462834,73.75657762602931,000935,四川双马,bottom_area,2023-04-24,19.31,2023-04-24,19.15,0.8355091383812019,1.8276762402088846,28.863298662704317,False,-0.1551,0.3763,1,1,1,100.0,43.71794871794874,43.71794871794874,7.164490861618798,0.8355091383812019,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
35,78.38402508950732,73.8502371694429,300505,川金诺,bottom_area,2023-04-24,20.12,2023-04-24,19.94,0.9027081243731179,3.1093279839518426,28.22174226061915,False,-1.1302,1.7304,2,2,2,100.0,28.378557489320507,39.35656836461126,7.097291875626882,0.9027081243731179,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
36,77.15784070193486,73.38420727578084,002748,世龙实业,bottom_area,2023-04-24,10.19,2023-04-24,10.05,1.3930348258706347,2.3880597014925216,28.214285714285708,False,-0.098,0.5303,1,1,1,100.0,8.711433756805816,8.711433756805816,6.606965174129366,1.3930348258706347,历史1/1次成功; 当前距低点1.39%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
37,76.55838916291276,72.33977903713337,300659,中孚信息,bottom_area,2023-04-24,25.9,2023-04-24,25.63,1.0534529847834553,6.437768240343356,28.805555555555557,False,-3.7175,4.3957,1,1,1,100.0,9.148665819567976,9.148665819567976,6.946547015216545,1.0534529847834553,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-3.72%; 状态bottom_area; 底部未确认
38,75.93179826575829,70.89236393783452,002385,大北农,bottom_area,2023-04-24,7.0,2023-04-24,6.97,0.43041606886657463,1.8651362984218063,29.524772497472203,False,-1.4085,1.2932,1,1,1,100.0,23.353293413173663,23.353293413173663,7.569583931133425,0.43041606886657463,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
