rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.79178423236515,68.99315352697096,688205,德科立,bottom_area,2024-06-05,30.37,2024-06-05,30.37,0.0,3.0622324662495872,29.174440298507463,False,-2.7538,1.8385,1,1,1,100.0,20.12448132780082,20.12448132780082,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
2,81.66926087634171,69.05324251844938,300621,维业股份,bottom_area,2024-06-05,7.63,2024-06-05,7.57,0.7926023778071282,5.151915455746363,29.11985018726591,False,-4.0252,1.9886,1,1,1,100.0,28.120300751879686,28.120300751879686,19.20739762219287,0.7926023778071282,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
3,81.45105641508532,69.2636771559508,601011,宝泰隆,bottom_area,2024-06-05,1.83,2024-06-05,1.81,1.1049723756906087,5.524861878453031,27.888446215139435,False,-3.6842,2.92,2,3,2,66.66666666666666,32.130900569132905,34.951456310679596,18.895027624309392,1.1049723756906087,历史2/3次成功; 当前距低点1.10%; 最新日涨幅-3.68%; 状态bottom_area; 底部未确认
4,81.03961384465127,67.59062015503875,300644,南京聚隆,bottom_area,2024-06-05,21.51,2024-06-05,21.5,0.046511627906984016,5.069767441860464,30.37564766839378,False,-4.7809,11.0913,2,3,2,66.66666666666666,61.70130689005596,78.38246409674981,19.953488372093016,0.046511627906984016,历史2/3次成功; 当前距低点0.05%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
5,80.70359204594024,67.3289542430706,688236,春立医疗,bottom_area,2024-06-05,16.25,2024-06-05,16.24,0.06157635467981258,3.633004926108374,32.33333333333334,False,-1.7533,4.1171,2,3,2,66.66666666666666,38.562804650935014,48.33672776646301,19.93842364532019,0.06157635467981258,历史2/3次成功; 当前距低点0.06%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
6,77.72760427143477,69.52698547215496,002453,华软科技,bottom_area,2024-06-05,4.29,2024-06-05,4.13,3.8740920096852336,7.748184019370467,30.471380471380478,False,-3.1603,4.248,1,1,1,100.0,28.60169491525425,28.60169491525425,16.125907990314765,3.8740920096852336,历史1/1次成功; 当前距低点3.87%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
7,75.49214659685863,62.910122164048865,002551,尚荣医疗,bottom_area,2024-06-05,2.52,2024-06-05,2.52,0.0,3.9682539682539715,27.999999999999996,False,-2.3256,1.8728,2,4,2,50.0,45.75334496800466,52.61780104712043,20.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
8,68.4495803521972,57.38855242588752,603011,合锻智能,bottom_area,2024-06-05,6.06,2024-06-05,6.04,0.33112582781456246,2.6490066225165587,29.76744186046511,False,-2.7287,2.0767,1,2,1,50.0,41.201716738197426,41.201716738197426,19.66887417218544,0.33112582781456246,历史1/2次成功; 当前距低点0.33%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
9,68.18165523876421,61.34233718482406,000955,欣龙控股,bottom_area,2024-06-05,3.48,2024-06-05,3.34,4.19161676646707,8.083832335329342,27.074235807860266,False,-6.1995,4.3016,2,3,2,66.66666666666666,27.37933734248553,28.498727735368945,15.808383233532929,4.19161676646707,历史2/3次成功; 当前距低点4.19%; 最新日涨幅-6.20%; 状态bottom_area; 底部未确认
10,67.83026996283664,57.24404285881012,000510,新金路,bottom_area,2024-06-05,2.92,2024-06-05,2.9,0.6896551724137937,4.482758620689651,27.86069651741293,False,-3.9474,2.5578,2,4,2,50.0,21.70137984899766,23.043478260869577,19.310344827586206,0.6896551724137937,历史2/4次成功; 当前距低点0.69%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
11,67.58539780986953,58.670846813456045,600383,金地集团,bottom_area,2024-06-05,4.12,2024-06-04,4.03,2.233250620347391,11.414392059553348,27.51798561151078,True,-5.5046,4.5878,1,2,1,50.0,32.594936708860764,32.594936708860764,17.76674937965261,2.233250620347391,历史1/2次成功; 当前距低点2.23%; 最新日涨幅-5.50%; 状态bottom_area; 底部已确认
12,66.63204567685196,57.04232198142414,300464,星徽股份,bottom_area,2024-06-05,3.45,2024-06-05,3.4,1.4705882352941255,7.058823529411772,28.57142857142857,False,-5.2198,5.8434,1,2,1,50.0,23.68421052631579,23.68421052631579,18.529411764705873,1.4705882352941255,历史1/2次成功; 当前距低点1.47%; 最新日涨幅-5.22%; 状态bottom_area; 底部未确认
13,66.61952465789,56.29818985173802,688357,建龙微纳,bottom_area,2024-06-05,26.4,2024-06-04,26.2,0.7633587786259515,5.038167938931299,29.871520342612424,False,-0.8637,0.4019,2,5,2,40.0,28.97122509142576,31.65083135391925,19.236641221374047,0.7633587786259515,历史2/5次成功; 当前距低点0.76%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
14,66.52296254204511,56.06445554445554,300511,雪榕生物,bottom_area,2024-06-05,3.27,2024-06-05,3.25,0.6153846153846159,3.9999999999999964,32.150313152400834,False,-2.9674,2.2573,2,5,2,40.0,25.900712191034756,29.220779220779214,19.384615384615387,0.6153846153846159,历史2/5次成功; 当前距低点0.62%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
15,65.37350341560237,56.13791152032337,002629,仁智股份,bottom_area,2024-06-05,1.86,2024-06-05,1.83,1.6393442622950833,9.836065573770476,29.615384615384617,False,-8.3744,6.5854,1,2,1,50.0,20.890410958904106,20.890410958904106,18.360655737704917,1.6393442622950833,历史1/2次成功; 当前距低点1.64%; 最新日涨幅-8.37%; 状态bottom_area; 底部未确认
