rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.3912087968912,81.46970681457715,000411,英特集团,bottom_area,2023-01-18,11.9,2023-01-05,11.54,3.119584055459283,3.812824956672455,31.675547661338076,False,1.7964,1.3905,2,2,2,100.0,34.206228285076975,47.98426745329401,11.880415944540717,3.119584055459283,历史2/2次成功; 当前距低点3.12%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
2,87.77030740596263,83.38378504668884,688075,安旭生物,bottom_area,2023-01-18,87.86,2022-12-30,83.88,4.744873628993806,5.996661897949453,29.441453566621806,False,0.0455,1.3972,4,4,4,100.0,31.086542584917854,40.134529147982065,10.255126371006194,4.744873628993806,历史4/4次成功; 当前距低点4.74%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
3,87.45207895988919,77.05445117829908,002838,道恩股份,bottom_area,2023-01-18,17.13,2023-01-13,17.01,0.7054673721340237,2.057613168724267,32.17703349282296,False,0.0,0.6614,2,2,2,100.0,20.71460638045511,24.95606326889279,14.294532627865975,0.7054673721340237,历史2/2次成功; 当前距低点0.71%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,85.7321352755962,78.96142037875153,000980,众泰汽车,bottom_area,2023-01-18,4.35,2022-12-29,4.22,3.0805687203791448,10.4265402843602,30.247933884297524,True,-0.9112,1.0348,2,2,2,100.0,33.52213473772031,43.49775784753364,11.919431279620854,3.0805687203791448,历史2/2次成功; 当前距低点3.08%; 最新日涨幅-0.91%; 状态bottom_area; 底部已确认
5,85.4883834738521,77.66281716417909,000919,金陵药业,bottom_area,2023-01-18,7.86,2022-12-29,7.68,2.343750000000008,4.947916666666677,31.12107623318386,False,0.2551,1.0283,1,1,1,100.0,20.8955223880597,20.8955223880597,12.656249999999991,2.343750000000008,历史1/1次成功; 当前距低点2.34%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
6,84.49796105574785,78.24494738463117,002395,双象股份,bottom_area,2023-01-18,9.51,2023-01-17,9.2,3.36956521739131,4.021739130434794,32.65007320644217,False,2.1482,1.4243,1,1,1,100.0,36.59976387249114,36.59976387249114,11.63043478260869,3.36956521739131,历史1/1次成功; 当前距低点3.37%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
7,81.2215569452002,71.80560498916168,002095,生意宝,bottom_area,2023-01-18,20.51,2023-01-18,20.33,0.8853910477127559,2.5086079685194376,32.23333333333334,False,-1.3942,5.6426,1,1,1,100.0,33.84030418250951,33.84030418250951,14.114608952287245,0.8853910477127559,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
8,70.61488870379871,61.62739455867047,002186,全聚德,bottom_area,2023-01-18,15.49,2023-01-18,15.46,0.19404915912030635,5.433376455368692,32.54799301919721,False,-6.9111,11.4414,2,3,2,66.66666666666666,19.74817190751665,23.20675105485231,14.805950840879692,0.19404915912030635,历史2/3次成功; 当前距低点0.19%; 最新日涨幅-6.91%; 状态bottom_area; 底部未确认
9,64.41335041532163,57.04537364201172,000419,通程控股,bottom_area,2023-01-18,6.19,2023-01-18,6.13,0.9787928221859787,1.305057096247962,28.220140515222475,False,0.0,2.7682,1,2,1,50.0,24.82269503546099,24.82269503546099,14.021207177814022,0.9787928221859787,历史1/2次成功; 当前距低点0.98%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,62.63229324886393,57.86481479703291,000650,仁和药业,bottom_area,2023-01-18,6.36,2023-01-12,6.16,3.2467532467532494,3.733766233766226,27.444051825677267,False,0.0,1.301,1,2,1,50.0,17.19038817005545,17.19038817005545,11.753246753246751,3.2467532467532494,历史1/2次成功; 当前距低点3.25%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,61.581355658534584,54.132069979105424,300434,金石亚药,bottom_area,2023-01-18,12.15,2023-01-18,12.08,0.5794701986754991,2.235099337748341,30.494821634062134,False,-0.6541,2.263,1,2,1,50.0,26.7379679144385,26.7379679144385,14.4205298013245,0.5794701986754991,历史1/2次成功; 当前距低点0.58%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
12,61.39091602541572,53.553826296346166,002349,精华制药,bottom_area,2023-01-18,11.75,2023-01-18,11.73,0.1705029838022129,1.1935208866155056,28.08093194359288,False,-0.6762,1.3791,1,2,1,50.0,18.615984405458093,18.615984405458093,14.829497016197788,0.1705029838022129,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
13,56.89517067730578,49.986601928182225,000679,大连友谊,bottom_area,2023-01-18,5.47,2023-01-18,5.44,0.5514705882352824,2.5735294117647,28.515111695137975,False,-1.6187,2.393,1,4,1,25.0,24.94061757719715,24.94061757719715,14.448529411764719,0.5514705882352824,历史1/4次成功; 当前距低点0.55%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
14,56.476865079365076,49.11031746031746,000715,中兴商业,bottom_area,2023-01-18,6.27,2023-01-18,6.27,0.0,1.7543859649122857,29.7085201793722,False,-0.7911,2.7875,1,3,1,33.33333333333333,24.33862433862435,24.33862433862435,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
