rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.57626606274322,84.92631614195953,002045,国光电器,bottom_area,2023-07-26,13.55,2023-07-26,13.41,1.0439970171513837,7.084265473527212,27.39577693557119,False,-5.8374,4.9172,4,4,4,100.0,26.70230828529398,33.77563329312426,8.956002982848617,1.0439970171513837,历史4/4次成功; 当前距低点1.04%; 最新日涨幅-5.84%; 状态bottom_area; 底部未确认
2,81.92304825027522,75.61922711652932,300342,天银机电,bottom_area,2023-07-26,11.36,2023-07-25,11.27,0.7985803016858904,5.2351375332741785,27.337201805286917,False,-0.786,4.6207,3,3,3,100.0,19.9461838944793,26.68539325842696,9.20141969831411,0.7985803016858904,历史3/3次成功; 当前距低点0.80%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
3,80.32660769036232,74.9832280931113,002654,万润科技,bottom_area,2023-07-26,10.23,2023-07-26,10.09,1.3875123885034746,7.0366699702676,29.93055555555556,False,-4.3925,11.3134,2,2,2,100.0,10.789012574726865,11.22448979591837,8.612487611496526,1.3875123885034746,历史2/2次成功; 当前距低点1.39%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
4,80.01381554925226,74.22811043290912,301379,天山电子,bottom_area,2023-07-26,35.23,2023-07-26,34.86,1.0613884107859939,5.851979345955248,30.0,False,-4.3962,34.4941,1,1,1,100.0,19.398258115597777,19.398258115597777,8.938611589214007,1.0613884107859939,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-4.40%; 状态bottom_area; 底部未确认
5,78.19881235676218,74.67552645962132,002590,万安科技,bottom_area,2023-07-26,11.53,2023-07-24,11.24,2.5800711743772164,6.672597864768683,28.589580686149933,False,-2.7004,6.7294,1,1,1,100.0,30.204778156996575,30.204778156996575,7.419928825622785,2.5800711743772164,历史1/1次成功; 当前距低点2.58%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
6,77.91135736715886,73.24782784355534,600990,四创电子,bottom_area,2023-07-26,23.12,2023-07-24,22.72,1.7605633802816996,2.376760563380294,29.199127454035533,False,-0.4307,0.4402,1,1,1,100.0,12.483399734395755,12.483399734395755,8.239436619718301,1.7605633802816996,历史1/1次成功; 当前距低点1.76%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
7,77.8489511693988,73.08962664375869,600105,永鼎股份,bottom_area,2023-07-26,6.02,2023-07-24,5.92,1.689189189189183,5.912162162162156,27.628361858190708,False,-2.589,3.2581,1,1,1,100.0,10.757946210268958,10.757946210268958,8.310810810810818,1.689189189189183,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-2.59%; 状态bottom_area; 底部未确认
8,77.4645824606192,74.86562050525541,601669,中国电建,bottom_area,2023-07-26,5.79,2023-06-07,5.61,3.208556149732615,5.882352941176471,29.78723404255319,False,0.3466,0.704,1,1,1,100.0,16.457680250783696,16.457680250783696,6.7914438502673855,3.208556149732615,历史1/1次成功; 当前距低点3.21%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
9,77.46230590260556,74.34524393563429,002395,双象股份,confirmed_rebound,2023-07-26,11.21,2023-06-26,10.9,2.8440366972477107,10.091743119266052,29.677419354838708,True,-5.2409,4.9992,2,2,2,100.0,26.23466454494123,36.59976387249114,7.15596330275229,2.8440366972477107,历史2/2次成功; 当前距低点2.84%; 最新日涨幅-5.24%; 状态confirmed_rebound; 底部已确认
10,77.22026495505312,72.96610401688459,688287,退市观典,bottom_area,2023-07-26,11.08,2023-07-24,10.86,2.02578268876612,3.5911602209944804,27.406417112299476,False,-1.3357,0.4693,1,1,1,100.0,14.219830899308223,14.219830899308223,7.974217311233881,2.02578268876612,历史1/1次成功; 当前距低点2.03%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
11,77.04697262916982,72.77870119763068,601360,三六零,bottom_area,2023-07-26,11.68,2023-07-24,11.45,2.0087336244541523,5.065502183406115,29.1460396039604,False,-2.5042,1.4204,1,1,1,100.0,13.003300330033007,13.003300330033007,7.991266375545848,2.0087336244541523,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
12,75.93305754360121,69.30190911649544,605118,力鼎光电,bottom_area,2023-07-26,14.6,2023-07-26,14.57,0.20590253946464898,2.402196293754287,28.543403629230014,False,-2.6667,8.9273,1,1,1,100.0,12.050359712230225,12.050359712230225,9.794097460535351,0.20590253946464898,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
13,74.86972751353667,70.77945736434108,603033,三维股份,bottom_area,2023-07-26,15.92,2023-07-17,15.6,2.051282051282053,5.25641025641027,27.677329624478446,False,0.8872,0.0989,2,3,2,66.66666666666666,19.192009540846744,24.922480620155024,7.948717948717948,2.051282051282053,历史2/3次成功; 当前距低点2.05%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
14,74.21327322892044,72.68914597461402,600995,南网储能,bottom_area,2023-07-26,11.16,2023-06-07,10.74,3.910614525139664,8.379888268156428,32.7909887359199,True,-0.6233,0.462,1,1,1,100.0,26.64165103189493,26.64165103189493,6.089385474860336,3.910614525139664,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-0.62%; 状态bottom_area; 底部已确认
15,73.82542126263388,67.64363456330767,301338,凯格精机,bottom_area,2023-07-26,43.89,2023-07-26,43.71,0.4118050789293061,6.1999542438801205,30.42024832855778,False,-3.0698,32.9718,1,1,1,100.0,15.873925501432662,15.873925501432662,9.588194921070695,0.4118050789293061,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-3.07%; 状态bottom_area; 底部未确认
16,72.36240745712641,70.58712845552178,300722,新余国科,bottom_area,2023-07-26,24.97,2023-07-24,24.08,3.6960132890365474,6.686046511627921,29.176470588235297,False,-1.499,0.7415,3,4,3,75.0,26.070100830780092,45.90377113133938,6.303986710963453,3.6960132890365474,历史3/4次成功; 当前距低点3.70%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
17,71.52512976371797,66.039583698444,002355,兴民智通,bottom_area,2023-07-26,4.96,2023-07-26,4.92,0.8130081300813016,5.48780487804879,27.540500736377027,False,-4.4316,10.7795,3,4,3,75.0,16.33463567220093,18.156424581005595,9.1869918699187,0.8130081300813016,历史3/4次成功; 当前距低点0.81%; 最新日涨幅-4.43%; 状态bottom_area; 底部未确认
18,69.17590269469069,63.19455791380447,002829,星网宇达,bottom_area,2023-07-26,31.4,2023-07-26,31.32,0.25542784163473276,2.2030651340996092,30.042439133348232,False,-1.9669,1.7057,2,3,2,66.66666666666666,18.711111430456917,21.628131021194598,9.744572158365267,0.25542784163473276,历史2/3次成功; 当前距低点0.26%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
19,67.89196189228991,62.27683722450652,002403,爱仕达,bottom_area,2023-07-26,8.54,2023-07-24,8.5,0.47058823529410765,2.5882352941176547,31.891025641025646,False,-1.6129,1.8869,2,3,2,66.66666666666666,16.4145792167227,21.63892445582587,9.529411764705893,0.47058823529410765,历史2/3次成功; 当前距低点0.47%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
20,66.50884251728932,61.224390900461756,000037,深南电A,bottom_area,2023-07-26,10.74,2023-07-26,10.67,0.6560449859418959,4.311152764761021,27.80784844384303,False,-2.8933,5.3642,3,6,3,50.0,32.47405090542621,45.16765285996055,9.343955014058105,0.6560449859418959,历史3/6次成功; 当前距低点0.66%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
21,57.16363303633105,52.30200382200384,600081,东风科技,bottom_area,2023-07-26,11.92,2023-07-24,11.88,0.3367003367003295,3.787878787878782,28.13067150635209,False,-2.8525,2.1857,1,2,1,50.0,13.923013923013915,13.923013923013915,9.663299663299671,0.3367003367003295,历史1/2次成功; 当前距低点0.34%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
22,53.97481470056793,52.164338735769014,605333,沪光股份,bottom_area,2023-07-26,13.83,2023-07-24,13.4,3.208955223880595,7.014925373134324,27.879440258342296,True,-3.0154,4.5051,1,3,1,33.33333333333333,29.01840490797546,29.01840490797546,6.791044776119406,3.208955223880595,历史1/3次成功; 当前距低点3.21%; 最新日涨幅-3.02%; 状态bottom_area; 底部已确认
